date,stock_immediate_equity,stock_pullback_equity,etf_dca_equity,etf_buy_hold_norm
2020-01-12,175965.28849893,172098.53546772007,192433.14871128,0.949673202614379
2020-01-28,169940.99849893,152379.49546772006,191108.84871128,0.9431372549019608
2020-01-30,174702.18849893,159325.97546772007,196670.90871128,0.9705882352941175
2020-02-05,181240.17455931002,162155.41546772007,204558.70073208,0.9607843137254901
2020-02-11,183853.03395907002,170894.53546772007,205393.60073208,0.9647058823529411
2020-02-12,182806.44395907,166607.07549572008,199827.60073208,0.9385620915032679
2020-02-16,179873.63395907002,163853.31549572007,198714.40073208,0.9333333333333332
2020-02-18,178509.61395907,154058.59549572007,196627.15073208002,0.9235294117647059
2020-02-23,178343.64395907,151217.55549572007,204697.85073208003,0.961437908496732
2020-02-24,173979.95338384,137324.59549572007,201079.95073208,0.9444444444444443
2020-03-03,169972.0371073,122139.23379803007,189726.39575008003,0.8477124183006536
2020-03-08,164303.2071073,120368.87379803008,190457.79575008003,0.8509803921568627
2020-03-10,154196.45710730003,114224.14379803007,173050.47575008002,0.7732026143790849
2020-03-17,136163.45710730003,88724.76379803006,145696.11575008003,0.6509803921568628
2020-03-19,134170.48710730002,82829.33379803007,135456.51575008003,0.6052287581699346
2020-04-02,146067.47938017998,99393.04379803006,155533.00403138006,0.6509803921568628
2020-04-05,145878.74938018,97652.34897308004,156001.45403138,0.6529411764705882
2020-04-06,148541.50938018004,103093.60897308006,152878.45403138,0.6398692810457516
2020-04-09,159326.57938018002,115433.91897308006,168181.15403138002,0.7039215686274509
2020-04-22,156182.17938018002,131908.7989730801,164433.55403138,0.688235294117647
2020-04-23,159447.43938018003,134007.3989730801,163184.35403138003,0.6830065359477123
2020-04-29,167771.99938018,136572.67897308007,175051.75403138006,0.7326797385620916
2020-05-07,169071.45494137,130877.91897308006,183115.28543093,0.7241830065359477
2020-05-13,174466.74494137,142585.1389730801,188403.60543093,0.7450980392156863
2020-06-04,188307.86935311,155738.15677018007,195144.17465461005,0.7333333333333334
2020-06-07,195340.51935311,163078.17677018009,198796.49465461003,0.7470588235294117
2020-06-09,195598.98935311002,166085.5567701801,208362.09465461003,0.7830065359477124
