symbol,period_end,filing_date,fiscal_period,currency,source_url,revenue,net_income,equity,assets,operating_cf,capex,debt,cash,shares_outstanding
HRHO,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,355984984.0,14820410904.0,49568001174.0,2441133715.0,,34747590270.0,,1459681418.0
HRHO,2021-12-31,2022-03-01,Q4 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,402436156.0,17306289975.0,96594728844.0,-8622831831.0,,79288438869.0,,1459681418.0
HRHO,2021-12-31,2022-03-31,FY 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,1456477842.0,17306289975.0,96594728844.0,-7037669335.0,,79288438869.0,,1459681418.0
HRHO,2022-03-31,2022-05-30,Q1 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,345278279.0,18502372919.0,100033992748.0,421651890.0,,81531619829.0,,1459681418.0
HRHO,2022-06-30,2022-08-29,Q2 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,343819675.0,19062935032.0,99176801786.0,3060014627.0,,80113866754.0,,1459681418.0
HRHO,2022-09-30,2022-11-29,Q3 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,337258295.0,19447008378.0,97151042890.0,4508887643.0,,77704034512.0,,1459681418.0
HRHO,2022-12-31,2023-03-01,Q4 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,813359407.0,22376101967.0,105509539526.0,3750631181.0,,83133437559.0,,1459681418.0
HRHO,2022-12-31,2023-03-31,FY 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,1839715656.0,22376101967.0,105509539526.0,11741185341.0,,83133437559.0,,1459681418.0
HRHO,2023-03-31,2023-05-30,Q1 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,884566907.0,25076371543.0,115123217399.0,790998337.0,,90046845856.0,,1459681418.0
HRHO,2023-06-30,2023-08-29,Q2 2023,EGP,http://data.feedgfm.com/mix2/DCMServiceProvider?ROLE=A&RT=87&ID=33874FD3-A248-495D-BA9E-8C3E0A24989E.pdf,,404650633.0,25285568030.0,114217628009.0,-6236741851.0,,88932059979.0,,1459681418.0
HRHO,2023-09-30,2023-11-29,Q3 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,-1287532843000.0,26419898000.0,122571658000.0,5448927880000.0,,96151760000.0,,1459681418.0
HRHO,2023-12-31,2024-02-29,Q4 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,2496786303.0,27395929000.0,121907974000.0,-8607602366.0,,94512045000.0,,1459681418.0
HRHO,2023-12-31,2024-03-30,FY 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,2498471000.0,27395929000.0,121907974000.0,-8604418000.0,,94512045000.0,,1459681418.0
HRHO,2024-03-31,2024-05-30,Q1 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,1821399000.0,35125111000.0,170027789000.0,2571294000.0,,134902678000.0,,1459681418.0
HRHO,2024-06-30,2024-08-29,Q2 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,790696000.0,36028010000.0,197157761000.0,-7556426000.0,,161129751000.0,,1459681418.0
HRHO,2024-09-30,2024-11-29,Q3 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,697255000.0,37184204000.0,188710380000.0,5347015000.0,,151526176000.0,,1459681418.0
HRHO,2024-12-31,2025-03-01,Q4 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,944620000.0,39367965000.0,186878411000.0,-13611913000.0,,147510446000.0,,1459681418.0
HRHO,2024-12-31,2025-03-31,FY 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,4253970000.0,39367965000.0,186878411000.0,-13250030000.0,,147510446000.0,,1459681418.0
HRHO,2025-03-31,2025-05-30,Q1 2025,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,1204652000.0,40044950000.0,207150167000.0,-3501319000.0,,167105217000.0,,1459681418.0
ISPH,2021-03-31,2021-05-31,Q1 2021,EGP,https://english.mubasher.info/news/3813828/Ibnsina-Pharma-s-profit-inches-up-in-Q1-21/,,50373065.0,1392765052.0,9563017417.0,-345355774.0,,8170252365.0,,1008000000.0
ISPH,2021-06-30,2021-08-15,Q2 2021,EGP,https://english.mubasher.info/news/3842809/Ibnsina-Pharma-s-profit-up-18-in-H1-21/,,54620198.0,1420044578.0,9816063412.0,324898120.0,,8396018834.0,,1008000000.0
ISPH,2021-09-30,2021-11-14,Q3 2021,EGP,https://english.mubasher.info/news/3877218/Ibnsina-Pharma-s-profit-up-21-in-nine-months/,,137195871.0,1557241194.0,10668469514.0,-191016325.0,,9111228320.0,,1008000000.0
ISPH,2021-12-31,2022-03-01,Q4 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,72538694.0,1453493939.0,11284461516.0,-128957641.0,,9830967577.0,,1008000000.0
ISPH,2021-12-31,2022-03-31,FY 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,314727828.0,1453493939.0,11284461516.0,-340431620.0,,9830967577.0,,1008000000.0
ISPH,2022-03-31,2022-05-30,Q1 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,59383535.0,1509407844.0,12420195179.0,-851852952.0,,10910787335.0,,1008000000.0
ISPH,2022-06-30,2022-08-29,Q2 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,29225747.0,1376167927.0,11891445261.0,-410559866.0,,10515277334.0,,1008000000.0
ISPH,2022-09-30,2022-11-29,Q3 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,30988034.0,1246359783.0,12354795986.0,1010584969.0,,11108436203.0,,1008000000.0
ISPH,2022-12-31,2023-03-01,Q4 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,52987550.0,1259876659.0,12863793230.0,613765979.0,,11603916571.0,,1008000000.0
ISPH,2022-12-31,2023-03-31,FY 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,172584866.0,1259876659.0,12863793230.0,361938130.0,,11603916571.0,,1008000000.0
ISPH,2023-03-31,2023-05-30,Q1 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,72554850.0,1332043251.0,15323150007.0,-542088088.0,,13991106756.0,,1008000000.0
ISPH,2023-06-30,2023-08-29,Q2 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,59448497.0,1367893686.0,16353989747.0,441712267.0,,14986096061.0,,1008000000.0
ISPH,2023-09-30,2023-11-29,Q3 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,42033862.0,1409927544.0,18679822294.0,-309667772.0,,17269894750.0,,1008000000.0
ISPH,2023-12-31,2024-02-29,Q4 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,39623425.0,1449119799.0,18549810926.0,535857060.00000006,,17100691127.0,,1008000000.0
ISPH,2023-12-31,2024-03-30,FY 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,213660634.0,1449119799.0,18549810926.0,125813467.0,,17100691127.0,,1008000000.0
ISPH,2024-03-31,2024-05-30,Q1 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,98143427.0,1547130338.0,20655086581.0,-395693128.0,,19107956243.0,,1008000000.0
ISPH,2024-06-30,2024-08-29,Q2 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,123453192.0,1637843117.0,22066583108.0,216863821.0,,20428739991.0,,1008000000.0
ISPH,2024-09-30,2024-11-29,Q3 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,184916770.0,1822760007.0,26160534249.0,353063379.0,,24337774242.0,,1008000000.0
ISPH,2024-12-31,2025-03-01,Q4 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,208048962.0,2031218546.0,28641557747.0,-1100810090.0,,26610339201.0,,1008000000.0
ISPH,2024-12-31,2025-03-31,FY 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,614562351.0,2031218546.0,28641557747.0,-926576018.0,,26610339201.0,,1008000000.0
ISPH,2025-03-31,2025-05-30,Q1 2025,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,181880820.0,2177297787.0,32691247531.0,-1511809322.0,,30513949744.0,,1008000000.0
ISPH,2025-06-30,2025-08-29,Q2 2025,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,206926538.0,,,,,,,1008000000.0
ISPH,2025-09-30,2025-11-29,Q3 2025,EGP,http://data.feedgfm.com/mix2/DCMServiceProvider?ROLE=A&RT=87&ID=4C1D330D-E8AA-4AB7-9F62-F1A3842DA2B7.pdf,,271036528.0,,,,,,,1008000000.0
ISPH,2025-12-31,2026-03-01,Q4 2025,EGP,https://english.mubasher.info/markets/EGX/stocks/ISPH/financial-statements,,292139.464,,,,,,,1008000000.0
ISPH,2025-12-31,2026-03-31,FY 2025,EGP,http://data.feedgfm.com/mix2/DCMServiceProvider?ROLE=A&RT=87&ID=61540E34-6EB5-4885-ACE6-04135BB16955.pdf,,951983350.0,2784020299.0,36213703819.0,-71055245.0,,33429683520.0,,1008000000.0
JUFO,2020-12-31,2021-03-31,FY 2020,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,428376245.0,2903273852.0,5135732585.0,982617875.0,,2232458733.0,,941405082.0
JUFO,2021-03-31,2021-05-30,Q1 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,123106033.0,3026419506.0,5309456085.0,69778843.0,,2283036579.0,,941405082.0
JUFO,2021-06-30,2021-08-29,Q2 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,193001984.0,2213655377.0,5336119048.0,132126120.0,,3122463671.0,,941405082.0
JUFO,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,173919463.0,3393465520.0,5469932387.0,432426165.0,,2076466867.0,,941405082.0
JUFO,2021-12-31,2022-03-01,Q4 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,36169154.0,3165316284.0,5459749920.0,133765521.0,,2294433636.0,,941405082.0
JUFO,2021-12-31,2022-03-31,FY 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,526196633.99999994,3165316284.0,5459749920.0,768096649.0,,2294433636.0,,941405082.0
JUFO,2022-03-31,2022-05-30,Q1 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,144380793.0,3312735989.0,5630814081.0,188331294.0,,2318078092.0,,941405082.0
JUFO,2022-06-30,2022-08-16,Q2 2022,EGP,https://english.mubasher.info/news/3998583/Juhayna-reports-1-higher-profit-in-H1-22/,,174467901.0,3091800139.0,6010774641.0,-238415139.0,,2918974502.0,,941405082.0
JUFO,2022-09-30,2022-11-17,Q3 2022,EGP,https://english.mubasher.info/news/4041156/Juhayna-reports-EGP-474m-profits-in-9M-22/,,155013049.0,3546167569.0,6601516483.0,51233291.0,,3055348914.0,,941405082.0
JUFO,2022-12-31,2023-03-01,Q4 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,163859592.0,3410732172.0,6369286871.0,438758831.0,,2958554699.0,,941405082.0
JUFO,2022-12-31,2023-04-02,FY 2022,EGP,https://english.mubasher.info/news/4100703/Juhayna-s-consolidated-profits-rise-21-in-2022-revenues-hit-EGP-11-36bn/,,637721335.0,3410732172.0,6369286871.0,439908277.0,,2958554699.0,,941405082.0
JUFO,2023-03-31,2023-06-01,Q1 2023,EGP,https://english.mubasher.info/news/4136706/Juhayna-sees-135-higher-consolidated-profits-in-Q1-23-results/,,339217994.0,3750146269.0,7348089919.0,52306202.0,,3597943650.0,,941405082.0
JUFO,2023-06-30,2023-08-10,Q2 2023,EGP,https://english.mubasher.info/news/4167469/Juhayna-logs-higher-consolidated-profits-in-H1-23-sales-hit-EGP-7-15bn/,,216902115.0,3784738651.0,7869487106.0,36751389.0,,4084748455.0,,941405082.0
JUFO,2023-09-30,2023-11-05,Q3 2023,EGP,https://english.mubasher.info/news/4207745/Juhayna-posts-EGP-879m-consolidated-profits-in-9M-23-reports-standalone-losses/,,322502998.0,4107244673.0,7724319655.0,990196101.0,,3617074982.0,,941405082.0
JUFO,2023-12-31,2024-02-29,Q4 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,142286781.0,4249768585.0,8580367133.0,520241418.0,,4330598548.0,,941405082.0
JUFO,2023-12-31,2024-03-30,FY 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,1020909888.0,4249768585.0,8580367132.999999,1599495110.0,,4330598548.0,,941405082.0
JUFO,2024-03-31,2024-06-02,Q1 2024,EGP,https://english.mubasher.info/news/4298531/Juhayna-s-consolidated-profit-jumps-to-EGP-479m-in-Q1-24/,,478333270.0,4369170260.0,10077161048.0,198924506.0,,5707990788.0,,941405082.0
JUFO,2024-06-30,2024-08-13,Q2 2024,EGP,https://english.mubasher.info/news/4327573/Juhayna-s-consolidated-profits-leap-166-in-H1-24/,,1000935391.0,5090042561.0,11653182630.0,-143379093.0,,6563140069.0,,941405082.0
JUFO,2024-09-30,2024-11-18,Q3 2024,EGP,https://english.mubasher.info/news/4370304/Juhayna-s-sales-exceed-EGP-18-3bn-in-9M-24-profits-leap-197-in-Q3/,,958455298.0,6042085800.0,12915994491.0,891340943.0,,6873908691.0,,941405082.0
JUFO,2024-12-31,2025-03-01,Q4 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,297570210.0,6339324470.0,13590462624.0,1327958346.0,,7251138154.0,,941405082.0
JUFO,2024-12-31,2025-03-31,FY 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,2735294169.0,6339324470.0,13590462624.0,2274844702.0,,7251138154.0,,941405082.0
JUFO,2025-03-31,2025-05-30,Q1 2025,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,299615119.0,6969991313.0,15900232204.0,-140641976.0,,8930240891.0,,941405082.0
JUFO,2025-06-30,2025-08-18,Q2 2025,EGP,https://english.mubasher.info/news/4487806/Juhayna-s-consolidated-net-profits-near-EGP-781m-in-H1-25/,,481116061.0,,,,,,,941405082.0
MCQE,2020-12-31,2021-03-31,FY 2020,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,33849273.0,1779183586.0,3952326276.0,144455952.0,,2173142690.0,,96000000.0
MCQE,2021-03-31,2021-05-17,Q1 2021,EGP,https://english.mubasher.info/news/3808125/Misr-Cement-Qena-posts-EGP-31m-profit-in-Q1/,,28947921.0,1784604186.0,3912254539.0,159551240.0,,2127650353.0,,96000000.0
MCQE,2021-06-30,2021-08-29,Q2 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,32467694.0,1822786881.0,4037049330.0,110389101.0,,2214262449.0,,96000000.0
MCQE,2021-09-30,2021-11-16,Q3 2021,EGP,https://english.mubasher.info/news/3878788/Misr-Cement-logs-211-jump-in-9M-profits-unveils-new-identity/,,45993568.0,1875748746.0,4091908492.0,-45279545.0,,2216159746.0,,96000000.0
MCQE,2021-12-31,2022-03-01,Q4 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,38651378.0,1904477155.0,3736485250.0,175676440.0,,1832008095.0,,96000000.0
MCQE,2021-12-31,2022-03-31,FY 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,146060561.0,1904477155.0,3736485250.0,400337236.0,,1832008095.0,,96000000.0
MCQE,2022-03-31,2022-05-16,Q1 2022,EGP,https://english.mubasher.info/news/3957197/Misr-Cement-posts-161-higher-profits-in-Q1-22/,,59631205.0,1920451777.0,4020397429.0,308799955.0,,2099945652.0,,96000000.0
MCQE,2022-06-30,2022-08-16,Q2 2022,EGP,https://english.mubasher.info/news/3998871/Misr-Cement-s-consolidated-profits-hit-EGP-86m-in-H1-22/,,-5974343.0,1925288858.0,4036705735.0,-185505929.0,,2111416876.9999998,,96000000.0
MCQE,2022-09-30,2022-11-14,Q3 2022,EGP,https://english.mubasher.info/news/4039261/Misr-Cement-sees-20-lower-consolidated-profits-in-9M-22/,,9436677.0,1914033195.0,4094426406.0,150864462.0,,2180393211.0,,96000000.0
MCQE,2022-12-31,2023-03-01,Q4 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,33950514.0,1948745045.0,4430473749.0,-128113432.0,,2481728704.0,,96000000.0
MCQE,2022-12-31,2023-03-31,FY 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,97044053.0,1948745045.0,4430473749.0,146045056.0,,2481728704.0,,96000000.0
MCQE,2023-03-31,2023-05-30,Q1 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,65672816.0,1948711972.0,5372512114.0,111440470.0,,3423800142.0,,96000000.0
MCQE,2023-06-30,2023-08-17,Q2 2023,EGP,https://english.mubasher.info/news/4172268/Misr-Cement-posts-plunge-in-H1-23-profits-turns-to-losses-in-Q2/,,-21925005.0,1926924292.0,5054484310.0,-133643022.0,,3127560018.0,,96000000.0
MCQE,2023-09-30,2023-11-15,Q3 2023,EGP,https://english.mubasher.info/news/4215531/Misr-Cement-s-consolidated-profits-exceed-EGP-41m-in-9M-23/,,-29672384.0,1884991821.0,4912123103.0,64979031.0,,3027131282.0,,96000000.0
MCQE,2023-12-31,2024-02-29,Q4 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,80706793.0,1971368260.0,4897540246.0,256218253.0,,2926171986.0,,96000000.0
MCQE,2023-12-31,2024-03-30,FY 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,94782220.0,1971368260.0,4897540246.0,298994732.0,,2926171986.0,,96000000.0
MCQE,2024-03-31,2024-05-28,Q1 2024,EGP,https://english.mubasher.info/news/4296384/Misr-Cement-logs-EGP-32m-consolidated-profit-in-Q1-24/,,31500534.0,1935856205.0,4710681236.0,457766343.0,,2774825031.0,,96000000.0
MCQE,2024-06-30,2024-08-19,Q2 2024,EGP,https://english.mubasher.info/news/4330417/Misr-Cement-s-H1-24-consolidated-profits-fall-to-EGP-17m/,,-1056107.0,1920338019.0,5058479708.0,-183513034.0,,3138141689.0,,96000000.0
MCQE,2024-09-30,2024-11-19,Q3 2024,EGP,https://english.mubasher.info/news/4370864/Misr-Cement-delivers-solid-financial-performance-in-9M-24-sales-hit-EGP-4-1bn/,,21713463.0,1954444974.0,5309948857.0,573219751.0,,3355503883.0,,96000000.0
MCQE,2024-12-31,2025-03-01,Q4 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,185520855.0,2179136825.0,5268350761.0,69034938.0,,3089213936.0,,96000000.0
MCQE,2024-12-31,2025-03-31,FY 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,237678745.0,2179136825.0,5268350761.0,916507998.0,,3089213936.0,,96000000.0
MCQE,2025-03-31,2025-05-30,Q1 2025,EGP,https://english.mubasher.info/markets/EGX/stocks/MCQE/financial-statements,,238466973.0,2329098356.0,5546693109.0,624635309.0,,3217594753.0,,96000000.0
MCQE,2025-06-30,2025-08-10,Q2 2025,EGP,https://english.mubasher.info/news/4478432/Misr-Cement-sees-higher-consolidated-net-profits-at-EGP-784m-in-H1-25/,,361492296.0,2802521595.0,,,,,,96000000.0
OIH,2020-12-31,2021-03-31,FY 2020,EGP,https://english.mubasher.info/markets/EGX/stocks/OIH/financial-statements,,-103220000.0,1557894000.0,3638479000.0,-49488000.0,,2080585000.0,,5245690620.0
OIH,2021-03-31,2021-05-30,Q1 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/OIH/financial-statements,,-31033000.0,1506544000.0,3652429000.0,24133000.0,,2145885000.0,,5245690620.0
OIH,2021-06-30,2021-08-29,Q2 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/OIH/financial-statements,,-35523000.0,1528190000.0,3608061000.0,9065000.0,,2079871000.0,,5245690620.0
OIH,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/OIH/financial-statements,,20485000.0,1438083000.0,3541520000.0,100133000.0,,2103437000.0,,5245690620.0
OIH,2021-12-31,2022-03-01,Q4 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/OIH/financial-statements,,610038000.0,1940227000.0,4012133000.0,-375063000.0,,2071906000.0,,5245690620.0
OIH,2021-12-31,2022-03-31,FY 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/OIH/financial-statements,,563967000.0,1940227000.0,4012133000.0,-241732000.0,,2071906000.0,,5245690620.0
OIH,2022-03-31,2022-06-16,Q1 2022,EGP,https://english.mubasher.info/news/3972611/Orascom-Investment-Holding-turns-to-profitability-in-Q1-22/,,86549000.0,1860407000.0,3159612000.0,-37689000.0,,1299205000.0,,5245690620.0
OIH,2022-06-30,2022-08-25,Q2 2022,EGP,https://english.mubasher.info/news/4002667/Orascom-Investment-Holding-turns-profitable-in-H1-22/,,18771000.0,1943722000.0,3242747000.0,2649000.0,,1299025000.0,,5245690620.0
OIH,2022-09-30,2022-11-16,Q3 2022,EGP,https://english.mubasher.info/news/4040996/Orascom-Investment-Holding-swings-to-over-EGP-624-5m-standalone-profits-in-9M-22/,,160044000.0,2161610000.0,4855255000.0,-59161000.0,,2693645000.0,,5245690620.0
OIH,2022-12-31,2023-03-01,Q4 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/OIH/financial-statements,,162685000.0,2579992000.0,4025797000.0,80877000.0,,1445805000.0,,5245690620.0
OIH,2022-12-31,2023-03-31,FY 2022,EGP,https://english.mubasher.info/markets/EGX/stocks/OIH/financial-statements,,428049000.0,2579992000.0,4025797000.0,-13324000.0,,1445805000.0,,5245690620.0
OIH,2023-03-31,2023-06-15,Q1 2023,EGP,https://english.mubasher.info/news/4142943/Orascom-Investment-Holding-records-higher-consolidated-net-profits-in-Q1-23/,,108948000.0,2953789000.0,4769531000.0,-66588000.0,,1815742000.0,,5245690620.0
OIH,2023-06-30,2023-09-03,Q2 2023,EGP,https://english.mubasher.info/news/4178630/Orascom-Investment-Holding-s-consolidated-profits-exceed-EGP-86m-in-H1-23/,,-22815000.0,3105007000.0,4655512000.0,-52789000.0,,1550505000.0,,5245690620.0
OIH,2023-09-30,2023-11-19,Q3 2023,EGP,https://english.mubasher.info/news/4217007/Orascom-Investment-Holding-posts-lower-profits-in-9M-23/,,336107000.0,3284764000.0,4889169000.0,11353000.0,,1604405000.0,,5245690620.0
OIH,2023-12-31,2024-02-29,Q4 2023,EGP,https://english.mubasher.info/markets/EGX/stocks/OIH/financial-statements,,-450460000.0,3068102000.0,4841556000.0,-120033000.0,,1773454000.0,,5245690620.0
OIH,2023-12-31,2024-03-30,FY 2023,EGP,http://data.feedgfm.com/mix2/DCMServiceProvider?ROLE=A&RT=87&ID=84894AC4-33CD-4CFC-BFB8-A3D95EBBC804.pdf,,-28220000.0,3068102000.0,4841556000.0,-228057000.0,,1773454000.0,,5245690620.0
OIH,2024-03-31,2024-06-11,Q1 2024,EGP,https://english.mubasher.info/news/4302738/Orascom-Investment-Holding-s-standalone-profit-soars-784-YoY-in-Q1-24/,,351365000.0,4379885000.0,6222088000.0,-94565000.0,,1842203000.0,,5245690620.0
OIH,2024-06-30,2024-08-20,Q2 2024,EGP,https://english.mubasher.info/news/4330853/Orascom-Investment-Holding-records-hike-in-H1-24-net-profits/,,-55207000.0,4247617000.0,6173324000.0,-164038000.0,,1925707000.0,,5245690620.0
OIH,2024-09-30,2024-11-19,Q3 2024,EGP,https://english.mubasher.info/news/4370969/Orascom-Investment-Holding-registers-EGP-527-5m-standalone-profits-in-9M-24/,,-131826000.0,4154629000.0,6091303000.0,-49656000.0,,1936674000.0,,5245690620.0
OIH,2024-12-31,2025-03-01,Q4 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/OIH/financial-statements,,-1073275000.0,3250821000.0,9508425000.0,-341306000.0,,6257604000.0,,5245690620.0
OIH,2024-12-31,2025-03-31,FY 2024,EGP,https://english.mubasher.info/markets/EGX/stocks/OIH/financial-statements,,-908943000.0,3250821000.0,9508425000.0,-649565000.0,,6257604000.0,,5245690620.0
ORAS,2020-12-31,2021-03-31,FY 2020,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,90900000.0,641900000.0,3788500000.0,138200000.0,,3146600000.0,,110243935.0
ORAS,2021-03-31,2021-05-30,Q1 2021,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,23900000.0,657800000.0,3826600000.0,-188600000.0,,3168800000.0,,110243935.0
ORAS,2021-06-30,2021-08-29,Q2 2021,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,23800000.0,656000000.0,3987600000.0,31800000.0,,3331600000.0,,110243935.0
ORAS,2021-09-30,2021-11-29,Q3 2021,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,28400000.0,680000000.0,3776300000.0,42800000.0,,3096300000.0,,110243935.0
ORAS,2021-12-31,2022-03-01,Q4 2021,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,37300000.0,688600000.0,4102400000.0,315200000.0,,3413800000.0,,110243935.0
ORAS,2021-12-31,2022-03-31,FY 2021,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,113400000.0,688600000.0,4102400000.0,201200000.0,,3413800000.0,,110243935.0
ORAS,2022-03-31,2022-05-30,Q1 2022,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,13100000.0,662600000.0,4001500000.0,-260700000.0,,3338900000.0,,110243935.0
ORAS,2022-06-30,2022-08-29,Q2 2022,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,34600000.0,669400000.0,3875900000.0,88900000.0,,3206500000.0,,110243935.0
ORAS,2022-09-30,2022-11-29,Q3 2022,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,28400000.0,661200000.0,3913200000.0,61100000.0,,3252000000.0,,110243935.0
ORAS,2022-12-31,2023-03-01,Q4 2022,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,37400000.0,691300000.0,3531400000.0,304600000.0,,2840100000.0,,110243935.0
ORAS,2022-12-31,2023-03-31,FY 2022,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,113500000.0,691300000.0,3531400000.0,193900000.0,,2840100000.0,,110243935.0
ORAS,2023-03-31,2023-05-30,Q1 2023,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,36100000.0,655100000.0,3194800000.0,-65900000.0,,2539700000.0,,110243935.0
ORAS,2023-06-30,2023-08-29,Q2 2023,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,62600000.0,681800000.0,3403900000.0,-53400000.0,,2722100000.0,,110243935.0
ORAS,2023-09-30,2023-11-29,Q3 2023,USD,https://english.mubasher.info/markets/EGX/stocks/ORAS/financial-statements,,16100000.0,700400000.0,3556800000.0,28600000.0,,2856400000.0,,110243935.0
