date,regime,core_weight,satellite_weight,guard_active,sleeve_drawdown,portfolio_drawdown,turnover_value,turnover_pct,fees
2019-02-05,fixed,0.5,0.5,False,0.0,0.0,109748.42679,0.9977129708181818,244.49685358
2019-07-09,fixed,0.5,0.5,False,0.0,0.0,31770.862489999996,0.22970351695569682,83.54172498
2020-01-02,fixed,0.5,0.5,False,-0.07527397324845242,0.0,44490.30239499999,0.2348773011153734,103.98060479000002
2020-07-06,fixed,0.5,0.5,False,-0.018749821864677885,0.0,44481.659365,0.22208570983985143,103.96331873
2021-01-04,fixed,0.5,0.5,False,-0.022882434043849487,0.0,118626.74011,0.4659691384606688,257.25348022000003
2021-07-04,fixed,0.5,0.5,False,-0.01122402534578637,0.0,257928.48953,0.8426425916508642,535.85697906
2022-01-02,fixed,0.5,0.5,False,-0.04825217119904601,0.0,318263.33239999996,0.7915050274458579,656.5266648000002
2022-07-03,fixed,0.5,0.5,False,-0.23561807901082932,-0.1608749100387784,285198.97456,0.7579338283261328,590.39794912
2023-01-02,fixed,0.5,0.5,False,0.0,0.0,528240.3011,0.7909305986477556,1076.4806022
2023-07-04,fixed,0.5,0.5,False,-0.03003562408198568,0.0,788677.745095,0.9623642046802605,1602.3554901900002
2024-01-02,fixed,0.5,0.5,False,-0.011707766472181524,-0.0031627021164876146,902015.4918849999,0.7441745732659809,1824.0309837700001
2024-07-01,fixed,0.5,0.5,False,-0.21588174293400497,-0.15704553252817655,1215578.763505,0.8168183464302592,2456.15752701
2025-01-02,fixed,0.5,0.5,False,-0.0326931189300006,-0.004847879485471052,1461684.991975,0.8405880886572719,2948.36998395
2025-07-01,fixed,0.5,0.5,False,-0.024723369148593743,-0.00567349220113067,1087563.47152,0.48853869442112224,2190.12694304
2026-01-04,fixed,0.5,0.5,False,-0.027153320575855622,-0.02029044171964356,2217025.98831,0.7794149603685903,4454.0519766200005
