date,regime,core_weight,satellite_weight,guard_active,sleeve_drawdown,portfolio_drawdown,turnover_value,turnover_pct,fees
2019-02-05,bull,0.3,0.7,False,0.0,0.0,109742.793975,0.9976617634090909,244.48558795000002
2019-07-09,bull,0.3,0.7,False,0.0,0.0,40964.45753,0.2996480166923187,101.92891506
2020-01-02,bull,0.3,0.7,False,-0.07555954036973822,0.0,54971.133915,0.2958737815911025,129.94226783
2020-07-06,stress,0.8,0.19999999999999996,False,-0.16944327790757852,0.0,156230.238095,0.7998527158069251,322.46047619
2021-01-04,stress,0.8,0.19999999999999996,False,-0.6376929066918586,0.0,52553.996575,0.2079713671250121,125.10799315000001
2021-07-04,stress,0.8,0.19999999999999996,False,-0.5175013834541558,0.0,108976.26727000001,0.36807450515023393,237.95253454000004
2022-01-02,stress,0.8,0.19999999999999996,False,-0.3958623667269875,0.0,129307.54011999999,0.32925555430746106,278.61508024
2022-07-03,stress,0.8,0.19999999999999996,False,-0.4760359148947151,-0.13333609122405166,116879.696155,0.3093406429227231,253.75939231000004
2023-01-02,bull,0.3,0.7,False,0.0,-0.015337984086051026,233648.64418499998,0.3495000717011715,477.29728837000005
2023-07-04,bull,0.3,0.7,False,-0.07733372755794277,-0.0031233573166440376,391325.38154,0.4739061272022551,792.6507630799999
2024-01-02,bull,0.3,0.7,False,0.0,-0.007946666726603269,580517.459125,0.47481105686039327,1171.03491825
2024-07-01,bull,0.3,0.7,False,-0.27752952923724217,-0.16519296131069805,1103990.47138,0.6864211673711209,2222.98094276
2025-01-02,bull,0.3,0.7,False,-0.14634533254124593,-0.06177505981915665,1276679.08574,0.710743626790967,2573.3581714800002
2025-07-01,bull,0.3,0.7,False,-0.018562943958354894,-0.007325633908404461,812181.304335,0.3380626541283532,1639.3626086700003
2026-01-04,bull,0.3,0.7,False,-0.027282188070641977,-0.020947046620635623,1887188.03646,0.6160631839107334,3789.3760729199994
