family,passed_constraints,holdout_excess_vs_etf_dca,holdout_cagr,holdout_max_drawdown,twr_total_return,cagr,max_drawdown,closed_trades,mean_turnover_pct,fee_to_contributions_ratio,params
rebound,False,0.8399370759834843,0.8726132756864275,0.08732292400135389,7.1114565990626755,0.34833461069099836,0.43700303801309726,338.0,0.12738702401258176,0.5245001598719019,"{""atr_len"": 15, ""bb_len"": 40, ""bb_std"": 1.8495062824542354, ""cci_len"": 27, ""cci_reclaim"": -118.02475902638353, ""max_hold_bars"": 38, ""max_positions"": 3, ""rsi_entry"": 44.80609886093903, ""rsi_len"": 5, ""rsi_reclaim"": 54.98431843581888, ""scan_mode"": ""monthly"", ""stop_atr"": 1.056478065634162, ""target_atr"": 4.482664295015792, ""top_n"": 6, ""trail_atr"": 4.811367627216187, ""trend_len"": 100}"
breakout,False,0.0978133411951514,0.43728615988815767,0.08933541997111472,4.739365537064192,0.2833576534531004,0.24513872252361968,135.0,0.05164670080930515,0.23549409882958733,"{""atr_len"": 14, ""lookback"": 60, ""max_hold_bars"": 37, ""max_positions"": 3, ""scan_mode"": ""monthly"", ""stop_atr"": 2.6225322129215, ""target_atr"": 4.394318949353327, ""top_n"": 6, ""trail_atr"": 4.6188536098413895, ""trend_len"": 102, ""volume_long"": 40, ""volume_ratio"": 1.1594571356054943, ""volume_short"": 16}"
news_event_rules,False,-0.4427756866910637,0.08398044150737305,0.17887382345487612,-0.012521846952793458,-0.0017974920903939262,0.39345502960772993,66.0,0.02466424889103568,0.06926768213068532,"{""atr_len"": 7, ""confirm_lookback"": 45, ""event_window_days"": 46, ""max_hold_bars"": 78, ""max_positions"": 3, ""min_event_score"": 0.5196191215172139, ""scan_mode"": ""monthly"", ""stop_atr"": 2.4220125919546454, ""target_atr"": 5.870639340924948, ""top_n"": 9, ""trail_atr"": 3.2473663666598873, ""trend_len"": 82, ""volume_long"": 65, ""volume_short"": 30}"
