symbol,date,factor_date,sector,factor_score,score_momentum,score_value,score_quality,score_growth,score_low_risk,score_liquidity,has_fundamentals,fundamental_filing_date,fundamental_row_age_days
HRHO,2025-08-31,2025-09-01,financials,0.4232539682539683,0.1904761904761905,0.5333333333333333,0.6,0.2833333333333334,0.22222222222222224,0.8888888888888888,True,2025-05-30,93.0
HRHO,2025-09-30,2025-10-01,financials,0.6127194211017741,0.29365079365079366,0.9,0.925,0.3184640522875818,0.3888888888888889,0.8888888888888888,True,2025-05-30,123.0
HRHO,2025-10-30,2025-11-02,financials,0.48036281179138324,0.3197278911564626,0.5333333333333333,0.6,0.3238095238095239,0.34920634920634924,0.9047619047619048,True,2025-05-30,153.0
HRHO,2025-11-30,2025-12-01,financials,0.5123558897243108,0.34586466165413543,0.5333333333333333,0.6,0.3105263157894737,0.5614035087719298,0.9473684210526315,True,2025-05-30,184.0
HRHO,2026-01-28,2026-02-01,financials,0.43204931972789123,0.17687074829931976,0.5333333333333333,0.6,0.28511904761904766,0.5238095238095238,0.7142857142857143,True,2025-05-30,243.0
HRHO,2026-02-26,2026-03-01,financials,0.5681493506493507,0.577922077922078,0.5,0.6,0.38409090909090915,0.5000000000000001,0.8636363636363636,True,2025-05-30,272.0
ISPH,2019-01-03,2019-01-06,healthcare,0.520952380952381,0.46428571428571436,0.6,0.5,0.45,0.9166666666666667,0.25,False,,
ISPH,2019-02-04,2019-02-05,healthcare,0.5342559523809524,0.5357142857142857,0.6,0.5,0.49375,0.7916666666666669,0.25,False,,
ISPH,2019-04-16,2019-04-17,healthcare,0.5767857142857143,0.7142857142857143,0.6,0.5,0.5788461538461539,0.46153846153846156,0.38461538461538464,False,,
ISPH,2019-05-20,2019-05-21,healthcare,0.5820714285714286,0.6285714285714287,0.6,0.5,0.535,0.4000000000000001,0.8,False,,
ISPH,2019-07-08,2019-07-09,healthcare,0.6091233766233767,0.7402597402597403,0.6,0.5,0.5795454545454547,0.8181818181818183,0.2727272727272727,False,,
ISPH,2019-08-20,2019-08-21,healthcare,0.49726190476190474,0.40476190476190477,0.6,0.5,0.475,0.6666666666666667,0.4166666666666667,False,,
ISPH,2019-09-01,2019-09-02,healthcare,0.7060185185185185,1.0000000000000002,0.6,0.5,0.675,0.7407407407407408,0.4444444444444444,False,,
ISPH,2020-07-05,2020-07-06,healthcare,0.5914285714285715,0.5714285714285715,0.6,0.5,0.5,1.0000000000000002,0.5,False,,
ISPH,2021-12-30,2022-01-02,healthcare,0.4870938375350141,0.1512605042016807,0.775,0.6249999999999999,0.5191176470588236,0.5098039215686275,0.5882352941176471,True,2021-11-14,46.0
ISPH,2022-01-31,2022-02-01,healthcare,0.4809871794871795,0.2307692307692308,0.775,0.6249999999999999,0.5226923076923077,0.4871794871794872,0.3076923076923077,True,2021-11-14,78.0
ISPH,2025-01-30,2025-02-02,healthcare,0.7923039215686275,1.0000000000000002,0.775,0.7625,0.8088235294117647,0.3921568627450981,0.6470588235294118,True,2024-11-29,62.0
ISPH,2025-02-27,2025-03-02,healthcare,0.7734920634920635,0.9523809523809524,0.775,0.7625,0.8027777777777777,0.3888888888888889,0.6111111111111112,True,2024-11-29,90.0
ISPH,2025-03-27,2025-04-03,healthcare,0.6972354497354497,0.8015873015873016,0.775,0.6624999999999999,0.7666666666666667,0.3148148148148148,0.6111111111111112,True,2025-03-01,26.0
ISPH,2025-04-30,2025-05-04,healthcare,0.7124801587301588,0.880952380952381,0.775,0.6624999999999999,0.6625000000000001,0.3888888888888889,0.5555555555555556,True,2025-03-31,30.0
