rebalance_date,selection_date,rank,symbol,holding_name,score,ret_3m,ret_6m,median_daily_value,median_daily_volume,coverage_ratio,score_momentum,score_value,score_quality,score_low_risk,score_liquidity,has_fundamentals,fundamental_period_end,fundamental_filing_date,earnings_yield,book_to_price,roe,roa,cash_conversion,leverage_inverse,revenue_growth,net_income_growth,positive_earnings_count_4p,margin_stability_4p,fundamental_row_age_days,target_weight
2022-05-08,2022-04-28,3,ORWE,Oriental Weavers,0.6474166666666666,-0.077658303464755,-0.06310679611650494,3573837.7500000005,434630.0,1.0,0.6428571428571428,0.7499999999999999,0.5599999999999999,0.7361111111111113,0.5,False,,,,,,,,,,,,,,0.125
2022-05-08,2022-04-28,4,HELI,Heliopolis Housing,0.611,-0.07704654895666141,0.2921348314606742,26809371.6,5010378.0,1.0,0.7380952380952382,0.6833333333333332,0.58,0.08333333333333334,0.875,False,,,,,,,,,,,,,,0.125
2022-05-08,2022-04-28,5,ABUK,Abou Kir Fertilizers,0.5934166666666667,0.3188811188811189,0.31581395348837216,17108081.099999998,691515.0,1.0,0.6071428571428572,0.4666666666666666,0.49,0.763888888888889,0.75,False,,,,,,,,,,,,,,0.125
2022-05-08,2022-04-28,6,TMGH,T M G Holding,0.58925,-0.011363636363636576,0.17567567567567544,19507958.4,2157960.0,1.0,0.7380952380952382,0.4666666666666666,0.49,0.4027777777777778,0.7916666666666666,False,,,,,,,,,,,,,,0.125
2022-05-08,2022-04-28,7,MCQE,Misr Cement - Qena,0.5694166666666667,0.013026052104208263,0.042268041237113474,2594582.08,258491.0,1.0,0.7440476190476192,0.4666666666666666,0.495,0.5277777777777779,0.375,False,,,,,,,,,,,,,,0.125
2022-05-08,2022-04-28,8,JUFO,Juhayna Food Industries,0.5506666666666665,0.07605633802816891,0.220447284345048,1307639.7,206825.0,1.0,0.6369047619047619,0.4666666666666666,0.495,0.8194444444444445,0.125,False,,,,,,,,,,,,,,0.125
2022-06-01,2022-05-31,1,HRHO,EFG Holding,0.7093333333333334,-0.20868113522537557,0.09468822170900704,49476204.54,4555755.0,1.0,0.8690476190476192,0.5,0.505,0.7222222222222223,0.9583333333333334,False,,,,,,,,,,,,,,0.125
2022-06-01,2022-05-31,2,ETEL,Telecom Egypt,0.6684166666666667,-0.14447592067988668,0.03994490358126712,10973639.82,644213.0,1.0,0.7916666666666667,0.4666666666666666,0.49,0.8888888888888891,0.6666666666666666,False,,,,,,,,,,,,,,0.125
2022-06-01,2022-05-31,3,ABUK,Abou Kir Fertilizers,0.6621666666666667,0.2590799031476998,0.35699373695198333,25915424.599999998,956995.0,1.0,0.744047619047619,0.4666666666666666,0.49,0.8194444444444445,0.875,False,,,,,,,,,,,,,,0.125
2022-06-01,2022-05-31,4,HELI,Heliopolis Housing,0.62975,-0.19819819819819817,0.06205250596658707,22997635.02,4598520.0,1.0,0.7916666666666667,0.6833333333333332,0.58,0.11111111111111112,0.8333333333333334,False,,,,,,,,,,,,,,0.125
2022-06-01,2022-05-31,5,JUFO,Juhayna Food Industries,0.6235833333333334,0.3215999999999999,0.26493108728943326,1890887.46,281200.0,1.0,0.8273809523809526,0.4666666666666666,0.495,0.8055555555555556,0.20833333333333334,False,,,,,,,,,,,,,,0.125
2022-06-01,2022-05-31,6,TMGH,T M G Holding,0.6163333333333334,-0.1652631578947369,0.03255208333333326,20959127.2,2278166.0,1.0,0.8392857142857145,0.4666666666666666,0.49,0.34722222222222227,0.7916666666666666,False,,,,,,,,,,,,,,0.125
2022-06-01,2022-05-31,7,CCAP,QALA For Financial Investments,0.5833333333333335,-0.17931034482758623,0.02586206896551735,12340097.999999998,8942100.0,1.0,0.5535714285714286,0.5,0.5,0.763888888888889,0.75,False,,,,,,,,,,,,,,0.125
2022-06-01,2022-05-31,8,ORWE,Oriental Weavers,0.5661666666666666,-0.16253101736972708,-0.20023696682464454,3741434.83,471126.0,1.0,0.46428571428571436,0.7499999999999999,0.5599999999999999,0.6666666666666667,0.4166666666666667,False,,,,,,,,,,,,,,0.125
2022-07-03,2022-06-29,1,ABUK,Abou Kir Fertilizers,0.7407142857142858,-0.12692307692307692,0.10194174757281549,22113056.0,898114.0,1.0,0.9565217391304347,0.4642857142857143,0.4892857142857143,0.8260869565217392,0.9130434782608695,False,,,,,,,,,,,,,,0.125
2022-07-03,2022-06-29,2,HRHO,EFG Holding,0.7010714285714287,-0.35154975530179444,-0.19042769857433806,43318494.059999995,4642784.0,1.0,0.8571428571428572,0.5,0.5053571428571427,0.6956521739130436,0.9565217391304348,False,,,,,,,,,,,,,,0.125
2022-07-03,2022-06-29,3,JUFO,Juhayna Food Industries,0.6570031055900621,0.043165467625899234,0.021126760563380254,1511534.7799999998,206825.0,1.0,0.9627329192546584,0.4642857142857143,0.4946428571428571,0.7681159420289856,0.13043478260869565,False,,,,,,,,,,,,,,0.125
2022-07-03,2022-06-29,4,ETEL,Telecom Egypt,0.6254968944099379,-0.19745222929936312,-0.16203143893591287,6457115.72,402062.0,1.0,0.6832298136645963,0.4642857142857143,0.4892857142857143,0.8405797101449275,0.6956521739130435,False,,,,,,,,,,,,,,0.125
