symbol,variant,base_family,score_family,bars,window_scheme,gate_on_ratio,holdout_excess_return_vs_dca,holdout_cagr,holdout_sharpe,holdout_max_drawdown,wf_excess_return_vs_dca,holdout_pass
GBCO,pullback_soft_zlema_band,dca_pullback_only,blackcat_zlema_band,4398,primary,0.6634203046839472,-0.5933431137252336,0.7815760937292247,1.4523882700588895,0.2958525140342043,-0.003386921752685096,0.0
GBCO,overlay_soft_zlema_band,dca_tactical_overlay,blackcat_zlema_band,4398,primary,0.6116388130968623,-1.8413353261832297,0.6906266767995555,1.3811746633527695,0.2899624412521655,0.0037130267807047312,0.0
GBCO,pullback_soft_combo,dca_pullback_only,combo,4398,primary,0.6533481127785358,-0.5859302232097079,0.7820827463505471,1.4514463427396258,0.2971867701270551,-0.0034264249323025854,0.0
GBCO,overlay_soft_combo,dca_tactical_overlay,combo,4398,primary,0.6000170532060027,-1.9016250874738017,0.6859152343585264,1.3732040642055372,0.29224515270384777,0.005492303303491097,0.0
HELI,pullback_base,dca_pullback_only,none,5569,primary,1.0,0.08476436126584508,0.01645491217436379,0.3854353717381346,0.7589549352544224,0.0029081287348029982,1.0
HELI,overlay_base,dca_tactical_overlay,none,5569,primary,1.0,0.0680645479102282,0.012853741671777108,0.32258282635834323,0.6925804388952852,0.5518466173862092,1.0
HELI,pullback_soft_ichimoku,dca_pullback_only,blackcat_ichimoku,5569,primary,0.62861061231819,0.07736181320146396,0.014863995838811928,0.38089910725340004,0.7571165731963432,-0.014481386041210798,1.0
HELI,overlay_soft_ichimoku,dca_tactical_overlay,blackcat_ichimoku,5569,primary,0.5714737834440654,0.060244508513691786,0.011152287202936595,0.3114528304181952,0.6863002854174034,0.6828549305387049,1.0
HELI,pullback_soft_zlema_band,dca_pullback_only,blackcat_zlema_band,5569,primary,0.6618751122284072,0.07943964984567131,0.015311412767401666,0.38048295226546924,0.7566443865469149,0.0015710253296256638,1.0
HELI,overlay_soft_zlema_band,dca_tactical_overlay,blackcat_zlema_band,5569,primary,0.6098558987250853,0.09706146770594692,0.019079107255704608,0.3303111997439701,0.6959365080056454,0.6508445109353239,1.0
