date,momentum_pyramid_equity,annual_top10_dca_equity,etf_dca_equity
2020-03-17,110790.86958448005,117196.07935309003,145696.11575008003
2020-03-19,108919.60958448004,114538.44935309002,135456.51575008003
2020-04-02,120637.40543406004,134871.17766239002,155533.00403138006
2020-04-05,119331.84933107006,133110.15766239,156001.45403138
2020-04-06,120598.02927474005,134542.68766239,152878.45403138
2020-04-09,128367.27010314004,142488.96766239,168181.15403138002
2020-04-22,121579.92010314004,139640.62766239003,164433.55403138
2020-04-23,125123.34010314004,143908.28766239,163184.35403138003
2020-04-29,130741.59010314004,151570.50766239004,175051.75403138006
2020-05-07,137438.43717817008,152084.03029442002,183115.28543093
2020-05-13,139053.84418544004,150175.60029442003,188403.60543093
2020-06-04,153948.35552964004,168397.08548947005,195144.17465461005
2020-06-07,160153.74712576007,176737.33196306005,198796.49465461003
2020-06-09,160483.59008704007,176281.11196306004,208362.09465461003
2020-06-17,158748.24008704006,174623.34196306005,204361.93465461003
2020-06-18,158313.36008704006,173932.52196306002,203840.17465461005
2020-06-21,158333.44008704004,173347.12196306005,202970.57465461
2020-06-22,156423.23008704005,172037.47196306003,202274.89465461005
2020-06-23,156561.93008704003,171788.73196306004,200883.53465461003
2020-06-29,153774.40008704003,169830.56196306003,202622.73465461005
2020-07-06,167055.42555488006,185766.19479917,214692.33667541
2020-07-08,166251.43603200006,187120.94479917004,216517.93667541002
2020-07-13,163985.7354439401,189012.91479917004,216883.05667541004
2020-07-16,157915.13340333005,178664.12479917004,208120.17667541
2020-07-19,155095.01982503006,176237.98479917002,204651.53667541003
2020-07-21,157961.88982503006,179660.56479917,207937.61667541
2020-09-03,177540.45265719006,213688.55132775006,228925.67882526002
2020-09-08,172717.05081035008,205809.19497121003,227399.51882526002
2020-10-04,174892.7689009601,217867.67420988003,235374.91515178003
2020-10-20,174464.8024412201,212528.97033333,237565.34515178003
2020-10-22,171456.26801406007,206345.51658183002,236171.43515178002
2020-10-27,167791.5045109201,203571.01658183004,223626.24515178005
2020-11-16,189522.68746947008,224313.42234011003,244579.49603412
2020-11-17,189570.8096293301,228701.19234011002,245618.44603412002
2020-11-18,188643.4219619701,226854.79234011003,251852.14603412
2020-11-19,186938.26687955012,224587.02234011004,245410.65603412004
2020-11-22,187190.76037246012,222504.14234011003,243332.75603412004
2020-11-23,187621.2280838601,223870.33234011004,242501.59603412
2020-11-24,188872.10865311013,226215.85234011002,243124.96603412
2020-11-25,188852.84664431008,227191.64234011,249358.66603412002
2020-11-26,187682.5696915301,227171.48234011003,247280.76603412002
2020-12-16,190614.44568080013,245234.85022323005,257194.75840906
2020-12-20,189841.21698365014,248303.63269522003,252424.05840906006
2020-12-21,184230.28698365012,237913.75269522006,253508.30840906003
2020-12-27,182826.81698365015,234846.93269522005,248737.60840906005
2020-12-30,187005.9369836501,243304.3826952201,250038.70840906003
2021-01-04,203427.54192789012,249884.90950497,262043.48370217005
2021-01-05,201721.77510530013,247695.08950497006,261368.12370217
2021-01-06,204396.22014930012,251000.03575347006,261593.24370217
2021-01-10,208782.6001493001,256386.90575347006,264519.80370217003
2021-01-11,211535.4301493001,259750.91575347006,270823.16370217
2021-01-17,211327.88014930012,259538.55575347008,276451.16370217
2021-01-20,212402.78014930012,260853.10575347004,270147.80370217003
2021-01-21,211528.60014930012,259774.38575347004,280053.08370217
2021-01-27,210309.76014930013,258282.71575347008,278252.12370217004
2021-01-31,209916.27014930014,257802.52575347005,279377.72370217
2021-02-02,221448.18523068016,270728.14359158,279832.33742765005
2021-02-03,221475.86539618016,271024.65528826,288460.36742765
2021-02-07,221161.11124452014,272066.99113660003,287527.6074276501
2021-02-08,219650.30124452012,269927.44113660004,287527.6074276501
2021-02-09,218502.18124452012,267743.39113660005,298021.15742765006
2021-02-10,220024.94124452013,270490.19113660004,283563.37742765003
2021-02-11,220813.2612445201,272761.52113660006,286128.46742765006
2021-02-14,219429.6612445201,270505.03113660007,285895.27742765006
2021-02-15,219825.36124452014,271502.4211366001,283096.9974276501
2021-02-16,220449.28124452013,273193.2311366001,285428.89742765005
2021-02-18,216866.83124452014,267986.59113660007,282630.61742765
2021-02-21,218014.21124452018,269684.94113660004,281931.0474276501
2021-02-22,218140.55124452012,271320.1311366001,283096.9974276501
2021-02-23,218202.3812445201,269826.3811366001,286128.46742765006
2021-02-24,219747.38124452013,270978.82113660005,277966.81742765004
2021-02-25,224683.95124452014,274736.8511366001,283096.9974276501
2021-02-28,224492.58124452014,274207.0111366001,287760.7974276501
2021-03-01,231778.17681546017,282191.18333146005,295275.32345805
2021-03-02,231402.53509312012,279872.4633314601,295275.32345805
2021-03-03,226949.54172085013,277822.83333146,293827.94345805
2021-03-04,227856.22172085012,276993.37333146,291898.10345805
2021-03-07,230415.89172085014,280992.04333146004,290450.72345805
2021-03-08,227728.94736911016,278715.75333146,289485.80345805
2021-03-15,224909.52736911018,275457.78333146,289244.57345805
2021-03-17,225088.08736911017,274886.32333146,286591.04345805
2021-03-22,215001.68736911012,266034.16333146003,276700.61345805
2021-03-23,213692.48736911014,263179.60333146004,269946.17345805
2021-03-24,216116.73736911014,266351.75333146006,268257.56345805
2021-03-25,216540.52736911018,268008.23333146004,274047.08345805
2021-03-28,218319.69736911013,269776.1433314601,278389.22345805
2021-03-30,221449.47736911007,269655.24333146005,275253.23345805
2021-03-31,220985.17736911014,268813.67333146004,275253.23345805
2021-04-01,232742.11677001015,279918.40262916003,280401.85847605
2021-04-04,231146.65929804015,277052.30262916005,280401.85847605
2021-04-05,227187.47929804015,271075.73262916005,276403.29847605
2021-04-06,227833.96929804012,271094.2626291601,272154.82847605
2021-04-07,227292.08929804014,270046.58262916,272404.73847605
2021-04-08,229527.98929804008,272967.62262916006,271405.09847605
2021-04-11,230077.80929804014,271674.87262916006,273404.37847605
2021-04-13,228189.61929804017,269344.82262916,277402.93847605
2021-04-14,221863.40929804012,262599.75262916007,273404.37847605
2021-04-15,222662.05929804014,265404.27262916,269405.81847605
2021-04-18,226108.33929804017,271830.30262916005,269155.90847605
2021-04-19,228167.4292980401,275147.61262916005,274653.92847605003
2021-04-21,230826.40929804012,278142.67262916005,280901.67847605003
2021-04-25,232248.40929804012,276970.33262916,280901.67847605003
2021-04-26,227214.93929804018,272536.86262916005,280901.67847605003
2021-05-05,236153.47387370013,280542.2330102901,288477.77620313
2021-05-06,235277.63635092016,282935.0246069301,289771.37620313
2021-05-10,235303.03314014012,283613.09040525,293393.45620313
2021-05-17,237290.00314014015,285573.8504052501,297015.53620313003
2021-05-19,247189.7631401401,292346.11040525005,297274.25620313006
2021-05-20,247078.22314014012,290635.53040525,297791.69620313
2021-05-23,249026.48314014013,291586.7704052501,296498.09620313003
2021-05-24,246256.42314014013,290030.50040525006,298567.85620313004
2021-05-25,240813.86314014014,285267.56040525006,297274.25620313006
2021-05-26,240440.62314014015,281128.04040525004,290806.25620313006
2021-05-27,239062.4931401401,279205.6004052501,286408.01620313
2021-05-30,237924.29314014016,284951.31040525006,282785.93620313006
2021-05-31,238571.81314014012,291298.76040525007,284338.25620313006
2021-06-01,247240.50867538014,297792.12366653007,294307.12147523003
2021-06-02,245777.01447370017,293674.3452131501,292166.72147523
2021-06-03,246295.21447370018,294501.79098646005,288688.57147523
2021-06-07,253196.17447370014,297110.04098646,288956.12147523003
2021-06-08,257924.89447370017,303397.03098646004,288688.57147523
2021-06-10,255388.68447370015,300816.06098646007,286548.1714752301
2021-06-13,252967.55447370018,298787.12098646,284942.87147523003
2021-06-14,252784.66447370016,298790.66098646005,282267.37147523003
2021-06-16,251059.00447370016,296379.90098646004,282267.37147523003
2021-06-17,251636.80447370018,297541.63098646,281999.82147523
2021-06-20,252111.7244737002,298052.33098646003,281732.27147523
2021-06-21,256188.65447370015,302195.61098646,279859.4214752301
2021-06-22,259328.93447370018,305824.44098646,287350.82147523004
2021-06-23,259498.5844737002,307273.17098646,291364.07147523004
2021-06-24,262095.33447370012,308070.58098646003,293236.9214752301
2021-06-27,263428.51447370014,309096.59098646004,293504.47147523006
2021-06-28,264595.16447370016,310983.94098646,294039.57147523004
2021-06-29,260476.70447370014,306462.2609864601,293236.9214752301
2021-06-30,261407.8644737002,307881.53098646004,288956.12147523003
2021-07-04,273705.77706496016,317434.17079636006,302489.15125713
2021-07-05,273397.76706496015,317744.3423930001,305254.05125713
2021-07-07,269609.42706496007,317790.75824134005,299447.76125713
2021-07-08,266160.9570649601,314550.5582413401,303042.13125713007
2021-07-11,263455.14706496015,313039.87824134005,300553.72125713003
2021-07-12,265753.24706496013,316323.43824134005,299447.76125713
2021-07-13,269579.8370649601,322032.89824134007,301936.17125713004
2021-07-14,272365.6070649601,322955.5382413401,307742.46125713
2021-07-15,273654.6070649601,322946.57824134006,312719.28125713003
2021-07-18,277044.96706496016,323685.69824134005,304148.09125713
2021-07-25,282360.4970649601,325298.4482413401,314101.73125713
2021-07-26,282480.64706496015,323238.7182413401,316866.63125713007
2021-07-28,289547.4970649602,330619.51824134006,317419.61125713005
2021-07-29,290565.8870649601,332938.0982413401,317419.61125713005
2021-08-01,303993.04066336015,348339.9728621701,326697.63652923
2021-08-02,303428.73066336015,355500.14286217006,328409.55652923003
2021-08-03,297884.86066336016,357148.7928621701,328694.87652923004
2021-08-05,302164.65066336014,364505.7928621701,325556.35652923
2021-08-08,302803.5906633601,372684.43286217004,325841.67652923
2021-08-09,306019.9406633601,382709.95286217006,326126.99652923003
2021-08-10,311382.93066336017,392027.32286217005,328124.23652923
2021-08-15,309539.87066336017,396395.3428621701,330406.79652923
2021-08-16,307277.5106633601,397590.2828621701,334971.91652923
2021-08-17,308170.66066336015,398738.1628621701,335257.23652923
2021-08-18,308829.2506633601,394494.8628621701,332118.71652923006
2021-08-19,303708.41066336015,387438.91286217014,310434.39652923006
2021-08-23,306152.65066336014,391870.98286217,324415.07652923
2021-08-24,309562.5006633602,395888.60286217,330121.47652923
2021-08-25,309834.37066336005,396593.9928621701,332404.03652923
2021-08-26,306071.80066336016,394177.95286217006,335827.87652923004
2021-08-29,308048.6606633601,391559.3828621701,337539.79652923
2021-08-30,310721.9006633602,390825.0328621701,337254.47652923
2021-08-31,307596.0706633601,387119.7528621701,338681.07652923
2021-09-01,325270.48720596015,405918.30173070007,348119.27792478004
2021-09-02,329277.5572059601,403664.6817307001,352525.82792478
2021-09-05,313316.37720596016,393429.1317307,353113.36792478
2021-09-06,307167.1972059601,385735.90173070005,346650.42792478006
2021-09-07,315352.2572059601,390777.66173070006,345475.34792478004
2021-09-09,315008.7072059601,383558.7117307,347531.73792478
2021-09-12,319249.5172059601,387726.1917307001,345181.57792478
2021-09-14,323919.67720596015,394730.1917307,347825.50792478
2021-09-15,319213.58720596007,391263.23173070006,349294.35792478005
2021-09-16,320409.3872059601,388389.16173070006,348119.27792478004
2021-09-19,313551.69720596017,341849.91173070006,343418.95792478
2021-09-20,308174.37720596016,335400.5217307001,340187.48792478
2021-09-21,296431.61720596015,327166.4317307001,334312.08792478003
2021-09-22,303882.84720596013,329906.89173070004,327555.37792478
2021-09-23,310412.37720596016,347155.03173070005,330786.84792478004
2021-09-26,310542.68720596016,352160.8717307,332255.69792478
2021-09-27,302786.97720596014,344675.45173070004,332255.69792478
2021-09-28,302032.0872059601,346847.73173070006,327555.37792478
2021-10-03,309916.52307797014,345660.5300650101,337657.18632313004
2021-10-04,308326.3868119901,347451.8314365601,332816.22632313
2021-10-05,305353.39129282016,346212.41853540007,334934.14632313
2021-10-06,304248.06129282014,344868.39853540005,335236.70632313
2021-10-10,301902.4012928202,350381.78853540006,338262.30632313003
2021-10-11,307787.22129282024,360342.6285354001,342195.58632313
2021-10-12,309680.3912928201,361041.8185354001,344010.94632313
2021-10-13,312920.3812928202,363780.6785354001,346128.86632313003
2021-10-17,312970.1012928201,374041.2285354001,352785.18632313004
2021-10-18,316571.7512928202,377633.93853540014,357928.70632313
2021-10-19,309869.68129282014,370137.6885354001,362769.66632313
2021-10-20,307660.8912928202,371940.38853540015,360349.18632313004
2021-10-24,307011.1012928201,372509.8685354,358231.26632313
2021-10-25,302888.26129282016,372933.88853540004,359744.06632313004
2021-10-26,300615.75129282015,370120.4585354001,359744.06632313004
2021-10-27,297002.9012928202,371555.6785354001,362164.54632313
2021-10-28,299368.0512928202,374529.54853540007,365492.70632313
2021-10-31,295149.16129282024,371907.32853540004,370031.10632313
2021-11-01,306616.2604598102,385895.02149757004,377544.45462544006
2021-11-02,311888.98045981023,386880.0714975701,382520.29462544003
2021-11-03,310880.45045981015,386182.3214975701,385941.18462544004
2021-11-04,305639.3604598102,381456.77149757004,386252.17462544004
2021-11-07,304294.2604598102,380160.3314975701,383764.25462544
2021-11-08,304156.38045981014,383695.23149757006,381898.31462544
2021-11-09,303291.4604598102,387135.23149757006,380032.37462544005
2021-11-10,298788.2904598102,383555.6114975701,382831.28462544
2021-11-11,303936.22095601016,390317.4414975701,379410.39462544
2021-11-14,301918.7409560102,395237.42149757006,382520.29462544003
2021-11-15,300108.8309560102,391729.1614975701,385319.20462544006
2021-11-16,292812.8709560102,389436.66149757005,379721.38462544006
2021-11-17,293042.5317773401,392514.44149757,377233.46462544
2021-11-18,292911.8417773401,390322.30149757006,378477.42462544004
2021-11-21,284425.65177734016,387917.10149757005,374434.55462544
2021-11-22,289784.37177734013,388477.0814975701,372257.62462544005
2021-11-23,291969.7117773402,389839.2414975701,374434.55462544
2021-11-25,299453.81177734013,391837.07149757,374123.56462544
2021-11-28,291824.0817773401,386662.43149757007,376611.48462544
2021-11-29,294177.83177734015,388116.79149757006,371635.64462544
2021-11-30,296862.3017773402,392108.35149757005,372257.62462544005
2021-12-01,307666.7829601902,405737.07239890005,388489.57527469
2021-12-02,305009.1229601903,402351.61859338003,389448.01527469
2021-12-05,307981.9429601901,405465.2017906601,385933.73527469
2021-12-06,310242.2529601903,407137.5683893001,388809.05527469
2021-12-08,313270.2629601903,418087.5683893001,393281.77527469
2021-12-12,316350.57296019024,421793.92838930007,393281.77527469
2021-12-13,315110.69296019024,420690.2083893001,399032.41527469
2021-12-14,311531.7729601902,417688.2083893001,398712.93527469004
2021-12-15,312540.96296019014,419269.03838930005,396157.09527469
2021-12-16,314458.8929601902,420426.0383893001,396157.09527469
2021-12-21,311816.21296019026,410095.1383893001,391364.89527469
2021-12-23,321935.35296019027,427563.5683893001,396476.57527469
2021-12-26,320414.10296019027,426861.5283893001,400629.81527469
2021-12-27,320543.0029601903,424392.8483893001,403824.61527469003
2021-12-28,321779.81296019023,426952.2483893001,403824.61527469003
2021-12-29,321692.8729601902,426498.9383893001,405741.49527469
2022-01-02,331797.02256517025,435732.9919715401,417226.76417724
2022-01-03,331434.4525651702,434033.48197154,415589.31417724
2022-01-04,333252.8025651702,435974.50197154016,415261.82417724
2022-01-05,334672.0525651702,439287.11197154014,418209.23417724
2022-01-09,331626.75256517023,434359.67197154,420174.17417724
2022-01-10,333067.23256517027,436337.97197154013,417881.74417724
2022-01-11,331690.44256517023,432760.35197154013,419191.70417724
2022-01-12,333242.75256517023,434145.32197154005,418536.72417724
2022-01-13,329968.0425651702,430582.1419715401,420501.66417724
2022-01-16,324435.5525651702,423857.16197154013,418864.21417724
2022-01-18,327581.0625651702,428017.5119715401,413624.37417724007
2022-01-19,325661.2725651702,424729.4519715401,414279.35417724005
2022-01-20,325327.96256517025,424933.4119715401,408712.02417724003
2022-01-23,321847.38256517024,420657.5719715401,409039.51417724
2022-01-24,321378.2925651702,419811.2719715401,406419.59417724004
2022-01-25,321170.5325651702,419651.19197154004,405109.63417723996
2022-01-26,320084.9125651702,418340.0319715401,402489.71417724
2022-01-30,309755.8725651703,407154.7019715401,401179.75417724
2022-01-31,320484.28256517026,418041.02197154006,399542.30417724
2022-02-01,331463.2415661203,433636.80851511005,410339.06857799005
2022-02-02,334301.9115338202,439035.26851511013,413691.46857799
2022-02-03,333643.7015338203,439157.75851511006,416708.62857799005
2022-02-06,334909.14153382025,439406.51851511013,415032.4285779901
2022-02-07,333665.72153382027,438019.2885151101,416708.62857799005
2022-02-08,335110.47153382027,440536.31851511006,411680.02857799
2022-02-09,347365.03153382026,450057.76851511013,411009.54857799003
2022-02-10,348429.55153382017,450647.5385151102,413356.22857799
2022-02-13,349166.6315338202,448130.60851511016,412685.74857799005
2022-02-14,346084.95153382025,441710.2985151101,407657.14857799007
2022-02-15,350485.2115338203,447084.1485151101,406651.4285779901
2022-02-16,351641.01153382024,448456.3485151101,412015.26857799
2022-02-17,349894.9715338203,447312.91851511,412015.26857799
2022-02-20,344164.1815338203,440041.72851511015,411009.54857799003
2022-02-21,345768.7915338202,439990.30851511005,404975.22857799
2022-02-22,344539.09153382026,440436.1285151101,409668.5885779901
2022-02-23,344653.2615338202,445007.45851511013,402628.54857799003
2022-02-24,334385.76153382024,427618.77851511014,402628.54857799003
2022-02-27,342020.9615338202,440339.2385151101,388213.22857799
2022-02-28,340150.15153382026,437871.7285151101,398270.4285779901
2022-03-01,355956.8419829503,453741.8182779802,406091.81645113
2022-03-03,358954.75135038025,452596.00447646016,407806.71645113005
2022-03-06,350017.9680306302,445691.7044764602,411922.47645113
2022-03-07,342611.4135498403,437498.3344764601,404376.91645113
2022-03-08,335213.80354984023,428577.81447646016,389971.75645113
2022-03-09,332167.8535498403,427466.6144764602,378996.39645113004
2022-03-10,335350.31029454025,429730.09447646013,379682.35645113
2022-03-13,330077.9602945403,426140.73447646014,381054.27645113
2022-03-14,327031.51029454026,426288.2044764601,381740.23645113007
2022-03-15,321452.55029454024,420556.19447646016,379682.35645113
2022-03-16,332592.96029454033,431378.6644764602,379682.35645113
2022-03-17,328835.10029454035,428640.5844764602,389971.75645113
2022-03-20,334295.8202945403,436703.1444764601,390657.71645113005
2022-03-21,351987.20029454026,459132.41447646025,399575.19645113003
2022-03-22,346872.3066891002,459033.2144764602,421525.91645113
2022-03-23,349550.92668910016,463897.22447646013,424612.73645113007
2022-03-24,346888.8066891002,460745.22447646013,427356.57645113004
2022-03-27,339699.7666891002,448791.41447646014,425984.65645113
2022-03-28,328987.83668910025,437326.4544764602,420153.99645113
2022-03-29,329229.90668910026,435016.8944764601,409178.63645113003
2022-03-30,326131.77668910014,430237.41447646014,414666.31645113
2022-03-31,328700.2766891002,432593.5544764601,409178.63645113003
2022-04-03,348886.3108254003,458376.64569993014,418941.01792971004
2022-04-04,345509.9647051802,458695.39569993,430880.45792971004
2022-04-05,345926.2143893303,453779.88569993014,429475.81792971
2022-04-06,348561.18951553025,452967.3256999301,427368.85792971
2022-04-07,342152.3795155303,445059.48569993017,426315.3779297101
2022-04-10,338127.7295155302,437141.5556999302,417887.53792971006
2022-04-11,335311.61951553024,431735.25569993013,410513.17792971
2022-04-12,339491.9095155303,435104.1356999301,404192.29792971
2022-04-13,338667.24951553025,435525.0056999302,410513.17792971
2022-04-14,311993.39951553027,411892.5556999301,408406.21792971005
2022-04-17,311538.06951553025,412962.3656999302,402436.4979297101
2022-04-18,309519.5495155303,413848.1156999302,403489.97792971006
2022-04-19,316493.8395155303,410735.66569993016,404543.45792971004
2022-04-20,312273.2795155303,407348.1056999301,403841.13792971004
2022-04-27,326844.76951553026,418280.3456999301,406299.25792971003
2022-04-28,335773.3595155303,433210.2456999302,407703.89792971
2022-05-08,343059.8758166703,439456.9330328301,430019.83745751006
2022-05-09,341109.94642439036,431839.32303283014,432177.07745751
2022-05-10,334981.3933039103,427536.6830328301,423907.65745751
2022-05-11,345010.34330391034,432568.82303283014,421031.33745751006
2022-05-15,331866.97330391034,419447.0230328301,416357.31745751004
2022-05-16,334241.9133039103,418983.44303283014,410964.21745751
2022-05-17,335651.93330391037,418429.71303283004,408087.89745751
2022-05-18,334684.66330391023,418647.75303283014,407368.81745751004
2022-05-23,334513.1933039103,415360.86303283006,408087.89745751
2022-05-24,333110.3933039102,411004.9930328301,410245.13745751005
2022-05-26,328363.8833039102,393445.5230328301,400178.01745751005
2022-05-29,319909.5233039102,388980.77303283015,398739.85745751
2022-05-30,319561.12330391025,389045.55303283007,394425.37745751004
2022-05-31,317977.3733039103,385736.6030328301,395144.45745751006
2022-06-01,324803.48262829025,392101.80734752014,406200.14828183
2022-06-05,324249.4831762903,391115.31734752015,400676.24828183005
2022-06-06,323075.24317629036,390171.5273475201,399571.46828183
2022-06-07,324389.21317629033,395609.8273475202,399939.72828183003
2022-06-08,328908.1531762903,404908.4573475201,402149.28828183
