family,number,value,holdout_excess_vs_etf_dca,holdout_max_drawdown,closed_trades,params
breakout,0,-0.4890001089402538,-0.4890001089402538,0.09606620737215676,281.0,"{""atr_len"": 20, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 79, ""max_hold_bars"": 44, ""max_positions"": 5, ""scan_mode"": ""weekly"", ""stop_atr"": 1.1017740619227228, ""target_atr"": 2.84933072369088, ""top_n"": 10, ""trail_atr"": 2.8901806147099705, ""trend_len"": 72, ""volume_long"": 59, ""volume_ratio"": 1.223143693954765, ""volume_short"": 25}"
breakout,1,-0.5285488138624601,-0.5285488138624601,0.05880134543416993,233.0,"{""atr_len"": 20, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 70, ""max_hold_bars"": 56, ""max_positions"": 8, ""scan_mode"": ""weekly"", ""stop_atr"": 1.0724541484671781, ""target_atr"": 3.6617238121796314, ""top_n"": 10, ""trail_atr"": 4.937096196093692, ""trend_len"": 90, ""volume_long"": 83, ""volume_ratio"": 1.6743908327334678, ""volume_short"": 10}"
breakout,2,-0.3624019591457972,-0.3624019591457972,0.0925724400431246,501.0,"{""atr_len"": 7, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 48, ""max_hold_bars"": 94, ""max_positions"": 8, ""scan_mode"": ""weekly"", ""stop_atr"": 1.6115730243994633, ""target_atr"": 2.298226944569712, ""top_n"": 10, ""trail_atr"": 1.9665666335801966, ""trend_len"": 148, ""volume_long"": 62, ""volume_ratio"": 1.067236042616939, ""volume_short"": 13}"
breakout,3,-0.6175476038559267,-0.6175476038559267,0.07624124235708929,130.0,"{""atr_len"": 20, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 42, ""max_hold_bars"": 84, ""max_positions"": 4, ""scan_mode"": ""weekly"", ""stop_atr"": 1.113619858075113, ""target_atr"": 2.292483974715074, ""top_n"": 4, ""trail_atr"": 3.0350051350957856, ""trend_len"": 125, ""volume_long"": 66, ""volume_ratio"": 1.5876893890406167, ""volume_short"": 14}"
breakout,4,-0.08857003041764355,-0.08857003041764355,0.13048339608730553,184.0,"{""atr_len"": 11, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 42, ""max_hold_bars"": 66, ""max_positions"": 3, ""scan_mode"": ""weekly"", ""stop_atr"": 2.3187453900495516, ""target_atr"": 2.9355484606985165, ""top_n"": 5, ""trail_atr"": 3.480899066917938, ""trend_len"": 112, ""volume_long"": 83, ""volume_ratio"": 1.1524263076858559, ""volume_short"": 28}"
breakout,5,-0.5685151902531672,-0.5685151902531672,0.017928172061695502,10.0,"{""atr_len"": 13, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 24, ""max_hold_bars"": 118, ""max_positions"": 7, ""scan_mode"": ""monthly"", ""stop_atr"": 3.0065764776748454, ""target_atr"": 3.681288312396853, ""top_n"": 8, ""trail_atr"": 3.385161478615362, ""trend_len"": 90, ""volume_long"": 75, ""volume_ratio"": 1.8964268009308773, ""volume_short"": 30}"
breakout,6,-0.5109029482464338,-0.5109029482464338,0.038848286130052534,72.0,"{""atr_len"": 10, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 51, ""max_hold_bars"": 86, ""max_positions"": 5, ""scan_mode"": ""monthly"", ""stop_atr"": 2.9950612838048127, ""target_atr"": 3.7459686390774536, ""top_n"": 5, ""trail_atr"": 2.5794320769409635, ""trend_len"": 151, ""volume_long"": 73, ""volume_ratio"": 1.3905348942107136, ""volume_short"": 23}"
breakout,7,-0.23982799222190798,-0.23982799222190798,0.05019183497942503,61.0,"{""atr_len"": 8, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 30, ""max_hold_bars"": 100, ""max_positions"": 4, ""scan_mode"": ""weekly"", ""stop_atr"": 2.7925378428056282, ""target_atr"": 5.717669418164235, ""top_n"": 4, ""trail_atr"": 3.6780869100877083, ""trend_len"": 138, ""volume_long"": 67, ""volume_ratio"": 1.5084552685052572, ""volume_short"": 25}"
breakout,8,-0.24925078333054795,-0.24925078333054795,0.11002020700311244,128.0,"{""atr_len"": 7, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 58, ""max_hold_bars"": 92, ""max_positions"": 4, ""scan_mode"": ""weekly"", ""stop_atr"": 2.1452953247893376, ""target_atr"": 5.841185366654273, ""top_n"": 9, ""trail_atr"": 4.1526222256215615, ""trend_len"": 64, ""volume_long"": 62, ""volume_ratio"": 1.5808124113364828, ""volume_short"": 15}"
breakout,9,-0.5379851560293496,-0.5379851560293496,0.03817231476100458,38.0,"{""atr_len"": 19, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 89, ""max_hold_bars"": 80, ""max_positions"": 6, ""scan_mode"": ""weekly"", ""stop_atr"": 1.3994396889205247, ""target_atr"": 2.4267483321178887, ""top_n"": 6, ""trail_atr"": 3.7792675802346385, ""trend_len"": 133, ""volume_long"": 51, ""volume_ratio"": 1.542777773655481, ""volume_short"": 26}"
breakout,10,0.02458439477480323,0.02458439477480323,0.12783875479861617,161.0,"{""atr_len"": 15, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 38, ""max_hold_bars"": 24, ""max_positions"": 3, ""scan_mode"": ""monthly"", ""stop_atr"": 2.3563929227974674, ""target_atr"": 5.000997223447622, ""top_n"": 7, ""trail_atr"": 4.485104608675307, ""trend_len"": 114, ""volume_long"": 90, ""volume_ratio"": 1.0921472331443545, ""volume_short"": 19}"
breakout,11,0.1569303200366592,0.1569303200366592,0.11611771596877618,180.0,"{""atr_len"": 15, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 36, ""max_hold_bars"": 24, ""max_positions"": 3, ""scan_mode"": ""monthly"", ""stop_atr"": 2.265963917321445, ""target_atr"": 4.759966555035342, ""top_n"": 7, ""trail_atr"": 4.659735208783627, ""trend_len"": 119, ""volume_long"": 90, ""volume_ratio"": 1.05742956219772, ""volume_short"": 20}"
breakout,12,-0.2344933982181634,-0.2344933982181634,0.1288656557501786,133.0,"{""atr_len"": 16, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 34, ""max_hold_bars"": 22, ""max_positions"": 3, ""scan_mode"": ""monthly"", ""stop_atr"": 2.316340540955338, ""target_atr"": 4.935576562787161, ""top_n"": 7, ""trail_atr"": 4.980276143733269, ""trend_len"": 112, ""volume_long"": 90, ""volume_ratio"": 1.2789443999922976, ""volume_short"": 19}"
breakout,13,-0.2909945826766456,-0.2909945826766456,0.09442438120983088,223.0,"{""atr_len"": 16, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 20, ""max_hold_bars"": 20, ""max_positions"": 4, ""scan_mode"": ""monthly"", ""stop_atr"": 1.942023017089665, ""target_atr"": 4.72123013499198, ""top_n"": 7, ""trail_atr"": 4.335081218948553, ""trend_len"": 97, ""volume_long"": 88, ""volume_ratio"": 1.0652135055822711, ""volume_short"": 19}"
breakout,14,-0.5074010150542292,-0.5074010150542292,0.1314367434835887,134.0,"{""atr_len"": 16, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 36, ""max_hold_bars"": 38, ""max_positions"": 4, ""scan_mode"": ""monthly"", ""stop_atr"": 3.4569226874623094, ""target_atr"": 4.890233128750506, ""top_n"": 8, ""trail_atr"": 4.38774970253937, ""trend_len"": 121, ""volume_long"": 79, ""volume_ratio"": 1.311527200265358, ""volume_short"": 21}"
breakout,15,0.12435797101611734,0.12435797101611734,0.08753374049781204,135.0,"{""atr_len"": 14, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 60, ""max_hold_bars"": 37, ""max_positions"": 3, ""scan_mode"": ""monthly"", ""stop_atr"": 2.6225322129215, ""target_atr"": 4.394318949353327, ""top_n"": 6, ""trail_atr"": 4.6188536098413895, ""trend_len"": 102, ""volume_long"": 40, ""volume_ratio"": 1.1594571356054943, ""volume_short"": 16}"
breakout,16,-0.46275229781834004,-0.46275229781834004,0.060841004454753156,86.0,"{""atr_len"": 13, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 61, ""max_hold_bars"": 38, ""max_positions"": 5, ""scan_mode"": ""monthly"", ""stop_atr"": 2.683775648079843, ""target_atr"": 4.277264311061103, ""top_n"": 6, ""trail_atr"": 3.9716807882769407, ""trend_len"": 50, ""volume_long"": 40, ""volume_ratio"": 1.3879403955528635, ""volume_short"": 16}"
breakout,17,-0.33295103007592997,-0.33295103007592997,0.10506914672323808,157.0,"{""atr_len"": 18, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 67, ""max_hold_bars"": 53, ""max_positions"": 4, ""scan_mode"": ""monthly"", ""stop_atr"": 1.9076446284661186, ""target_atr"": 4.3165387825547405, ""top_n"": 6, ""trail_atr"": 4.672983724341993, ""trend_len"": 100, ""volume_long"": 41, ""volume_ratio"": 1.1880828922401063, ""volume_short"": 17}"
breakout,18,-0.32468186125280196,-0.32468186125280196,0.0328689401768697,62.0,"{""atr_len"": 11, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 50, ""max_hold_bars"": 32, ""max_positions"": 3, ""scan_mode"": ""monthly"", ""stop_atr"": 2.6263344784869767, ""target_atr"": 5.349958764151047, ""top_n"": 8, ""trail_atr"": 1.506474414289362, ""trend_len"": 83, ""volume_long"": 51, ""volume_ratio"": 1.9409623917891374, ""volume_short"": 12}"
breakout,19,-0.559989527864944,-0.559989527864944,0.027024205574730065,16.0,"{""atr_len"": 14, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 76, ""max_hold_bars"": 51, ""max_positions"": 5, ""scan_mode"": ""monthly"", ""stop_atr"": 3.3910208841604565, ""target_atr"": 4.356577813848239, ""top_n"": 5, ""trail_atr"": 4.080569213927625, ""trend_len"": 133, ""volume_long"": 50, ""volume_ratio"": 1.7632431987394144, ""volume_short"": 22}"
breakout,20,-0.3144838375210639,-0.3144838375210639,0.06178139327712906,131.0,"{""atr_len"": 18, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 60, ""max_hold_bars"": 70, ""max_positions"": 5, ""scan_mode"": ""monthly"", ""stop_atr"": 3.148395392323801, ""target_atr"": 3.117269093487254, ""top_n"": 7, ""trail_atr"": 4.702210258330036, ""trend_len"": 160, ""volume_long"": 55, ""volume_ratio"": 1.4163929808155582, ""volume_short"": 17}"
breakout,21,0.0030038854507450363,0.0030038854507450363,0.11527514913877279,139.0,"{""atr_len"": 14, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 42, ""max_hold_bars"": 28, ""max_positions"": 3, ""scan_mode"": ""monthly"", ""stop_atr"": 2.4709539878431768, ""target_atr"": 5.369915135601578, ""top_n"": 7, ""trail_atr"": 4.535643855984374, ""trend_len"": 111, ""volume_long"": 86, ""volume_ratio"": 1.1410326436198939, ""volume_short"": 19}"
breakout,22,-0.32256888354162827,-0.32256888354162827,0.13514505970496793,157.0,"{""atr_len"": 15, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 29, ""max_hold_bars"": 30, ""max_positions"": 3, ""scan_mode"": ""monthly"", ""stop_atr"": 2.05615374510641, ""target_atr"": 5.216448360172894, ""top_n"": 6, ""trail_atr"": 4.709519606019089, ""trend_len"": 121, ""volume_long"": 74, ""volume_ratio"": 1.0544407870837287, ""volume_short"": 18}"
breakout,23,-0.18224940087600383,-0.18224940087600383,0.09340581816940818,130.0,"{""atr_len"": 12, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 38, ""max_hold_bars"": 42, ""max_positions"": 4, ""scan_mode"": ""monthly"", ""stop_atr"": 2.4758683272419626, ""target_atr"": 4.560013579806732, ""top_n"": 8, ""trail_atr"": 4.336725302343041, ""trend_len"": 106, ""volume_long"": 45, ""volume_ratio"": 1.281699615235738, ""volume_short"": 21}"
breakout,24,-0.28358442632379854,-0.28358442632379854,0.12632632049287362,170.0,"{""atr_len"": 17, ""fixed_sell_fee_egp"": 5.0, ""lookback"": 47, ""max_hold_bars"": 61, ""max_positions"": 3, ""scan_mode"": ""monthly"", ""stop_atr"": 1.7354672222802985, ""target_atr"": 4.05069060438029, ""top_n"": 7, ""trail_atr"": 4.973640752868106, ""trend_len"": 122, ""volume_long"": 79, ""volume_ratio"": 1.1342128251951862, ""volume_short"": 16}"
