date,open,high,low,close,volume,symbol,holding_name,weight,atr,ret_21,ret_63,kama,trend_ma,trend_ok,signal_fail,entry_signal,rank_score
2026-03-31,80.95,83.0,79.5,81.7,3721316,ABUK,Abou Kir Fertilizers,0.0277044406054415,4.7346929994386135,0.19619326500732082,0.5591603053435115,76.40000228758649,60.2042,True,False,False,1.5727085426231344
2026-03-31,4.07,4.11,4.01,4.06,8874824,RMDA,Tenth Of Ramadan Pharmaceutical Industries&Diagnostic-Rameda,0.0045018697892856,0.19999528288424545,-0.10375275938189854,0.2647975077881619,4.292397540476626,3.8162000000000003,False,False,False,1.1380432480875766
2026-03-31,168.5,171.32,167.0,167.33,79859,MCQE,Misr Cement - Qena,0.0095594736152338,7.012797976158338,-0.13233082706766908,0.18029202228962404,166.3803341623091,156.084,True,False,False,1.1304178119638526
2026-03-31,79.01,79.9,78.35,78.59,1004624,ETEL,Telecom Egypt,0.0536052766146507,2.991805410160483,-0.12463800400980174,0.2474603174603176,85.90545594816375,73.4226,False,False,False,1.0934916677892093
2026-03-31,31.55,32.46,31.16,32.4,2465297,VLMRA,Egyptian Kuwaiti Holding (EGP),0.0053141285830274,1.3088929502879314,0.20850428944423727,0.3399503722084367,29.033433521649005,26.1922,True,False,True,1.0207737669870123
2026-03-31,8.3,8.4,8.2,8.28,11951880,AMOC,Alexandria Mineral Oils Company,0.0078246964812872,0.35906206229209087,0.16129032258064502,0.19308357348703153,7.92155952104563,7.2796,True,False,False,1.0144796389376545
