date,open,high,low,close,volume,symbol,holding_name,weight,atr,ret_21,ret_63,kama,trend_ma,trend_ok,signal_fail,entry_signal,rank_score
2026-03-31,80.95,83.0,79.5,81.7,3721316,ABUK,Abou Kir Fertilizers,0.0277044406054415,4.7346929994386135,0.19619326500732082,0.5591603053435115,76.40000228758649,58.99571428571429,True,False,False,0.5685513196324441
2026-03-31,296.14,303.85,294.3,302.0,417196,EGAL,Egypt Aluminum,0.0103499522067357,14.393933252693571,0.37447660659020565,0.325026325026325,253.50976665482654,225.9627731092437,True,False,False,0.4331803373004809
2026-03-31,31.55,32.46,31.16,32.4,2465297,VLMRA,Egyptian Kuwaiti Holding (EGP),0.0053141285830274,1.3088929502879314,0.20850428944423727,0.3399503722084367,29.033433521649005,26.048403361344537,True,False,False,0.4096597687324439
2026-03-31,8.3,8.4,8.2,8.28,11951880,AMOC,Alexandria Mineral Oils Company,0.0078246964812872,0.35906206229209087,0.16129032258064502,0.19308357348703153,7.92155952104563,7.28344537815126,True,False,False,0.29697551447394227
2026-03-31,4.07,4.11,4.01,4.06,8874824,RMDA,Tenth Of Ramadan Pharmaceutical Industries&Diagnostic-Rameda,0.0045018697892856,0.19999528288424545,-0.10375275938189854,0.2647975077881619,4.292397540476626,3.8976470588235292,False,False,False,0.20730530010130976
2026-03-31,466.0,489.98,465.1,481.01,253824,ORAS,Orascom Construction PLC,0.0132529747426309,15.24501401181898,0.016891463363071457,0.13045828437132778,453.2519376701499,455.29168067226897,True,False,False,0.16773084545347589
2026-03-31,3.86,4.01,3.86,3.93,214118996,CCAP,QALA For Financial Investments,0.0127155482072383,0.1391121546157278,0.20552147239263818,0.050802139037433136,3.4622185919686803,3.285546218487395,True,False,False,0.16047024652787112
