date,symbol,action,shares,price,value,fee
2019-12-03,ADIB,SELL,9978.0,8.29,82717.62,
2019-12-03,EGAL,SELL,6519.0,13.18,85920.42,
2019-12-03,OIH,SELL,36919.0,2.12,78268.28,
2019-12-03,AMOC,SELL,18892.0,3.69,69711.48,
2019-12-03,HRHO,SELL,8454.0,9.35,79044.9,
2019-12-03,ORHD,SELL,12676.0,6.27,79478.51999999999,
2019-12-03,HELI,SELL,9889.0,7.99,79013.11,
2019-12-03,COMI,SELL,2193.0,39.19,85943.67,
2019-12-03,ARCC,SELL,2957.0,3.88,11473.16,0.0
2020-01-02,ARCC,SELL,21318.0,3.35,71415.3,
2020-01-02,ORAS,SELL,12.0,99.46,1193.52,0.0
2020-01-02,EGAL,BUY,5734.0,14.42,82684.28,5.0
2020-01-02,CCAP,BUY,33892.0,2.44,82696.48,5.0
2020-01-02,ISPH,BUY,11549.0,7.16,82690.84,5.0
2020-01-02,EAST,BUY,7141.0,11.58,82692.78,5.0
2020-01-02,EGCH,BUY,17977.0,4.6,82694.2,5.0
2020-01-02,MCQE,BUY,14846.0,5.57,82692.22,5.0
2020-01-02,ORHD,BUY,12125.0,6.82,82692.5,5.0
2020-01-02,RAYA,BUY,359549.0,0.23,82696.27,5.0
2020-01-02,COMI,BUY,1996.0,41.38,82594.48000000001,5.0
2020-02-05,ORAS,SELL,832.0,95.61,79547.52,
2020-02-05,ISPH,SELL,11549.0,6.22,71834.78,
2020-02-05,EAST,SELL,7141.0,10.99,78479.59,
2020-02-05,ORHD,SELL,12125.0,5.75,69718.75,
2020-02-05,RAYA,SELL,359549.0,0.25,89887.25,
2020-02-05,COMI,SELL,1996.0,42.96,85748.16,
2020-02-05,ADIB,BUY,9538.0,8.68,82789.84,5.0
2020-02-05,EGAL,SELL,136.0,14.79,2011.4399999999998,0.0
2020-02-05,CCAP,BUY,1641.0,2.33,3823.53,5.0
2020-02-05,ARCC,BUY,22376.0,3.7,82791.2,5.0
2020-02-05,ETEL,BUY,5964.0,13.88,82780.32,5.0
2020-02-05,EGCH,SELL,1352.0,4.98,6732.960000000001,0.0
2020-02-05,MCQE,SELL,1093.0,6.02,6579.86,0.0
2020-02-05,EMFD,BUY,28747.0,2.88,82791.36,5.0
2020-02-05,JUFO,BUY,9098.0,9.1,82791.8,5.0
2020-03-03,EGAL,SELL,5598.0,10.88,60906.240000000005,
2020-03-03,CCAP,SELL,35533.0,1.75,62182.75,
2020-03-03,EGCH,SELL,16625.0,3.59,59683.75,
2020-03-03,MCQE,SELL,13753.0,5.0,68765.0,
2020-03-03,ADIB,SELL,9538.0,8.43,80405.34,
2020-03-03,ARCC,SELL,22376.0,3.25,72722.0,
2020-03-03,ETEL,SELL,5964.0,11.98,71448.72,
2020-03-03,EMFD,SELL,28747.0,2.52,72442.44,
2020-03-03,JUFO,SELL,9098.0,7.99,72693.02,
2020-03-03,FWRY,BUY,38183.0,1.87,71402.21,5.0
2020-04-02,FWRY,SELL,38183.0,2.02,77129.66,
2020-05-07,ISPH,BUY,11817.0,6.26,73974.42,5.0
2020-05-07,BFTH,BUY,89126.0,0.83,73974.58,5.0
2020-05-07,PHDC,BUY,61645.0,1.2,73974.0,5.0
2020-05-07,ETEL,BUY,6830.0,10.83,73968.9,5.0
2020-05-07,ARCC,BUY,23786.0,3.11,73974.45999999999,5.0
2020-05-07,MCQE,BUY,15672.0,4.72,73971.84,5.0
2020-05-07,FWRY,BUY,30193.0,2.45,73972.85,5.0
2020-06-04,BFTH,SELL,89126.0,0.8,71300.8,
2020-06-04,PHDC,SELL,61645.0,1.11,68425.95000000001,
2020-06-04,ETEL,SELL,6830.0,12.11,82711.3,
2020-06-04,ARCC,SELL,23786.0,3.09,73498.73999999999,
2020-06-04,MCQE,SELL,15672.0,3.77,59083.44,
2020-06-04,ISPH,SELL,148.0,6.38,944.24,0.0
2020-06-04,FWRY,SELL,2823.0,2.72,7678.56,0.0
2020-07-06,ISPH,BUY,281.0,6.6,1854.6,5.0
2020-07-06,HRHO,BUY,10035.0,7.86,78875.1,5.0
2020-07-06,BFTH,BUY,75119.0,1.05,78874.95,5.0
2020-07-06,ARCC,BUY,21909.0,3.6,78872.40000000001,5.0
2020-07-06,MCQE,BUY,14938.0,5.28,78872.64,5.0
2020-07-06,ETEL,BUY,5791.0,13.62,78873.42,5.0
2020-07-06,ORHD,BUY,20381.0,3.87,78874.47,5.0
2020-07-06,EGCH,BUY,22407.0,3.52,78872.64,5.0
2020-07-06,HELI,BUY,8660.0,5.95,51527.0,5.0
2020-07-06,FWRY,SELL,7041.0,3.88,27319.079999999998,0.0
2020-09-03,ISPH,SELL,11950.0,5.53,66083.5,
2020-09-03,BFTH,SELL,75119.0,1.28,96152.32,
2020-09-03,ARCC,SELL,21909.0,3.93,86102.37000000001,
2020-09-03,EGCH,SELL,22407.0,3.54,79320.78,
2020-09-03,EGAL,BUY,7204.0,12.4,89329.6,5.0
2020-09-03,HRHO,BUY,1567.0,7.7,12065.9,5.0
2020-09-03,PHDC,BUY,60775.0,1.47,89339.25,5.0
2020-09-03,ETEL,BUY,469.0,14.27,6692.63,5.0
2020-09-03,ORHD,SELL,1168.0,4.65,5431.200000000001,0.0
2020-09-03,MCQE,SELL,1108.0,6.46,7157.68,0.0
2020-09-03,GBCO,BUY,33460.0,2.67,89338.2,5.0
2020-09-03,HELI,BUY,5819.0,6.17,35903.23,5.0
2020-09-03,FWRY,SELL,5659.0,6.09,34463.31,0.0
2020-09-03,JUFO,BUY,12779.0,6.99,89325.21,5.0
2020-10-04,HRHO,SELL,11602.0,7.66,88871.32,
2020-10-04,PHDC,SELL,60775.0,1.44,87516.0,
2020-10-04,JUFO,SELL,12779.0,6.31,80635.48999999999,
2020-10-04,ADIB,BUY,11037.0,7.69,84874.53,5.0
2020-10-04,EGAL,SELL,297.0,12.29,3650.1299999999997,0.0
2020-10-04,OIH,BUY,39848.0,2.13,84876.23999999999,5.0
2020-10-04,ABUK,BUY,4346.0,19.53,84877.38,5.0
2020-10-04,ETEL,BUY,872.0,11.9,10376.800000000001,5.0
2020-10-04,MCQE,SELL,184.0,6.22,1144.48,0.0
2020-10-04,ORHD,BUY,1728.0,3.93,6791.04,5.0
2020-10-04,HELI,SELL,213.0,5.95,1267.3500000000001,0.0
2020-10-04,FWRY,SELL,476.0,5.98,2846.48,0.0
2020-11-16,ETEL,SELL,7132.0,12.16,86725.12,
2020-11-16,ORHD,SELL,20941.0,4.29,89836.89,
2020-11-16,EGAL,SELL,6907.0,11.51,79499.56999999999,
2020-11-16,ADIB,SELL,11037.0,8.23,90834.51000000001,
2020-11-16,OIH,SELL,39848.0,1.92,76508.16,
2020-11-16,ABUK,SELL,4346.0,19.23,83573.58,
2020-11-16,MCQE,BUY,375.0,6.49,2433.75,5.0
2020-11-16,ORWE,BUY,12799.0,7.11,91000.89,5.0
2020-11-16,GBCO,SELL,4661.0,3.16,14728.76,0.0
2020-11-16,HELI,BUY,42.0,6.36,267.12,5.0
2020-11-16,FWRY,SELL,1762.0,7.32,12897.84,0.0
2020-12-16,TMGH,BUY,14043.0,6.66,93526.38,5.0
2020-12-16,ORAS,BUY,1090.0,85.79,93511.1,5.0
2020-12-16,ABUK,BUY,4453.0,21.0,93513.0,5.0
2020-12-16,ORHD,BUY,18894.0,4.95,93525.3,5.0
2020-12-16,EGCH,BUY,24240.0,3.75,90900.0,5.0
2020-12-16,ORWE,SELL,108.0,7.37,795.96,0.0
2020-12-16,MCQE,SELL,1261.0,7.33,9243.13,0.0
2020-12-16,GBCO,BUY,337.0,3.21,1081.77,5.0
2020-12-16,HELI,BUY,752.0,6.21,4669.92,5.0
2020-12-16,FWRY,BUY,223.0,7.39,1647.97,5.0
2021-01-04,HELI,SELL,15060.0,6.15,92619.0,
2021-01-04,ORWE,SELL,12691.0,6.78,86044.98,
2021-01-04,TMGH,SELL,14043.0,6.57,92262.51000000001,
2021-01-04,EGCH,SELL,24240.0,3.52,85324.8,
2021-01-04,ORAS,BUY,36.0,83.06,2990.16,5.0
2021-01-04,ADIB,BUY,11397.0,8.21,93569.37000000001,5.0
2021-01-04,OIH,BUY,44137.0,2.12,93570.44,5.0
2021-01-04,AMOC,BUY,29799.0,3.14,93568.86,5.0
2021-01-04,ABUK,BUY,49.0,20.78,1018.22,5.0
2021-01-04,EAST,BUY,8637.0,9.74,84124.38,5.0
2021-01-04,GBCO,SELL,2998.0,3.58,10732.84,0.0
2021-01-04,FWRY,SELL,840.0,7.92,6652.8,0.0
2021-02-02,ADIB,SELL,11397.0,8.27,94253.19,
2021-02-02,OIH,SELL,44137.0,2.16,95335.92000000001,
2021-02-02,ORAS,SELL,59.0,98.31,5800.29,0.0
2021-02-02,EGAL,BUY,7502.0,13.98,104877.96,5.0
2021-02-02,AMOC,BUY,1792.0,3.32,5949.44,5.0
2021-02-02,GBCO,BUY,3240.0,3.57,11566.8,5.0
2021-02-02,ABUK,SELL,98.0,23.82,2334.36,0.0
2021-02-02,EAST,BUY,854.0,11.05,9436.7,5.0
2021-02-02,ORHD,BUY,1353.0,5.18,7008.54,5.0
2021-02-02,RAYA,BUY,77005.0,1.12,86245.6,5.0
2021-02-02,FWRY,SELL,1778.0,10.45,18580.1,0.0
2021-03-01,MCQE,SELL,12760.0,7.4,94424.0,
2021-03-01,ABUK,SELL,4404.0,21.94,96623.76000000001,
2021-03-01,AMOC,SELL,31591.0,3.03,95720.73,
2021-03-01,RAYA,SELL,77005.0,1.3,100106.5,
2021-03-01,ORAS,BUY,71.0,93.14,6612.94,5.0
2021-03-01,EGAL,BUY,244.0,13.69,3340.3599999999997,5.0
2021-03-01,HRHO,BUY,12374.0,8.57,106045.18000000001,5.0
2021-03-01,VLMR,BUY,59579.0,1.78,106050.62,5.0
2021-03-01,PHDC,BUY,62752.0,1.69,106050.87999999999,5.0
2021-03-01,EAST,BUY,106.0,11.05,1171.3000000000002,5.0
2021-03-01,ORHD,SELL,1738.0,5.73,9958.740000000002,0.0
2021-03-01,GBCO,SELL,2045.0,3.88,7934.599999999999,0.0
2021-03-01,FWRY,SELL,190.0,10.77,2046.3,0.0
2021-04-01,FWRY,SELL,9847.0,9.64,94925.08,
2021-04-01,ORAS,SELL,1138.0,88.02,100166.76,
2021-04-01,EAST,SELL,9597.0,8.49,81478.53,
2021-04-01,EGAL,SELL,7746.0,11.64,90163.44,
2021-04-01,HRHO,SELL,12374.0,8.08,99981.92,
2021-04-01,PHDC,SELL,62752.0,1.61,101030.72,
2021-04-01,GBCO,SELL,1525.0,3.85,5871.25,0.0
2021-04-01,ABUK,BUY,4647.0,21.38,99352.86,5.0
2021-04-01,VLMR,SELL,3759.0,1.78,6691.02,0.0
2021-04-01,ORHD,BUY,167.0,5.32,888.44,5.0
2021-04-01,ORWE,BUY,13648.0,7.28,99357.44,5.0
2021-04-01,RAYA,BUY,75272.0,1.32,99359.04000000001,5.0
2021-05-05,GBCO,SELL,25808.0,3.39,87489.12000000001,
2021-05-05,VLMR,SELL,55820.0,1.69,94335.8,
2021-05-05,ABUK,SELL,4647.0,19.91,92521.77,
2021-05-05,ORWE,SELL,13648.0,5.95,81205.6,
2021-05-05,RAYA,SELL,10900.0,1.54,16786.0,0.0
2021-05-05,ORHD,SELL,2208.0,6.02,13292.16,0.0
2021-05-05,ARCC,BUY,27846.0,3.56,99131.76,5.0
2021-05-05,FWRY,BUY,9161.0,10.82,99122.02,5.0
2021-06-01,ADIB,BUY,12176.0,8.44,102765.43999999999,5.0
2021-06-01,EGAL,BUY,6500.0,15.81,102765.0,5.0
2021-06-01,VLMR,BUY,60099.0,1.71,102769.29,5.0
2021-06-01,PHDC,BUY,59750.0,1.72,102770.0,5.0
2021-06-01,ORHD,BUY,1593.0,5.69,9064.17,5.0
2021-06-01,ARCC,SELL,4594.0,4.42,20305.48,0.0
2021-06-01,MCQE,BUY,13226.0,7.77,102766.01999999999,5.0
2021-06-01,ORWE,BUY,14014.0,7.29,102162.06,5.0
2021-06-01,FWRY,SELL,517.0,11.89,6147.13,0.0
2021-07-04,FWRY,SELL,8644.0,10.29,88946.76,
2021-07-04,VLMR,SELL,60099.0,1.68,100966.31999999999,
2021-07-04,ADIB,BUY,985.0,8.13,8008.050000000001,5.0
2021-07-04,EGAL,SELL,371.0,17.46,6477.660000000001,0.0
2021-07-04,AMOC,BUY,33862.0,3.16,107003.92,5.0
2021-07-04,PHDC,BUY,365.0,1.78,649.7,5.0
2021-07-04,ARCC,SELL,2947.0,5.27,15530.689999999999,0.0
2021-07-04,MCQE,SELL,192.0,8.21,1576.3200000000002,0.0
2021-07-04,ETEL,BUY,7955.0,13.45,106994.75,5.0
2021-07-04,ORWE,SELL,1183.0,8.34,9866.22,0.0
2021-07-04,ORHD,BUY,1150.0,5.57,6405.5,5.0
2021-07-04,RAYA,BUY,6946.0,1.5,10419.0,5.0
2021-08-01,ORHD,SELL,19211.0,5.39,103547.29,
2021-08-01,TMGH,BUY,15791.0,7.19,113537.29000000001,5.0
2021-08-01,EGAL,SELL,532.0,21.71,11549.720000000001,0.0
2021-08-01,AMOC,BUY,169.0,3.57,603.3299999999999,5.0
2021-08-01,PHDC,BUY,5203.0,1.86,9677.58,5.0
2021-08-01,ETEL,BUY,89.0,14.09,1254.01,5.0
2021-08-01,MCQE,SELL,4780.0,14.72,70361.6,0.0
2021-08-01,ORWE,BUY,1895.0,8.25,15633.75,5.0
2021-08-01,RAYA,BUY,10771.0,1.48,15941.08,5.0
2021-09-01,RAYA,SELL,82089.0,1.38,113282.81999999999,
2021-09-01,ARCC,SELL,20305.0,4.97,100915.84999999999,
2021-09-01,ADIB,SELL,13161.0,11.14,146613.54,
2021-09-01,TMGH,BUY,1822.0,7.23,13173.060000000001,5.0
2021-09-01,EGAL,SELL,549.0,25.23,13851.27,0.0
2021-09-01,AMOC,BUY,573.0,3.68,2108.64,5.0
2021-09-01,VLMR,BUY,66324.0,1.92,127342.08,5.0
2021-09-01,PHDC,SELL,13.0,1.95,25.349999999999998,0.0
2021-09-01,EGCH,BUY,33778.0,3.77,127343.06,5.0
2021-09-01,ETEL,BUY,601.0,14.73,8852.73,5.0
2021-09-01,MCQE,BUY,1151.0,13.54,15584.539999999999,5.0
2021-09-01,ORWE,BUY,202.0,8.53,1723.06,5.0
2021-09-01,JUFO,BUY,23020.0,5.53,127300.6,5.0
2021-10-03,MCQE,SELL,9405.0,12.19,114646.95,
2021-10-03,AMOC,SELL,34604.0,3.8,131495.19999999998,
2021-10-03,VLMR,SELL,66324.0,1.15,76272.59999999999,
2021-10-03,EGCH,SELL,33778.0,3.0,101334.0,
2021-10-03,JUFO,SELL,23020.0,5.6,128911.99999999999,
2021-10-03,TMGH,SELL,1422.0,7.38,10494.36,0.0
2021-10-03,EGAL,SELL,147.0,24.38,3583.8599999999997,0.0
2021-10-03,PHDC,SELL,3716.0,1.94,7209.04,0.0
2021-10-03,ETEL,SELL,195.0,14.14,2757.3,0.0
2021-10-03,ORWE,SELL,1225.0,8.72,10682.0,0.0
2021-10-03,GBCO,BUY,27657.0,4.32,119478.24,5.0
2021-11-01,PHDC,SELL,61589.0,1.9,117019.09999999999,
2021-11-01,ORWE,SELL,13703.0,8.18,112090.54,
2021-11-01,ETEL,SELL,8450.0,13.4,113230.0,
2021-11-01,TMGH,SELL,16191.0,7.56,122403.95999999999,
2021-11-01,GBCO,SELL,27657.0,4.16,115053.12000000001,
2021-11-01,COMI,BUY,3492.0,34.07,118972.44,5.0
2021-11-01,EGAL,SELL,128.0,24.93,3191.04,0.0
2021-11-01,AMOC,BUY,28671.0,4.15,118984.65000000001,5.0
2021-12-01,EGAL,SELL,4773.0,21.02,100328.45999999999,
2021-12-01,AMOC,SELL,28671.0,3.48,99775.08,
2021-12-01,TMGH,BUY,14192.0,8.19,116232.48,5.0
2021-12-01,HRHO,BUY,12107.0,9.6,116227.2,5.0
2021-12-01,ORHD,BUY,20144.0,5.77,116230.87999999999,5.0
2021-12-01,COMI,SELL,90.0,34.17,3075.3,0.0
2022-01-02,TMGH,SELL,1002.0,9.07,9088.14,0.0
2022-01-02,ISPH,BUY,34277.0,3.49,119626.73000000001,5.0
2022-01-02,HRHO,BUY,13.0,9.87,128.31,5.0
2022-01-02,RMDA,BUY,75239.0,1.59,119630.01000000001,5.0
2022-01-02,ORHD,SELL,205.0,6.0,1230.0,0.0
2022-01-02,ETEL,BUY,7133.0,16.77,119620.41,5.0
2022-01-02,GBCO,BUY,23456.0,5.1,119625.59999999999,5.0
2022-01-02,HELI,BUY,17828.0,6.71,119625.88,5.0
2022-01-02,COMI,SELL,5.0,35.22,176.1,0.0
2022-01-02,JUFO,BUY,15634.0,7.65,119600.1,5.0
2022-02-01,COMI,SELL,3397.0,34.13,115939.61000000002,
2022-02-01,ORHD,SELL,19939.0,5.31,105876.09,
2022-02-01,ISPH,SELL,34277.0,3.25,111400.25,
2022-02-01,RMDA,SELL,75239.0,1.51,113610.89,
2022-02-01,HELI,SELL,17828.0,6.28,111959.84000000001,
2022-02-01,JUFO,SELL,15634.0,7.0,109438.0,
2022-02-01,TMGH,SELL,736.0,9.25,6808.0,0.0
2022-02-01,HRHO,SELL,341.0,9.78,3334.9799999999996,0.0
2022-02-01,ABUK,BUY,5449.0,21.14,115191.86,5.0
2022-02-01,ETEL,SELL,304.0,16.87,5128.4800000000005,0.0
2022-02-01,ORWE,BUY,13600.0,8.47,115192.00000000001,5.0
2022-02-01,GBCO,BUY,492.0,4.81,2366.52,5.0
2022-03-01,ORWE,SELL,13600.0,8.18,111248.0,
2022-03-01,TMGH,BUY,450.0,9.36,4212.0,5.0
2022-03-01,EGAL,BUY,4791.0,25.21,120781.11,5.0
2022-03-01,CCAP,BUY,86894.0,1.39,120782.65999999999,5.0
2022-03-01,HRHO,SELL,1339.0,11.57,15492.23,0.0
2022-03-01,ABUK,BUY,308.0,20.98,6461.84,5.0
2022-03-01,VLMR,BUY,86273.0,1.4,120782.2,5.0
2022-03-01,ETEL,BUY,2.0,17.68,35.36,5.0
2022-03-01,GBCO,SELL,2978.0,5.76,17153.28,0.0
2022-04-03,TMGH,SELL,12904.0,8.45,109038.79999999999,
2022-04-03,GBCO,SELL,20970.0,3.99,83670.3,
2022-04-03,EGAL,SELL,4791.0,22.17,106216.47,
2022-04-03,VLMR,SELL,86273.0,1.32,113880.36,
2022-04-03,CCAP,SELL,420.0,1.35,567.0,0.0
2022-04-03,AMOC,BUY,29780.0,3.92,116737.59999999999,5.0
2022-04-03,HRHO,SELL,538.0,11.79,6343.0199999999995,0.0
2022-04-03,ABUK,SELL,1063.0,24.87,26436.81,0.0
2022-04-03,EAST,BUY,13072.0,8.93,116732.95999999999,5.0
2022-04-03,ETEL,SELL,156.0,17.49,2728.4399999999996,0.0
2022-04-03,ORWE,BUY,13116.0,8.9,116732.40000000001,5.0
2022-04-03,ORAS,BUY,1462.0,79.8,116667.59999999999,5.0
2022-04-03,VLMRA,BUY,3935.0,29.66,116712.1,5.0
2022-04-03,JUFO,BUY,16057.0,7.27,116734.39,5.0
2022-05-08,HRHO,SELL,9902.0,11.34,112288.68,
2022-05-08,ETEL,SELL,6675.0,16.32,108936.0,
2022-05-08,CCAP,SELL,86474.0,1.33,115010.42000000001,
2022-05-08,EAST,SELL,13072.0,8.01,104706.72,
2022-05-08,ORWE,SELL,13116.0,7.72,101255.51999999999,
2022-05-08,TMGH,BUY,13353.0,8.7,116171.09999999999,5.0
2022-05-08,AMOC,BUY,85.0,3.89,330.65000000000003,5.0
2022-05-08,ABUK,SELL,587.0,28.29,16606.23,0.0
2022-05-08,RMDA,BUY,78498.0,1.48,116177.04,5.0
2022-05-08,PHDC,BUY,69567.0,1.67,116176.89,5.0
2022-05-08,EGCH,BUY,38469.0,3.02,116176.38,5.0
2022-05-08,MCQE,BUY,10268.0,10.11,103809.48,5.0
2022-05-08,VLMRA,SELL,257.0,31.59,8118.63,0.0
2022-05-08,JUFO,SELL,850.0,7.64,6494.0,0.0
2022-06-01,AMOC,SELL,29865.0,3.67,109604.55,
2022-06-01,ORAS,SELL,1462.0,67.98,99386.76000000001,
2022-06-01,JUFO,SELL,15207.0,8.26,125609.81999999999,
2022-06-01,TMGH,SELL,13353.0,7.93,105889.29,
2022-06-01,RMDA,SELL,78498.0,1.37,107542.26000000001,
2022-06-01,PHDC,SELL,69567.0,1.07,74436.69,
2022-06-01,EGCH,SELL,38469.0,2.85,109636.65000000001,
2022-06-01,MCQE,SELL,10268.0,9.25,94979.0,
2022-06-01,VLMRA,SELL,198.0,30.8,6098.400000000001,0.0
2022-06-01,ABUK,BUY,15.0,26.0,390.0,5.0
2022-07-03,ABUK,SELL,4122.0,22.7,93569.4,
2022-07-03,VLMRA,SELL,3480.0,26.33,91628.4,
2022-07-03,RMDA,BUY,72593.0,1.45,105259.84999999999,5.0
2022-08-01,AMOC,BUY,27544.0,3.9,107421.59999999999,5.0
2022-08-01,HRHO,BUY,11343.0,9.47,107418.21,5.0
2022-08-01,ABUK,BUY,4632.0,23.19,107416.08,5.0
2022-08-01,ARCC,BUY,26855.0,4.0,107420.0,5.0
2022-08-01,RMDA,SELL,5871.0,1.61,9452.310000000001,0.0
2022-08-01,HELI,BUY,19320.0,5.56,107419.2,5.0
2022-08-01,VLMRA,BUY,3840.0,27.97,107404.79999999999,5.0
2022-08-01,JUFO,BUY,14399.0,7.46,107416.54,5.0
2022-09-01,HRHO,SELL,11343.0,10.25,116265.75,
2022-09-01,VLMRA,SELL,3840.0,26.84,103065.6,
2022-09-01,JUFO,SELL,14399.0,7.31,105256.68999999999,
2022-09-01,CCAP,BUY,85464.0,1.35,115376.40000000001,5.0
2022-09-01,AMOC,BUY,804.0,4.07,3272.28,5.0
2022-09-01,ISPH,BUY,57978.0,1.99,115376.22,5.0
2022-09-01,GBCO,BUY,31437.0,3.67,115373.79,5.0
2022-09-01,ABUK,SELL,68.0,25.28,1719.04,0.0
2022-09-01,PHDC,BUY,75410.0,1.53,115377.3,5.0
2022-09-01,ARCC,SELL,3779.0,5.0,18895.0,0.0
2022-09-01,EGCH,BUY,35315.0,2.98,105238.7,5.0
2022-09-01,RMDA,SELL,5675.0,1.89,10725.75,0.0
2022-09-01,HELI,BUY,103.0,5.94,611.82,5.0
2022-10-02,ABUK,SELL,4564.0,24.8,113187.2,
2022-10-02,GBCO,SELL,31437.0,3.45,108457.65000000001,
2022-10-02,PHDC,SELL,75410.0,1.33,100295.3,
2022-10-02,EGCH,SELL,35315.0,2.95,104179.25,
2022-10-02,ORAS,BUY,1680.0,66.99,112543.2,5.0
2022-10-02,EGAL,BUY,5893.0,19.1,112556.3,5.0
2022-10-02,CCAP,BUY,464.0,1.31,607.84,5.0
2022-10-02,AMOC,SELL,1223.0,4.15,5075.450000000001,0.0
2022-10-02,ISPH,BUY,2217.0,1.87,4145.79,5.0
2022-10-02,ARCC,SELL,1511.0,5.22,7887.42,0.0
2022-10-02,ETEL,BUY,6563.0,17.15,112555.45,5.0
2022-10-02,MCQE,BUY,10346.0,10.88,112564.48000000001,5.0
2022-10-02,RMDA,BUY,1839.0,1.79,3291.81,5.0
2022-10-02,HELI,BUY,153.0,5.75,879.75,5.0
2022-11-01,RMDA,SELL,62886.0,1.76,110679.36,
2022-11-01,AMOC,SELL,27125.0,4.02,109042.49999999999,
2022-11-01,HELI,SELL,19576.0,5.86,114715.36,
2022-11-01,CCAP,SELL,85928.0,1.31,112565.68000000001,
2022-11-01,ISPH,SELL,60195.0,1.8,108351.0,
2022-11-01,ORAS,SELL,1680.0,68.79,115567.20000000001,
2022-11-01,EGAL,SELL,1242.0,25.37,31509.54,0.0
2022-11-01,PHDC,BUY,79716.0,1.48,117979.68,5.0
2022-11-01,EAST,BUY,13346.0,8.84,117978.64,5.0
2022-11-01,EGCH,BUY,33233.0,3.55,117977.15,5.0
2022-11-01,ETEL,SELL,130.0,18.34,2384.2,0.0
2022-11-01,ARCC,BUY,1890.0,5.03,9506.7,5.0
2022-11-01,MCQE,SELL,218.0,11.65,2539.7000000000003,0.0
2022-11-01,GBCO,BUY,28090.0,4.2,117978.0,5.0
2022-11-01,COMI,BUY,3641.0,32.4,117968.4,5.0
2022-11-01,FWRY,BUY,30009.0,3.93,117935.37000000001,5.0
2022-12-01,ARCC,SELL,23455.0,6.0,140730.0,
2022-12-01,MCQE,SELL,10128.0,13.52,136930.56,
2022-12-01,PHDC,SELL,79716.0,1.71,136314.36,
2022-12-01,EAST,SELL,13346.0,9.6,128121.59999999999,
2022-12-01,GBCO,SELL,28090.0,4.64,130337.59999999999,
2022-12-01,EGAL,BUY,261.0,28.58,7459.379999999999,5.0
2022-12-01,ABUK,BUY,4152.0,33.81,140379.12,5.0
2022-12-01,EGCH,SELL,1965.0,4.49,8822.85,0.0
2022-12-01,ETEL,SELL,329.0,23.0,7567.0,0.0
2022-12-01,ORAS,BUY,1715.0,81.85,140372.75,5.0
2022-12-01,COMI,SELL,135.0,40.05,5406.75,0.0
2022-12-01,FWRY,SELL,1062.0,4.85,5150.7,0.0
2023-01-02,ETEL,SELL,6104.0,25.1,153210.4,
2023-01-02,COMI,SELL,3506.0,41.48,145428.87999999998,
2023-01-02,FWRY,SELL,28947.0,5.24,151682.28,
2023-01-02,ORAS,SELL,1715.0,95.95,164554.25,
2023-01-02,EGAL,BUY,311.0,28.58,8888.38,5.0
2023-01-02,CCAP,BUY,71772.0,2.08,149285.76,5.0
2023-01-02,AMOC,BUY,23621.0,6.32,149284.72,5.0
2023-01-02,HRHO,BUY,10439.0,14.3,149277.7,5.0
2023-01-02,ABUK,SELL,303.0,38.79,11753.369999999999,0.0
2023-01-02,PHDC,BUY,76166.0,1.96,149285.36,5.0
2023-01-02,EGCH,BUY,836.0,4.65,3887.4,5.0
2023-01-02,MCQE,BUY,8944.0,16.69,149275.36000000002,5.0
2023-01-02,ORWE,BUY,14354.0,10.4,149281.6,5.0
2023-01-02,GBCO,BUY,27850.0,5.36,149276.0,5.0
2023-02-01,EGAL,SELL,5223.0,33.75,176276.25,
2023-02-01,EGCH,SELL,32104.0,5.4,173361.6,
2023-02-01,CCAP,SELL,71772.0,2.12,152156.64,
2023-02-01,HRHO,SELL,10439.0,15.18,158464.02,
2023-02-01,PHDC,SELL,76166.0,2.13,162233.58,
2023-02-01,MCQE,SELL,8944.0,16.32,145966.08000000002,
2023-02-01,ORWE,SELL,14354.0,11.09,159185.86,
2023-02-01,GBCO,SELL,27850.0,5.12,142592.0,
2023-02-01,ADIB,BUY,8902.0,18.22,162194.44,5.0
2023-02-01,AMOC,SELL,1905.0,7.47,14230.35,0.0
2023-02-01,ABUK,SELL,74.0,42.98,3180.52,0.0
2023-02-01,HELI,BUY,16060.0,10.1,162206.0,5.0
2023-02-01,FWRY,BUY,25912.0,6.26,162209.12,5.0
2023-03-01,ABUK,SELL,3775.0,41.7,157417.5,
2023-03-01,FWRY,SELL,25912.0,5.78,149771.36000000002,
2023-03-01,ADIB,BUY,854.0,16.57,14150.78,5.0
2023-03-01,CCAP,BUY,72823.0,2.22,161667.06000000003,5.0
2023-03-01,AMOC,SELL,2673.0,8.49,22693.77,0.0
2023-03-01,HRHO,BUY,9786.0,16.52,161664.72,5.0
2023-03-01,HELI,BUY,521.0,9.75,5079.75,5.0
2023-03-01,COMI,BUY,3044.0,53.11,161666.84,5.0
2023-03-01,JUFO,BUY,15151.0,10.67,161661.17,5.0
2023-04-02,ADIB,SELL,9756.0,15.36,149852.16,
2023-04-02,HELI,SELL,16581.0,8.91,147736.71,
2023-04-02,CCAP,SELL,72823.0,1.86,135450.78,
2023-04-02,HRHO,SELL,9786.0,13.4,131132.4,
2023-04-02,EGAL,BUY,4289.0,36.2,155261.80000000002,5.0
2023-04-02,AMOC,SELL,1884.0,9.05,17050.2,0.0
