date,turnover_value,turnover_pct,cash_balance
2015-02-01,0.0,0.0,110000.0
2015-03-01,0.0,0.0,120000.0
2015-04-01,0.0,0.0,130000.0
2015-05-03,41997.14,0.2999795714285714,98002.86
2015-06-01,41287.71,0.27655939688621994,149290.57
2015-07-02,15933.849999999999,0.10003008966569708,143356.72
2015-08-03,102748.88,0.6088926075364955,50607.84000000002
2015-09-01,102524.1,0.6284734920702838,163131.94
2015-10-04,51940.31,0.3000042048855919,121191.62999999998
2015-11-01,145296.26,0.7883056699463127,55277.82999999997
2015-12-02,92667.58,0.5315215662463119,122028.84999999998
2016-01-03,117463.4,0.6229356176543944,18834.689999999966
2016-02-01,160129.01,0.932162018013722,154601.05999999997
2016-03-02,92002.08,0.5019840470894041,73294.93999999996
2016-04-04,171011.72999999998,0.8149393488442666,2.889999999955762
2016-05-03,174555.77,0.805724335620198,7.959999999955471
2016-06-01,220376.37999999998,1.0565655398542657,62570.059999999954
2016-07-10,76765.81000000001,0.3634661669432466,147838.16999999995
2016-08-02,70820.95999999999,0.30972286127389714,228659.12999999995
2016-09-01,0.0,0.0,238659.12999999995
2016-10-03,99455.63999999998,0.39996777918429943,149203.49
2016-11-02,94711.38,0.35345310931203827,80345.10999999997
2016-12-01,161032.77000000002,0.4699429754159821,102861.0
2017-01-02,231586.93,0.6135490021503509,37788.74999999999
2017-02-07,496458.02,1.1857998858335235,41838.54999999998
2017-03-01,319649.82,0.8052786505028732,277861.29000000004
2017-04-05,216624.18000000002,0.5152753525353071,336323.93
2017-05-02,136006.98,0.32332817128362734,210316.94999999998
2017-06-01,148781.65,0.33258430789052096,178995.59999999998
2017-07-09,174261.56999999998,0.349024317979159,149850.86999999997
2017-08-14,152938.82000000004,0.284380758166736,268859.2899999999
2017-09-07,326729.1,0.5972474226691055,382938.92999999993
2017-10-02,423959.41999999987,0.7306903571801214,2.8099999998958083
2017-11-09,373158.9,0.6288554500471997,6770.1099999998805
2017-12-03,397267.20999999996,0.6325098695525806,3.4199999998527346
2018-01-02,607700.9799999999,0.9004107463619618,67572.57999999983
2018-02-06,320143.18,0.4291426952445822,223793.6599999998
2018-03-04,271481.69999999995,0.33800865046720424,160606.51999999973
2018-04-11,595076.36,0.7181243107720913,248579.75999999966
2018-05-02,594373.89,0.696834954776778,511759.5899999998
2018-06-14,310012.06999999995,0.3727092946303987,665428.0199999999
2018-07-09,183273.31,0.21343086001475628,686956.5299999999
2018-08-07,88411.12,0.10197554733248508,780280.21
2018-09-04,3043.4500000000003,0.003479380703731542,787236.76
2018-10-03,91981.79,0.10433836798321397,705254.9700000001
2018-11-01,176965.94,0.1983427392972292,713776.55
2018-12-03,274724.56,0.3026497597630716,635407.87
2019-01-06,659869.66,0.7089917720724852,186202.48999999993
2019-02-05,608766.54,0.6263839390610992,9.5899999999383
2019-04-17,573522.64,0.5893440646784254,7872.429999999927
2019-05-21,846376.6699999998,0.9558955330077658,88562.37999999992
2019-07-09,753166.76,0.8010630060456551,851729.1399999999
2019-08-21,577064.05,0.6081799342500831,284665.08999999997
2019-09-02,1048848.19,1.0889534527219171,4935.53999999989
2019-10-24,1027303.97,1.1827071067505144,694968.23
2019-11-03,889901.16,1.0043313269718541,34.15000000009604
2019-12-03,651571.16,0.7877711993069434,661605.3100000002
2020-01-02,816787.8700000001,0.987693576093349,35.08000000020547
2020-02-05,908338.3599999999,1.0971280651660988,82777.34000000019
2020-03-03,692656.47,0.9700709609417911,642619.3900000001
2020-04-02,77129.66,0.10569340241004765,729749.0500000002
2020-05-07,517846.04999999993,0.7000293545493568,221903.0000000002
2020-06-04,363643.02999999997,0.4884782017209833,595546.0300000003
2020-07-06,632861.3,0.8023526585873978,27322.890000000272
2020-09-03,786740.1799999999,0.8806176594481008,5.03000000033353
2020-10-04,537752.24,0.6335584853162429,4115.290000000326
2020-11-16,628321.19,0.6904468368920234,455002.9600000004
2020-12-16,482454.52999999997,0.5158421721463514,2626.6100000004435
2021-01-04,742508.36,0.7935223570296137,17392.11000000045
2021-02-02,441418.9,0.4208699338949762,18580.930000000466
2021-03-01,736115.91,0.6941119541514685,106094.2800000005
2021-04-01,879286.5,0.8849579476985744,397425.22000000055
2021-05-05,583894.23,0.5890032976137984,594791.8900000006
2021-06-01,651549.59,0.6339880327349178,6147.520000000625
2021-07-04,462874.88999999996,0.43257131825929107,0.5700000006472692
2021-08-01,342135.65,0.2816103023237877,38782.14000000064
2021-09-01,798156.6,0.6267721341808506,3.200000000637374
2021-10-03,706870.5499999999,0.5916114521097523,477907.2700000006
2021-11-01,820954.85,0.6899441670845213,832927.9400000008
2021-12-01,551884.4,0.47479925893776553,697401.2200000008
2022-01-02,728386.2799999999,0.6088652975426693,3.4200000007404014
2022-02-01,916261.52,0.7954168108346027,460734.18000000075
2022-03-01,516978.67999999993,0.4280220557518487,241542.52000000075
2022-04-03,1149228.2499999998,0.9844392859639559,76.67000000090047
2022-05-08,1142287.74,0.9832191955918796,14621.33000000093
2022-06-01,833578.4199999999,0.7777581353101857,857409.7500000009
2022-07-03,290462.64999999997,0.27594581665312934,947342.700000001
2022-08-01,761403.74,0.7087985343898201,214843.58000000118
2022-09-01,926589.3400000001,0.8030949830479651,10109.900000001166
2022-10-02,898266.89,0.7979889634849062,7.55000000116479
2022-11-01,1424713.4799999997,1.2075865963071952,3.1500000011437805
2022-12-01,987607.6699999999,0.7034725073596921,421158.32000000105
