date,core_satellite_equity,adaptive_balanced_equity,adaptive_aggressive_equity,static_top10_dca_equity,annual_top10_dca_equity,etf_dca_equity,etf_buy_hold_norm
2019-02-05,111019.67448968,110665.02535202002,110488.00789503999,110133.40935362001,110133.40935362001,111920.07777500001,1.0
2019-02-14,115119.53448968,115235.03535202,115293.54789504,115409.14935362,115409.14935362,114846.07777500001,1.026143790849673
2019-02-19,114737.42448968,114963.34535202001,115077.09789504,115303.21935362,115303.21935362,114187.727775,1.0202614379084967
2019-02-21,115484.90448967999,114955.60535202001,114692.18789504,114163.09935362,114163.09935362,116821.12777500002,1.0437908496732027
2019-02-28,112635.22448968,112312.41535202,112151.69789504,111828.97935361999,111828.97935361999,113456.227775,1.0137254901960784
2019-04-17,123276.47820114001,122582.38676256001,122236.29391941999,121541.91692563,121541.91692563,125040.58575218002,1.0281045751633986
2019-05-21,120841.05412947998,120363.31102424,120125.72660547,119644.93359829,119644.93359829,122077.29628838,0.9281045751633986
2019-07-09,138686.56970768,139010.97319308,139175.8562563,139503.29323311997,139503.29323311997,137930.41830918004,0.9751633986928104
2019-07-11,135908.17970768,135266.96319308,134949.1962563,134308.76323312,134308.76323312,137560.65830918003,0.9725490196078431
2019-08-21,143066.46107219998,139891.82118125,138308.51840013,135133.53163547,135133.53163547,151056.62032998,0.9980392156862744
2019-08-22,142407.53107219998,139245.91118125,137669.19840013,134506.75163547,134506.75163547,150364.18032998,0.9934640522875816
2019-08-28,140729.4210722,137686.85118125,136170.05840013,133125.71163546998,133125.71163546998,148385.78032998,0.9803921568627451
2019-09-02,155981.41152836,151679.75550095004,149532.83193652,145231.59973269,145231.59973269,166806.43285498003,1.0326797385620916
2019-09-04,156213.80152836,151709.37550095003,149461.03193652,144956.91973269,144956.91973269,167545.42285498002,1.0372549019607842
2019-09-09,158158.10152835998,154771.39550095,153081.95193652,149698.99973269002,149698.99973269002,166700.86285498002,1.0320261437908496
2019-09-17,155189.75152836,150443.98550095002,148074.99193651997,143328.07973269,143328.07973269,167123.14285498002,1.0346405228758169
2019-09-23,140660.05152836,134611.61550095002,131591.82193652,125527.65973269001,125527.65973269001,155827.15285498003,0.9647058823529411
2019-10-24,155690.69659836,150948.64428944,148581.98489768,143830.9475548,143830.9475548,167616.98263688,0.9758169934640523
2019-10-27,156696.63659836003,151953.15428944002,149585.69489768,144829.31145235998,144829.31145235998,168627.32263688,0.9816993464052287
2019-10-28,157574.46659835998,153048.18428944002,150789.23489768,146251.11145236,146251.11145236,168964.10263688004,0.9836601307189542
2019-10-30,160857.12659836002,156568.53428944,154428.38489768,150131.27145236,150131.27145236,171658.34263688,0.9993464052287581
2019-10-31,161191.64659836,156992.85428944,154897.61489768,150690.33145236,150690.33145236,171770.60263688004,1.0
2019-11-03,172734.30336904002,168697.6377628,166683.37724959,162640.14690753,162640.14690753,182927.56815108002,1.0058823529411764
2019-11-04,172572.03336904,168136.9877628,165923.47724958998,161481.06690752998,161481.06690752998,183759.58815108,1.0104575163398692
2019-11-20,167851.95336903998,162856.7277628,160363.39724959002,155354.56690753,155354.56690753,180431.50815108002,0.992156862745098
2019-11-21,166673.64336904,161586.36776280002,159047.11724959,153944.82690753,153944.82690753,179480.62815108002,0.9869281045751633
2019-11-27,162119.92336903999,157490.1777628,155179.89724959,150530.77690753,150530.77690753,173775.34815108,0.9555555555555555
2019-12-03,166955.17224157002,161530.70611812,158827.24236161,153469.46525485,153469.46525485,180506.60618628,0.937908496732026
2019-12-25,169932.87224157,164328.42611812,161536.09236161,156033.07525485,156033.07525485,183902.66618628,0.9555555555555555
2019-12-30,173221.80224157003,168659.75611812,166411.04236161002,162496.88525485003,162496.88525485003,184028.44618628002,0.9562091503267974
2019-12-31,175047.30224157003,170546.35611812002,168329.71236160997,164518.86525485,164518.86525485,185663.58618628,0.9647058823529411
2020-01-02,184051.89568295,179210.72736871,176809.21921427,174659.41201054002,172386.44865537,195743.89871128,0.9660130718954247
2020-01-12,180136.61568295,175132.85736871,172646.49921426998,166046.93201054,167955.18865537,192433.14871128,0.949673202614379
2020-01-28,176944.82568295,171228.57736871,168409.91921427002,157133.53201054,163164.64865537,191108.84871128,0.9431372549019608
2020-01-30,181178.00568295,175128.19736871,172115.33921427,165687.06201054002,166142.08865537,196670.90871128,0.9705882352941175
2020-02-05,188919.47783878,182828.07809998002,179797.10189931,169643.00481364,173789.7855351,204558.70073208,0.9607843137254901
2020-02-11,188410.52783878,181792.41809998,178515.05189930997,167712.26481364,172109.0155351,205393.60073208,0.9647058823529411
2020-02-12,184635.23783877998,178527.35809998,175527.98189931,164647.60481363998,169993.9655351,199827.60073208,0.9385620915032679
2020-02-16,183561.04783877998,177438.81809998,174438.97189931,159382.94481363997,168971.89553510002,198714.40073208,0.9333333333333332
2020-02-18,181550.29783878,175518.45809998002,172551.83189931,157495.99481364,167021.5655351,196627.15073208002,0.9235294117647059
2020-02-23,185320.14783878002,178013.95809998002,174371.24189930997,158515.11481364,166859.2555351,204697.85073208003,0.961437908496732
2020-02-24,181588.13783878,174147.47809997998,170461.78189930998,149839.12481364,163085.5555351,201079.95073208,0.9444444444444443
