date,symbol,stock_close,benchmark_close,ratio,rel_mom_21,rel_mom_63,rel_mom_126,rel_mom_252,ratio_vs_sma50,ratio_vs_sma200,sma50_vs_sma200,ratio_breakout_20,ratio_breakout_63,ratio_breakout_126,vol_adj_rel_mom_63,volume_ratio_20_63,mom63_volume_score,down_day_excess_63,down_day_excess_126,beta_252,corr_252,residual_strength_21_126b,residual_strength_63_126b,residual_strength_126_126b,excess_fwd_21,excess_fwd_63,excess_fwd_126
2015-03-02,AMOC,3.74,10.12,0.3695652173913044,-0.00016852039096715288,,,,,,,-0.028072577884286076,,,,,,0.008339486404908617,,,,,,,-0.07068123692164607,-0.09491978609625684,-0.23087654033945604
2015-03-03,AMOC,3.73,10.13,0.36821322803553796,-0.013714567761951901,,,,,,,-0.031628203434097,,,,,,0.008339486404908617,,,,,,,-0.0660581343340858,-0.07370669235594107,-0.25004962299754663
2015-03-04,AMOC,3.72,10.17,0.36578171091445427,-0.012108729601883028,,,,,,,-0.03802290200450609,,,,,,0.008339486404908617,,,,,,,-0.036992102007802896,-0.059813810384749755,-0.2330779966378025
2015-03-05,AMOC,3.73,10.23,0.364613880742913,-0.014157912320427624,,,,,,,-0.04109420340052794,,,,,,0.008339486404908617,,,,,,,-0.0500106137916394,-0.059699302110441055,-0.22777196858317672
2015-03-08,AMOC,3.73,10.24,0.3642578125,-0.02803568624371866,,,,,,,-0.042030634842519676,,,,,,0.008339486404908617,,,,,,,-0.022775113103217115,-0.05077339560991956,-0.24709387567024133
2015-03-09,AMOC,3.73,10.36,0.36003861003861004,-0.03778094395222864,,,,,,,-0.05312680509530898,,,,,,0.008339486404908617,,,,,,,-0.00138447524506502,-0.053821151676379686,-0.23814268117217186
2015-03-10,AMOC,3.73,10.36,0.36003861003861004,-0.0240577778648845,,,,,,,-0.05312680509530898,,,,,,0.008339486404908617,,,,,,,-0.013182274576376551,-0.07794983800345745,-0.2514414069373856
2015-03-11,AMOC,3.72,10.15,0.3665024630541872,-0.002663374195255308,,,,,,,-0.036127380629145445,,,,,,0.008853365222570206,,,,,,,-0.03550770697600503,-0.11384342391016478,-0.28130727263096567
2015-03-12,AMOC,3.73,10.33,0.3610842207163601,-0.0377244041267335,,,,,,,-0.05037693134437582,,,,,,0.008853365222570206,,,,,,,-0.019070408425445384,-0.12705646636855095,-0.2618625570645897
2015-03-15,AMOC,3.73,10.42,0.3579654510556622,-0.04512029296405207,,,,,,,-0.058579049979597064,,,,,,0.008853365222570206,,,,,,,-0.017027473460503373,-0.09064595308053713,-0.27588726567283994
2015-03-16,AMOC,3.73,10.21,0.3653281096963761,-0.017945313367731308,,,,,,,-0.039215837491420436,,,,,,0.009448111835262485,,,,,,,-0.024966323821727476,-0.1042162837779288,-0.28004663461412216
2015-03-17,AMOC,3.71,10.23,0.3626588465298142,-0.039469463325427445,,,,,,,-0.04623578944127593,,,,,,0.009448111835262485,,,,,,,-0.016433353621424174,-0.07883899423765517,-0.22545075131806713
2015-03-18,AMOC,3.68,10.14,0.3629191321499014,-0.02775874597736938,,,,,,,-0.045551258755377466,,,,,,0.009011276272982965,0.009011276272982965,,,,,,-0.02809042963725239,-0.07027163193551145,-0.21126511448417795
2015-03-19,AMOC,3.63,10.18,0.3565815324165029,-0.04098335229035266,,,,,,,-0.062218647030614416,,,,,,0.009011276272982965,0.009011276272982965,,,,,,-0.028062370444938756,-0.10970573749641432,-0.17913371976597559
2015-03-22,AMOC,3.61,10.0,0.361,-0.024818666666666656,,,,,,,-0.05059842519685043,,,,,,0.009161791069835152,0.009161791069835152,,,,,,-0.025722991689750563,-0.10954847645429355,-0.2138448753462603
2015-03-23,AMOC,3.57,10.0,0.357,-0.06111811023622049,,,,,,,-0.05148138297872329,,,,,,0.009161791069835152,0.009161791069835152,,,,,,-0.048249299719888006,-0.11271428571428566,-0.18579831932773117
2015-03-24,AMOC,3.47,10.04,0.3456175298804781,-0.055739905101080955,,,,,,,-0.08172363736543176,,,,,,0.009161791069835152,0.009161791069835152,,,,,,-0.012684133781875606,-0.09758659884955878,-0.17442908481348396
2015-03-25,AMOC,3.41,9.92,0.34375,-0.072420634920635,,,,,,,-0.08668550531914887,,,,,,0.008502669882689868,0.008502669882689868,,,,,,-0.014296187683284556,-0.09136730205278598,-0.21783357771260992
