symbol,benchmark,as_of_date,overlap_start,overlap_end,overlap_rows,stock_close,benchmark_close,signal_score,signal_state,main_rule_on,main_rule_edge_63d,main_rule_hit_rate_63d,main_rule_samples_63d,rel_mom_21,rel_mom_63,rel_mom_126,rel_mom_252,ratio_vs_sma50,ratio_vs_sma200,sma50_vs_sma200,ratio_breakout_20,ratio_breakout_63,ratio_breakout_126,vol_adj_rel_mom_63,volume_ratio_20_63,mom63_volume_score,down_day_excess_63,down_day_excess_126,beta_252,corr_252,residual_strength_21_126b,residual_strength_63_126b,residual_strength_126_126b,rank
AMOC,etf,2026-04-05,2015-01-15,2026-04-05,1755,8.7,53.39,80.0,bullish,True,0.19327287902398677,0.65,20,0.252923917485399,0.10549357854042651,-0.13063097242490762,-0.29592496651553013,0.1452267698295333,-0.021741976552234532,-0.145795357548812,-0.09260608972531925,-0.09260608972531925,-0.1308517352028511,3.0525507011501523,1.9588253739531798,0.20664349843411012,0.024446055596120363,0.01374973090424082,0.06277019966661332,0.04310817945662343,0.2342841606654926,0.23712886690004562,0.12957883248049745,1
