date,turnover_value,turnover_pct,rebalance_fees,cash_balance
2015-02-01,0.0,0.0,0.0,110000.0
2015-03-01,0.0,0.0,0.0,120000.0
2015-04-01,0.0,0.0,0.0,130000.0
2015-05-03,41881.7304,0.29915521714285714,98.7634608,98019.5061392
2015-06-01,137232.64935000002,0.9315911749880192,274.4652987,146966.83398912
2015-07-02,15659.775974999999,0.09976487119620085,36.31955195,141270.73846217
2015-08-03,231700.993,1.4367001715803005,498.401986,48082.910021020005
2015-09-01,139246.69182500002,0.9324401205018242,278.49338365000006,148987.64895373
2015-10-04,47578.577399999995,0.29925958219463156,110.1571548,111298.91439893
2015-11-01,247880.373155,1.4393348682725218,530.7607463100001,51510.063857390036
2015-12-02,129320.40546500002,0.8348285477114364,263.64081093,108232.19872119007
2016-01-03,219538.92426000003,1.241967703244754,479.0778485200001,17411.766199560083
2016-02-01,163999.59958,1.035692799082121,332.99919916,142180.1738712401
2016-03-02,243716.53384500003,1.3440558843349326,517.43306769,72155.44992051016
2016-04-04,250773.29519,1.1518242687664801,531.54659038,0.5529074602018227
2016-05-03,179918.55146,0.8040459546995121,399.83710292,7.838904540214571
2016-06-01,205332.10735,0.9563463259856883,430.6642147,85739.7895698402
2016-07-10,138215.62970500003,0.6527735180462483,281.43125941000005,147949.7397241402
2016-08-02,235717.30239,0.9588219306801063,471.4346047800001,245251.18902399024
2016-09-01,0.0,0.0,0.0,255251.18902399024
2016-10-03,79340.69051999999,0.29911530580480883,173.68138104,185736.81712295028
2016-11-02,305414.76207,0.9676465878066594,635.82952414,125782.7054756603
2016-12-01,294501.09982999996,0.6764145199603647,604.00219966,130213.42523625033
2017-01-02,429710.74426000006,0.878349288554188,884.42148852,48570.580227360355
2017-02-07,640428.486515,1.179747247083177,1305.85697303,108300.0768837904
2017-03-01,442015.6522,0.8796152345567668,889.0313044000001,351055.2334840805
2017-04-05,613329.730435,1.0814044210064682,1231.6594608700002,509191.4394744705
2017-05-02,606969.1625950001,1.2784864433745087,1238.9383251900003,236352.3313281405
