family,number,value,param_core_weight,param_kama_len,param_kama_fast,param_kama_slow,param_cci_len,param_cci_threshold,param_sleeve_ladder,param_atr_len,param_atr_stop,param_atr_trail,wf_score,wf_cagr,wf_sharpe,wf_profit_factor,wf_max_drawdown,wf_return_dd,wf_closed_trades,wf_twr_total_return,wf_excess_return_vs_dca,wf_final_equity,holdout_score,holdout_cagr,holdout_sharpe,holdout_profit_factor,holdout_max_drawdown,holdout_return_dd,holdout_closed_trades,holdout_twr_total_return,holdout_excess_return_vs_dca,holdout_dca_twr_total_return,holdout_final_equity
dca_tactical_overlay,10,-0.0900216378964982,0.75,10,4,47,21,25.0,100_60_20,30,3.8000000000000003,3.1,2.657205687477873,0.6366654209652767,1.9944435682356692,5.0,0.25907564304674335,3.708899005535014,4.0,0.633444833332158,-0.02853534164537741,350879.9891484451,2.017130233409138,0.318873335162297,1.6660178619729926,inf,0.13252497760760018,2.40613762717595,1.0,0.4719827678642916,-0.0900216378964982,0.5620044057607898,396506.7564455101
dca_tactical_overlay,11,-0.06264774489650993,0.75,33,3,40,23,10.0,100_60_20,7,3.2,3.2,2.654908978580827,0.6424029482825817,1.9967035655379406,5.0,0.2597678267368776,3.6980153112328966,4.0,0.6391474709821442,-0.022832703995391168,352341.55057115504,2.1598512952503786,0.3363861166836337,1.7422723731896803,inf,0.12372845546214517,2.7187449760621263,1.0,0.4993566608642799,-0.06264774489650993,0.5620044057607898,403449.29701198
dca_tactical_overlay,12,-0.10460040568613072,0.75,40,2,47,29,15.0,100_60_20,12,4.9,0.5,2.537233217561563,0.5748562944186676,1.8664699255300135,5.0,0.2530654628850313,3.5032244524209144,4.0,0.5719970637771516,-0.08998311120038377,340680.2257768326,2.0386092319597404,0.30950867086334855,1.661255206894643,inf,0.12530978502623957,2.4699481433037187,1.0,0.4574040000746591,-0.10460040568613072,0.5620044057607898,394315.5937218102
dca_tactical_overlay,13,-0.10055844113101098,0.75,22,4,39,19,0.0,100_50_0,14,3.7,1.3,2.6337862020629785,0.6202655266196877,1.958452113162716,5.0,0.25278747355518083,3.6761238107818386,4.0,0.6171377294965124,-0.04484244548102301,348123.9190483726,1.9578273049969004,0.31210768043334736,1.6446071559741244,inf,0.1373757915001853,2.2719263490680333,1.0,0.4614459646297788,-0.10055844113101098,0.5620044057607898,393209.9390014801
dca_tactical_overlay,14,-0.06452773537096634,0.75,30,3,54,31,20.0,100_50_0,14,2.5,2.9000000000000004,2.667913512684576,0.6429445522886366,2.0026901949055143,5.0,0.25316023538101895,3.7278756607420815,4.0,0.6396882619194277,-0.02229191305810757,352428.81936126505,2.1839248840330505,0.33518629166658376,1.7463911424511775,inf,0.1206376830791468,2.7784543196728837,1.0,0.49747667038982346,-0.06452773537096634,0.5620044057607898,402973.28123173007
dca_tactical_overlay,15,-0.11418095355645974,0.7,32,4,35,26,5.0,100_60_20,27,1.0,1.4,2.706095845211604,0.6058754686107689,1.9483227060651704,5.0,0.24195233569464636,3.8714683224214497,4.0,0.602830341088487,-0.059149833889048375,345256.59412253014,1.964799316001882,0.3033401203143531,1.6188478030955944,inf,0.13149791552927792,2.306805542075795,1.0,0.44782345220433006,-0.11418095355645974,0.5620044057607898,391725.1384444501
dca_tactical_overlay,16,-0.08038765629780542,0.75,21,2,22,18,30.0,100_50_0,22,3.6,3.5,2.799588292657387,0.6394914178683893,2.0552625047352917,5.0,0.24030924559741496,4.039932681746343,4.0,0.636255781726317,-0.025724393251218336,350692.2497078726,2.12773631041373,0.3250472586039308,1.7276106096567303,inf,0.12247170317872547,2.654060082185537,1.0,0.4816167494629844,-0.08038765629780542,0.5620044057607898,398971.89949993015
dca_tactical_overlay,17,-0.045107692170578195,0.75,24,3,42,40,10.0,100_60_20,11,4.2,2.6,2.6728103954874207,0.6475440442833378,2.0002518408001033,5.0,0.2549145822359047,3.737590113672224,4.0,0.6442578253960125,-0.017722349581522856,353233.50966965,2.223836675245444,0.3475598190995395,1.7825263923018857,inf,0.12179520199412586,2.853641304493277,1.0,0.5168967135902116,-0.045107692170578195,0.5620044057607898,406724.59715167
dca_tactical_overlay,18,-0.08995706731602615,0.7,16,4,44,40,20.0,100_60_20,11,4.300000000000001,2.7,2.6318657216769084,0.6366758563520283,1.9747450831294542,5.0,0.2605185791467095,3.652928893589672,4.0,0.6334524799896888,-0.028527694987846575,351687.1118904201,2.0058411508678153,0.31891475326720853,1.6675352557659653,inf,0.13414947195993576,2.3773090464527034,1.0,0.47204733844476365,-0.08995706731602615,0.5620044057607898,396345.02985371003
dca_tactical_overlay,19,-0.05563481607437715,0.8,24,2,52,34,5.0,100_60_20,15,5.0,3.6,2.6276724556724025,0.6445866971351459,1.9914091894691577,5.0,0.2605252689179679,3.6302742622554387,4.0,0.6413205042057751,-0.02065967077176023,352444.34736419504,2.15307416872105,0.3408580595955426,1.744687627609397,inf,0.12638849979238231,2.6969072356699244,1.0,0.5063695896864127,-0.05563481607437715,0.5620044057607898,403813.56262402004
dca_tactical_overlay,20,-0.06206534737719349,0.75,18,3,35,16,10.0,100_60_20,20,4.1,2.6,2.6958644180400815,0.6414737907581372,2.009676637470842,5.0,0.2672098700261827,3.7962335612057494,4.0,0.6382275728328106,-0.0237526021447248,351353.58220855,2.164960135396077,0.33675772073210397,1.753726570498355,inf,0.12349514552527274,2.726890351031555,1.0,0.4999390583835963,-0.06206534737719349,0.5620044057607898,402819.64964949
dca_tactical_overlay,21,-0.04288617385084126,0.75,27,3,44,36,10.0,100_60_20,7,2.8,1.7000000000000002,2.6477803715404233,0.6378120706513595,1.9819857597554538,5.0,0.2643488564772085,3.6891487885225223,4.0,0.6345859553557824,-0.02739421962175287,351205.92453687754,2.2411781539915197,0.34897238761046423,1.7946445844522578,inf,0.12070203149763103,2.8911890154666815,1.0,0.5191182319099485,-0.04288617385084126,0.5620044057607898,406969.45678616
dca_tactical_overlay,22,-0.043631599478684,0.75,27,3,43,36,20.0,100_60_20,10,2.8,1.8,2.668437530427598,0.6439075436029889,1.9994252231904546,5.0,0.26433989459884755,3.7296892148782423,4.0,0.6406456977488826,-0.021334477228652726,352263.68923778005,2.2386450235268356,0.34849846878848934,1.7893304659221996,inf,0.12070162860641409,2.8872722995716904,1.0,0.5183728062821058,-0.043631599478684,0.5620044057607898,407003.18057425006
dca_tactical_overlay,23,-0.04352874150707131,0.75,26,3,44,37,20.0,100_60_20,10,2.7,1.6,2.692451719489056,0.6489661240305313,2.010152063991899,5.0,0.24800089199827713,3.781916209511347,4.0,0.6456721877737936,-0.01630798720374177,353214.24602566264,2.239301802267048,0.34856386667220063,1.79192019028992,inf,0.12069867897419506,2.887884686349569,1.0,0.5184756642537185,-0.04352874150707131,0.5620044057607898,406987.70717329
dca_tactical_overlay,24,-0.07180778618697392,0.75,27,4,44,36,25.0,100_60_20,9,2.7,1.7000000000000002,2.558079542576758,0.6217381479151587,1.9394582885919376,5.0,0.2658441058753912,3.492876446643418,4.0,0.6186060854532208,-0.04337408952431454,348876.77139983757,2.098823200480207,0.3305360607818766,1.7057865300711912,inf,0.12786338825355426,2.5850719685796264,1.0,0.4901966195738159,-0.07180778618697392,0.5620044057607898,400408.4527497401
dca_tactical_overlay,25,-0.0480231458529603,0.75,33,3,53,32,20.0,100_60_20,7,2.8,1.7000000000000002,2.630694806174202,0.6333769408368055,1.9713661441668264,5.0,0.26780389074081656,3.6537371610491554,4.0,0.6301764945990795,-0.03180368037845588,350587.424453855,2.2196350704714334,0.34570511464991927,1.7789426579352285,inf,0.12146466070344941,2.846137408591154,1.0,0.5139812599078295,-0.0480231458529603,0.5620044057607898,405887.72910578
dca_tactical_overlay,26,-0.07258295595733899,0.75,23,2,36,30,30.0,100_60_20,10,2.9000000000000004,1.6,2.721925750105295,0.6503286366829195,2.046179321032255,5.0,0.23943151410481223,3.841070450383083,4.0,0.6470296195839245,-0.014950555393610843,352803.3034428576,2.1323407819357483,0.33004053086840335,1.7244906938102964,inf,0.12396850347532595,2.662293418215643,1.0,0.4894214498034508,-0.07258295595733899,0.5620044057607898,400497.20618957
dca_tactical_overlay,27,-0.04714615478062356,0.75,26,3,49,36,30.0,100_60_20,13,2.6,1.0,2.673407708603812,0.6313683015180875,1.9770770387597472,5.0,0.2613738942644903,3.7598816010636527,4.0,0.6281786955852469,-0.03380147939228845,350149.4431419451,2.2711598981439676,0.34626313074568693,1.8079190639987015,inf,0.1168392749335716,2.963585069682717,1.0,0.5148582509801662,-0.04714615478062356,0.5620044057607898,406394.54599072004
dca_tactical_overlay,28,-0.0528838972472776,0.8,19,4,60,33,20.0,100_60_20,16,3.3000000000000003,2.0,2.5316233752519266,0.6307999561305464,1.9459602615232678,5.0,0.270714992162855,3.417515176591481,4.0,0.6276129165848854,-0.034367258392649924,350483.45629062003,2.1534219712603546,0.34261062541169385,1.74114210449653,inf,0.12700843480349322,2.6975423005706607,1.0,0.5091205085135122,-0.0528838972472776,0.5620044057607898,404452.18230643007
dca_tactical_overlay,29,-0.0852813163913475,0.7,28,2,45,38,50.0,100_60_20,9,2.1,1.5,2.7110259170490973,0.6204916056572147,1.9913315052024885,5.0,0.23779648577578816,3.8567221855911593,4.0,0.617370133985709,-0.044610040991826416,347261.8835499951,2.1167428260760164,0.3219125933996658,1.718446139048516,inf,0.12226987592338756,2.6328037954448513,1.0,0.4767230893694423,-0.0852813163913475,0.5620044057607898,398018.3025455601
dca_tactical_overlay,30,-0.060440578598750294,0.75,32,2,37,35,15.0,100_25_0,12,3.1,1.0,2.650032295551214,0.6002591210211309,1.9304031486171984,5.0,0.25447324763112356,3.74223202412979,4.0,0.5972520690024559,-0.06472810597507944,344854.06600659003,2.265770233337652,0.3377942026536973,1.8002520479213313,inf,0.11409868937991552,2.9605441086964692,1.0,0.5015638271620395,-0.060440578598750294,0.5620044057607898,403325.46494015004
dca_tactical_overlay,31,-0.04754259100434166,0.75,23,3,43,40,15.0,100_60_20,11,4.0,2.4000000000000004,2.6767594240475097,0.6486248045430112,2.0027103900847445,5.0,0.2549145822359047,3.7457318043488113,4.0,0.6453320038442555,-0.016648171133279877,353424.9759090325,2.227624820821973,0.3460108957688981,1.7808237196973349,inf,0.12076607007464435,2.8651333570350688,1.0,0.5144618147564481,-0.04754259100434166,0.5620044057607898,406512.59966625
dca_tactical_overlay,32,-0.04164799422852239,0.75,25,3,42,40,5.0,100_60_20,7,4.5,1.8,2.6010937716631295,0.626190889744091,1.9491263581643794,5.0,0.26686470154735653,3.5934541542787697,4.0,0.6230299577589997,-0.03895021721853564,349746.02325777756,2.2437440558233464,0.34975943837885204,1.7927588874582827,inf,0.12070627157265013,2.8976078361292146,1.0,0.5203564115322674,-0.04164799422852239,0.5620044057607898,407318.89186269
dca_tactical_overlay,33,-0.04307618675479863,0.75,26,3,46,37,5.0,100_60_20,7,4.6,1.8,2.6266795076728418,0.6330858545617273,1.966682564162238,5.0,0.2649404119870147,3.645673088943449,4.0,0.6298873405653466,-0.0320928344121888,350565.6740644926,2.239800356879394,0.34885158949105066,1.7883378272366468,inf,0.12070081038831315,2.8902174589279164,1.0,0.5189282190059912,-0.04307618675479863,0.5620044057607898,406979.2110363
dca_tactical_overlay,34,-0.04195419158666658,0.75,25,3,47,38,5.0,100_60_20,7,4.6,2.3,2.6517527243085155,0.6418595020627821,1.9817356894574372,5.0,0.2646715088628352,3.6961449576254783,4.0,0.6386050492490545,-0.02337512572848094,352523.3850041576,2.2422380587340953,0.34956482051348114,1.791687367906452,inf,0.12077203691022742,2.8944185215102447,1.0,0.5200502141741232,-0.04195419158666658,0.5620044057607898,407289.82681036997
dca_tactical_overlay,35,-0.05880326159368843,0.8,21,3,51,28,5.0,100_25_0,7,4.6,2.3,2.708239121532041,0.6539840091676458,2.030858424700593,5.0,0.25043699253539875,3.809862362268402,4.0,0.650666285838156,-0.011313889139379307,353804.82908620004,2.189921377026591,0.3388383671474049,1.757583394258265,inf,0.12162219133978558,2.7859913015443474,1.0,0.5032011441671014,-0.05880326159368843,0.5620044057607898,403671.82207749004
dca_tactical_overlay,36,-0.051227283318451944,0.75,17,3,47,38,0.0,100_60_20,8,4.6,2.1,2.680509820661689,0.6497886230451193,2.012786622347584,5.0,0.2553307879414213,3.750455729756431,4.0,0.6464982829570858,-0.015481892020449639,353077.47665121505,2.2188669535153385,0.34366558944225334,1.7756497410723908,inf,0.12069991840367078,2.847272756994686,1.0,0.5107771224423379,-0.051227283318451944,0.5620044057607898,405565.54644457996
dca_tactical_overlay,37,-0.04866674201111554,0.75,30,3,50,39,0.0,100_60_20,7,4.6,2.4000000000000004,2.657540705488101,0.6442572514063605,1.9891405859032982,5.0,0.26461798361581035,3.7060426009440843,4.0,0.6409914444145416,-0.020988730562993774,352595.00845135504,2.2237565505980528,0.34529554576836285,1.7727218607258037,inf,0.12076904073310557,2.8591395913415534,1.0,0.5133376637496743,-0.04866674201111554,0.5620044057607898,406260.81213446
dca_tactical_overlay,38,-0.06693334872559253,0.8,12,2,32,34,5.0,100_25_0,8,4.7,1.9000000000000001,2.681959581431775,0.639927725079852,2.018102512495574,5.0,0.25440844131157403,3.7594688423039235,4.0,0.63669140117653,-0.02528877380100536,350990.21450242004,2.1382483734295277,0.33365038558233096,1.748027946849001,inf,0.1251962691163898,2.6650185978956764,1.0,0.49507105703519727,-0.06693334872559253,0.5620044057607898,401767.77146469
dca_tactical_overlay,39,-0.046499515658974255,0.75,25,4,55,32,0.0,100_60_20,9,3.9000000000000004,2.3,2.574169545307588,0.6351797770632254,1.9596984819794891,5.0,0.25597865682364496,3.5154504311334205,4.0,0.6319666264240462,-0.03001354855348909,351068.0918331101,2.194000072066702,0.34667451861327314,1.761611182434785,inf,0.12435934903879398,2.787683606361817,1.0,0.5155048901018155,-0.046499515658974255,0.5620044057607898,405629.9757213401
dca_tactical_overlay,40,-0.07551720478155177,0.7,28,3,56,38,5.0,100_60_20,18,4.4,1.1,2.512701038022748,0.5931651090962693,1.8949197789001597,5.0,0.2654247559192986,3.4175195554111615,4.0,0.5902024470175887,-0.07177772795994664,343503.82818703004,2.080154442105048,0.32816413829326674,1.7113326351135343,inf,0.12927820463925266,2.5384335991437994,1.0,0.48648720097923803,-0.07551720478155177,0.5620044057607898,399538.6465784001
dca_tactical_overlay,41,-0.050081427672328926,0.75,26,3,46,37,10.0,100_60_20,8,3.5,1.5,2.679651047926025,0.6458541731161531,2.0003504196453417,5.0,0.25336090480894047,3.755919475416072,4.0,0.6425787768731812,-0.019401398104354095,352679.7790587676,2.1931333318841264,0.3443951003767356,1.7753089430870894,inf,0.1237755925608437,2.782415282782372,1.0,0.5119229780884609,-0.050081427672328926,0.5620044057607898,404919.12306215
dca_tactical_overlay,42,-0.0428962206105612,0.75,25,3,49,35,5.0,100_60_20,10,4.800000000000001,1.8,2.5985808530243135,0.6250674571634538,1.9449877897786656,5.0,0.26923748758185395,3.5895651504388955,4.0,0.6219115044701822,-0.04006867050735313,349682.63521830505,2.240033314212422,0.34896600062709826,1.7869716328091882,inf,0.1206989472485307,2.8912099780667004,1.0,0.5191081851502286,-0.0428962206105612,0.5620044057607898,407137.23983175994
dca_tactical_overlay,43,-0.03952807234662603,0.75,24,3,49,34,10.0,100_60_20,8,4.800000000000001,2.1,2.6540998206850532,0.6415344026716681,1.9867813750576533,5.0,0.26364479175461053,3.700363951802065,4.0,0.6382817066899944,-0.023698468287540908,352452.01567241753,2.249412874455812,0.3511065473349473,1.7974554605576192,inf,0.12070431818435556,2.9088151328496057,1.0,0.5224763334141638,-0.03952807234662603,0.5620044057607898,407648.17273287
dca_tactical_overlay,44,-0.046707162077535225,0.75,20,3,49,34,10.0,100_60_20,9,4.800000000000001,2.1,2.6929089063933067,0.6515763013103131,2.0202656796438023,5.0,0.25493621006463885,3.777311414438202,4.0,0.6482724590714664,-0.013707715906068951,353348.95378946513,2.2306560162494113,0.3465424206640033,1.7838969449076758,inf,0.1207008880620607,2.871084266470532,1.0,0.5152972436832546,-0.046707162077535225,0.5620044057607898,406552.95090802
dca_tactical_overlay,45,-0.06836745353109874,0.75,23,3,49,25,0.0,100_25_0,12,5.0,2.2,2.729756533037581,0.6437370555181992,2.0169141337864143,5.0,0.26019802976825457,3.876556702342702,4.0,0.640473384266516,-0.021506790711019352,352662.1599613325,2.200167057301279,0.3327344221762494,1.7500580141670283,inf,0.11799634679274862,2.819870540235211,1.0,0.49363695222969106,-0.06836745353109874,0.5620044057607898,402160.66677777003
dca_tactical_overlay,46,-0.06291265686920888,0.75,29,5,41,35,15.0,100_50_0,24,4.4,1.2000000000000002,2.5521478596723224,0.6162911629274583,1.9390293044475775,5.0,0.2571607335055538,3.482285396760583,4.0,0.6131909021321436,-0.04878927284539181,347469.16364045255,2.0718735529090524,0.336217073615678,1.725023175399774,inf,0.13419590245052426,2.5054198189071792,1.0,0.4990917488915809,-0.06291265686920888,0.5620044057607898,401568.7354412001
dca_tactical_overlay,47,-0.041079632081720385,0.75,24,3,48,39,5.0,100_60_20,8,4.800000000000001,1.9000000000000001,2.608399166937128,0.6282202279328375,1.9543396848102152,5.0,0.2649370264375627,3.608243692445865,4.0,0.6250470914843567,-0.03693308349317864,350081.6936443876,2.245247658596591,0.3501206576631146,1.7940519452722923,inf,0.12070798351090872,2.900559246203241,1.0,0.5209247736790694,-0.041079632081720385,0.5620044057607898,407420.88525223
dca_tactical_overlay,48,-0.06961365526961338,0.75,21,4,57,39,40.0,100_60_20,8,1.6,2.8000000000000003,2.5740739405854693,0.6257649943627435,1.9527559728717452,5.0,0.2676326285036238,3.52486204372482,4.0,0.6226074578998422,-0.03937271707769324,349407.43593551253,2.0843497540071914,0.33193826964352335,1.7134256591645232,inf,0.13043919192339015,2.5447740418269236,1.0,0.4923907504911764,-0.06961365526961338,0.5620044057607898,400494.87361682
dca_tactical_overlay,49,-0.04304006874391475,0.75,24,3,39,40,10.0,100_60_20,7,4.1,2.1,2.6733903288958896,0.647712034637665,2.0007244872341325,5.0,0.2549145822359047,3.7387369632423777,4.0,0.6444248108403886,-0.017555364137146756,353262.6642067275,2.240300883011244,0.3488745513556879,1.7912821600128936,inf,0.1207034645613515,2.8903441390314106,1.0,0.518964337016875,-0.04304006874391475,0.5620044057607898,406997.66548401
dca_tactical_overlay,50,-0.06802858466978812,0.7,14,3,52,39,5.0,100_50_0,13,4.300000000000001,1.9000000000000001,2.621166698766798,0.6158425647087491,1.9507905134177297,5.0,0.26422719681513895,3.6507551668325013,4.0,0.6127555957714124,-0.04922457920612294,347502.9656132026,2.240575409413415,0.33295088041052656,1.7687054436256349,inf,0.11427059423545094,2.913705688136108,1.0,0.4939758210910017,-0.06802858466978812,0.5620044057607898,402691.0200808601
dca_tactical_overlay,51,-0.05513275763851255,0.75,22,3,46,36,0.0,100_60_20,10,4.800000000000001,2.5,2.679856381547048,0.6491822089653612,2.0076423323127597,5.0,0.2537762258370222,3.7512059128952506,4.0,0.6458924224671545,-0.016087752510380804,353060.37159088254,2.2065502172284504,0.3411779806739679,1.7589657974945272,inf,0.12077278063523278,2.8249575680833234,1.0,0.5068716481222773,-0.05513275763851255,0.5620044057607898,405338.82714258996
dca_tactical_overlay,52,-0.04334909371069284,0.75,27,3,48,32,5.0,100_60_20,8,4.800000000000001,1.9000000000000001,2.6259054087472613,0.633845210613583,1.9708114552014373,5.0,0.268391959769511,3.641620919542917,4.0,0.6306429802491555,-0.031337194728379814,350702.5779796351,2.238793182868596,0.34867808509438913,1.7859505896319174,inf,0.12070207503602548,2.888749716939999,1.0,0.518655312050097,-0.04334909371069284,0.5620044057607898,407071.70419605006
dca_tactical_overlay,53,-0.051389255223816654,0.75,25,3,50,38,10.0,100_60_20,9,5.0,1.4,2.673106624593832,0.6456175099197019,1.995846234086402,5.0,0.2683530177428398,3.7414257115284353,4.0,0.6423392038331067,-0.019640971144428643,353080.2931873576,2.1894445855074216,0.3435624570770204,1.7708551362044198,inf,0.12377922119450424,2.77560687295934,1.0,0.5106151505369732,-0.051389255223816654,0.5620044057607898,404775.34316423006
dca_tactical_overlay,54,-0.04544730458071333,0.75,31,3,42,30,5.0,100_60_20,11,4.4,2.2,2.672879359220837,0.6477444249538505,1.9992270708667395,5.0,0.25677826203092113,3.7379967693618403,4.0,0.6444572335307371,-0.017522941446798224,353231.7750556001,2.234741187088118,0.347343822315896,1.7887392531595983,inf,0.1206572062490674,2.8787656627726763,1.0,0.5165571011800765,-0.04544730458071333,0.5620044057607898,406551.58625815
dca_tactical_overlay,55,-0.040423104319332825,0.75,24,3,48,33,10.0,100_60_20,8,4.5,1.7000000000000002,2.6090910685004296,0.6278375594920034,1.9566276809991714,5.0,0.2656288445393582,3.609402041937451,4.0,0.6246660517492639,-0.03731412322827138,350082.3110767051,2.2471774492049987,0.35053786236691753,1.7967181303277762,inf,0.12070816603755885,2.9040111690359556,1.0,0.521581301441457,-0.040423104319332825,0.5620044057607898,407420.23462378
dca_tactical_overlay,56,-0.061555276276985094,0.8,22,4,38,33,15.0,100_60_20,7,4.5,1.6,2.535421058986925,0.6269325845370849,1.9404547013974875,5.0,0.2707221213481845,3.431968865583209,4.0,0.6237680813435456,-0.03821209363398975,349829.874441015,2.0600685449233693,0.33708314257956107,1.7174465670938601,inf,0.13603163328649326,2.4779761474276913,1.0,0.5004491294838047,-0.061555276276985094,0.5620044057607898,401289.2231509801
dca_tactical_overlay,57,-0.04866607947713342,0.75,19,3,41,40,10.0,100_60_20,20,3.8000000000000003,2.0,2.6948056570227403,0.6529978144652213,2.0234484165683675,5.0,0.24948127962977817,3.7797951933841007,4.0,0.6496877178855405,-0.01229245709199489,353611.65705498005,2.2258148778411377,0.34529596741425395,1.7821287388951665,inf,0.12070088883982721,2.8607574536793132,1.0,0.5133383262836564,-0.04866607947713342,0.5620044057607898,406052.83405401
dca_tactical_overlay,58,-0.08802998192547284,0.75,28,2,45,23,10.0,100_50_0,8,4.2,3.0,2.72833409550179,0.6353827414146426,2.0174142073345287,5.0,0.25587758688093876,3.8790637204818093,4.0,0.6321794542371204,-0.029800720740414954,350256.79320119,2.119225224720925,0.3201506240491818,1.7008619861583718,inf,0.12094062040350784,2.6471720004497015,1.0,0.47397442383531696,-0.08802998192547284,0.5620044057607898,398381.2719443801
dca_tactical_overlay,59,-0.04827151976863031,0.75,24,3,52,28,10.0,100_60_20,10,2.2,1.4,2.651558163783465,0.631550180844047,1.9726433202514517,5.0,0.26306338360148096,3.7067859075884657,4.0,0.6283528403930538,-0.03362733458448158,350545.81026621006,2.1994385094965323,0.34554706141614244,1.7829100247180836,inf,0.12366143223746662,2.794299363706136,1.0,0.5137328859921595,-0.04827151976863031,0.5620044057607898,405087.1712887501
