symbol,family,bars,window_scheme,wf_score,wf_excess_return_vs_dca,wf_max_drawdown,holdout_excess_return_vs_dca,holdout_cagr,holdout_sharpe,holdout_max_drawdown,holdout_final_equity,holdout_pass
CCAP,blackcat_zlema_band,3930,primary,0.3569759672588273,-0.037515170481211724,0.27215379308995524,-1.2037118568051883,-0.06820448464490259,-0.11746215568726008,0.45672920620364355,503675.03984462103,0.0
CCAP,blackcat_ichimoku,3930,primary,0.8280244762384739,0.1027230863688204,0.40192293021084324,-1.3015730569393584,-0.106304998833474,-0.24044248463053788,0.5139071188544395,423469.09700945043,0.0
CCAP,blackcat_ravi,3930,primary,0.41245584233659044,0.027723590002433768,0.2677005985703037,-1.3479499910420445,-0.12562621708340083,-0.2831568958118643,0.5379996721104919,412881.6553221806,0.0
CCAP,blackcat_cci_rsi,3930,primary,0.4547340028089379,-0.008540379984381266,0.19808899059026075,-1.4201996023602752,-0.15765972314515064,-0.7726196771316276,0.44836357977323704,359424.42460794083,0.0
CCAP,blackcat_superj,3930,primary,0.09555432932511827,-0.062153417263248585,0.03944334795308979,-1.0831435756262375,-0.025379471133385012,-1.0189119452530173,0.07695713972616935,484090.87044614,0.0
COMI,blackcat_dynamic_momentum,6039,primary,0.4666426284659686,-0.3096207582789992,0.5022533629021564,-3.119463002393407,0.07678596877190369,0.6021384851305117,0.22789285129967785,811276.6312306119,0.0
COMI,blackcat_multi_bbands,6039,primary,0.6656303231625325,-0.3050653681410455,0.7730543908052374,-3.285373122408754,0.049288448341847646,0.47210252458959573,0.24266259072503693,868450.6562539035,0.0
COMI,blackcat_zlema_band,6039,primary,1.073818263826607,-0.05585758334177252,0.6229477600829898,-3.020263047068215,0.0920367577408916,0.5678602319707023,0.22382185293382817,971469.0354023828,0.0
COMI,blackcat_ichimoku,6039,primary,0.6689810229242117,-0.25136732723641125,0.7460292543470226,-2.7647744842207786,0.12798117914767326,0.6778552744853982,0.2822287999875551,1001097.7316224807,0.0
COMI,blackcat_ravi,6039,primary,0.8698458240143052,-0.20692893971724277,0.7830635581326775,-2.798159261705246,0.12352616775428271,0.6650496299063631,0.42497797000853965,945922.6140039816,0.0
COMI,blackcat_cci_rsi,6039,primary,0.7152395312948302,-0.2676935414262968,0.791218460066933,-3.672591959350034,-0.02828444157633092,-0.13597695093758988,0.38456764751942896,625454.3164265138,0.0
COMI,blackcat_superj,6039,primary,0.3273108485742327,-0.35151402806453325,0.547845656514917,-3.221736304363276,0.060156380192470715,0.6873261992862497,0.06726957402827183,900800.5520680201,0.0
EAST,blackcat_dynamic_momentum,5592,primary,0.9567257975929689,-0.23765940557984108,0.16713961601318483,-3.193063322850615,0.06751978595807406,0.49752318759835185,0.1572329975981056,780847.2814436408,0.0
EAST,blackcat_multi_bbands,5592,primary,0.34834806305058275,-0.3133868036356023,0.9830884322935303,-3.5436952953254446,-0.0033402645792736108,0.05537987806616408,0.2714028583847823,693465.1296014322,0.0
EAST,blackcat_zlema_band,5592,primary,1.3891928102252231,-0.12578717846043466,0.9816399822145212,-3.5487633776558924,-0.0044991634872880715,0.09737681958948517,0.359386482570233,647690.7853884229,0.0
EAST,blackcat_ichimoku,5592,primary,1.2559965185587758,-0.09957396704246402,0.9824269226471131,-2.416725538808389,0.1837605761835921,0.7432129775449401,0.278150484770878,1107856.7916797611,0.0
EAST,blackcat_ravi,5592,primary,1.3031244295318178,-0.0893897707592174,0.9829861023831526,-2.684966850821165,0.14804044792215443,0.6031070595440365,0.25955199035303644,1050751.137054311,0.0
EAST,blackcat_cci_rsi,5592,primary,0.8013156112375326,-0.2165744408530901,0.22352041804709633,-4.105800221906392,-0.17635314304090255,-1.001331598351213,0.5821426765009979,448392.0277118224,0.0
EAST,blackcat_superj,5592,primary,0.10048237833288143,-0.3323092900744503,0.0708277701124882,-3.438978846884515,0.01963128219304533,0.3296934468119132,0.058571014132148935,701450.7722564101,0.0
EFID,blackcat_dynamic_momentum,2459,primary,0.5239607854020121,-0.1545080570224646,0.10971173912026355,0.16382284611051467,-0.05133929833822959,-1.378897833603674,0.09740393328719843,335280.81283551006,1.0
EFID,blackcat_multi_bbands,2459,primary,-0.11944380444295347,-0.2827951362889394,0.19981994719164786,0.5532082868039404,0.14082104580818178,0.8926148291328142,0.12285415881955952,458773.5182770705,1.0
EFID,blackcat_zlema_band,2459,primary,0.787061703559967,-0.18897048011297674,0.17343762310289335,0.14445711303220832,-0.06186224086160741,-0.3051128490864297,0.31831545417722484,363787.7717577806,1.0
EFID,blackcat_ichimoku,2459,primary,0.9913382059514304,-0.08835315426318541,0.16007943086706078,0.4957028182965987,0.11441828073806537,0.7142088172823366,0.19791135137043958,434766.0995859402,1.0
EFID,blackcat_ravi,2459,primary,0.800903834990998,-0.029872699644632683,0.16365559196610746,0.1497502488980892,-0.058975023565022267,-0.2993364074854039,0.2569929944806416,368859.82647974027,1.0
EFID,blackcat_cci_rsi,2459,primary,0.2853861514621982,-0.2402462497898747,0.21607800026162294,0.047158383602486476,-0.11651765945482573,-0.9566900284795727,0.2688400670814389,335638.1160495105,1.0
EFID,blackcat_superj,2459,primary,-0.17217034231588318,-0.2679452275045263,0.034469048126856694,0.13608244368315547,-0.06644754766827687,-1.3907769397689913,0.1403696942473327,349233.4442852701,1.0
EFIH,blackcat_dynamic_momentum,1076,fallback,0.4204477320311253,-0.13783438448997734,0.29565455856941014,-0.09502873532540979,0.01645066161791897,0.6356608980260505,0.00933166310549971,223260.63305420007,0.0
EFIH,blackcat_multi_bbands,1076,fallback,0.27451283541204785,-0.1824321878208117,0.16017069642279258,-0.09366014788135324,0.01806643299640953,0.2427034746167902,0.08606313411332556,224495.36600254005,0.0
EFIH,blackcat_zlema_band,1076,fallback,-0.06842140016442462,-0.30541791394641443,0.44691729775293565,-0.054690688333705495,0.06423494875309999,0.48068985682143855,0.11121402741555864,234529.36027814014,0.0
EFIH,blackcat_ichimoku,1076,fallback,0.19212206887467387,-0.24057070207350917,0.2980049465297492,0.27615759412324237,0.4676361119452801,1.7804379778649952,0.09780929806158789,288815.10098752007,1.0
EFIH,blackcat_ravi,1076,fallback,-0.33585501283268515,-0.36229778435110443,0.5109340163184062,-0.2871054097844534,-0.20625954593671425,-0.3191998122054091,0.35652708226059115,212700.96698635002,0.0
EFIH,blackcat_cci_rsi,1076,fallback,-0.5033499436109949,-0.29812523141424485,0.26870913450655765,-0.03854805626110336,0.08344930027361763,0.5971802111738801,0.09626879733285254,231642.93696978007,0.0
EFIH,blackcat_superj,1076,fallback,-0.021756164064697266,-0.21756164064697264,0.0,-0.17175301968238998,-0.0734985816272703,-1.5872714036493265,0.08429406676896711,206760.53873046004,0.0
EGAL,blackcat_dynamic_momentum,5411,primary,0.03917272403852484,-0.4110907277847906,0.6736574364422983,-10.329630770864881,0.19010804231033962,0.7770336550755419,0.1707441737071167,1094296.3986414413,0.0
EGAL,blackcat_multi_bbands,5411,primary,-0.13295609962154037,-0.47013062277108636,0.43229228691899435,-11.161596537722833,0.05881771463868124,0.3814350427701394,0.2947284359211805,793228.0846849612,0.0
EGAL,blackcat_zlema_band,5411,primary,0.06245455736717719,-0.33120833863945015,0.7162494925411808,-9.200999934932304,0.3151278476295556,1.0065353426969341,0.19885944877774075,1470565.5018021027,0.0
EGAL,blackcat_ichimoku,5411,primary,0.30003370487597475,-0.29293346207100285,0.7279385179308491,-9.235052875779612,0.31189100912999024,0.8725316408208285,0.3841342882592498,1686487.1969670742,0.0
EGAL,blackcat_ravi,5411,primary,0.24599337817894393,-0.24544998878573587,0.6959305387920036,-10.658579433598288,0.14399936141164904,0.5418059186074731,0.36123183121376257,1093975.5730330017,0.0
EGAL,blackcat_cci_rsi,5411,primary,0.5493104040588408,-0.34861356061794174,0.6849544820269997,-11.096387161749833,0.07117435298936359,0.3862160107240306,0.3275621691158158,823117.2616533238,0.0
EGAL,blackcat_superj,5411,primary,0.044221307007062755,-0.43112020913190807,0.18848195212481544,-11.221940863306061,0.04694436818581904,0.42780263657860107,0.09468604024186833,778355.2613959304,0.0
EGCH,blackcat_dynamic_momentum,5354,primary,-0.14608164516382938,-0.29577566531076993,0.3229382745584245,-2.4871015572426023,0.13152105698142313,0.7967715485694958,0.17751763853354174,973808.3102565708,0.0
EGCH,blackcat_multi_bbands,5354,primary,0.30321526803337245,-0.209578231457229,0.26620599384032106,-3.433395703744921,-0.06770614863596824,-0.7075383468135965,0.32453682102749193,605209.6330770911,0.0
EGCH,blackcat_zlema_band,5354,primary,0.41310318611115476,-0.26692628732424506,0.649850684914308,-3.3099439954940815,-0.0332941301964812,-0.053270684482281304,0.46951368612501276,548064.6604609418,0.0
EGCH,blackcat_ichimoku,5354,primary,0.44516085537531325,-0.17894239444606244,0.6517476690048691,-2.2619170834683677,0.16540125382842907,0.6468594464596122,0.3575783921002693,931691.6225278417,0.0
EGCH,blackcat_ravi,5354,primary,0.17641556326683916,-0.1922723180932204,0.6237051545330428,-2.743227253182901,0.0884953491613436,0.4289720497117418,0.39287494636868037,793350.3016287514,0.0
EGCH,blackcat_cci_rsi,5354,primary,0.7253035317580471,-0.13209621089484486,0.42405257880602065,-2.8658722521481694,0.06577624037410934,0.46624262378117737,0.3189810128038508,646742.6754846326,0.0
EGCH,blackcat_superj,5354,primary,0.5464720844558764,-0.2238811486528894,0.39449436031498686,-3.2990528375806307,-0.030442473841586715,-0.26957339136652986,0.2746710507899902,580553.2668221804,0.0
EMFD,blackcat_dynamic_momentum,2607,primary,0.47966894564026635,0.09339734260483479,0.13817210633269794,-0.8916045153695373,0.21812436331242724,0.9234179930916508,0.13661526960154324,427771.55926650035,0.0
EMFD,blackcat_multi_bbands,2607,primary,-0.01429551513240326,-0.008434930952629248,0.2779100650188615,-1.2709090527321623,0.05793163406167734,0.34569475607041933,0.201074203442849,388037.6026271214,0.0
EMFD,blackcat_zlema_band,2607,primary,-0.18619258704739286,-0.057134853089779364,0.268493123250647,-1.053535873253331,0.1526339413506328,0.6138366438664135,0.36099425314391176,410096.55421288055,0.0
EMFD,blackcat_ichimoku,2607,primary,-0.3632564469136193,-0.09608878263324759,0.32581007797385586,-1.341373582304609,0.025231473368717783,0.22689343633811343,0.28560991333237273,374872.1009006905,0.0
EMFD,blackcat_ravi,2607,primary,-0.4979601080899488,-0.11003241415929803,0.3273261165067437,-1.0204120560010528,0.16634873948990858,0.6457884986642854,0.22509099387784015,422858.6648890104,0.0
EMFD,blackcat_cci_rsi,2607,primary,-0.2686827313698814,-0.02859650647891908,0.2661461444857597,-1.543920488433544,-0.07562319937115713,-0.28680215154201794,0.3350621326226457,312335.6972464109,0.0
EMFD,blackcat_superj,2607,primary,0.5826780399215208,0.05763123312541399,0.09467613993636725,-1.481979432065612,-0.04357846969761425,-1.3596009995915066,0.0878419922617566,357532.42951016006,0.0
ETEL,blackcat_dynamic_momentum,4909,primary,-0.041048926135763546,-0.05896578604591863,0.2568034668586612,-3.8019384328565664,0.06967963729840809,0.44600500206554855,0.24002435440304104,778790.9363380506,0.0
ETEL,blackcat_multi_bbands,4909,primary,-0.012326180690450356,-0.07503715917081132,0.16142322621009686,-3.5856484617544715,0.11287769561034389,0.7043485636970757,0.2489897308277692,788088.3779092823,0.0
ETEL,blackcat_zlema_band,4909,primary,0.362238896408877,-0.022819355992130853,0.3315916708341591,-3.6439441105113266,0.1017108759132106,0.512000540165204,0.29801688013757965,862059.9121514721,0.0
ETEL,blackcat_ichimoku,4909,primary,0.7213200247002122,0.025021156377718123,0.40555690931268407,-2.897678074717155,0.22529448534531538,0.8287263950112942,0.3673000342682343,1187211.6413981712,0.0
ETEL,blackcat_ravi,4909,primary,0.2295055094299121,-0.04781385187800833,0.42557036667176884,-3.361420628901053,0.1530666217942549,0.6538165571871489,0.40527624402664675,1053096.049644091,0.0
ETEL,blackcat_cci_rsi,4909,primary,0.3173015265937728,-0.018501490925059382,0.20897417735019286,-3.5957955707953464,0.11095717909552683,0.5805470302459773,0.32560537569275716,950117.0174571627,0.0
ETEL,blackcat_superj,4909,primary,-0.0624085687657119,-0.043493774928073,0.06528930045300008,-4.020306648516956,0.020253297019693584,0.48148240571626194,0.05069411222108744,662041.1700009902,0.0
FWRY,blackcat_dynamic_momentum,1610,primary,1.2596382549682208,-0.4144368992256069,0.10001712168253163,-1.1166822889430894,0.12109506532313286,0.7492548814016248,0.10163103055620182,299287.11222884036,0.0
FWRY,blackcat_multi_bbands,1610,primary,0.2545851240859389,-0.5143383149823822,0.1117653279240729,-1.1853168786470865,0.06853267600675839,0.483316568667402,0.13218344457835507,301349.5120869705,0.0
FWRY,blackcat_zlema_band,1610,primary,1.098358653862259,-0.3453916401235389,0.2424381524746625,-1.1403119320290798,0.10307648738176911,0.5619105318519017,0.13250225723894682,316682.3702083804,0.0
FWRY,blackcat_ichimoku,1610,primary,0.6918980204730097,-0.3416662217114537,0.34768557791099863,-0.690896119851754,0.43383556286898894,1.4182620989927177,0.12445812362046438,395880.9742597101,0.0
FWRY,blackcat_ravi,1610,primary,1.2468401967445017,-0.3126028022190421,0.34286725383000916,-0.9402651475914867,0.2532484793879892,0.9848979135070818,0.13000315191435585,350793.44168485,0.0
FWRY,blackcat_cci_rsi,1610,primary,-0.538706821177626,-0.7380716085957116,0.3158050755956834,-1.1170597850083201,0.12080783479361723,0.637932031585289,0.15189815229037218,305512.25060127047,0.0
FWRY,blackcat_superj,1610,primary,0.8095832598922218,-0.45855112909564383,0.054354021478633885,-1.2734203189149107,0.0,0.0,0.0,280000.0,0.0
GBCO,blackcat_dynamic_momentum,4398,primary,0.062394811843182615,-0.10405515457040963,0.8645708040191351,-6.7309367182251565,0.08792029315402705,0.457618721528568,0.2582459677559509,650815.2693646811,0.0
GBCO,blackcat_multi_bbands,4398,primary,0.09221365805397178,-0.010398260851286223,0.2834186448539985,-7.254565263969654,-0.05615495409710303,-0.22931839029101245,0.24814059488449158,499580.71233959193,0.0
GBCO,blackcat_zlema_band,4398,primary,-0.025919044672987713,-0.05782337758061338,0.4113377273952913,-6.428208870178304,0.1533613134150984,0.6000224119201323,0.35077458620273416,648272.4386749129,0.0
GBCO,blackcat_ichimoku,4398,primary,0.49674807602427584,0.05037421943208438,0.2956322793109386,-5.939246848732208,0.2428592548704993,0.7565194036422831,0.3789301030029879,798016.0712995518,0.0
GBCO,blackcat_ravi,4398,primary,0.4171689358250519,0.03987259394615692,0.25910693794852724,-6.717226402627932,0.0911005734550836,0.41923507540187466,0.3525919885309017,587691.1431805714,0.0
GBCO,blackcat_cci_rsi,4398,primary,-0.055171802230092416,-0.05105485006482824,0.44122259653352436,-6.748370523755101,0.08384265016499914,0.44831609351106916,0.28044425432793785,637493.9762895223,0.0
GBCO,blackcat_superj,4398,primary,0.17208215155117243,-0.007484509785292632,0.0626815232946909,-7.169470782173706,-0.028948889670767475,-0.9552000846391557,0.09728674673627813,521129.85799939994,0.0
HELI,blackcat_dynamic_momentum,5569,primary,0.7168188028308983,-0.6322397826725537,0.9164838463817057,0.43563804145164986,0.08366566492156835,0.5896627501549211,0.2146636602528521,754855.4451421404,1.0
HELI,blackcat_multi_bbands,5569,primary,0.7212733472977322,-0.7020924366818236,0.9148793972183573,0.5326738263067217,0.09995888671995079,0.7930153910814516,0.10455117059038033,821199.104141871,1.0
HELI,blackcat_zlema_band,5569,primary,1.0289300060561783,-0.42925864597724245,0.9151458132524444,-0.5856146855366173,-0.18553752694097847,-0.22075441507726987,0.7557687425830827,284974.55684544146,0.0
HELI,blackcat_ichimoku,5569,primary,0.9634558976951659,-0.376415802937996,0.9153946291435482,0.17012853021345786,0.03421499944505224,0.2584243439293622,0.571110339108504,763039.2257839113,1.0
HELI,blackcat_ravi,5569,primary,0.6107301979113104,-0.5644720875256953,0.9224890001148851,-0.18278477689469108,-0.047398357056572915,-0.026658078358742433,0.593161350869498,514141.32559870067,0.0
HELI,blackcat_cci_rsi,5569,primary,0.41985649516359186,-0.625203334093826,0.914094071802198,-0.09789882172558673,-0.025564244847383844,-0.08894972709692255,0.183824838012546,640947.8307111321,0.0
HELI,blackcat_superj,5569,primary,0.2724370720673078,-0.7360037334234415,0.18388368462810445,-0.024695236177795565,-0.007990768393786096,-0.49901598775563183,0.03478314885683764,657130.2349229701,0.0
HRHO,blackcat_dynamic_momentum,5955,primary,0.8278718158681937,-0.359462970896892,0.19840796471916344,-1.8869685216211285,0.07768978016086092,0.6677590368785572,0.10961862909711373,904089.8116351005,0.0
HRHO,blackcat_multi_bbands,5955,primary,0.21326218926825502,-0.45426476793883336,0.20975091459859208,-2.16295864932511,0.029619387736176117,0.28379206323317235,0.23284053294675944,740562.7382339522,0.0
HRHO,blackcat_zlema_band,5955,primary,0.9586944175385089,-0.17386363085666764,0.686043523303083,-2.3860809595243637,-0.01644892144082799,0.014407871888923642,0.3569943795433559,609469.453279662,0.0
HRHO,blackcat_ichimoku,5955,primary,0.6314536541339958,-0.2560364103057417,0.8359593053539633,-1.4144040743175612,0.1451253833120616,0.670137415916184,0.2837208736698643,1041533.6837784818,0.0
HRHO,blackcat_ravi,5955,primary,0.4936370092944612,-0.23968459531506853,0.6741055157751961,-1.900842435637364,0.07545734952188599,0.4201027544494112,0.2595292903834473,801728.1892035912,0.0
HRHO,blackcat_cci_rsi,5955,primary,0.6984927916583533,-0.33590287985967904,0.2916644858935178,-2.301713380467862,0.0019064703452504883,0.10445686353478364,0.3157537430395764,760483.9096798536,0.0
HRHO,blackcat_superj,5955,primary,0.790935927167908,-0.39514168745220873,0.16449532313890303,-2.316347056665018,-0.0011882746808524747,0.0022308870428552094,0.09142915026071896,712457.2739566704,0.0
ISPH,blackcat_dynamic_momentum,2012,primary,-0.2812857569810061,-0.024962136834042536,0.09006693635393581,-2.7187704835922424,0.15959896899311765,0.8137283154462073,0.1932391638895501,343326.17073808034,0.0
ISPH,blackcat_multi_bbands,2012,primary,-0.35689711851953076,-0.09291148070568792,0.26063659730441235,-3.0074559249038963,-0.014506475135592667,-0.015170602078985672,0.1994850823416885,294294.3866620005,0.0
ISPH,blackcat_zlema_band,2012,primary,1.128045482673004,0.13213466221345854,0.2196897622430729,-2.4874573022487576,0.28859671166207934,0.9953378588343393,0.23534333474337987,354688.3163340008,0.0
ISPH,blackcat_ichimoku,2012,primary,0.8347704818155016,0.19079048737587975,0.2136443856928627,-1.759486782659982,0.6529904424765736,1.5618120667321234,0.2015678129005648,454123.4990022108,0.0
ISPH,blackcat_ravi,2012,primary,0.5491635933749869,0.14313101552545587,0.21590086883184234,-2.163905878946733,0.45720675227919605,1.260488410846348,0.250402512696948,389844.6792012404,0.0
ISPH,blackcat_cci_rsi,2012,primary,0.11402576538368732,0.011094270211048852,0.10629458323784224,-2.923366044976703,0.03797618930974744,0.2738144720434433,0.27175029897446545,295096.8693270012,0.0
ISPH,blackcat_superj,2012,primary,0.0021366242239046094,0.006323302259449282,0.0,-2.984471402485742,0.0,0.0,0.0,310000.0,0.0
JUFO,blackcat_dynamic_momentum,3746,primary,0.1315560484757376,0.005961472096029201,0.10573988610712681,-1.6956400964585745,-0.11144460568710746,-0.6495193684890115,0.4519102924486553,411847.01905810036,0.0
JUFO,blackcat_multi_bbands,3746,primary,0.030652066897330722,-0.020791822704591525,0.21037334234632332,-1.2811479760368347,0.038502788377718256,0.29354374062617916,0.19421800393668276,524246.87192373065,0.0
JUFO,blackcat_zlema_band,3746,primary,0.7283721039614217,0.031541086949611385,0.16515461292828104,-1.5168616645737463,-0.04106964981339034,0.019619271342427917,0.40199229798853364,416596.7973800405,0.0
JUFO,blackcat_ichimoku,3746,primary,0.4167809387031047,0.025477156173274992,0.26603537035406866,-0.7839910591410473,0.17546016863918923,0.621629369224362,0.3056000148857192,565353.1373053106,0.0
JUFO,blackcat_ravi,3746,primary,0.384668545054445,-0.012322894903135484,0.26476414334159837,-0.891066224468142,0.14861921894706454,0.5560232701802,0.29068080206260505,581179.560986821,0.0
JUFO,blackcat_cci_rsi,3746,primary,1.4257401064449178,0.10218331498252961,0.14545104934411446,-1.6617739856110036,-0.09727142885307005,-0.3212290060863116,0.5153483413841153,391029.95789811126,0.0
JUFO,blackcat_superj,3746,primary,-0.1868509816961234,-0.02262515158230948,0.06972188121242096,-1.5653903825271214,-0.059159456939616994,-1.2910452207561758,0.165572068998027,437391.1468077401,0.0
