rebalance_date,selection_date,horizon,factor,ic,observations
2023-10-01,2023-09-27,1m,score_growth,0.16140350877192983,19
2023-10-01,2023-09-27,1m,score_low_risk,-0.041264282804444996,19
2023-10-01,2023-09-27,1m,score_liquidity,-0.01754385964912281,19
2023-10-01,2023-09-27,3m,score_momentum,0.08084371008826344,19
2023-10-01,2023-09-27,3m,score_value,-0.3280574304156475,19
2023-10-01,2023-09-27,3m,score_quality,-0.25838104172405696,19
2023-10-01,2023-09-27,3m,score_growth,0.3877192982456141,19
2023-10-01,2023-09-27,3m,score_low_risk,-0.15188767925891455,19
2023-10-01,2023-09-27,3m,score_liquidity,-0.11228070175438597,19
2023-10-01,2023-09-27,6m,score_momentum,-0.11335694131941286,19
2023-10-01,2023-09-27,6m,score_value,0.046614058477290395,19
2023-10-01,2023-09-27,6m,score_quality,-0.08818465587851773,19
2023-10-01,2023-09-27,6m,score_growth,0.3245614035087719,19
2023-10-01,2023-09-27,6m,score_low_risk,0.0456541001240668,19
2023-10-01,2023-09-27,6m,score_liquidity,-0.3649122807017544,19
2023-11-01,2023-10-31,1m,score_momentum,-0.28051948051948056,21
2023-11-01,2023-10-31,1m,score_value,0.19222420926502984,21
2023-11-01,2023-10-31,1m,score_quality,-0.1509436837544109,21
2023-11-01,2023-10-31,1m,score_growth,-0.014285714285714285,21
2023-11-01,2023-10-31,1m,score_low_risk,-0.07474816682368769,21
2023-11-01,2023-10-31,1m,score_liquidity,-0.12077922077922078,21
2023-11-01,2023-10-31,3m,score_momentum,0.11428571428571428,21
2023-11-01,2023-10-31,3m,score_value,0.1837244993315421,21
2023-11-01,2023-10-31,3m,score_quality,-0.10084599561178312,21
2023-11-01,2023-10-31,3m,score_growth,0.37922077922077924,21
2023-11-01,2023-10-31,3m,score_low_risk,-0.2814430976926676,21
2023-11-01,2023-10-31,3m,score_liquidity,-0.07272727272727272,21
2023-11-01,2023-10-31,6m,score_momentum,-0.12987012987012986,21
2023-11-01,2023-10-31,6m,score_value,0.12095741059194054,21
2023-11-01,2023-10-31,6m,score_quality,-0.11190652416275289,21
2023-11-01,2023-10-31,6m,score_growth,0.2831168831168831,21
2023-11-01,2023-10-31,6m,score_low_risk,-0.2801431295739948,21
2023-11-01,2023-10-31,6m,score_liquidity,-0.18961038961038962,21
2023-12-03,2023-11-30,1m,score_momentum,0.15217391304347824,23
2023-12-03,2023-11-30,1m,score_value,-0.36860957700576913,23
2023-12-03,2023-11-30,1m,score_quality,-0.17066547802560092,23
2023-12-03,2023-11-30,1m,score_growth,-0.13145540307415193,23
2023-12-03,2023-11-30,1m,score_low_risk,-0.13840832140814763,23
2023-12-03,2023-11-30,1m,score_liquidity,-0.2737154150197629,23
2023-12-03,2023-11-30,3m,score_momentum,-0.15513833992094864,23
2023-12-03,2023-11-30,3m,score_value,-0.18827901574822975,23
2023-12-03,2023-11-30,3m,score_quality,-0.20826135144573332,23
2023-12-03,2023-11-30,3m,score_growth,-0.05831480286748093,23
2023-12-03,2023-11-30,3m,score_low_risk,-0.08996540891529596,23
2023-12-03,2023-11-30,3m,score_liquidity,-0.4150197628458498,23
2023-12-03,2023-11-30,6m,score_momentum,0.05039525691699605,23
2023-12-03,2023-11-30,6m,score_value,0.11525259011501136,23
2023-12-03,2023-11-30,6m,score_quality,-0.1122929377153954,23
2023-12-03,2023-11-30,6m,score_growth,0.04101803930509251,23
2023-12-03,2023-11-30,6m,score_low_risk,0.19327733453780613,23
2023-12-03,2023-11-30,6m,score_liquidity,-0.09881422924901187,23
2024-01-02,2023-12-31,1m,score_momentum,0.4211896704499967,21
2024-01-02,2023-12-31,1m,score_value,0.08107415628865204,21
2024-01-02,2023-12-31,1m,score_quality,-0.13450295237048068,21
2024-01-02,2023-12-31,1m,score_growth,0.5051948051948052,21
2024-01-02,2023-12-31,1m,score_low_risk,-0.26826893262887197,21
2024-01-02,2023-12-31,1m,score_liquidity,0.20779220779220778,21
2024-01-02,2023-12-31,3m,score_momentum,-0.014949633364737541,21
2024-01-02,2023-12-31,3m,score_value,0.2693754225074568,21
2024-01-02,2023-12-31,3m,score_quality,0.037037044855639606,21
2024-01-02,2023-12-31,3m,score_growth,0.2350649350649351,21
2024-01-02,2023-12-31,3m,score_low_risk,-0.14160442448691063,21
2024-01-02,2023-12-31,3m,score_liquidity,0.0012987012987012987,21
2024-01-02,2023-12-31,6m,score_momentum,0.01949952178009244,21
2024-01-02,2023-12-31,6m,score_value,0.2314536397272808,21
2024-01-02,2023-12-31,6m,score_quality,-0.07342431699451361,21
2024-01-02,2023-12-31,6m,score_growth,0.35194805194805195,21
2024-01-02,2023-12-31,6m,score_low_risk,-0.09288730597077166,21
2024-01-02,2023-12-31,6m,score_liquidity,-0.1155844155844156,21
2024-02-01,2024-01-31,1m,score_momentum,0.1097759070563665,21
2024-02-01,2024-01-31,1m,score_value,-0.30543628892409275,21
2024-02-01,2024-01-31,1m,score_quality,-0.26666701919121616,21
2024-02-01,2024-01-31,1m,score_growth,0.0025974025974025974,21
2024-02-01,2024-01-31,1m,score_low_risk,0.14420267080777138,21
2024-02-01,2024-01-31,1m,score_liquidity,-0.3649350649350649,21
2024-02-01,2024-01-31,3m,score_momentum,0.153296532930784,21
2024-02-01,2024-01-31,3m,score_value,0.11511089261379084,21
2024-02-01,2024-01-31,3m,score_quality,-0.016260184097025374,21
2024-02-01,2024-01-31,3m,score_growth,0.13246753246753248,21
2024-02-01,2024-01-31,3m,score_low_risk,0.20721014408864447,21
2024-02-01,2024-01-31,3m,score_liquidity,-0.18441558441558442,21
2024-02-01,2024-01-31,6m,score_momentum,0.010392985283442981,21
2024-02-01,2024-01-31,6m,score_value,0.0837170128100297,21
2024-02-01,2024-01-31,6m,score_quality,-0.2198376889917831,21
2024-02-01,2024-01-31,6m,score_growth,0.14935064935064934,21
2024-02-01,2024-01-31,6m,score_low_risk,-0.1513478481901384,21
2024-02-01,2024-01-31,6m,score_liquidity,-0.22207792207792207,21
2024-03-03,2024-02-29,1m,score_momentum,-0.1604520030087165,22
2024-03-03,2024-02-29,1m,score_value,0.39580737880475253,22
2024-03-03,2024-02-29,1m,score_quality,0.5043888429077279,22
2024-03-03,2024-02-29,1m,score_growth,-0.4186441346107708,22
2024-03-03,2024-02-29,1m,score_low_risk,0.33022368307426425,22
2024-03-03,2024-02-29,1m,score_liquidity,0.12817617165443254,22
2024-03-03,2024-02-29,3m,score_momentum,-0.033333338653219274,22
2024-03-03,2024-02-29,3m,score_value,0.30280965656409436,22
2024-03-03,2024-02-29,3m,score_quality,0.21002049463385752,22
2024-03-03,2024-02-29,3m,score_growth,-0.16497177774135638,22
2024-03-03,2024-02-29,3m,score_low_risk,0.2753748863992581,22
2024-03-03,2024-02-29,3m,score_liquidity,0.1360813099943535,22
2024-03-03,2024-02-29,6m,score_momentum,-0.01468926788107968,22
2024-03-03,2024-02-29,6m,score_value,0.2829625816956612,22
2024-03-03,2024-02-29,6m,score_quality,-0.25134528198768935,22
2024-03-03,2024-02-29,6m,score_growth,-0.027683620237419392,22
2024-03-03,2024-02-29,6m,score_low_risk,0.07407414808686408,22
2024-03-03,2024-02-29,6m,score_liquidity,0.1643139469226426,22
2024-04-01,2024-03-31,1m,score_momentum,0.11441151037694501,14
2024-04-01,2024-03-31,1m,score_value,-0.033372909878389596,14
2024-04-01,2024-03-31,1m,score_quality,-0.35942864749527137,14
2024-04-01,2024-03-31,1m,score_growth,0.14285714285714285,14
2024-04-01,2024-03-31,1m,score_low_risk,-0.09723905313933007,14
2024-04-01,2024-03-31,1m,score_liquidity,-0.0945054945054945,14
2024-04-01,2024-03-31,3m,score_momentum,-0.14301438797118124,14
2024-04-01,2024-03-31,3m,score_value,-0.02892318856127098,14
2024-04-01,2024-03-31,3m,score_quality,-0.257994796054888,14
2024-04-01,2024-03-31,3m,score_growth,-0.24835164835164836,14
2024-04-01,2024-03-31,3m,score_low_risk,-0.47956533025533227,14
2024-04-01,2024-03-31,3m,score_liquidity,0.0945054945054945,14
2024-04-01,2024-03-31,6m,score_momentum,0.0198019921806251,14
2024-04-01,2024-03-31,6m,score_value,0.04894693448830474,14
2024-04-01,2024-03-31,6m,score_quality,-0.5093743409288815,14
2024-04-01,2024-03-31,6m,score_growth,-0.13406593406593406,14
2024-04-01,2024-03-31,6m,score_low_risk,-0.6055341036403734,14
2024-04-01,2024-03-31,6m,score_liquidity,-0.2087912087912088,14
2024-05-01,2024-04-30,1m,score_momentum,0.16666666666666669,9
2024-05-01,2024-04-30,1m,score_value,0.20920685218893076,9
2024-05-01,2024-04-30,1m,score_quality,0.0,9
2024-05-01,2024-04-30,1m,score_growth,0.26666666666666666,9
2024-05-01,2024-04-30,1m,score_low_risk,0.049999999999999996,9
2024-05-01,2024-04-30,1m,score_liquidity,0.03333333333333333,9
2024-05-01,2024-04-30,3m,score_momentum,0.35,9
2024-05-01,2024-04-30,3m,score_value,0.34309923758984645,9
2024-05-01,2024-04-30,3m,score_quality,-0.1338923854009157,9
2024-05-01,2024-04-30,3m,score_growth,0.35,9
2024-05-01,2024-04-30,3m,score_low_risk,0.08333333333333334,9
2024-05-01,2024-04-30,3m,score_liquidity,0.03333333333333333,9
2024-05-01,2024-04-30,6m,score_momentum,0.5333333333333333,9
2024-05-01,2024-04-30,6m,score_value,-0.18410202992625907,9
2024-05-01,2024-04-30,6m,score_quality,-0.5606743638663345,9
2024-05-01,2024-04-30,6m,score_growth,0.5666666666666667,9
2024-05-01,2024-04-30,6m,score_low_risk,-0.35,9
2024-05-01,2024-04-30,6m,score_liquidity,-0.33333333333333337,9
2024-06-02,2024-05-30,1m,score_momentum,0.006060606060606061,10
2024-06-02,2024-05-30,1m,score_value,0.6253053994807224,10
2024-06-02,2024-05-30,1m,score_quality,-0.2727272727272727,10
2024-06-02,2024-05-30,1m,score_growth,0.406060606060606,10
2024-06-02,2024-05-30,1m,score_low_risk,-0.6200636545536659,10
2024-06-02,2024-05-30,1m,score_liquidity,-0.05454545454545454,10
2024-06-02,2024-05-30,3m,score_momentum,-0.1515151515151515,10
2024-06-02,2024-05-30,3m,score_value,0.5752809675222647,10
2024-06-02,2024-05-30,3m,score_quality,-0.22424242424242422,10
2024-06-02,2024-05-30,3m,score_growth,0.28484848484848485,10
2024-06-02,2024-05-30,3m,score_low_risk,-0.4559291577600484,10
2024-06-02,2024-05-30,3m,score_liquidity,-0.09090909090909088,10
2024-06-02,2024-05-30,6m,score_momentum,-0.3939393939393939,10
2024-06-02,2024-05-30,6m,score_value,0.2626282677819034,10
2024-06-02,2024-05-30,6m,score_quality,-0.2727272727272727,10
2024-06-02,2024-05-30,6m,score_growth,-0.05454545454545454,10
2024-06-02,2024-05-30,6m,score_low_risk,-0.14589733048321551,10
2024-06-02,2024-05-30,6m,score_liquidity,-0.13939393939393938,10
2024-07-01,2024-06-27,1m,score_momentum,-0.11208791208791209,14
2024-07-01,2024-06-27,1m,score_value,-0.119268376199859,14
2024-07-01,2024-06-27,1m,score_quality,-0.2050727866077315,14
2024-07-01,2024-06-27,1m,score_growth,-0.015384615384615385,14
2024-07-01,2024-06-27,1m,score_low_risk,-0.026402656240833464,14
2024-07-01,2024-06-27,1m,score_liquidity,0.14285714285714285,14
2024-07-01,2024-06-27,3m,score_momentum,-0.17362637362637365,14
2024-07-01,2024-06-27,3m,score_value,-0.022503467207520562,14
2024-07-01,2024-06-27,3m,score_quality,-0.19404736797290728,14
2024-07-01,2024-06-27,3m,score_growth,0.1032967032967033,14
2024-07-01,2024-06-27,3m,score_low_risk,0.0198019921806251,14
2024-07-01,2024-06-27,3m,score_liquidity,0.2923076923076923,14
2024-07-01,2024-06-27,6m,score_momentum,-0.15164835164835166,14
2024-07-01,2024-06-27,6m,score_value,0.03375520081128085,14
2024-07-01,2024-06-27,6m,score_quality,-0.2513795448739935,14
2024-07-01,2024-06-27,6m,score_growth,0.01098901098901099,14
2024-07-01,2024-06-27,6m,score_low_risk,0.2486250129345151,14
2024-07-01,2024-06-27,6m,score_liquidity,-0.1164835164835165,14
2024-08-01,2024-07-31,1m,score_momentum,-0.3494505494505495,14
2024-08-01,2024-07-31,1m,score_value,-0.3093969872615047,14
2024-08-01,2024-07-31,1m,score_quality,-0.24449398516922924,14
2024-08-01,2024-07-31,1m,score_growth,-0.07692307692307693,14
2024-08-01,2024-07-31,1m,score_low_risk,0.032967032967032975,14
2024-08-01,2024-07-31,1m,score_liquidity,0.06813186813186813,14
2024-08-01,2024-07-31,3m,score_momentum,-0.2571428571428571,14
2024-08-01,2024-07-31,3m,score_value,-0.4198959112834707,14
2024-08-01,2024-07-31,3m,score_quality,-0.5132171040038777,14
2024-08-01,2024-07-31,3m,score_growth,-0.2087912087912088,14
2024-08-01,2024-07-31,3m,score_low_risk,0.07692307692307693,14
2024-08-01,2024-07-31,3m,score_liquidity,-0.4153846153846154,14
2024-08-01,2024-07-31,6m,score_momentum,-0.21318681318681318,14
2024-08-01,2024-07-31,6m,score_value,-0.32928679358545854,14
2024-08-01,2024-07-31,6m,score_quality,-0.35242376240609624,14
2024-08-01,2024-07-31,6m,score_growth,-0.12087912087912088,14
2024-08-01,2024-07-31,6m,score_low_risk,-0.01098901098901099,14
2024-08-01,2024-07-31,6m,score_liquidity,-0.42857142857142855,14
2024-09-01,2024-08-29,1m,score_momentum,0.29656862745098045,17
2024-09-01,2024-08-29,1m,score_value,-0.20910351464141141,17
2024-09-01,2024-08-29,1m,score_quality,-0.18895719745362533,17
2024-09-01,2024-08-29,1m,score_growth,0.4754901960784314,17
2024-09-01,2024-08-29,1m,score_low_risk,-0.10294117647058824,17
2024-09-01,2024-08-29,1m,score_liquidity,0.18872549019607845,17
2024-09-01,2024-08-29,3m,score_momentum,0.03921568627450981,17
2024-09-01,2024-08-29,3m,score_value,-0.24846417622097117,17
2024-09-01,2024-08-29,3m,score_quality,-0.25889590040723987,17
2024-09-01,2024-08-29,3m,score_growth,0.3357843137254902,17
2024-09-01,2024-08-29,3m,score_low_risk,0.1985294117647059,17
2024-09-01,2024-08-29,3m,score_liquidity,-0.5539215686274511,17
2024-09-01,2024-08-29,6m,score_momentum,-0.15686274509803924,17
2024-09-01,2024-08-29,6m,score_value,-0.1586726669926004,17
2024-09-01,2024-08-29,6m,score_quality,-0.17177927041238666,17
2024-09-01,2024-08-29,6m,score_growth,0.19117647058823534,17
2024-09-01,2024-08-29,6m,score_low_risk,-0.058823529411764705,17
2024-09-01,2024-08-29,6m,score_liquidity,-0.3970588235294118,17
2024-10-01,2024-09-30,1m,score_momentum,-0.1393188854489164,18
2024-10-01,2024-09-30,1m,score_value,-0.015495876037262742,18
2024-10-01,2024-09-30,1m,score_quality,-0.08268743787931924,18
2024-10-01,2024-09-30,1m,score_growth,-0.08152734778121776,18
2024-10-01,2024-09-30,1m,score_low_risk,0.191017062110198,18
2024-10-01,2024-09-30,1m,score_liquidity,-0.7192982456140351,18
2024-10-01,2024-09-30,3m,score_momentum,0.11248710010319916,18
2024-10-01,2024-09-30,3m,score_value,-0.040289277696883126,18
2024-10-01,2024-09-30,3m,score_quality,-0.06201557840948942,18
2024-10-01,2024-09-30,3m,score_growth,0.1496388028895769,18
2024-10-01,2024-09-30,3m,score_low_risk,0.2219928019118517,18
2024-10-01,2024-09-30,3m,score_liquidity,-0.5025799793601652,18
2024-10-01,2024-09-30,6m,score_momentum,0.09597523219814243,18
2024-10-01,2024-09-30,6m,score_value,-0.026859518464588755,18
2024-10-01,2024-09-30,6m,score_quality,-0.0868218097732852,18
2024-10-01,2024-09-30,6m,score_growth,0.2672858617131063,18
2024-10-01,2024-09-30,6m,score_low_risk,-0.03923593708209472,18
2024-10-01,2024-09-30,6m,score_liquidity,-0.2961816305469556,18
2024-11-03,2024-10-31,1m,score_momentum,0.24395604395604395,14
2024-11-03,2024-10-31,1m,score_value,-0.14301438797118124,14
2024-11-03,2024-10-31,1m,score_quality,0.3586360806046546,14
2024-11-03,2024-10-31,1m,score_growth,0.2,14
2024-11-03,2024-10-31,1m,score_low_risk,0.635863971133406,14
2024-11-03,2024-10-31,1m,score_liquidity,0.1076923076923077,14
2024-11-03,2024-10-31,3m,score_momentum,0.14725274725274726,14
2024-11-03,2024-10-31,3m,score_value,0.11221128902354222,14
2024-11-03,2024-10-31,3m,score_quality,0.3740376300784741,14
2024-11-03,2024-10-31,3m,score_growth,0.1956043956043956,14
2024-11-03,2024-10-31,3m,score_low_risk,0.4312433852669466,14
2024-11-03,2024-10-31,3m,score_liquidity,-0.02417582417582418,14
2024-11-03,2024-10-31,6m,score_momentum,0.0989010989010989,14
2024-11-03,2024-10-31,6m,score_value,0.3190320962434044,14
2024-11-03,2024-10-31,6m,score_quality,0.532453567523475,14
2024-11-03,2024-10-31,6m,score_growth,-0.054945054945054944,14
2024-11-03,2024-10-31,6m,score_low_risk,0.1386139452643757,14
2024-11-03,2024-10-31,6m,score_liquidity,0.21318681318681318,14
2024-12-01,2024-11-28,1m,score_momentum,0.07427792446389848,13
2024-12-01,2024-11-28,1m,score_value,-0.022099784804393195,13
2024-12-01,2024-11-28,1m,score_quality,-0.126722243936299,13
2024-12-01,2024-11-28,1m,score_growth,-0.15384615384615383,13
2024-12-01,2024-11-28,1m,score_low_risk,0.699727173039564,13
2024-12-01,2024-11-28,1m,score_liquidity,-0.06043956043956044,13
2024-12-01,2024-11-28,3m,score_momentum,-0.0027510342394036474,13
2024-12-01,2024-11-28,3m,score_value,-0.022099784804393195,13
2024-12-01,2024-11-28,3m,score_quality,-0.15151572644557487,13
2024-12-01,2024-11-28,3m,score_growth,-0.22527472527472525,13
2024-12-01,2024-11-28,3m,score_low_risk,0.23967033092300027,13
2024-12-01,2024-11-28,3m,score_liquidity,-0.24725274725274726,13
2024-12-01,2024-11-28,6m,score_momentum,0.0,13
2024-12-01,2024-11-28,6m,score_value,0.09944903161976938,13
2024-12-01,2024-11-28,6m,score_quality,-0.30303145289114974,13
2024-12-01,2024-11-28,6m,score_growth,-0.09890109890109891,13
2024-12-01,2024-11-28,6m,score_low_risk,0.27272830760203476,13
2024-12-01,2024-11-28,6m,score_liquidity,-0.13736263736263735,13
2025-01-02,2024-12-31,1m,score_momentum,-0.027972027972027972,12
2025-01-02,2024-12-31,1m,score_value,0.08056054385890983,12
2025-01-02,2024-12-31,1m,score_quality,-0.2556921609434964,12
2025-01-02,2024-12-31,1m,score_growth,0.3362527048024062,12
2025-01-02,2024-12-31,1m,score_low_risk,-0.16402440393375392,12
2025-01-02,2024-12-31,1m,score_liquidity,-0.5174825174825175,12
2025-01-02,2024-12-31,3m,score_momentum,-0.2937062937062937,12
2025-01-02,2024-12-31,3m,score_value,0.21015794050150388,12
2025-01-02,2024-12-31,3m,score_quality,0.07355527917552636,12
2025-01-02,2024-12-31,3m,score_growth,-0.1541158230344362,12
2025-01-02,2024-12-31,3m,score_low_risk,-0.028525983292826768,12
2025-01-02,2024-12-31,3m,score_liquidity,-0.1258741258741259,12
2025-01-02,2024-12-31,6m,score_momentum,-0.2867132867132868,12
2025-01-02,2024-12-31,6m,score_value,0.07005264683383464,12
2025-01-02,2024-12-31,6m,score_quality,-0.143607926009361,12
2025-01-02,2024-12-31,6m,score_growth,0.21716320518488735,12
2025-01-02,2024-12-31,6m,score_low_risk,0.24603660590063087,12
2025-01-02,2024-12-31,6m,score_liquidity,-0.14685314685314685,12
2025-02-02,2025-01-30,1m,score_momentum,-0.10545679480617992,17
2025-02-02,2025-01-30,1m,score_value,-0.25061500707938267,17
2025-02-02,2025-01-30,1m,score_quality,0.19914046095284332,17
2025-02-02,2025-01-30,1m,score_growth,-0.2303921568627451,17
2025-02-02,2025-01-30,1m,score_low_risk,0.02820356140165277,17
2025-02-02,2025-01-30,1m,score_liquidity,0.08578431372549021,17
2025-02-02,2025-01-30,3m,score_momentum,0.366646298221486,17
2025-02-02,2025-01-30,3m,score_value,-0.30221221441925555,17
2025-02-02,2025-01-30,3m,score_quality,0.0848190852206555,17
2025-02-02,2025-01-30,3m,score_growth,0.2720588235294118,17
2025-02-02,2025-01-30,3m,score_low_risk,-0.279583130416384,17
2025-02-02,2025-01-30,3m,score_liquidity,0.3651960784313726,17
2025-02-02,2025-01-30,6m,score_momentum,0.13366035620783268,17
2025-02-02,2025-01-30,6m,score_value,-0.1670766713862551,17
2025-02-02,2025-01-30,6m,score_quality,-0.07498498838347804,17
2025-02-02,2025-01-30,6m,score_growth,0.4093137254901961,17
2025-02-02,2025-01-30,6m,score_low_risk,-0.3175966262186116,17
2025-02-02,2025-01-30,6m,score_liquidity,-0.07598039215686275,17
2025-03-02,2025-02-27,1m,score_momentum,0.5416666666666667,17
2025-03-02,2025-02-27,1m,score_value,0.11036176200646736,17
2025-03-02,2025-02-27,1m,score_quality,0.26151057237907216,17
2025-03-02,2025-02-27,1m,score_growth,0.20846110601221615,17
2025-03-02,2025-02-27,1m,score_low_risk,-0.23298594201365333,17
2025-03-02,2025-02-27,1m,score_liquidity,0.37009803921568635,17
2025-03-02,2025-02-27,3m,score_momentum,0.482843137254902,17
2025-03-02,2025-02-27,3m,score_value,-0.10790927840632364,17
2025-03-02,2025-02-27,3m,score_quality,-0.04910996664395722,17
2025-03-02,2025-02-27,3m,score_growth,0.3335377696195458,17
2025-03-02,2025-02-27,3m,score_low_risk,-0.32618031881911463,17
2025-03-02,2025-02-27,3m,score_liquidity,0.10294117647058824,17
2025-03-02,2025-02-27,6m,score_momentum,0.24019607843137256,17
2025-03-02,2025-02-27,6m,score_value,-0.06744329900395228,17
2025-03-02,2025-02-27,6m,score_quality,-0.13014141160648662,17
2025-03-02,2025-02-27,6m,score_growth,0.4561619496267318,17
2025-03-02,2025-02-27,6m,score_low_risk,-0.35193139662062367,17
2025-03-02,2025-02-27,6m,score_liquidity,-0.3357843137254902,17
2025-04-03,2025-03-27,1m,score_momentum,0.12390295920661491,18
2025-04-03,2025-03-27,1m,score_value,-0.1624423437437373,18
2025-04-03,2025-03-27,1m,score_quality,-0.1496388028895769,18
2025-04-03,2025-03-27,1m,score_growth,0.3944244201410575,18
2025-04-03,2025-03-27,1m,score_low_risk,0.002066116804968366,18
2025-04-03,2025-03-27,1m,score_liquidity,-0.3457172342621259,18
2025-04-03,2025-03-27,3m,score_momentum,-0.13732577978733154,18
2025-04-03,2025-03-27,3m,score_value,-0.11691710091109754,18
2025-04-03,2025-03-27,3m,score_quality,-0.3003095975232198,18
2025-04-03,2025-03-27,3m,score_growth,0.3097573980165373,18
2025-04-03,2025-03-27,3m,score_low_risk,-0.1683885196049218,18
2025-04-03,2025-03-27,3m,score_liquidity,-0.2672858617131063,18
2025-04-03,2025-03-27,6m,score_momentum,-0.13216315648705593,18
2025-04-03,2025-03-27,6m,score_value,-0.24418084792052233,18
2025-04-03,2025-03-27,6m,score_quality,0.08771929824561403,18
2025-04-03,2025-03-27,6m,score_growth,0.3830666488804511,18
2025-04-03,2025-03-27,6m,score_low_risk,-0.002066116804968366,18
2025-04-03,2025-03-27,6m,score_liquidity,-0.40144478844169246,18
2025-05-04,2025-04-30,1m,score_momentum,0.021694226452167842,18
2025-05-04,2025-04-30,1m,score_value,-0.19451694664855168,18
2025-05-04,2025-04-30,1m,score_quality,-0.18181827883721619,18
2025-05-04,2025-04-30,1m,score_growth,-0.034055727554179564,18
2025-05-04,2025-04-30,1m,score_low_risk,-0.09602479338512657,18
2025-05-04,2025-04-30,1m,score_liquidity,-0.021671826625386997,18
2025-05-04,2025-04-30,3m,score_momentum,-0.5330581356818384,18
2025-05-04,2025-04-30,3m,score_value,-0.15933834991423915,18
2025-05-04,2025-04-30,3m,score_quality,-0.2830580022806661,18
2025-05-04,2025-04-30,3m,score_growth,-0.27966976264189886,18
2025-05-04,2025-04-30,3m,score_low_risk,-0.0340733137818191,18
2025-05-04,2025-04-30,3m,score_liquidity,-0.564499484004128,18
2025-05-04,2025-04-30,6m,score_momentum,-0.47830604035017665,18
2025-05-04,2025-04-30,6m,score_value,-0.22555688494353335,18
2025-05-04,2025-04-30,6m,score_quality,-0.060950445746566786,18
2025-05-04,2025-04-30,6m,score_growth,-0.30443756449948395,18
2025-05-04,2025-04-30,6m,score_low_risk,0.19204958677025313,18
2025-05-04,2025-04-30,6m,score_liquidity,-0.4716202270381837,18
2025-07-01,2025-06-30,1m,score_momentum,-0.0382034124220396,18
2025-07-01,2025-06-30,1m,score_value,0.2990180722416566,18
2025-07-01,2025-06-30,1m,score_quality,0.3746130030959752,18
2025-07-01,2025-06-30,1m,score_growth,0.16210637162865452,18
2025-07-01,2025-06-30,1m,score_low_risk,0.5152629756966954,18
2025-07-01,2025-06-30,1m,score_liquidity,-0.5273477812177503,18
2025-07-01,2025-06-30,3m,score_momentum,0.06608157824352796,18
2025-07-01,2025-06-30,3m,score_value,0.1231250885700939,18
2025-07-01,2025-06-30,3m,score_quality,0.2528379772961816,18
2025-07-01,2025-06-30,3m,score_growth,0.28291175685510406,18
2025-07-01,2025-06-30,3m,score_low_risk,0.5959668152636477,18
2025-07-01,2025-06-30,3m,score_liquidity,-0.37048503611971106,18
2025-07-01,2025-06-30,6m,score_momentum,-0.04749613436253572,18
2025-07-01,2025-06-30,6m,score_value,0.16347700835357007,18
2025-07-01,2025-06-30,6m,score_quality,0.1331269349845201,18
2025-07-01,2025-06-30,6m,score_growth,0.09499226872507144,18
2025-07-01,2025-06-30,6m,score_low_risk,0.3973112101757651,18
2025-07-01,2025-06-30,6m,score_liquidity,-0.4220846233230134,18
2025-08-03,2025-07-31,1m,score_momentum,-0.3226996294175549,17
2025-08-03,2025-07-31,1m,score_value,0.059040992369339684,17
2025-08-03,2025-07-31,1m,score_quality,0.02450980392156863,17
2025-08-03,2025-07-31,1m,score_growth,-0.07107843137254903,17
2025-08-03,2025-07-31,1m,score_low_risk,0.6155733836360735,17
2025-08-03,2025-07-31,1m,score_liquidity,-0.30637254901960786,17
2025-08-03,2025-07-31,3m,score_momentum,-0.061349739432995244,17
2025-08-03,2025-07-31,3m,score_value,0.10701179866942818,17
2025-08-03,2025-07-31,3m,score_quality,0.36764705882352944,17
2025-08-03,2025-07-31,3m,score_growth,-0.07598039215686275,17
2025-08-03,2025-07-31,3m,score_low_risk,0.45984067502694737,17
2025-08-03,2025-07-31,3m,score_liquidity,-0.5294117647058825,17
2025-08-03,2025-07-31,6m,score_momentum,-0.013496942675258953,17
2025-08-03,2025-07-31,6m,score_value,0.31980537533392334,17
2025-08-03,2025-07-31,6m,score_quality,-0.04656862745098039,17
2025-08-03,2025-07-31,6m,score_growth,0.04166666666666667,17
2025-08-03,2025-07-31,6m,score_low_risk,0.4684243676274503,17
2025-08-03,2025-07-31,6m,score_liquidity,-0.3995098039215687,17
2025-09-01,2025-08-31,1m,score_momentum,-0.42002063983488136,18
2025-09-01,2025-08-31,1m,score_value,-0.0010335929734914904,18
2025-09-01,2025-08-31,1m,score_quality,-0.021694226452167842,18
2025-09-01,2025-08-31,1m,score_growth,-0.08978328173374613,18
2025-09-01,2025-08-31,1m,score_low_risk,0.5193599040077275,18
2025-09-01,2025-08-31,1m,score_liquidity,0.07946336429308565,18
2025-09-01,2025-08-31,3m,score_momentum,0.09803921568627451,18
2025-09-01,2025-08-31,3m,score_value,0.27803650986921097,18
2025-09-01,2025-08-31,3m,score_quality,0.33884315601481196,18
2025-09-01,2025-08-31,3m,score_growth,0.40350877192982454,18
2025-09-01,2025-08-31,3m,score_low_risk,0.27878165821488354,18
2025-09-01,2025-08-31,3m,score_liquidity,-0.38080495356037153,18
2025-09-01,2025-08-31,6m,score_momentum,0.05056759545923632,18
2025-09-01,2025-08-31,6m,score_value,0.1416022373683342,18
2025-09-01,2025-08-31,6m,score_quality,0.1022727818459341,18
2025-09-01,2025-08-31,6m,score_growth,0.32301341589267285,18
