date,etf_dca_equity,ensemble_immediate_equity,ensemble_pullback_equity,walk_forward_ic_immediate_equity,walk_forward_ic_pullback_equity
2018-01-09,737249.1917552301,470000.0,470000.0,470000.0,470000.0
2018-01-14,737249.1917552301,470000.0,470000.0,470000.0,470000.0
2018-01-15,728304.3717552301,470000.0,470000.0,470000.0,470000.0
2018-01-17,739132.3117552301,470000.0,470000.0,470000.0,470000.0
2018-01-21,741956.9917552301,470000.0,470000.0,470000.0,470000.0
2018-01-22,740073.8717552301,470000.0,470000.0,470000.0,470000.0
2018-01-23,736778.4117552302,470000.0,470000.0,470000.0,470000.0
2018-01-28,741486.2117552301,470000.0,470000.0,470000.0,470000.0
2018-02-06,727922.2680317301,480000.0,480000.0,480000.0,480000.0
2018-02-15,735082.0680317301,480000.0,480000.0,480000.0,480000.0
2018-02-18,740809.9080317301,480000.0,480000.0,480000.0,480000.0
2018-02-21,740809.9080317301,480000.0,480000.0,480000.0,480000.0
2018-02-22,749401.6680317301,480000.0,480000.0,480000.0,480000.0
2018-02-26,749401.6680317301,480000.0,480000.0,480000.0,480000.0
2018-03-04,759220.48618798,490000.0,490000.0,490000.0,490000.0
2018-03-05,777112.57618798,490000.0,490000.0,490000.0,490000.0
2018-03-06,785816.83618798,490000.0,490000.0,490000.0,490000.0
2018-03-07,817248.88618798,490000.0,490000.0,490000.0,490000.0
2018-03-08,817248.88618798,490000.0,490000.0,490000.0,490000.0
2018-03-12,837558.82618798,490000.0,490000.0,490000.0,490000.0
2018-03-13,841910.95618798,490000.0,490000.0,490000.0,490000.0
2018-03-15,872859.43618798,490000.0,490000.0,490000.0,490000.0
2018-03-27,880112.98618798,490000.0,490000.0,490000.0,490000.0
2018-04-11,906529.4199134599,500000.0,500000.0,500000.0,500000.0
2018-04-26,940266.96991346,500000.0,500000.0,500000.0,500000.0
2018-04-29,940266.96991346,500000.0,500000.0,500000.0,500000.0
2018-05-02,929217.15293066,510000.0,510000.0,510000.0,510000.0
2018-05-06,919826.21293066,510000.0,510000.0,510000.0,510000.0
2018-05-13,919826.21293066,510000.0,510000.0,510000.0,510000.0
2018-05-16,855078.15293066,510000.0,510000.0,510000.0,510000.0
2018-05-31,863480.57293066,510000.0,510000.0,510000.0,510000.0
2018-06-14,862581.9167101601,520000.0,520000.0,520000.0,520000.0
2018-06-27,862581.9167101601,520000.0,520000.0,520000.0,520000.0
2018-06-28,870082.5167101601,520000.0,520000.0,520000.0,520000.0
2018-07-09,859055.8661259201,530000.0,530000.0,530000.0,530000.0
2018-08-07,869447.07715032,540000.0,540000.0,540000.0,540000.0
2018-08-29,869447.07715032,540000.0,540000.0,540000.0,540000.0
2018-09-04,851259.93465231,550000.0,550000.0,550000.0,550000.0
2018-09-23,767326.11465231,550000.0,550000.0,550000.0,550000.0
2018-09-24,754373.36465231,550000.0,550000.0,550000.0,550000.0
2018-09-25,753337.14465231,550000.0,550000.0,550000.0,550000.0
2018-09-27,766289.89465231,550000.0,550000.0,550000.0,550000.0
2018-09-30,779242.64465231,550000.0,550000.0,550000.0,550000.0
2018-10-03,777274.27667311,560000.0,560000.0,560000.0,560000.0
2018-10-14,735287.87667311,560000.0,560000.0,560000.0,560000.0
2018-10-15,748933.45667311,560000.0,560000.0,560000.0,560000.0
2018-10-16,747883.79667311,560000.0,560000.0,560000.0,560000.0
2018-10-17,747883.79667311,560000.0,560000.0,560000.0,560000.0
2018-10-24,750507.94667311,560000.0,560000.0,560000.0,560000.0
2018-10-31,731089.2366731099,560000.0,560000.0,560000.0,560000.0
2018-11-01,746333.96670511,570000.0,570000.0,570000.0,570000.0
2018-11-22,772931.46670511,570000.0,570000.0,570000.0,570000.0
2018-12-03,741414.40047261,580000.0,580000.0,580000.0,580000.0
2018-12-18,753277.02047261,580000.0,580000.0,580000.0,580000.0
2018-12-23,720385.21047261,580000.0,580000.0,580000.0,580000.0
2018-12-25,729012.57047261,580000.0,580000.0,580000.0,580000.0
2018-12-26,719846.00047261,580000.0,580000.0,580000.0,580000.0
2018-12-31,737639.93047261,580000.0,580000.0,580000.0,580000.0
2019-01-06,766143.88862886,590000.0,590000.0,590000.0,590000.0
2019-01-08,770515.56862886,590000.0,590000.0,590000.0,590000.0
2019-02-05,846265.3211538601,600000.0,600000.0,600000.0,600000.0
2019-02-14,868389.72115386,600000.0,600000.0,600000.0,600000.0
2019-02-19,863411.73115386,600000.0,600000.0,600000.0,600000.0
2019-02-21,883323.6911538601,600000.0,600000.0,600000.0,600000.0
2019-02-28,857880.63115386,600000.0,600000.0,600000.0,600000.0
2019-04-17,880024.10913104,610000.0,610000.0,610000.0,610000.0
2019-05-21,803625.70115184,620000.0,620000.0,620000.0,620000.0
2019-07-09,854036.66317264,630000.0,630000.0,630000.0,630000.0
2019-07-11,851747.0231726401,630000.0,630000.0,630000.0,630000.0
2019-08-21,883961.9837088401,640000.0,640000.0,640000.0,640000.0
2019-08-22,879909.8237088401,640000.0,640000.0,640000.0,640000.0
2019-08-28,868332.2237088401,640000.0,640000.0,640000.0,640000.0
2019-09-02,925149.6762338401,650000.0,650000.0,650000.0,650000.0
2019-09-04,929248.38623384,650000.0,650000.0,650000.0,650000.0
2019-09-09,924564.14623384,650000.0,650000.0,650000.0,650000.0
2019-09-17,926906.26623384,650000.0,650000.0,650000.0,650000.0
2019-09-23,864254.5562338401,650000.0,650000.0,650000.0,650000.0
2019-10-24,884203.69875084,660000.0,660000.0,660000.0,660000.0
2019-10-27,889533.76875084,660000.0,660000.0,660000.0,660000.0
2019-10-28,891310.45875084,660000.0,660000.0,660000.0,660000.0
2019-10-30,905523.97875084,660000.0,660000.0,660000.0,660000.0
2019-10-31,906116.20875084,660000.0,660000.0,660000.0,660000.0
2019-11-03,921592.68210517,670000.0,670000.0,670000.0,670000.0
2019-11-04,925784.4221051701,670000.0,670000.0,670000.0,670000.0
2019-11-20,909017.46210517,670000.0,670000.0,670000.0,670000.0
2019-11-21,904226.90210517,670000.0,670000.0,670000.0,670000.0
2019-11-27,875483.54210517,670000.0,670000.0,670000.0,670000.0
2019-12-03,869255.79412597,680000.0,680000.0,680000.0,680000.0
2019-12-25,885611.04412597,680000.0,680000.0,680000.0,680000.0
2019-12-30,886216.79412597,680000.0,680000.0,680000.0,680000.0
2019-12-31,894091.54412597,680000.0,680000.0,680000.0,680000.0
2020-01-02,905131.79665097,690000.0,690000.0,690000.0,690000.0
2020-01-12,889821.79665097,690000.0,690000.0,690000.0,690000.0
2020-01-28,883697.79665097,690000.0,690000.0,690000.0,690000.0
2020-01-30,909418.59665097,690000.0,690000.0,690000.0,690000.0
2020-02-05,910106.83867177,700000.0,700000.0,700000.0,700000.0
2020-02-11,913821.55867177,700000.0,700000.0,700000.0,700000.0
2020-02-12,889056.75867177,700000.0,700000.0,700000.0,700000.0
2020-02-16,884103.79867177,700000.0,700000.0,700000.0,700000.0
2020-02-18,874816.9986717701,700000.0,700000.0,700000.0,700000.0
2020-02-23,910725.9586717701,700000.0,700000.0,700000.0,700000.0
2020-02-24,894628.83867177,700000.0,700000.0,700000.0,700000.0
2020-03-03,812240.78870377,710000.0,710000.0,710000.0,710000.0
2020-03-08,815371.98870377,710000.0,710000.0,710000.0,710000.0
2020-03-10,740849.42870377,710000.0,710000.0,710000.0,710000.0
2020-03-17,623742.54870377,710000.0,710000.0,710000.0,710000.0
2020-03-19,579905.74870377,710000.0,710000.0,710000.0,710000.0
2020-04-02,633579.2717249701,720000.0,720000.0,720000.0,720000.0
2020-04-05,635487.6317249701,720000.0,720000.0,720000.0,720000.0
2020-04-06,622765.23172497,720000.0,720000.0,720000.0,720000.0
2020-04-09,685104.99172497,720000.0,720000.0,720000.0,720000.0
2020-04-22,669838.11172497,720000.0,720000.0,720000.0,720000.0
2020-04-23,664749.15172497,720000.0,720000.0,720000.0,720000.0
2020-04-29,713094.2717249701,720000.0,720000.0,720000.0,720000.0
2020-05-07,714918.19312452,730000.0,730000.0,730000.0,730000.0
2020-05-13,735565.5531245201,730000.0,730000.0,730000.0,730000.0
2020-06-04,733666.6623482001,740000.0,740000.0,740000.0,740000.0
2020-06-07,747398.3523482,740000.0,740000.0,740000.0,740000.0
2020-06-09,783362.3023482,740000.0,740000.0,740000.0,740000.0
2020-06-17,768322.8323482,740000.0,740000.0,740000.0,740000.0
2020-06-18,766361.1623482001,740000.0,740000.0,740000.0,740000.0
2020-06-21,763091.7123482,740000.0,740000.0,740000.0,740000.0
2020-06-22,760476.1523482001,740000.0,740000.0,740000.0,740000.0
2020-06-23,755245.0323482001,740000.0,740000.0,740000.0,740000.0
2020-06-29,761783.9323482,740000.0,740000.0,740000.0,740000.0
2020-07-06,779133.0232555501,750000.0,750000.0,750000.0,750000.0
2020-07-08,785758.22325555,750000.0,750000.0,750000.0,750000.0
2020-07-13,787083.2632555501,750000.0,750000.0,750000.0,750000.0
2020-07-16,755282.3032555501,750000.0,750000.0,750000.0,750000.0
2020-07-19,742694.4232555501,750000.0,750000.0,750000.0,750000.0
2020-07-21,754619.7832555501,750000.0,750000.0,750000.0,750000.0
2020-09-03,804885.4054054001,760000.0,760000.0,760000.0,760000.0
2020-09-08,799519.5654054001,760000.0,760000.0,760000.0,760000.0
2020-10-04,802695.36173192,770000.0,770000.0,770000.0,770000.0
2020-10-20,810165.35173192,770000.0,770000.0,770000.0,770000.0
2020-10-22,805411.72173192,770000.0,770000.0,770000.0,770000.0
2020-10-27,762629.0517319201,770000.0,770000.0,770000.0,770000.0
2020-11-16,809500.3738277501,780000.0,780000.0,780000.0,780000.0
2020-11-17,812939.1738277501,780000.0,780000.0,780000.0,780000.0
2020-11-18,833571.9738277501,780000.0,780000.0,780000.0,780000.0
2020-11-19,812251.4138277501,780000.0,780000.0,780000.0,780000.0
2020-11-22,805373.8138277502,780000.0,780000.0,780000.0,780000.0
2020-11-23,802622.7738277501,780000.0,780000.0,780000.0,780000.0
2020-11-24,804686.05382775,780000.0,780000.0,780000.0,780000.0
2020-11-25,825318.8538277501,780000.0,780000.0,780000.0,780000.0
2020-11-26,818441.2538277501,780000.0,780000.0,780000.0,780000.0
2020-12-16,826435.3662026899,790000.0,790000.0,790000.0,790000.0
2020-12-20,811105.3262026901,790000.0,790000.0,790000.0,790000.0
2020-12-21,814589.42620269,790000.0,790000.0,790000.0,790000.0
2020-12-27,799259.3862026901,790000.0,790000.0,790000.0,790000.0
2020-12-30,803440.30620269,790000.0,790000.0,790000.0,790000.0
2021-01-04,820725.21168287,800000.0,800000.0,800000.0,800000.0
2021-01-05,818609.9716828701,800000.0,800000.0,800000.0,800000.0
2021-01-06,819315.05168287,800000.0,800000.0,800000.0,800000.0
2021-01-10,828481.09168287,800000.0,800000.0,800000.0,800000.0
2021-01-11,848223.33168287,800000.0,800000.0,800000.0,800000.0
2021-01-17,865850.33168287,800000.0,800000.0,800000.0,800000.0
2021-01-20,846108.09168287,800000.0,800000.0,800000.0,800000.0
2021-01-21,877131.6116828701,800000.0,800000.0,800000.0,800000.0
2021-01-27,871490.9716828701,800000.0,800000.0,800000.0,800000.0
2021-01-31,875016.3716828701,800000.0,800000.0,800000.0,800000.0
2021-02-02,855792.2344959901,810000.0,810000.0,810000.0,810000.0
2021-02-03,882179.15449599,810000.0,810000.0,810000.0,810000.0
2021-02-07,879326.5144959901,810000.0,810000.0,810000.0,810000.0
2021-02-08,879326.5144959901,810000.0,810000.0,810000.0,810000.0
2021-02-09,911418.7144959901,810000.0,810000.0,810000.0,810000.0
2021-02-10,867202.7944959902,810000.0,810000.0,810000.0,810000.0
2021-02-11,875047.55449599,810000.0,810000.0,810000.0,810000.0
2021-02-14,874334.3944959901,810000.0,810000.0,810000.0,810000.0
2021-02-15,865776.4744959901,810000.0,810000.0,810000.0,810000.0
2021-02-16,872908.0744959901,810000.0,810000.0,810000.0,810000.0
2021-02-18,864350.15449599,810000.0,810000.0,810000.0,810000.0
2021-02-21,862210.67449599,810000.0,810000.0,810000.0,810000.0
2021-02-22,865776.4744959901,810000.0,810000.0,810000.0,810000.0
2021-02-23,875047.55449599,810000.0,810000.0,810000.0,810000.0
2021-02-24,850086.9544959901,810000.0,810000.0,810000.0,810000.0
2021-02-25,865776.4744959901,810000.0,810000.0,810000.0,810000.0
2021-02-28,880039.67449599,810000.0,810000.0,810000.0,810000.0
2021-03-01,882754.5005263902,820000.0,820000.0,820000.0,820000.0
2021-03-02,882754.5005263902,820000.0,820000.0,820000.0,820000.0
2021-03-03,878427.3005263901,820000.0,820000.0,820000.0,820000.0
2021-03-04,872657.7005263901,820000.0,820000.0,820000.0,820000.0
2021-03-07,868330.50052639,820000.0,820000.0,820000.0,820000.0
2021-03-08,865445.7005263901,820000.0,820000.0,820000.0,820000.0
2021-03-15,864724.5005263902,820000.0,820000.0,820000.0,820000.0
2021-03-17,856791.3005263902,820000.0,820000.0,820000.0,820000.0
2021-03-22,827222.1005263901,820000.0,820000.0,820000.0,820000.0
2021-03-23,807028.50052639,820000.0,820000.0,820000.0,820000.0
2021-03-24,801980.10052639,820000.0,820000.0,820000.0,820000.0
2021-03-25,819288.9005263901,820000.0,820000.0,820000.0,820000.0
2021-03-28,832270.50052639,820000.0,820000.0,820000.0,820000.0
2021-03-30,822894.9005263901,820000.0,820000.0,820000.0,820000.0
2021-03-31,822894.9005263901,820000.0,820000.0,820000.0,820000.0
2021-04-01,818924.4043058901,830000.0,830000.0,830000.0,830000.0
2021-04-04,818924.4043058901,830000.0,830000.0,830000.0,830000.0
2021-04-05,807246.4843058902,830000.0,830000.0,830000.0,830000.0
2021-04-06,794838.6943058901,830000.0,830000.0,830000.0,830000.0
2021-04-07,795568.5643058901,830000.0,830000.0,830000.0,830000.0
2021-04-08,792649.08430589,830000.0,830000.0,830000.0,830000.0
2021-04-11,798488.04430589,830000.0,830000.0,830000.0,830000.0
2021-04-13,810165.96430589,830000.0,830000.0,830000.0,830000.0
2021-04-14,798488.04430589,830000.0,830000.0,830000.0,830000.0
2021-04-15,786810.12430589,830000.0,830000.0,830000.0,830000.0
2021-04-18,786080.2543058901,830000.0,830000.0,830000.0,830000.0
2021-04-19,802137.3943058901,830000.0,830000.0,830000.0,830000.0
2021-04-21,820384.1443058901,830000.0,830000.0,830000.0,830000.0
2021-04-25,820384.1443058901,830000.0,830000.0,830000.0,830000.0
2021-04-26,820384.1443058901,830000.0,830000.0,830000.0,830000.0
2021-05-05,823640.40372165,840000.0,840000.0,840000.0,840000.0
2021-05-06,827333.85372165,840000.0,840000.0,840000.0,840000.0
2021-05-10,837675.51372165,840000.0,840000.0,840000.0,840000.0
2021-05-17,848017.17372165,840000.0,840000.0,840000.0,840000.0
2021-05-19,848755.8637216501,840000.0,840000.0,840000.0,840000.0
2021-05-20,850233.24372165,840000.0,840000.0,840000.0,840000.0
2021-05-23,846539.7937216501,840000.0,840000.0,840000.0,840000.0
2021-05-24,852449.3137216499,840000.0,840000.0,840000.0,840000.0
2021-05-25,848755.8637216501,840000.0,840000.0,840000.0,840000.0
2021-05-26,830288.6137216501,840000.0,840000.0,840000.0,840000.0
2021-05-27,817730.8837216501,840000.0,840000.0,840000.0,840000.0
2021-05-30,807389.22372165,840000.0,840000.0,840000.0,840000.0
2021-05-31,811821.3637216501,840000.0,840000.0,840000.0,840000.0
2021-06-01,822270.52725505,850000.0,850000.0,850000.0,850000.0
2021-06-02,816290.4472550501,850000.0,850000.0,850000.0,850000.0
2021-06-03,806572.81725505,850000.0,850000.0,850000.0,850000.0
2021-06-07,807320.3272550501,850000.0,850000.0,850000.0,850000.0
2021-06-08,806572.81725505,850000.0,850000.0,850000.0,850000.0
2021-06-10,800592.7372550501,850000.0,850000.0,850000.0,850000.0
2021-06-13,796107.67725505,850000.0,850000.0,850000.0,850000.0
2021-06-14,788632.5772550501,850000.0,850000.0,850000.0,850000.0
2021-06-16,788632.5772550501,850000.0,850000.0,850000.0,850000.0
2021-06-17,787885.06725505,850000.0,850000.0,850000.0,850000.0
2021-06-20,787137.5572550499,850000.0,850000.0,850000.0,850000.0
2021-06-21,781904.9872550501,850000.0,850000.0,850000.0,850000.0
2021-06-22,802835.26725505,850000.0,850000.0,850000.0,850000.0
2021-06-23,814047.91725505,850000.0,850000.0,850000.0,850000.0
2021-06-24,819280.4872550501,850000.0,850000.0,850000.0,850000.0
2021-06-27,820027.9972550501,850000.0,850000.0,850000.0,850000.0
2021-06-28,821523.01725505,850000.0,850000.0,850000.0,850000.0
2021-06-29,819280.4872550501,850000.0,850000.0,850000.0,850000.0
2021-06-30,807320.3272550501,850000.0,850000.0,850000.0,850000.0
2021-07-04,827572.5591508,860000.0,860000.0,860000.0,860000.0
2021-07-05,835137.1591508,860000.0,860000.0,860000.0,860000.0
2021-07-07,819251.4991508,860000.0,860000.0,860000.0,860000.0
2021-07-08,829085.4791508,860000.0,860000.0,860000.0,860000.0
2021-07-11,822277.3391507999,860000.0,860000.0,860000.0,860000.0
2021-07-12,819251.4991508,860000.0,860000.0,860000.0,860000.0
2021-07-13,826059.6391508,860000.0,860000.0,860000.0,860000.0
2021-07-14,841945.2991508001,860000.0,860000.0,860000.0,860000.0
2021-07-15,855561.5791508,860000.0,860000.0,860000.0,860000.0
2021-07-18,832111.3191508,860000.0,860000.0,860000.0,860000.0
2021-07-25,859343.8791507999,860000.0,860000.0,860000.0,860000.0
2021-07-26,866908.4791508,860000.0,860000.0,860000.0,860000.0
2021-07-28,868421.3991508001,860000.0,860000.0,860000.0,860000.0
2021-07-29,868421.3991508001,860000.0,860000.0,860000.0,860000.0
2021-08-01,876259.5144228999,870000.0,870000.0,870000.0,870000.0
2021-08-02,880851.2544229,870000.0,870000.0,870000.0,870000.0
2021-08-03,881616.5444229,870000.0,870000.0,870000.0,870000.0
2021-08-05,873198.3544229,870000.0,870000.0,870000.0,870000.0
2021-08-08,873963.6444229,870000.0,870000.0,870000.0,870000.0
2021-08-09,874728.9344229,870000.0,870000.0,870000.0,870000.0
2021-08-10,880085.9644229,870000.0,870000.0,870000.0,870000.0
2021-08-15,886208.2844229,870000.0,870000.0,870000.0,870000.0
2021-08-16,898452.9244229,870000.0,870000.0,870000.0,870000.0
2021-08-17,899218.2144229,870000.0,870000.0,870000.0,870000.0
2021-08-18,890800.0244229,870000.0,870000.0,870000.0,870000.0
2021-08-19,832637.9844229,870000.0,870000.0,870000.0,870000.0
2021-08-23,870137.1944229,870000.0,870000.0,870000.0,870000.0
2021-08-24,885442.9944229,870000.0,870000.0,870000.0,870000.0
2021-08-25,891565.3144229,870000.0,870000.0,870000.0,870000.0
2021-08-26,900748.7944229,870000.0,870000.0,870000.0,870000.0
2021-08-29,905340.5344229,870000.0,870000.0,870000.0,870000.0
2021-08-30,904575.2444229,870000.0,870000.0,870000.0,870000.0
2021-08-31,908401.6944229,870000.0,870000.0,870000.0,870000.0
2021-09-01,916879.9453552599,880000.0,880000.0,880000.0,880000.0
2021-09-02,928485.89535526,880000.0,880000.0,880000.0,880000.0
2021-09-05,930033.35535526,880000.0,880000.0,880000.0,880000.0
2021-09-06,913011.29535526,880000.0,880000.0,880000.0,880000.0
2021-09-07,909916.37535526,880000.0,880000.0,880000.0,880000.0
2021-09-09,915332.48535526,880000.0,880000.0,880000.0,880000.0
2021-09-12,909142.64535526,880000.0,880000.0,880000.0,880000.0
2021-09-14,916106.21535526,880000.0,880000.0,880000.0,880000.0
2021-09-15,919974.8653552601,880000.0,880000.0,880000.0,880000.0
2021-09-16,916879.9453552599,880000.0,880000.0,880000.0,880000.0
2021-09-19,904500.26535526,880000.0,880000.0,880000.0,880000.0
2021-09-20,895989.23535526,880000.0,880000.0,880000.0,880000.0
2021-09-21,880514.6353552601,880000.0,880000.0,880000.0,880000.0
2021-09-22,862718.8453552601,880000.0,880000.0,880000.0,880000.0
2021-09-23,871229.87535526,880000.0,880000.0,880000.0,880000.0
2021-09-26,875098.52535526,880000.0,880000.0,880000.0,880000.0
2021-09-27,875098.52535526,880000.0,880000.0,880000.0,880000.0
2021-09-28,862718.8453552601,880000.0,880000.0,880000.0,880000.0
2021-10-03,873300.6137536102,890000.0,890000.0,890000.0,890000.0
2021-10-04,860780.2937536101,890000.0,890000.0,890000.0,890000.0
2021-10-05,866257.9337536101,890000.0,890000.0,890000.0,890000.0
2021-10-06,867040.4537536101,890000.0,890000.0,890000.0,890000.0
2021-10-10,874865.6537536101,890000.0,890000.0,890000.0,890000.0
2021-10-11,885038.4137536101,890000.0,890000.0,890000.0,890000.0
2021-10-12,889733.5337536101,890000.0,890000.0,890000.0,890000.0
2021-10-13,895211.1737536101,890000.0,890000.0,890000.0,890000.0
2021-10-17,912426.6137536102,890000.0,890000.0,890000.0,890000.0
2021-10-18,925729.4537536101,890000.0,890000.0,890000.0,890000.0
2021-10-19,938249.7737536101,890000.0,890000.0,890000.0,890000.0
2021-10-20,931989.6137536102,890000.0,890000.0,890000.0,890000.0
2021-10-24,926511.97375361,890000.0,890000.0,890000.0,890000.0
2021-10-25,930424.5737536101,890000.0,890000.0,890000.0,890000.0
2021-10-26,930424.5737536101,890000.0,890000.0,890000.0,890000.0
2021-10-27,936684.7337536102,890000.0,890000.0,890000.0,890000.0
2021-10-28,945292.4537536101,890000.0,890000.0,890000.0,890000.0
2021-10-31,957030.2537536102,890000.0,890000.0,890000.0,890000.0
2021-11-01,960223.9620559202,905316.9485354901,905882.3863816399,907085.7464136401,905882.3863816399
2021-11-02,972879.1620559201,926123.3185354902,908837.31638164,926008.56641364,908837.31638164
2021-11-03,981579.6120559201,926221.56853549,902077.81638164,925696.9164136399,902077.81638164
2021-11-04,982370.5620559201,910981.1885354901,888964.6363816399,910167.2364136401,888964.6363816399
2021-11-07,976042.9620559202,911428.3185354902,895115.80638164,906059.76641364,895115.80638164
2021-11-08,971297.2620559201,906122.84853549,904530.8963816399,900271.55641364,904530.8963816399
2021-11-09,966551.5620559201,900465.89853549,901478.3863816399,894357.94641364,901478.3863816399
2021-11-10,973670.1120559202,886174.79853549,894001.2964486701,880314.91641364,894011.48638164
2021-11-11,964969.6620559201,902406.64853549,913578.2464486698,899230.1864136399,913588.3363816398
2021-11-14,972879.1620559201,902473.4385354901,924703.72644867,894462.6964136399,924714.03638164
2021-11-15,979997.7120559202,896534.6985354901,920572.08644867,890402.69641364,920582.4463816399
2021-11-16,965760.6120559202,885283.2885354902,915087.10644867,869700.2164136401,915097.6563816399
2021-11-17,959433.0120559202,887664.9885354901,923969.22644867,871496.78641364,923979.75638164
2021-11-18,962596.8120559201,883030.10853549,918839.8364486702,870012.60641364,918850.3963816401
2021-11-21,952314.46205592,867685.62853549,909786.21644867,849337.70641364,909796.99638164
2021-11-22,946777.8120559201,873212.12853549,911310.49644867,861648.3464136401,911321.1863816399
2021-11-23,952314.46205592,886428.5485354902,918540.9864486699,870109.16641364,918551.54638164
2021-11-25,951523.5120559201,915027.6785354901,933184.58644867,896683.18641364,933194.97638164
2021-11-28,957851.1120559201,900066.58853549,924247.5564486701,875995.1764136399,924258.1363816401
2021-11-29,945195.9120559201,906669.5885354902,927508.43644867,881113.8764136401,927519.1063816398
2021-11-30,946777.8120559201,919100.5185354901,938121.1364486701,892150.52641364,938131.74638164
2021-12-01,972129.0027051701,933435.9670932601,956168.6708708899,905835.6282476202,956179.1972864601
2021-12-02,974527.32270517,928054.3870932601,951506.6608708901,900612.85824762,951517.07728646
2021-12-05,965733.48270517,937842.61709326,960562.8708708901,910107.8482476202,960573.38728646
2021-12-06,972928.44270517,956289.11709326,961445.78087089,928002.7882476201,961455.7672864601
2021-12-08,984120.60270517,979017.3070932601,1001808.6708708899,950063.0682476201,1001818.9772864601
2021-12-12,984120.60270517,1005895.7670932602,1022522.6808708899,976147.59824762,1022533.1972864601
2021-12-13,998510.5227051701,995452.68709326,1008866.6608708901,966013.35824762,1008876.88728646
2021-12-14,997711.08270517,985758.39709326,1000332.6908708902,956609.0582476201,1000342.8472864602
2021-12-15,991315.56270517,991514.8670932602,1004962.6808708902,962190.80824762,1004972.7072864601
2021-12-16,991315.56270517,1001280.0070932601,1017075.82087089,971670.0382476202,1017086.0172864601
2021-12-21,979323.96270517,987204.4170932601,979172.25087089,958002.7482476201,979181.62728646
2021-12-23,992115.0027051701,1015261.55709326,1028948.8308708901,985239.6382476202,1028958.5272864602
2021-12-26,1002507.7227051699,1019155.0170932601,1027334.1508708901,989015.5182476201,1027343.83728646
2021-12-27,1010502.1227051701,1006131.7970932601,1017278.6908708899,976371.0682476202,1017288.5172864599
2021-12-28,1010502.1227051701,1016883.4370932602,1035340.4308708902,986810.3282476201,1035350.4672864601
2021-12-29,1015298.76270517,1013438.74709326,1035936.4408708899,983467.8882476201,1035946.56728646
2022-01-02,1028704.13047027,1025045.39251623,1051572.60087089,993812.11018085,1051582.97728646
2022-01-03,1024666.83047027,1022772.8425162301,1050706.9008708901,990213.4101808501,1050717.44728646
2022-01-04,1023859.37047027,1035237.6925162302,1076528.3008708903,1001650.3001808502,1076539.8172864602
2022-01-05,1031126.51047027,1034609.4725162301,1074924.2108708902,1005022.59018085,1074935.3472864602
2022-01-09,1035971.2704702701,1023314.6425162301,1062139.3608708899,989594.7201808501,1062150.28728646
2022-01-10,1030319.05047027,1030781.8625162301,1073158.11087089,998469.39018085,1073169.35728646
2022-01-11,1033548.8904702701,1023769.91251623,1063538.57087089,989449.9601808501,1063549.79728646
2022-01-12,1031933.97047027,1031492.2325162301,1091079.56087089,994838.0901808501,1091091.7172864599
2022-01-13,1036778.73047027,1021389.7125162302,1077458.0959379002,983925.18018085,1077470.01235347
2022-01-16,1032741.43047027,1011915.9225162301,1069753.9159379,972945.3101808502,1069766.0923534702
2022-01-18,1019822.0704702701,1024304.95251623,1083863.8359379,984504.15018085,1083876.0223534699
2022-01-19,1021436.99047027,1015727.4425162302,1066437.8259379002,973821.98018085,1066449.66235347
2022-01-20,1007710.1704702701,1008841.2425162301,1049346.9359379,968086.4101808502,1049358.24235347
2022-01-23,1008517.63047027,993282.92251623,1025803.9859379,951915.52018085,1025814.86235347
2022-01-24,1002057.95047027,991497.6525162301,1018496.5359378998,948933.1501808501,1018507.3323534699
2022-01-25,998828.1104702699,990545.7925162301,1016223.5859379,948242.65018085,1016233.96235347
2022-01-26,992368.43047027,988297.9325162302,1009223.3959379001,948311.63018085,1009233.7423534701
2022-01-30,989138.59047027,958892.8725162302,957408.9359379,916983.67018085,957419.5123534701
2022-01-31,985101.29047027,986804.4525162302,989400.6559379,945431.70018085,989411.5123534702
2022-02-01,997817.9348710201,1005126.1638567303,1008639.41993885,963423.0663301202,1008650.3663544201
2022-02-02,1005970.0348710201,1021651.5238567302,1018940.1424318501,979262.8363301201,1018950.6988474202
2022-02-03,1013306.9248710201,1019320.8838567302,1012314.2524318502,977028.9363301202,1012324.4988474202
2022-02-06,1009230.8748710202,1028485.8438567303,1023166.3824318501,985813.5463301202,1023177.06884742
2022-02-07,1013306.9248710201,1020290.7138567301,1017849.5124318501,977958.5963301201,1017859.9888474201
2022-02-08,1001078.7748710201,1018761.5838567303,1015739.1124318499,976493.1563301202,1015749.22884742
2022-02-09,999448.3548710201,1050317.0038567302,1037256.9524318501,1006739.5463301202,1037266.8288474202
2022-02-10,1005154.8248710202,1041009.9738567303,1020827.5124318502,997818.7763301202,1020837.1388474202
2022-02-13,1003524.4048710201,1039284.1138567302,1010646.3724318501,996164.4663301201,1010655.7388474202
2022-02-14,991296.2548710201,1030572.5038567303,1010984.7124318501,987814.6163301201,1010994.2988474201
2022-02-15,988850.6248710202,1046046.8138567301,1029152.5524318501,1002646.84633012,1029162.3488474202
2022-02-16,1001893.9848710201,1045956.4738567302,1031167.0124318502,1002560.2863301202,1031176.7488474203
2022-02-17,1001893.9848710201,1041630.3238567301,1034010.45243185,998413.7663301202,1034020.2488474201
