family,number,value,param_core_weight,param_kama_len,param_kama_fast,param_kama_slow,param_cci_len,param_buy_mild,param_buy_deep,param_trim_mild,param_trim_hard,param_trend_buffer_atr,param_trim_buffer_atr,param_zone_profile,param_atr_len,param_atr_stop,param_atr_trail,wf_score,wf_cagr,wf_sharpe,wf_profit_factor,wf_max_drawdown,wf_return_dd,wf_closed_trades,wf_twr_total_return,wf_excess_return_vs_dca,wf_final_equity,holdout_score,holdout_cagr,holdout_sharpe,holdout_profit_factor,holdout_max_drawdown,holdout_return_dd,holdout_closed_trades,holdout_twr_total_return,holdout_excess_return_vs_dca,holdout_dca_twr_total_return,holdout_final_equity
dca_zone_overlay,34,-0.10701242096696029,0.8,40,5,57,13,-45.0,-145.0,55.0,250.0,0.4,1.1,100_75_50_25_0,15,4.800000000000001,3.1,2.197656812461518,0.5172736137994434,1.8465513518457808,5.0,0.24571343472324758,2.7048563943477033,4.0,0.5147484668343427,-0.14723170814319259,331003.16190431756,2.0733579320831352,0.30795675379185616,1.7325814208276917,inf,0.1216522420674977,2.531451525743266,1.0,0.4549919847938295,-0.10701242096696029,0.5620044057607898,391248.1822504801
dca_zone_overlay,35,-0.12663861631986562,0.8,38,5,57,10,-50.0,-125.0,70.0,220.0,1.0,0.5,100_50_25_10_0,21,4.4,3.3000000000000003,2.1401335114665256,0.49041917350550024,1.8147208429073678,5.0,0.23767664677634515,2.5930870046101755,4.0,0.4880476598300376,-0.17393251514749775,326003.42000918754,2.046976385643089,0.2953017308424679,1.7252780685420228,inf,0.11909870820169532,2.479470477063196,1.0,0.4353657894409242,-0.12663861631986562,0.5620044057607898,386726.83010999014
dca_zone_overlay,36,-0.17898735417818967,0.7,34,4,60,12,-45.0,-155.0,55.0,240.0,0.2,0.2,100_75_50_25_0,13,4.6,3.4000000000000004,2.107300135843748,0.4492325447684513,1.7676134649760757,5.0,0.24108635023963698,2.559502554833296,4.0,0.4470860270808179,-0.21489414789671746,319139.5244698126,1.937415285082109,0.2613038237179879,1.619576129398132,inf,0.11484407859848555,2.275292090866526,1.0,0.38301705158260013,-0.17898735417818967,0.5620044057607898,375639.74345860013
dca_zone_overlay,37,-0.14849771273512968,0.75,31,5,52,18,-50.0,-165.0,105.0,195.0,0.6000000000000001,0.5,100_50_25_10_0,19,5.0,2.3,2.0748709494176136,0.4532119081916739,1.7842099099583524,5.0,0.24274049350051186,2.469227033714741,4.0,0.4510428529738323,-0.21093732200370308,319393.0785822301,2.051940293836978,0.2811489085416288,1.7496418562489773,inf,0.1126720623668791,2.4952850124120465,1.0,0.4135066930256601,-0.14849771273512968,0.5620044057607898,381482.7496324901
dca_zone_overlay,38,-0.11599703841733033,0.8,38,5,45,14,-45.0,-120.0,65.0,230.0,0.1,1.2000000000000002,100_75_50_25_0,17,4.300000000000001,3.8000000000000003,2.235127580462776,0.525259681193158,1.8586979196834257,5.0,0.2584128206568148,2.788000721528975,4.0,0.5226868515779411,-0.13929332339959422,332184.84124704,2.039283792566869,0.3021695066540304,1.708284801597373,inf,0.1228073139414756,2.460517187095475,1.0,0.44600736734345947,-0.11599703841733033,0.5620044057607898,389839.23866161006
dca_zone_overlay,39,-0.12454184191880979,0.75,27,5,57,11,-50.0,-130.0,85.0,215.0,0.5,0.0,100_75_50_25_0,21,4.800000000000001,3.1,2.1076968693672926,0.48518913064627056,1.8029803220512743,5.0,0.23803244305472226,2.52031360299431,4.0,0.4828457123037699,-0.17913446267376548,325261.77407890756,2.0699395893166628,0.2966560713529829,1.7346236872514025,inf,0.11715476317338536,2.532172515375591,1.0,0.43746256384198,-0.12454184191880979,0.5620044057607898,387612.19483391015
dca_zone_overlay,40,-0.14939420014429516,0.8,33,4,40,20,-20.0,-150.0,150.0,200.0,1.3,0.30000000000000004,100_50_25_10_0,18,1.6,3.2,2.261820647191776,0.49670772395198204,1.8623273352999412,5.0,0.24561696371191233,2.8747453953224156,4.0,0.49429861475175013,-0.16768156022578523,326837.72411114,1.9863136086961846,0.2805671497600628,1.6845395251867978,inf,0.11907881319224045,2.356146674951455,1.0,0.41261020561649464,-0.14939420014429516,0.5620044057607898,381951.99779672007
dca_zone_overlay,41,-0.10190237017598291,0.8,40,5,60,10,-50.0,-135.0,55.0,250.0,0.4,0.6000000000000001,100_75_50_25_0,19,4.800000000000001,2.8000000000000003,2.1819351136164764,0.5082312281751619,1.8213826788805885,5.0,0.2433330160058157,2.6817590291785134,4.0,0.5057587197570381,-0.1562214552204973,329449.24375310505,2.1027041272643636,0.31124375217392575,1.7510945067563464,inf,0.11994193376848583,2.594953594584312,1.0,0.4601020355848069,-0.10190237017598291,0.5620044057607898,392334.13411528
dca_zone_overlay,42,-0.10190237017598291,0.8,40,5,58,10,-50.0,-135.0,55.0,245.0,0.30000000000000004,0.4,100_75_50_25_0,20,4.7,2.7,2.18793299402203,0.510574651909739,1.8284706258365289,5.0,0.24333215970151956,2.6923414946665307,4.0,0.5080888939574417,-0.1538912810200937,329846.88370735507,2.1027041272643636,0.31124375217392575,1.7510945067563464,inf,0.11994193376848583,2.594953594584312,1.0,0.4601020355848069,-0.10190237017598291,0.5620044057607898,392334.13411528
dca_zone_overlay,43,-0.10116829728797683,0.8,37,5,54,12,-45.0,-120.0,65.0,240.0,0.9,0.8,100_75_50_25_0,14,4.6,3.0,2.2120616832853286,0.5256213259393665,1.8594667964151654,5.0,0.25187335232476527,2.7297763318520025,4.0,0.5230488339213286,-0.1389313410562067,332393.18236126256,2.089201711395648,0.31171566988627575,1.747212747442022,inf,0.12165778059773191,2.5622337375772175,1.0,0.460836108472813,-0.10116829728797683,0.5620044057607898,392525.9397772301
dca_zone_overlay,44,-0.10114299480147704,0.8,37,5,54,17,-40.0,-120.0,65.0,240.0,0.9,0.7000000000000001,100_75_50_25_0,11,4.6,3.0,2.2404136106389365,0.52719059678515,1.863924422677664,5.0,0.25044420685176194,2.797810071556354,4.0,0.5246081675546916,-0.13737200742284378,332490.49326471257,2.066971146661831,0.3117319350418739,1.7448631801760062,inf,0.12431862690163442,2.5075239552680064,1.0,0.46086141095931277,-0.10114299480147704,0.5620044057607898,391831.4625276201
dca_zone_overlay,45,-0.13302203027920756,0.75,35,5,53,17,-40.0,-120.0,80.0,180.0,0.9,0.8,100_75_50_25_0,10,4.9,3.0,2.1573962052287,0.4908127425564308,1.8185893552347712,5.0,0.24490704961113063,2.6344993535001384,4.0,0.48843529529896534,-0.17354487967857002,325771.9673640101,2.0109907471456805,0.2911751151447357,1.7092901256250115,inf,0.12136539091212728,2.399161020752255,1.0,0.42898237548158225,-0.13302203027920756,0.5620044057607898,384910.7203223202
dca_zone_overlay,46,-0.13057904517343277,0.8,37,4,47,16,-35.0,-100.0,65.0,230.0,1.1,1.1,100_75_50_25_0,10,4.6,3.4000000000000004,2.2559957084670104,0.5124782451030068,1.8267813209003214,5.0,0.2579870664180728,2.861708221727146,4.0,0.5099759011825576,-0.15200427379497772,330179.14128214255,1.977188393133499,0.2927550223196247,1.6603483532316767,inf,0.1255593017693737,2.331607600505415,1.0,0.43142536058735703,-0.13057904517343277,0.5620044057607898,385144.49444575014
