date,core_satellite_equity,adaptive_balanced_equity,adaptive_aggressive_equity,static_top10_dca_equity,annual_top10_dca_equity,etf_dca_equity,etf_buy_hold_norm
2019-02-05,111679.83800607003,111537.40697666002,111490.28762692004,111394.21354325999,111394.21354325999,111920.07777500001,1.0
2019-02-14,114187.60800607002,113732.26697666003,113580.33762692002,113273.56354326001,113273.56354326001,114846.07777500001,1.026143790849673
2019-02-19,113977.45800607,113859.19697666002,113818.55762692001,113736.61354326,113736.61354326,114187.727775,1.0202614379084967
2019-02-21,115491.56800607001,114533.17697666003,114213.18762692001,113569.95354326001,113569.95354326001,116821.12777500002,1.0437908496732027
2019-02-28,113322.12800607001,113260.08697666002,113239.84762691999,113195.98354326,113195.98354326,113456.227775,1.0137254901960784
2019-04-17,122280.45027192001,120277.60148941002,119617.28019289002,118279.77987677,118279.77987677,125040.58575218002,1.0281045751633986
2019-05-21,119150.79086711002,117042.50989572002,116352.09538891002,114942.49331712001,114942.49331712001,122077.29628838,0.9281045751633986
2019-07-09,134308.73821100002,131721.58661836002,130873.13672139001,129146.64878627002,129146.64878627002,137930.41830918004,0.9751633986928104
2019-07-11,132766.65821100003,129294.54661836002,128151.86672139002,125829.57878627002,125829.57878627002,137560.65830918003,0.9725490196078431
2019-08-21,144488.70712151,139722.27454548003,138147.55318193,134961.82106016,134961.82106016,151056.62032998,0.9980392156862744
2019-08-22,143811.10712151002,139054.45454548002,137482.88318193,134302.64106016,134302.64106016,150364.18032998,0.9934640522875816
2019-08-28,142367.50712151002,138008.96454548,136570.66318193002,133655.51106015997,133655.51106015997,148385.78032998,0.9803921568627451
2019-09-02,158817.82184335002,153028.30401922003,151113.47160525003,147249.40069398005,147249.40069398005,166806.43285498003,1.0326797385620916
2019-09-04,158355.89184335002,151660.45401922002,149442.46160525002,144972.17069398,144972.17069398,167545.42285498002,1.0372549019607842
2019-09-09,158251.14184335002,152113.85401922002,150082.14160525,145987.06069398002,145987.06069398002,166700.86285498002,1.0320261437908496
2019-09-17,157488.83184335002,150454.13401922002,148125.52160525002,143424.64069398,143424.64069398,167123.14285498002,1.0346405228758169
2019-09-23,145348.76184335002,137644.87401922,135095.18160525002,129924.28069397999,129924.28069397999,155827.15285498003,0.9647058823529411
2019-10-24,157280.26776167002,149727.80963641,147227.13017362,142162.23891524,142162.23891524,167616.98263688,0.9758169934640523
2019-10-27,158117.23776167003,150435.76963641,147892.25017362,142743.18891524003,142743.18891524003,168627.32263688,0.9816993464052287
2019-10-28,158720.20776167003,151241.35963641002,148765.31017362,143753.30891524002,143753.30891524002,168964.10263688004,0.9836601307189542
2019-10-30,161603.07776167,154274.95963641003,151847.41017362,146944.90891524,146944.90891524,171658.34263688,0.9993464052287581
2019-10-31,162050.02776167,154976.52963641004,152632.99017362,147902.71891524,147902.71891524,171770.60263688004,1.0
2019-11-03,172980.84465437,165778.84428722004,163392.67890506002,158577.22511869,158577.22511869,182927.56815108002,1.0058823529411764
2019-11-04,173716.56465437,166444.25428722,164033.02890506003,159173.27511868998,159173.27511868998,183759.58815108,1.0104575163398692
2019-11-20,169598.80465437,161715.74428722003,159101.29890506004,153818.30511869004,153818.30511869004,180431.50815108002,0.992156862745098
2019-11-21,168673.44465437002,160806.34428722004,158197.73890506002,152923.73511869003,152923.73511869003,179480.62815108002,0.9869281045751633
2019-11-27,163861.26465437,156651.58428722003,154262.48890506002,149419.40511869002,149419.40511869002,173775.34815108,0.9555555555555555
2019-12-03,170338.06621594002,162949.21244444003,160495.27566972002,155558.60993059003,155558.60993059003,180506.60618628,0.937908496732026
2019-12-25,173226.97621594,165469.22244444003,162890.14566972002,157710.09993059002,157710.09993059002,183902.66618628,0.9555555555555555
2019-12-30,174847.18621594002,168094.46244444003,165843.13566972004,161603.46993059,161603.46993059,184028.44618628002,0.9562091503267974
2019-12-31,179663.54621594,175079.14244444002,173545.41566972004,171278.08993059007,171278.08993059007,185663.58618628,0.9647058823529411
2020-01-02,185689.71801723,178243.41111151004,175777.46736090002,171907.10948938003,171057.61160904003,195743.89871128,0.9660130718954247
2020-01-12,181844.68801723002,174078.02111151002,171497.96736090002,167297.77948938,166539.53678211002,192433.14871128,0.949673202614379
2020-01-28,179857.62801723002,171721.23111151002,168966.7073609,165527.12948938,163683.00678211002,191108.84871128,0.9431372549019608
2020-01-30,184992.81801723002,176423.61111151002,173571.49736090002,171626.53948938,168245.96678211002,196670.90871128,0.9705882352941175
2020-02-05,192678.82126049,184240.02816429004,181397.23239987003,177040.95052476999,175705.9163009,204558.70073208,0.9607843137254901
2020-02-11,193659.07126049,185345.18816429004,182512.07239987003,175379.80052477,176856.57630090002,205393.60073208,0.9647058823529411
2020-02-12,189486.25126048998,182035.27816429004,179485.87239987002,172843.17052477,174553.6463009,199827.60073208,0.9385620915032679
2020-02-16,188048.42126049,180489.35816429002,177864.04239987003,169573.97052477,172673.15630090004,198714.40073208,0.9333333333333332
2020-02-18,186048.50126049004,178514.47816429002,175913.48239987,167080.80052477,170811.29630090002,196627.15073208002,0.9235294117647059
2020-02-23,190622.77126049,180966.35816429002,177678.55239987,167167.76052477,170730.88630090002,204697.85073208003,0.961437908496732
2020-02-24,186410.81126048998,176512.56816429005,173123.17239987,161955.04052477,165740.17630090003,201079.95073208,0.9444444444444443
2020-03-03,177795.82028906,169245.59836934003,166202.73738882,152401.33348892,160958.26205417005,189726.39575008003,0.8477124183006536
2020-03-08,175629.44028906,165378.07836934004,161840.74738882002,147349.60348892002,154966.97205417007,190457.79575008003,0.8509803921568627
2020-03-10,161281.07028906,152818.17836934002,149840.91738882003,137050.79348892003,144753.38205417004,173050.47575008002,0.7732026143790849
2020-03-17,133788.79028906,125579.69836934004,122762.34738882002,109075.76348892001,117196.07935309003,145696.11575008003,0.6509803921568628
2020-03-19,126778.34028906001,120370.16836934004,118168.36738882001,105244.75348892002,114538.44935309002,135456.51575008003,0.6052287581699346
2020-04-02,146906.72056413002,139692.00124145002,137322.52355324,127974.49882203,134871.17766239002,155533.00403138006,0.6509803921568628
2020-04-05,146429.58056413,138825.60124145003,136327.26355324002,124683.32882203002,133110.15766239,156001.45403138,0.6529411764705882
2020-04-06,145254.66056413,138683.43124145005,136483.52355324003,126631.35882203002,134542.68766239,152878.45403138,0.6398692810457516
2020-04-09,157440.65056413002,149343.14124145004,146627.96355324,132757.68882203,142488.96766239,168181.15403138002,0.7039215686274509
2020-04-22,154057.78056413002,145979.42124145004,143293.61355324002,134691.00882203,139640.62766239003,164433.55403138,0.688235294117647
2020-04-23,155158.03056413,148160.52124145004,145807.89355324002,139584.36882203002,143908.28766239,163184.35403138003,0.6830065359477123
