family,parameter,importance
hierarchy_combo,trend_indicator,0.7241759742078111
hierarchy_combo,hierarchy,0.13744392114830978
hierarchy_combo,atr_trail,0.08772099659690935
hierarchy_combo,atr_stop,0.050659108046969624
