symbol,variant,base_family,gate_family,bars,window_scheme,gate_on_ratio,holdout_excess_return_vs_dca,holdout_cagr,holdout_sharpe,holdout_max_drawdown,wf_excess_return_vs_dca,holdout_pass
ISPH,overlay_base,dca_tactical_overlay,none,2012,primary,1.0,-0.27784812620865074,1.278046141183653,2.127021063180074,0.23190382893480233,0.03478056933691953,0.0
ISPH,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,2012,primary,0.3305168986083499,-2.984471402485742,0.0,0.0,0.0,-0.001854825626399359,0.0
ISPH,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,2012,primary,0.3305168986083499,-0.6356323737150009,1.1372668258612162,2.0450776436896545,0.2109013057973289,0.04963677344087325,0.0
ISPH,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,2012,primary,0.14214711729622267,-2.984471402485742,0.0,0.0,0.0,0.006323302259449282,0.0
ISPH,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,2012,primary,0.14214711729622267,-0.6763273251155435,1.1209082296545527,2.129968334682638,0.20167799010576282,0.025532627373383732,0.0
ISPH,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,2012,primary,0.2629224652087475,-2.984471402485742,0.0,0.0,0.0,0.006323302259449282,0.0
ISPH,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,2012,primary,0.2629224652087475,-0.6863292466126572,1.1168762225642341,2.0886394447326775,0.21090454322748364,0.043115838601413506,0.0
JUFO,pullback_base,dca_pullback_only,none,3746,primary,1.0,0.052228015141219775,0.35279373869007413,0.8794243721294677,0.4350792758040004,-0.02490450043447781,1.0
JUFO,overlay_base,dca_tactical_overlay,none,3746,primary,1.0,-0.1014568162659355,0.32361371364725655,0.8307214823695671,0.4025769311727363,0.008760736318420094,0.0
JUFO,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,3746,primary,0.3582487987186332,-0.23738274014224947,0.2967068917477724,0.903540057715244,0.33605146619790016,-0.05749553381604291,0.0
JUFO,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,3746,primary,0.3582487987186332,-0.35779893962783627,0.27191669779447536,0.7625325885892109,0.3833366773801059,0.009923085528345595,0.0
JUFO,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,3746,primary,0.1783235451147891,-1.3998183135290945,0.0,0.0,0.0,-0.005526950561376864,0.0
JUFO,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,3746,primary,0.1783235451147891,-0.17472802470472493,0.3092448133740273,0.8498580685100634,0.3833433823673853,0.005380501683560371,0.0
JUFO,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,3746,primary,0.29738387613454353,-1.3998183135290945,0.0,0.0,0.0,-0.005526950561376864,0.0
JUFO,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,3746,primary,0.29738387613454353,-0.2588900864476549,0.2923475381716123,0.803679335863103,0.3815179253482951,0.00585181011402533,0.0
MCQE,pullback_base,dca_pullback_only,none,5907,primary,1.0,-1.125469436343618,0.957308702676086,1.6083993174722997,0.4754383059088042,0.5217030269586808,0.0
MCQE,overlay_base,dca_tactical_overlay,none,5907,primary,1.0,-1.8317656108878175,0.9444345418679005,1.6166052202450356,0.4434918423355064,0.6463222825071185,0.0
MCQE,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,5907,primary,0.35144743524631794,-14.921719692446587,0.6142564684470178,1.434275132237304,0.37381733444455245,-0.30024460019735427,0.0
MCQE,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,5907,primary,0.35144743524631794,-3.2761910110307184,0.9170835685791348,1.626835379253462,0.41773553562759536,0.9658131474068495,0.0
MCQE,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,5907,primary,0.15033011681056374,-23.337138650046313,0.0,0.0,0.0,-0.07618102853667802,0.0
MCQE,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,5907,primary,0.15033011681056374,-5.7560651236109805,0.8664738086662453,1.6243379045782358,0.41332695715923906,0.6803505892779137,0.0
MCQE,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,5907,primary,0.2937193160656848,-23.337138650046313,0.0,0.0,0.0,-0.455605070828496,0.0
MCQE,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,5907,primary,0.2937193160656848,-4.387241863908528,0.89502282186755,1.6330953763820772,0.41634875283637907,0.7261949441102402,0.0
OIH,pullback_base,dca_pullback_only,none,5948,primary,1.0,1.8075237335169199,0.5134716254599814,1.0672770510459921,0.411478447014057,0.02011570686307701,1.0
OIH,overlay_base,dca_tactical_overlay,none,5948,primary,1.0,-1.1591860805334413,0.34804325740567443,0.8635202948438778,0.38366441442120325,0.004837236276610956,0.0
OIH,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,5948,primary,0.3034633490248823,-2.649086273886882,0.22444875764058247,1.042048368993839,0.24634091114757606,0.005673640554826542,0.0
OIH,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,5948,primary,0.3034633490248823,-1.5387104501950466,0.32046452231304245,0.8346042004172299,0.38629424005831237,0.02961291413694756,0.0
OIH,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,5948,primary,0.1593813046402152,-4.010681348234267,0.04597577198938563,0.4229103893984341,0.21310180841141058,-0.017139656538294423,0.0
OIH,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,5948,primary,0.1593813046402152,-0.9067921957578742,0.3652854722891796,0.9208609770632593,0.3546138129321469,0.024161874933152423,0.0
OIH,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,5948,primary,0.2785810356422327,-0.35659703852066205,0.400294119323374,1.152209326635087,0.3566345322574681,-0.058783465865228625,0.0
OIH,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,5948,primary,0.2785810356422327,-1.3505692536396352,0.33440072240758845,0.8631175531180961,0.36588466972757183,0.021723900205451736,0.0
ORAS,pullback_base,dca_pullback_only,none,2676,primary,1.0,-1.072427584167004,0.41496858474930653,1.2891294536504476,0.22665213485788427,0.040199872626774505,0.0
ORAS,overlay_base,dca_tactical_overlay,none,2676,primary,1.0,-0.2338983052432262,0.6595055836345973,1.5221408898729063,0.2996340421380338,0.0004987589749266953,0.0
ORAS,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,2676,primary,0.3505231689088191,-1.2713028004076647,0.3496416799443194,1.2035349247780343,0.2264411361664661,0.077064859486835,0.0
ORAS,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,2676,primary,0.3505231689088191,-0.2805345100044474,0.6469668063038965,1.5844546074314112,0.2612713540471129,-0.003721448484791624,0.0
ORAS,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,2676,primary,0.1890881913303438,-2.159029696989792,0.0,0.0,0.0,0.0043622810372720856,0.0
ORAS,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,2676,primary,0.1890881913303438,-0.4026357422041409,0.6136208878581,1.5642492157981367,0.25367608371809025,-0.0004854769989461389,0.0
ORAS,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,2676,primary,0.27840059790732435,-1.4900843861589361,0.273422969026625,1.3635517422472834,0.15293762538260158,0.006328514892174009,0.0
ORAS,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,2676,primary,0.27840059790732435,-0.4230345043813091,0.6079744527838407,1.536806935466588,0.27150843649114476,0.001464713909354814,0.0
ORHD,pullback_base,dca_pullback_only,none,4488,primary,1.0,-1.9607195383960985,0.6128469318736594,1.26358442024135,0.41613866257581555,-0.0036953181292355038,0.0
ORHD,overlay_base,dca_tactical_overlay,none,4488,primary,1.0,-1.1837440462384379,0.6742183339378829,1.347346449584935,0.40305904698794515,0.07541007906437003,0.0
ORHD,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,4488,primary,0.3533868092691622,-2.5126907652481316,0.5653241789390515,1.2764820584195433,0.34335383236829986,-0.27756784950535573,0.0
ORHD,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,4488,primary,0.3533868092691622,-2.117035451136738,0.5997524081529411,1.295567658277453,0.36709379681102683,0.06275028510441333,0.0
ORHD,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,4488,primary,0.21702317290552584,-5.273997758952083,0.2415561383578615,0.8274798346036639,0.3976977889344716,-0.3480510577409716,0.0
ORHD,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,4488,primary,0.21702317290552584,-1.9957262974926033,0.6099380258776326,1.3395744956521802,0.3661651404378744,-0.01548468323784767,0.0
ORHD,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,4488,primary,0.30325311942959,-6.4322520769993865,0.0,0.0,0.0,-0.3480510577409716,0.0
ORHD,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,4488,primary,0.30325311942959,-1.169314226002209,0.6753048323935598,1.4163178963276501,0.370397331282977,0.017413708875627237,0.0
ORWE,pullback_base,dca_pullback_only,none,5881,primary,1.0,-0.409393518451882,0.25053737661233977,0.7537496270816173,0.39502774992913603,-0.13452980429036038,0.0
ORWE,overlay_base,dca_tactical_overlay,none,5881,primary,1.0,-0.3165680929186703,0.25920464974791546,0.7749301732774253,0.38226429206673107,0.016070724662855546,0.0
ORWE,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,5881,primary,0.3567420506716545,-0.23960677555100895,0.26622852517533846,0.8292976787894908,0.3879374807078416,-0.09843197683558597,0.0
ORWE,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,5881,primary,0.3567420506716545,-0.6182032124694148,0.23019408097595062,0.7361420798617168,0.3726564256899658,0.007236817668622486,0.0
ORWE,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,5881,primary,0.17939125998979766,-1.8522850144852916,0.07372151251032122,0.39434211856497214,0.33968935165358494,-0.10874353578637196,0.0
ORWE,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,5881,primary,0.17939125998979766,-0.4879445576699548,0.24302709703211933,0.7723316665196331,0.3830402909053078,0.055725598010038534,0.0
ORWE,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,5881,primary,0.30164937935725217,-2.2455652240614308,0.0,0.0,0.0,-0.12603975168343806,0.0
ORWE,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,5881,primary,0.30164937935725217,-0.45781946506216276,0.24592698872025864,0.7727886705424398,0.3833317059167347,0.049954726602461245,0.0
PHDC,pullback_base,dca_pullback_only,none,4326,primary,1.0,0.4184367812430523,0.7024185055719088,1.418756654541374,0.4060060586462969,-0.05269800924270944,1.0
PHDC,overlay_base,dca_tactical_overlay,none,4326,primary,1.0,-0.6671050185461356,0.6094413077388254,1.3112347249021454,0.39953458580879164,-0.005385973774707065,0.0
PHDC,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,4326,primary,0.34627831715210355,-2.472511009933996,0.41739350580635426,1.1813299720082653,0.35398713127987136,-0.019994806730410097,0.0
PHDC,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,4326,primary,0.34627831715210355,-1.1684558902626438,0.5617100002571387,1.2898281605060555,0.3630705502894438,-0.01100859085950181,0.0
PHDC,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,4326,primary,0.2059639389736477,-2.6231613836776013,0.398247073276478,1.1998470775320398,0.35398713127987136,-0.08684514149668483,0.0
PHDC,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,4326,primary,0.2059639389736477,-1.1361009050109034,0.564898447534989,1.3269910354558092,0.34333494650334273,-0.01075719775859869,0.0
PHDC,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,4326,primary,0.3083680073971336,-4.779218578640953,0.0,0.0,0.0,-0.08684514149668483,0.0
PHDC,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,4326,primary,0.3083680073971336,-0.9017071526276208,0.5875393645301299,1.3397858774725238,0.3638304214923245,0.00604270625215278,0.0
RAYA,pullback_base,dca_pullback_only,none,4991,primary,1.0,0.3883123613482491,0.4923335976251497,1.003764650081093,0.4144265947284327,-0.06522292875734902,1.0
RAYA,overlay_base,dca_tactical_overlay,none,4991,primary,1.0,-0.4334137030250522,0.42428690402067226,0.926473134245288,0.39625619062610373,1.5696262338846527,0.0
RAYA,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,4991,primary,0.2236024844720497,-1.6593193818259504,0.3003099885672986,0.8529403134433259,0.3733232020693983,-0.3481293204489115,0.0
RAYA,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,4991,primary,0.2236024844720497,-1.003600153902513,0.3707254751716451,0.8729372915100954,0.37553622799512865,1.9533124121019236,0.0
RAYA,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,4991,primary,0.13203766780204368,-3.4855614535120507,0.0,0.0,0.0,-0.4107400860669275,0.0
RAYA,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,4991,primary,0.13203766780204368,-1.0257594951156035,0.3685153136189423,0.8835577027463489,0.358151378344455,4.748858302686353,0.0
RAYA,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,4991,primary,0.27709877780004005,-3.4855614535120507,0.0,0.0,0.0,-0.4192858961984401,0.0
RAYA,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,4991,primary,0.27709877780004005,-0.7650106239034447,0.3938810124387151,0.9102181448526986,0.3812926963848161,4.582169956824888,0.0
RMDA,pullback_base,dca_pullback_only,none,1526,primary,1.0,0.05878704592156625,0.2920347451255252,0.8465511129747494,0.3452206105268395,-0.005857481335375336,1.0
RMDA,overlay_base,dca_tactical_overlay,none,1526,primary,1.0,-0.06027840330236911,0.19769354469530476,0.6647841409481402,0.33909516029757025,-0.030360554054362332,0.0
RMDA,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,1526,primary,0.29882044560943644,-0.3588087912959269,-0.04615667058662476,-0.06284196425233002,0.2632312179894657,0.020056175520204222,0.0
RMDA,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,1526,primary,0.29882044560943644,-0.06431139628743954,0.19447167116802588,0.6750423887049717,0.3144827954232624,-0.05715236457553374,0.0
RMDA,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,1526,primary,0.16382699868938402,-0.3588087912959269,-0.04615667058662476,-0.06284196425233002,0.2632312179894657,-0.3795830716332399,0.0
RMDA,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,1526,primary,0.16382699868938402,-0.06200464632321245,0.19631470454182098,0.6898919615224754,0.30624623570924836,-0.05687772717712036,0.0
RMDA,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,1526,primary,0.29554390563564875,-0.30339619916132476,0.0,0.0,0.0,-0.3795830716332399,0.0
RMDA,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,1526,primary,0.29554390563564875,-0.0580410766484869,0.19948012676349114,0.6936071954078656,0.31115826253181356,-0.020189037921078512,0.0
TMGH,pullback_base,dca_pullback_only,none,4431,primary,1.0,-0.1606659501868002,0.9454453974530599,1.6362189923620447,0.43782207319434074,-0.0828727355687888,0.0
TMGH,overlay_base,dca_tactical_overlay,none,4431,primary,1.0,-1.1958925157733287,0.8879431263056969,1.5834093490826648,0.4445923608248421,-0.0037191263086380423,0.0
TMGH,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,4431,primary,0.3644775445723313,-3.038940781415884,0.7730840751806527,1.5425974089323746,0.4244264275891434,-0.09431873460421072,0.0
TMGH,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,4431,primary,0.3644775445723313,-0.6476666699284248,0.9189332823249692,1.6590970532542966,0.4047177020749836,0.0003576408594473337,0.0
TMGH,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,4431,primary,0.19408711351839314,-9.399992086634718,0.030761722342988795,0.24654771925166125,0.274200929241866,-0.11329392537481853,0.0
TMGH,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,4431,primary,0.19408711351839314,-2.5181040446448897,0.8074268342803026,1.5772859739344391,0.4165035469165854,-0.02425275435610404,0.0
TMGH,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,4431,primary,0.3012863913337847,-9.512263140235456,0.0,0.0,0.0,-0.11329392537481853,0.0
TMGH,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,4431,primary,0.3012863913337847,-1.8727055097651242,0.8478298911721054,1.609064305828887,0.39502349058848596,-0.00895694896989741,0.0
VLMR,pullback_base,dca_pullback_only,none,6013,primary,1.0,0.012831620731190263,-0.16899827063200556,-0.5177093204495844,0.6657006610164304,-0.05450505593356055,1.0
VLMR,overlay_base,dca_tactical_overlay,none,6013,primary,1.0,0.037768276599513984,-0.15873310689272635,-0.5071168066593742,0.6337178197680846,0.013644760870349916,1.0
VLMR,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,6013,primary,0.3216364543489107,0.1813550743991258,-0.10724580485489743,-0.42068891564888533,0.522512248731135,-0.08587039576384173,1.0
VLMR,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,6013,primary,0.3216364543489107,0.043520933106000914,-0.15643072234656996,-0.49875267604922546,0.6333310589635046,-0.0018167766374153286,1.0
VLMR,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,6013,primary,0.13321137535340097,0.41595221875096033,-0.04153194724429754,-0.3553559095805348,0.2472685365470606,-0.3106080631061419,1.0
VLMR,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,6013,primary,0.13321137535340097,0.044582786050781475,-0.15600831419452132,-0.49903857253135736,0.6326982273196139,-0.01915948085038904,1.0
VLMR,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,6013,primary,0.2586063529020456,0.3063404088321101,-0.07007180343174302,-0.7079113022024689,0.3265268698250611,-0.28528588019211915,1.0
VLMR,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,6013,primary,0.2586063529020456,0.09831077339884486,-0.13560497355471612,-0.4939137750618015,0.5831157247018286,0.008040375794017144,1.0
VLMRA,pullback_base,dca_pullback_only,none,1098,fallback,1.0,0.0645399059843268,0.28315861041850554,1.3341213125841462,0.110573938337299,0.05724708948341803,1.0
VLMRA,overlay_base,dca_tactical_overlay,none,1098,fallback,1.0,-0.0037488356899775255,0.20187469594556284,0.806697572672314,0.15582268475371508,0.0130571721309371,0.0
VLMRA,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,1098,fallback,0.2522768670309654,-0.176172400566305,0.0,0.0,0.0,0.1578291526899922,0.0
VLMRA,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,1098,fallback,0.2522768670309654,0.003650810260721782,0.2106475914886774,0.8421078485975283,0.1479431812055172,0.0069086986719088805,1.0
VLMRA,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,1098,fallback,0.12750455373406194,-0.176172400566305,0.0,0.0,0.0,0.1578291526899922,0.0
VLMRA,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,1098,fallback,0.12750455373406194,-0.01725346418833773,0.18588611959318468,0.7831714166583859,0.14730020213718842,0.012783020059743327,0.0
VLMRA,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,1098,fallback,0.26958105646630237,-0.176172400566305,0.0,0.0,0.0,0.1578291526899922,0.0
VLMRA,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,1098,fallback,0.26958105646630237,-0.02134505242385254,0.18104767032889924,0.7621820554557207,0.14645916662149439,0.027847130570030076,0.0
