symbol,variant,base_family,gate_family,bars,window_scheme,gate_on_ratio,holdout_excess_return_vs_dca,holdout_cagr,holdout_sharpe,holdout_max_drawdown,wf_excess_return_vs_dca,holdout_pass
AMOC,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,4958,primary,0.29245663574021785,-0.23453391744566332,0.19515107443114466,0.6733542730859939,0.42420708726325906,0.43456642141009105,0.0
AMOC,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,4958,primary,0.16478418717224688,-1.2490049396492284,0.0,0.0,0.0,-0.1875170988479279,0.0
AMOC,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,4958,primary,0.16478418717224688,-0.07866456112102904,0.2180402357046134,0.7307114844868287,0.39958930968621653,0.39476476363454466,0.0
AMOC,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,4958,primary,0.27289229528035497,-1.2490049396492284,0.0,0.0,0.0,-0.1940970956082199,0.0
AMOC,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,4958,primary,0.27289229528035497,-0.21971632293129106,0.19738268089498434,0.6772014171596462,0.4116736724893646,0.42112668771377937,0.0
ARCC,pullback_base,dca_pullback_only,none,2871,primary,1.0,-0.04903208246859769,1.2068832622076524,1.7509910691511654,0.42664347958154725,0.00191567122441399,0.0
ARCC,overlay_base,dca_tactical_overlay,none,2871,primary,1.0,-0.5170075925405371,1.130101152425968,1.6931147467903958,0.42499543024483233,0.0018805644768635171,0.0
ARCC,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,2871,primary,0.36955764541971436,-1.184728721605227,1.014013606849796,1.7246719546046088,0.36729905257109974,-0.022346155816772652,0.0
ARCC,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,2871,primary,0.36955764541971436,-0.9718247489509757,1.0519386130870214,1.7000838486984409,0.4014234972970303,-0.0022492152677310103,0.0
ARCC,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,2871,primary,0.16161616161616163,-5.098104513787705,0.0,0.0,0.0,-0.04872801841308169,0.0
ARCC,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,2871,primary,0.16161616161616163,-1.366309242017449,0.980934198001927,1.6664039584728603,0.3982306668815744,-0.015376935381902686,0.0
ARCC,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,2871,primary,0.29780564263322884,-5.098104513787705,0.0,0.0,0.0,-0.04872801841308169,0.0
ARCC,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,2871,primary,0.29780564263322884,-1.0791196621629062,1.0329386069817588,1.6863749950143059,0.42448686462869134,0.00300555206022675,0.0
BFTH,pullback_base,dca_pullback_only,none,3304,primary,1.0,-0.011269001313706895,-0.11731744844842029,-0.0910725445191626,0.48007693575640886,-0.02897960815487418,0.0
BFTH,overlay_base,dca_tactical_overlay,none,3304,primary,1.0,-0.044102601410288766,-0.13289774733664428,-0.1347507422021976,0.5198622082751613,0.015025791483534019,0.0
BFTH,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,3304,primary,0.2645278450363196,0.037967730871367844,-0.09475353059945124,-0.22106727148411104,0.3445348962263546,-0.10348663022782317,1.0
BFTH,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,3304,primary,0.2645278450363196,0.05605792176145985,-0.08668742651454553,-0.033279437140065475,0.47725447186881464,0.07149740633926935,1.0
BFTH,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,3304,primary,0.1431598062953995,0.1207402702319249,-0.058746594514713646,-0.12715850045875376,0.34573985219139947,-0.23119447398155096,1.0
BFTH,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,3304,primary,0.1431598062953995,0.0800769317897515,-0.07615237207684711,-0.016314650387388784,0.4511517126641008,0.07704816822295112,1.0
BFTH,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,3304,primary,0.24848668280871672,0.2671674671840776,0.0,0.0,0.0,-0.2250641749504386,1.0
BFTH,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,3304,primary,0.24848668280871672,0.05013320563860546,-0.08931645642729436,-0.04724432102168275,0.4746129475183969,0.04064891991315394,1.0
CCAP,pullback_base,dca_pullback_only,none,3930,primary,1.0,-0.1526756416801096,0.21907816962280258,0.6400146352363639,0.5170729429736093,0.05119681681234844,0.0
CCAP,overlay_base,dca_tactical_overlay,none,3930,primary,1.0,-0.21843156650908702,0.2050239521283055,0.6213909991224528,0.49007124477473984,0.018496111361808915,0.0
CCAP,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,3930,primary,0.3147582697201018,-0.14971220085386516,0.21970352659512593,0.6972528385043141,0.3604452550087459,-0.04325404881463325,0.0
CCAP,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,3930,primary,0.3147582697201018,-0.345766907273096,0.17677689348033754,0.5815932102451967,0.4575550041511097,0.009040596441670531,0.0
CCAP,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,3930,primary,0.16539440203562342,-0.8103257433383477,0.059099965932359,0.44828846282717844,0.24077207237033382,-0.062474092014348136,0.0
CCAP,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,3930,primary,0.16539440203562342,-0.25151615022774276,0.19781963696108318,0.6215347915224236,0.450056877047298,0.003270386925552652,0.0
CCAP,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,3930,primary,0.2877862595419847,-0.8103257433383477,0.059099965932359,0.44828846282717844,0.24077207237033382,-0.06401688062434759,0.0
CCAP,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,3930,primary,0.2877862595419847,-0.3172735909806723,0.18322210019876328,0.5921528108546574,0.47671570717575273,0.0071978716229162245,0.0
COMI,pullback_base,dca_pullback_only,none,6039,primary,1.0,0.05953340201288704,0.37582153525727646,1.163859788970435,0.3468375046869555,-0.07514159750347843,1.0
COMI,overlay_base,dca_tactical_overlay,none,6039,primary,1.0,-0.45917440317846925,0.3418820302061909,1.1129187062073762,0.3308116450473655,0.05566824465439125,0.0
COMI,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,6039,primary,0.40105977810895843,-1.7430234216011304,0.24015805996771644,0.9480580433309191,0.2910132037735552,-0.2182780468695491,0.0
COMI,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,6039,primary,0.40105977810895843,-0.779735395279149,0.3191626887226253,1.1054659748984015,0.3227132884827245,0.0801483905116821,0.0
COMI,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,6039,primary,0.2182480543136281,-3.5442897851860753,0.0,0.0,0.0,-0.2977112679882198,0.0
COMI,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,6039,primary,0.2182480543136281,-1.1415892548986135,0.29159794782494886,1.0594064137175196,0.3103977042560446,0.07104197977724482,0.0
COMI,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,6039,primary,0.3273720814704421,-3.5442897851860753,0.0,0.0,0.0,-0.3657362395484876,0.0
COMI,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,6039,primary,0.3273720814704421,-0.5171188172567112,0.33788235053845805,1.1592994092658313,0.3073380372036262,0.12722165311499584,0.0
EAST,pullback_base,dca_pullback_only,none,5592,primary,1.0,-0.5639448852823428,0.3644793155211403,0.9754670470044536,0.4066574845496289,-0.11198844331258481,0.0
EAST,overlay_base,dca_tactical_overlay,none,5592,primary,1.0,-0.4077533318464326,0.3764247749916645,1.0075445284875673,0.3919673521877951,3.335011147800095,0.0
EAST,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,5592,primary,0.37339055793991416,-1.7387286643700288,0.26048836579930246,0.912564041941447,0.35828139054108676,-0.16798002811804885,0.0
EAST,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,5592,primary,0.37339055793991416,-0.7484783659513763,0.3498872026283424,0.9906180660289675,0.35534642299310404,4.010571283778314,0.0
EAST,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,5592,primary,0.18419170243204577,-3.0451864018010797,0.09310581884241809,0.48846043458604244,0.38053362110797806,-0.23389623931044928,0.0
EAST,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,5592,primary,0.18419170243204577,-1.2478031868934445,0.3074296400493486,0.9277361142320072,0.34927679625015184,3.9811962830814336,0.0
EAST,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,5592,primary,0.31527181688125894,-3.5289740893514177,0.0,0.0,0.0,-0.33186369887651196,0.0
EAST,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,5592,primary,0.31527181688125894,-1.3115197164693009,0.3016582569374926,0.9041328208321127,0.3748887983521584,4.00081808448884,0.0
EFID,pullback_base,dca_pullback_only,none,2459,primary,1.0,0.10008120930484277,-0.08640627120300504,0.07463128569134025,0.608500732270709,-0.14337563193829167,1.0
EFID,overlay_base,dca_tactical_overlay,none,2459,primary,1.0,0.04130824029052538,-0.11990587760726845,-0.04133158687636961,0.6076114673277635,0.01107835192393554,1.0
EFID,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,2459,primary,0.33631557543716956,0.4249753896462146,0.0811113655482647,0.5598364393388211,0.21522978834647422,-0.15012319377163574,1.0
EFID,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,2459,primary,0.33631557543716956,0.11305298330714075,-0.07916776897818434,0.04983596174905493,0.5634206447536788,-0.01756229467553816,1.0
EFID,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,2459,primary,0.14436762911752746,0.01567658363276192,-0.13489855538556172,-0.5213326800993077,0.37460714706538567,-0.25932799879426927,1.0
EFID,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,2459,primary,0.14436762911752746,0.04638557843851909,-0.11696453989297684,-0.05361730016141639,0.5831628510851539,-0.027332014299382618,1.0
EFID,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,2459,primary,0.23180154534363562,0.2612267793977131,0.0,0.0,0.0,-0.25932799879426927,1.0
EFID,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,2459,primary,0.23180154534363562,0.06744143074615994,-0.10486420458087609,-0.01910746145538333,0.5794551628254467,-0.022776114949944012,1.0
EFIH,pullback_base,dca_pullback_only,none,1076,fallback,1.0,0.39082703382252215,0.611738296014837,1.6520757741476717,0.21934291739079115,0.049621855514981106,1.0
EFIH,overlay_base,dca_tactical_overlay,none,1076,fallback,1.0,-0.05885144499416817,0.059290887914768886,0.41052260304932087,0.4291571270546285,-0.057036102038529185,0.0
EFIH,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,1076,fallback,0.25,-0.16981534003962162,-0.07124253011829673,-0.39746485498552336,0.18646533309916946,-0.21756164064697264,0.0
EFIH,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,1076,fallback,0.25,-0.05656373227295797,0.06200885589322258,0.4146827400817032,0.4291571270546285,-0.06110961870267376,0.0
EFIH,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,1076,fallback,0.15148698884758363,-0.10898152262087546,0.0,0.0,0.0,-0.12745440998697377,0.0
EFIH,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,1076,fallback,0.15148698884758363,-0.08649901811256511,0.02652724898307346,0.3417844780211941,0.4268590386866593,-0.0865967276085258,0.0
EFIH,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,1076,fallback,0.28066914498141265,-0.10898152262087546,0.0,0.0,0.0,-0.21756164064697264,0.0
EFIH,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,1076,fallback,0.28066914498141265,0.05648493035894986,0.19758996670517148,0.6538402752892225,0.36563198210789194,-0.08018197399659041,1.0
EGAL,pullback_base,dca_pullback_only,none,5411,primary,1.0,-0.2803809302087501,0.7902310580861043,1.3725288902721993,0.5157359703073103,0.03383749464108309,0.0
EGAL,overlay_base,dca_tactical_overlay,none,5411,primary,1.0,-1.5767734265226636,0.7437925878541363,1.3421391633081952,0.5006798770143895,-0.01362176963157259,0.0
EGAL,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,5411,primary,0.3215671779708002,-4.564305129528973,0.6178315920375721,1.343062598247931,0.4036558786116212,-0.2627114092302838,0.0
EGAL,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,5411,primary,0.3215671779708002,-3.4014156916857363,0.6706188001282425,1.3011919753309058,0.48497897686875513,-0.031978087732346346,0.0
EGAL,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,5411,primary,0.19367954167436702,-5.958040759204529,0.5460162808850524,1.3355877376206295,0.3619315418852226,-0.37938193291213523,0.0
EGAL,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,5411,primary,0.19367954167436702,-3.7195031106886063,0.656723433434806,1.3156665811814474,0.4894395334679369,-0.09524755640213733,0.0
EGAL,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,5411,primary,0.29292182591018295,-11.43943237133493,0.0,0.0,0.0,-0.4237598247099424,0.0
EGAL,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,5411,primary,0.29292182591018295,-1.4964921178822177,0.7467884432342653,1.3958945921061965,0.4774191219880377,-0.029847453551004075,0.0
EGCH,pullback_base,dca_pullback_only,none,5354,primary,1.0,-0.26806198911580426,0.3789424316802241,0.9538613352311051,0.4920227293005879,-0.061481535695314414,0.0
EGCH,overlay_base,dca_tactical_overlay,none,5354,primary,1.0,-0.5703442122366398,0.3530204967564927,0.9263671276014153,0.46716456521436445,0.0013279786077327255,0.0
EGCH,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,5354,primary,0.2923048188270452,-1.7231329535653077,0.2355647616660188,0.7596347911720251,0.4744700455402602,-0.24857285959365558,0.0
EGCH,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,5354,primary,0.2923048188270452,-0.36837205945132157,0.3705158058247191,0.9810681491429531,0.4372014072438014,-0.03848882847343614,0.0
EGCH,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,5354,primary,0.1617482256257004,-3.176143084927454,0.0,0.0,0.0,-0.2683154917147017,0.0
EGCH,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,5354,primary,0.1617482256257004,-0.7609944169763065,0.3358046736144731,0.9449372440628637,0.422671028358076,-0.022286439626542687,0.0
EGCH,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,5354,primary,0.2639148300336197,-3.176143084927454,0.0,0.0,0.0,-0.2683154917147017,0.0
EGCH,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,5354,primary,0.2639148300336197,-0.7654806943384456,0.3353908069723954,0.930924927628053,0.4566317118224782,-0.014150774220061,0.0
EMFD,pullback_base,dca_pullback_only,none,2607,primary,1.0,0.06885719250549416,0.5477799547709397,1.1433946981835734,0.4606626669629085,0.02085952021240896,1.0
EMFD,overlay_base,dca_tactical_overlay,none,2607,primary,1.0,-0.17478025896265326,0.4715906811959709,1.050364924434868,0.4422860667802092,-0.014623093517239782,0.0
EMFD,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,2607,primary,0.3095512082853855,-1.027244833724316,0.1635337246602293,0.738851150396409,0.19260282074253465,0.0257919037068361,0.0
EMFD,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,2607,primary,0.3095512082853855,-0.30189303028533265,0.4301240474344179,1.0356213065437647,0.4243939837724289,-0.019173378323612506,0.0
EMFD,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,2607,primary,0.18565400843881857,-1.3941374398038553,0.0,0.0,0.0,0.04255194733234913,0.0
EMFD,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,2607,primary,0.18565400843881857,-0.23901547355703823,0.4507934646096696,1.0845718175245393,0.40898864405914714,-0.023118789183930646,0.0
EMFD,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,2607,primary,0.3126198695818949,-1.3941374398038553,0.0,0.0,0.0,0.039652401281189714,0.0
EMFD,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,2607,primary,0.3126198695818949,-0.1981946747171377,0.46404626271514315,1.0811681149649066,0.41550706170069085,-0.022245859954054086,0.0
ETEL,pullback_base,dca_pullback_only,none,4909,primary,1.0,-0.043524330762784835,0.517121808550637,1.2932016261547048,0.2998887173579078,-0.04689015363160748,0.0
ETEL,overlay_base,dca_tactical_overlay,none,4909,primary,1.0,-0.6214089962011435,0.47052138351673767,1.2098293096698,0.2985750355152217,-0.013669084473082899,0.0
ETEL,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,4909,primary,0.3566917905887146,-1.7942676264974668,0.3601079221368515,1.1109904783180373,0.29601163456101787,-0.04365090553717373,0.0
ETEL,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,4909,primary,0.3566917905887146,-0.8986686012523872,0.4465611273961976,1.2024668813905859,0.282196378941465,0.0033826814336956243,0.0
ETEL,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,4909,primary,0.19087390507231616,-4.101403173255358,0.0,0.0,0.0,-0.03717375803947789,0.0
ETEL,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,4909,primary,0.19087390507231616,-1.518562643640613,0.38840330016196156,1.1286133609465638,0.27126250447716416,-0.018082313744841705,0.0
ETEL,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,4909,primary,0.2996536972906906,-4.101403173255358,0.0,0.0,0.0,-0.03717375803947789,0.0
ETEL,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,4909,primary,0.2996536972906906,-1.1638101833634966,0.4225231884646503,1.1870646373003553,0.27750801910085265,-0.011011568120312959,0.0
FWRY,pullback_base,dca_pullback_only,none,1610,primary,1.0,-0.09617020606989479,0.8419329741641186,2.0695432466019006,0.18659497661935776,-0.09003837293176893,0.0
FWRY,overlay_base,dca_tactical_overlay,none,1610,primary,1.0,-0.09130235405892284,0.8451651434529945,1.9788442872351246,0.18852297149284736,-0.10525473462551904,0.0
FWRY,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,1610,primary,0.43788819875776397,-1.2734203189149107,0.0,0.0,0.0,-0.5327045769027418,0.0
FWRY,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,1610,primary,0.43788819875776397,-0.21486275843812885,0.7626318740384215,1.9177188030399783,0.1722369045542138,-0.1275438619173701,0.0
FWRY,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,1610,primary,0.24037267080745342,-0.9313111079728151,0.2598517370252236,1.2577482640742845,0.16235185028414345,-0.3339838612485558,0.0
FWRY,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,1610,primary,0.24037267080745342,-0.2588705191693146,0.7329815932865604,1.956879701781925,0.15404281763025018,-0.11495021242114294,0.0
FWRY,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,1610,primary,0.3298136645962733,-1.2734203189149107,0.0,0.0,0.0,-0.5286117515422424,0.0
FWRY,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,1610,primary,0.3298136645962733,-0.2891691004391548,0.712486991190961,1.9080135443118424,0.16300679956009523,-0.08451965807360577,0.0
GBCO,pullback_base,dca_pullback_only,none,4398,primary,1.0,-0.5504490535860036,0.784502854924469,1.4510086490297915,0.3006606434964718,0.0023482784981745885,0.0
GBCO,overlay_base,dca_tactical_overlay,none,4398,primary,1.0,-1.5552653206890144,0.7125494532145158,1.3738849130059816,0.3010163418192081,0.010886556321345924,0.0
GBCO,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,4398,primary,0.35948158253751705,-6.200921425138109,0.19703544315320154,0.8317524487808263,0.22192956461272062,0.03851208445364403,0.0
GBCO,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,4398,primary,0.35948158253751705,-2.5519518778060233,0.6328774373272601,1.3140687929212773,0.29992229897660083,-0.001246271062238785,0.0
GBCO,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,4398,primary,0.17962710322874034,-7.072184035437427,0.0,0.0,0.0,0.02766491410842594,0.0
GBCO,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,4398,primary,0.17962710322874034,-2.3706152061575594,0.6480957490267656,1.377369435976222,0.2674228098989757,-0.015403985177163104,0.0
GBCO,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,4398,primary,0.29740791268758526,-7.072184035437427,0.0,0.0,0.0,-0.018488239479649164,0.0
GBCO,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,4398,primary,0.29740791268758526,-2.029754029461765,0.6757923132678771,1.390868962499194,0.2781497127710675,-0.007447397428963004,0.0
HELI,pullback_base,dca_pullback_only,none,5569,primary,1.0,0.08476436126584508,0.01645491217436379,0.3854353717381346,0.7589549352544224,0.0029081287348029982,1.0
HELI,overlay_base,dca_tactical_overlay,none,5569,primary,1.0,0.0680645479102282,0.012853741671777108,0.32258282635834323,0.6925804388952852,0.5518466173862092,1.0
HELI,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,5569,primary,0.3304004309570839,-0.07489204566009033,-0.01992467785443064,0.15673579654534034,0.5546317152363245,-0.41258093099498666,0.0
HELI,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,5569,primary,0.3304004309570839,0.0791498976223377,0.015249061292833321,0.31027385383789274,0.6727347055302462,0.7333282069087586,1.0
HELI,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,5569,primary,0.1829771951876459,-0.2726350009070443,-0.07253834074010168,-0.11609527995307989,0.5094694818902854,-0.7367133259238756,0.0
HELI,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,5569,primary,0.1829771951876459,0.08813864452565245,0.017177284405900828,0.31140518953658114,0.6800885881776515,0.9515993173198247,1.0
HELI,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,5569,primary,0.312803016699587,0.580962247552671,0.10776928690840815,0.9956893310525549,0.07786227306231741,-0.719453156670874,1.0
HELI,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,5569,primary,0.312803016699587,0.06492897839235523,0.012172688281772981,0.31515996864022405,0.700183455083849,0.7493901354108186,1.0
HRHO,pullback_base,dca_pullback_only,none,5955,primary,1.0,-0.04669129328092447,0.28468233261789044,0.8860592511995523,0.41739281677615747,-0.09625984297289361,0.0
HRHO,overlay_base,dca_tactical_overlay,none,5955,primary,1.0,-0.30864625420022396,0.26212350742077883,0.8568838399590819,0.3979824695240889,0.11355038254787403,0.0
HRHO,pullback_gate_ichimoku,dca_pullback_only,blackcat_ichimoku,5955,primary,0.3242653232577666,-1.0568611120975353,0.18778701251874796,0.7006416325753343,0.396348030007165,-0.2519010207845193,0.0
HRHO,overlay_gate_ichimoku,dca_tactical_overlay,blackcat_ichimoku,5955,primary,0.3242653232577666,-0.3012606685920982,0.2627803998700453,0.8811597092595023,0.3900353788062718,0.13115608883989688,0.0
HRHO,pullback_gate_ravi,dca_pullback_only,blackcat_ravi,5955,primary,0.19177162048698573,-2.3107481556338176,0.0,0.0,0.0,-0.48395945104270094,0.0
HRHO,overlay_gate_ravi,dca_tactical_overlay,blackcat_ravi,5955,primary,0.19177162048698573,-0.15148107947685574,0.275835712989289,0.9425281468897299,0.36223237802031194,0.08526279623366316,0.0
HRHO,pullback_gate_zlema_band,dca_pullback_only,blackcat_zlema_band,5955,primary,0.3140218303946264,-2.3107481556338176,0.0,0.0,0.0,-0.45065992881265377,0.0
HRHO,overlay_gate_zlema_band,dca_tactical_overlay,blackcat_zlema_band,5955,primary,0.3140218303946264,-0.280841719700597,0.2645899226965627,0.8951019618484582,0.3921194019408569,0.09984019708836642,0.0
ISPH,pullback_base,dca_pullback_only,none,2012,primary,1.0,-0.38317585503661666,1.2371483519247728,2.114059706515603,0.239694892580818,0.03444165969048809,0.0
