regime_ma,rsi_len,score
215,17,0.5613591944485502
215,18,1.9159075693509877
215,19,-0.06619801749775353
216,17,0.5613591944485502
216,18,1.9159075693509877
216,19,-0.06619801749775353
217,17,0.5613591944485502
217,18,1.9159075693509877
217,19,-0.06619801749775353
