fast_ma,slow_ma,score
49,229,3.5257214912384733
49,230,3.5257214912384733
49,231,3.5257214912384733
50,229,3.5257214912384733
50,230,3.5257214912384733
50,231,3.5257214912384733
51,229,3.5257214912384733
51,230,3.5257214912384733
51,231,3.5257214912384733
