family,number,value,param_fast_ma,param_slow_ma,param_ma_type,param_adx_len,param_adx_threshold,param_atr_stop,param_atr_trail,wf_score,wf_cagr,wf_sharpe,wf_profit_factor,wf_max_drawdown,wf_return_dd,wf_closed_trades,wf_twr_total_return,wf_excess_return_vs_dca,wf_final_equity
trend,20,1.9283234280117367,58,105,EMA,15,22.5,3.1,2.6,1.9283234280117367,0.4842653641475759,1.692696386982028,2.922235465651013,0.20381172348862409,2.893086881776685,9.0,0.481938420743447,-0.18004175423408836,321934.1655995726
trend,21,2.3104228026426563,26,139,EMA,7,33.5,4.1,2.3,2.3104228026426563,0.5219418557381701,1.8885740848932597,5.366715529057158,0.1659913470313964,3.4362671600037027,11.0,0.5193947225730552,-0.14258545240448017,329404.6883499775
trend,22,1.9602618050993181,34,165,EMA,8,32.0,4.6,1.9,1.9602618050993181,0.4144218973455915,1.569456941600881,3.403065609875067,0.26330440496405383,3.0895307152907376,15.0,0.41243594040512527,-0.2495442345724101,309453.1982585026
trend,23,1.6355535144338427,46,126,EMA,9,29.5,4.6,4.0,1.6355535144338427,0.44990799573071577,1.8082260102633954,1.0769369233448791,0.244703023481318,2.835547447209018,3.0,0.44776513860604533,-0.21421503637149003,316014.55608921254
trend,24,2.40355985600839,27,162,EMA,11,35.0,4.0,2.8,2.40355985600839,0.5495361313171934,1.9777559957031472,2.9645728919300973,0.1446501743359827,3.9095462983810747,7.0,0.5468279474528843,-0.11515222752465104,333033.2301589001
trend,25,2.1997461128405735,21,214,EMA,11,33.0,3.9000000000000004,2.8,2.1997461128405735,0.4995520291203729,1.8556281841685,2.7086428082034093,0.18943937923849263,3.579199716770963,7.0,0.49713188950080917,-0.1648482854767262,325922.17263089254
trend,26,2.2452437696210645,39,183,SMA,9,30.5,4.6,3.2,2.2452437696210645,0.5385568033554253,1.9426837735660194,2.5,0.15478946134479987,3.709344722541278,5.0,0.5358997139631905,-0.1260804610143449,332541.51548441255
trend,27,1.9044625987306656,72,194,EMA,13,28.0,3.3,2.4000000000000004,1.9044625987306656,0.43178496908150976,1.5503737513342264,4.490241383291489,0.20205397828876337,2.5773352253335293,11.0,0.42974306040132226,-0.2322371145762131,312392.8730665126
trend,28,2.1728749853077303,50,68,EMA,11,33.5,4.0,3.5,2.1728749853077303,0.49870983561338394,1.9785932573063916,2.5,0.1480199686753223,3.544785062403956,4.0,0.4962802212526609,-0.16569995372487445,324623.8361319925
trend,29,1.388737141764166,37,234,SMA,10,32.0,3.6,3.7,1.388737141764166,0.38725745159187197,1.5549635382217484,1.25,0.18943937923849263,2.2954954191062455,3.0,0.3854097056778492,-0.27657046929968615,307241.3443445525
trend,30,2.6397202759177625,32,144,EMA,7,34.0,1.5,2.9000000000000004,2.6397202759177625,0.5723953193034153,1.9194052064303326,4.491707623151586,0.17110983393005363,4.211439507346528,11.0,0.5695478657646498,-0.09243230921288559,337398.05659139756
trend,31,2.229411734078184,33,145,EMA,7,35.0,2.3,3.0,2.229411734078184,0.5448699305223537,1.8478444402802392,3.365569598440935,0.17110983393005363,3.5401220598556917,10.0,0.5421808072260378,-0.11979936775149758,334130.03576669254
trend,32,1.673580889626904,23,172,EMA,9,33.5,1.6,2.5,1.673580889626904,0.35424063246892507,1.3926257933129216,2.743779838654265,0.1981062582870693,2.53302702759786,14.0,0.35259124796650615,-0.3093889270110292,296630.98228729004
trend,33,2.291420825142741,29,122,EMA,8,34.0,1.9,2.8,2.291420825142741,0.532847493720585,1.8684380030089496,2.987137128847807,0.15900648948723994,3.6822677888025366,10.0,0.5302357494190564,-0.13174442555847898,331238.2224032425
trend,34,2.104399718699238,43,200,EMA,10,31.0,4.800000000000001,3.2,2.104399718699238,0.5192487532981922,1.904011054424025,2.5,0.1682018501475111,3.386185624766296,5.0,0.5167207746723099,-0.14525940030522538,327529.7320919076
trend,35,1.3673825350616158,54,228,EMA,12,32.5,2.9000000000000004,2.2,1.3673825350616158,0.2666643494754612,1.221960551635837,2.2383477129793263,0.2632129137221585,2.086638449332924,12.0,0.2654606323883283,-0.3965195425892071,283188.2995195075
trend,36,2.5396629692454473,37,132,SMA,7,29.0,1.8,2.7,2.5396629692454473,0.5878638903383917,2.0282326179213546,3.5573113597986925,0.1922523735368422,4.0618494598194435,9.0,0.5849391380856029,-0.07704103689193242,340038.54268046503
trend,37,1.7049465673837165,35,132,SMA,22,29.5,1.8,2.9000000000000004,1.7049465673837165,0.36583529974920326,1.5589224944610773,1.9580831383776247,0.2072953660503617,2.8350316282381627,5.0,0.3641402871055892,-0.29783988787194615,303124.637989425
trend,38,1.5317086228100127,29,94,SMA,12,26.5,2.1,3.5,1.5317086228100127,0.4110191676673345,1.5492473723508948,1.694444501345912,0.26177833601284395,2.470605366569327,8.0,0.40906879092047543,-0.25291138405705993,309610.5030388975
trend,39,2.0071722707892223,45,146,SMA,14,24.0,1.5,2.7,2.0071722707892223,0.4744923085955741,1.6538916436223379,2.731407532081825,0.20381172348862409,3.1836394063085907,12.0,0.47221187688800104,-0.18976829808953433,319277.2462632326
trend,40,1.76575721632612,17,153,SMA,19,19.0,2.0,3.1,1.76575721632612,0.4601755952294999,1.6728728417962122,2.365483018010965,0.20844102253604047,2.720925958809688,8.0,0.4579635228302181,-0.2040166521473173,318650.1323590976
trend,41,2.190767239718649,38,164,SMA,8,34.0,2.2,2.6,2.190767239718649,0.49893940686990124,1.7573282848634209,7.662620050265701,0.16888821787051167,3.203564826522604,11.0,0.496522025038675,-0.16545814993886038,325047.32290840754
trend,42,2.488050239188783,33,175,SMA,7,28.5,1.5,2.4000000000000004,2.488050239188783,0.6009267474751454,1.9368708123796725,7.859377110629779,0.2512566148784484,3.87494028902685,14.0,0.5979200181155142,-0.06406015686202116,343088.77728787006
trend,43,2.782933224940815,32,185,SMA,8,28.5,1.7,2.3,2.782933224940815,0.6363304084634863,2.14035629307711,8.18004644903281,0.20301139007684488,4.437499058920137,12.0,0.6331209321625015,-0.02885924281503377,348516.32507161255
trend,44,2.679808588404984,32,191,SMA,8,28.0,1.7,2.1,2.679808588404984,0.5914776049925035,1.957310607142965,9.431005837816931,0.20699916439400168,4.27108060125258,16.0,0.5885188892184066,-0.0734612857591288,341344.6607505951
trend,45,2.0713209830578356,20,247,SMA,8,27.5,2.5,1.9,2.0713209830578356,0.45852066520325296,1.6492079096018681,7.509999938471421,0.30500722669618074,3.284083152198045,18.0,0.4563123025746743,-0.20566787240286105,317698.04180441255
trend,46,2.5670622861898496,31,209,SMA,9,23.5,1.7,2.2,2.5670622861898496,0.5919574543896555,1.9907998110190104,8.185605421270152,0.19873277768654263,3.9871264783709597,13.0,0.5889824980843683,-0.072997676893167,341787.2254036126
trend,47,1.9683224578946696,31,218,SMA,26,22.5,1.7,2.1,1.9683224578946696,0.38769728635065814,1.5247305728360485,6.94765105364959,0.2863234571422858,3.090447531028826,13.0,0.38586578356755036,-0.276114391409985,304692.4264275775
trend,48,2.1647190145985884,10,223,SMA,28,23.5,2.3,1.7000000000000002,2.1647190145985884,0.43402923643801894,1.611941920008102,3.411389068092717,0.25060826388703705,3.56329800112443,16.0,0.43195224768679547,-0.2300279272907399,311613.7506526601
trend,49,2.5402203357712962,14,206,SMA,9,25.5,1.7,2.0,2.5402203357712962,0.5575938833315883,1.9060544893120563,8.907406594029505,0.2331808100028635,4.190044433204015,16.0,0.5548327514024987,-0.10714742357503676,334149.6870434701
trend,50,1.918915675815519,42,189,SMA,8,20.5,2.0,1.5,1.918915675815519,0.45053507848287416,1.4612946155527675,3.941457212741475,0.25070351812249014,2.9165050290682206,28.0,0.44836446372502947,-0.2136157112525059,317447.2031339052
trend,51,2.485147146435295,13,202,SMA,10,25.0,1.7,1.9,2.485147146435295,0.5389495508460888,1.8422860717962992,8.903185687845474,0.23381236197998612,4.115685398953735,18.0,0.5362862675409473,-0.12569390743658804,330325.1091852626
trend,52,2.5857936332129765,14,205,SMA,9,26.0,1.5,2.1,2.5857936332129765,0.5633866467009159,1.8722601617048602,9.13527078072877,0.20699916439400168,4.191059613460853,17.0,0.5605943096824357,-0.10138586529509958,335318.03362930013
trend,53,2.067157884725179,60,197,SMA,9,26.5,1.5,2.2,2.067157884725179,0.4582991354962305,1.5746234858459296,7.782011233680277,0.2030956039897297,3.0902729789426093,14.0,0.45604083707836757,-0.2059393378991678,318063.99719291256
trend,54,2.7363807936108575,23,188,SMA,8,22.5,1.8,2.3,2.7363807936108575,0.6337382977877029,2.0878404122940415,8.270392464650143,0.19864040132166916,4.305099014761198,13.0,0.6305426513088379,-0.03143752366869751,348143.75099663256
trend,55,2.55283355347706,23,190,SMA,8,21.5,1.9,2.3,2.55283355347706,0.605875825529923,1.9307886721361183,8.223880656352431,0.19864040132166916,3.943427596473024,14.0,0.6028261903225665,-0.05915398465496896,344467.89203736006
trend,56,2.116737503823897,20,210,SMA,12,23.5,1.6,2.1,2.116737503823897,0.5107594875882652,1.6904851582943925,8.73368727626838,0.28647754087017485,3.3308664209728995,18.0,0.5082542391314535,-0.15372593584608185,326684.67460341513
trend,57,2.051343923466369,24,185,SMA,10,26.0,1.9,1.7000000000000002,2.051343923466369,0.4468898270345466,1.5980696566806036,3.5579721829990376,0.27084437530049443,3.2526571947083798,20.0,0.4447295349154062,-0.21725064006212919,314413.02016093757
trend,58,1.8615291157290834,31,222,SMA,22,22.0,2.1,2.4000000000000004,1.8615291157290834,0.4409085716257991,1.5512468413661,3.4976537020619975,0.25147815248253114,2.7370608054179844,12.0,0.4388177966762004,-0.22316237830133495,315641.22236496257
trend,59,1.7649067956446753,27,171,SMA,17,24.5,1.6,2.2,1.7649067956446753,0.3937060920282186,1.435950435401367,2.8994761913706615,0.28609601706362897,2.657162091475714,17.0,0.3918476413069499,-0.2701325336705855,306908.97048622253
trend,60,2.037324560746964,18,181,SMA,10,27.5,1.8,2.0,2.037324560746964,0.4483759860633772,1.58002185478687,3.513263397884547,0.26249732647240165,3.228105150032653,17.0,0.44621171416378,-0.21576846081375534,315100.4214316326
trend,61,2.5695857707705865,22,193,SMA,8,21.0,1.9,2.3,2.5695857707705865,0.6111801994876886,1.948060858186558,8.229824380295454,0.19864040132166916,3.9726306696981775,14.0,0.608103457451494,-0.053876717526041396,345225.7363891001
trend,62,2.549082040636053,29,207,SMA,9,21.0,1.5,2.5,2.549082040636053,0.5960544235520044,1.8892075716242078,8.184897001280188,0.1986747201989293,3.9772056269118057,15.0,0.5930578691505208,-0.06892230582701458,342771.3684410651
trend,63,2.3333504119887016,22,198,SMA,7,23.0,2.5,2.3,2.3333504119887016,0.5883305867414061,1.8993378847479507,4.81582393084392,0.19864040132166916,3.439856244024876,13.0,0.5853913181603079,-0.07658885681722749,342248.5218808651
trend,64,2.326224105327774,13,180,SMA,8,20.0,1.7,2.5,2.326224105327774,0.5588462752393182,1.8014512163970229,7.785297654244379,0.25116296246511827,3.5804415076620546,15.0,0.5560633279883358,-0.10591684698919956,337064.8693389025
trend,65,2.2403801379144874,18,236,SMA,11,19.0,2.0,2.0,2.2403801379144874,0.5465051671375794,1.7814077344618218,4.742984700107839,0.25072078125559816,3.485458168684777,17.0,0.5437984852463082,-0.11818168973122717,334868.03686492506
trend,66,2.6173198376445344,27,191,SMA,7,17.5,2.3,2.2,2.6173198376445344,0.6230210356431435,1.9990125072142506,4.831520246937212,0.1987291236910872,4.081521356322041,13.0,0.6198804579703927,-0.042099717007142656,348048.7458944301
trend,67,2.2801794454345425,26,157,SMA,7,15.0,2.3,1.8,2.2801794454345425,0.5221422098629682,1.7131784411611766,7.725757376154924,0.25074673009638915,3.652749492358988,22.0,0.5195974864811753,-0.14238268849636004,328012.29587114765
trend,68,2.451893623763327,16,191,SMA,8,18.0,2.7,2.3,2.451893623763327,0.5985859646169402,1.9452242896431018,4.969300607391605,0.19864040132166916,3.653773610898943,13.0,0.5955985904949673,-0.06638158448256803,343256.37510817003
trend,69,2.1701017798739652,24,169,SMA,7,20.0,2.2,2.4000000000000004,2.1701017798739652,0.5655207287199326,1.8444549840322035,4.406959581454295,0.25116296246511827,3.175611407237206,12.0,0.5627241932782241,-0.09925598169931132,338293.9523145001
trend,70,2.3147117113370874,27,178,SMA,10,17.0,1.9,2.1,2.3147117113370874,0.5691343737606045,1.8588794695442685,4.7909464994291975,0.2528069154630542,3.6073068976135536,16.0,0.5663105889054456,-0.09566958607208981,338252.70407891006
trend,71,2.5245921415675494,31,202,SMA,9,18.0,1.6,2.2,2.5245921415675494,0.5930598015379095,1.8962952710369037,8.181746697113216,0.19864040132166916,3.9111538576845484,15.0,0.5900801148730339,-0.0719000601045014,342448.65981958754
trend,72,2.5190281825999405,35,213,SMA,8,22.0,1.8,2.0,2.5190281825999405,0.5424135557640757,1.8526398303498168,9.752465647609766,0.20701864134450165,3.9559355817715653,16.0,0.5397328168378009,-0.12224735813973442,332107.2274515501
trend,73,2.7734190085852006,33,186,SMA,9,16.0,1.7,2.1,2.7734190085852006,0.6035136241550008,2.0355837394556096,9.575980555875857,0.20701864134450165,4.477569882702666,14.0,0.6004878725254614,-0.06149230245207399,342929.64312193263
trend,74,2.3059485249110745,20,186,SMA,7,16.0,1.5,1.8,2.3059485249110745,0.5212366203374668,1.6865928331163806,7.8308578405194424,0.2528264128113843,3.688407013393304,24.0,0.5186970916806517,-0.14328308329688372,327700.4927777627
trend,75,2.390961931397861,33,195,SMA,8,17.0,2.0,2.1,2.390961931397861,0.5590068585288872,1.8219996435546206,5.321157640417471,0.20701864134450165,3.6348396422536293,15.0,0.5562277375519229,-0.10575243742561252,337208.8275675701
trend,76,2.3901220723938215,40,141,SMA,9,15.0,1.8,2.5,2.3901220723938215,0.569147948789908,1.854328145033656,7.662418422812926,0.1986747201989293,3.758721867173317,13.0,0.5663216676948131,-0.0956585072827223,337011.59041067015
trend,77,2.667948899785059,28,186,SMA,11,16.0,1.6,2.4000000000000004,2.667948899785059,0.6322253869017145,1.9889687767840898,8.344003203607475,0.1986747201989293,4.150217033164874,15.0,0.6290377976981358,-0.032942377279399526,348486.5767828601
trend,78,2.571923770097054,28,168,SMA,11,16.5,1.6,2.6,2.571923770097054,0.6150625859936036,1.9985136970239168,3.467183742377423,0.18018065780261794,4.123016375072498,11.0,0.6119768599196058,-0.05000331505792949,345371.71258172253
trend,79,1.6909633443501941,35,175,SMA,10,30.5,1.6,2.4000000000000004,1.6909633443501941,0.37706200881904267,1.440391836349537,2.7842829918311978,0.1754728233587608,2.5262925798614937,14.0,0.3753070391243137,-0.2866731358532217,301906.5397714776
trend,80,2.263917905418552,25,149,SMA,12,16.0,2.2,1.9,2.263917905418552,0.5520797290839089,1.8224036214885468,4.63732029250382,0.25072078125559816,3.5643765024977916,15.0,0.5493564820081802,-0.1126236929693551,334730.73532855755
trend,81,2.566430178968021,29,166,SMA,13,16.5,1.6,2.7,2.566430178968021,0.6144924243085275,1.992521663484788,3.467183742377423,0.18018065780261794,4.11195617365179,11.0,0.6114101279909507,-0.05057004698658468,345275.44417569507
trend,82,2.501210649554741,28,159,SMA,11,17.5,1.5,2.6,2.501210649554741,0.5883420156675278,1.9332988387419578,3.279411833010431,0.18018065780261794,4.0232309691371935,14.0,0.5854127550125321,-0.07656741996500321,340314.11159555765
trend,83,2.448028632266985,32,183,SMA,9,16.0,1.7,2.9000000000000004,2.448028632266985,0.5866990356364576,2.020622075955533,2.942525246418931,0.22782155067262866,3.985092945705266,9.0,0.5837756599917074,-0.07820451498582798,340627.4681948276
trend,84,2.473449719038045,37,188,SMA,7,18.5,1.8,2.5,2.473449719038045,0.5862116714188156,1.9682029737679612,7.767685469882656,0.25116296246511827,3.8720893924047917,12.0,0.5832877742472783,-0.07869240073025707,340730.69904279755
trend,85,2.220474348662421,30,177,SMA,11,15.5,1.6,2.1,2.220474348662421,0.5469500393705121,1.8035154435754701,8.88995810685823,0.28647754087017485,3.467510153130125,17.0,0.5442556098699047,-0.11772456510763057,333665.31224166753
trend,86,1.8629681494741883,26,203,SMA,10,28.5,2.1,2.3,1.8629681494741883,0.4546314710057079,1.5899426733985145,4.142598570732879,0.2020867265356907,2.644368251979395,14.0,0.45244952533903354,-0.20953064963850182,318355.76878478256
trend,87,2.5993514996088027,34,168,EMA,9,16.5,1.5,2.4000000000000004,2.5993514996088027,0.6071042629872465,1.9399551935281405,8.184897001280188,0.1986747201989293,4.075575128555569,13.0,0.6040533405765828,-0.05792683440095259,344419.5497007851
trend,88,2.505729495570018,33,196,EMA,7,17.5,1.5,1.0,2.505729495570018,0.5711687899499596,1.734038242524843,7.062817405299996,0.23574299065971405,3.696616154056195,42.0,0.5683208171627546,-0.09365935781478074,340125.13868710265
trend,89,2.315480296661865,36,173,EMA,9,26.5,3.0,2.2,2.315480296661865,0.5683343963003421,1.941459534003675,4.469222156791469,0.2030956039897297,3.4756133348837652,12.0,0.5655219401756547,-0.09645823480188065,337884.54098647507
trend,90,2.282448179324587,38,154,EMA,14,28.0,1.7,2.4000000000000004,2.282448179324587,0.4349348346329052,1.6171267204503286,7.061044184818128,0.2016640565748269,3.6064752652841543,12.0,0.4328636577527019,-0.22911651722483345,312549.07069384254
trend,91,2.4585797283823525,34,161,EMA,8,15.0,1.8,2.6,2.4585797283823525,0.581522669127007,1.9628579969526636,7.767685469882656,0.25116296246511827,3.8404289740124833,12.0,0.5786250110661539,-0.08335516391138148,339967.4612506225
trend,92,2.067187135210859,28,168,EMA,8,16.5,3.5,2.8,2.067187135210859,0.5458933551860814,1.9023450066826864,2.505846933827952,0.22782155067262866,3.2716430017930396,9.0,0.5432048987758463,-0.11877527620168904,334864.7255532375
trend,93,2.613599927928192,25,186,SMA,10,17.0,1.6,2.3,2.613599927928192,0.6189295106815073,1.940799690896351,8.271319212585686,0.1986747201989293,4.069619127929043,15.0,0.6158110678774983,-0.04616910710003708,346258.71795428515
trend,94,2.5673376971491546,48,186,EMA,9,15.5,1.5,2.0,2.5673376971491546,0.5880183237810318,1.8907734577296318,8.993944719488486,0.28647754087017485,4.232210162116566,17.0,0.5850855497938122,-0.07689462518372314,339934.58122302
trend,95,2.8284836601973034,25,191,SMA,10,19.0,1.7,2.2,2.8284836601973034,0.6496342303557336,2.152875033068559,8.46726194895507,0.19864040132166916,4.425241788523388,13.0,0.6463521993693058,-0.01562797560822965,350383.00348028756
trend,96,2.4005765111248167,25,191,SMA,10,19.0,1.9,2.3,2.4005765111248167,0.6105108079125132,1.9383015192795523,4.9880892666606895,0.1986747201989293,3.5152348607912063,14.0,0.6074547176032307,-0.0545254573743047,345658.9033714751
trend,97,2.800774206470553,30,180,EMA,7,18.0,1.7,2.2,2.800774206470553,0.6250735101258118,1.9830756152970468,8.15616573447961,0.1987291236910872,4.549513555021393,13.0,0.6219075764002995,-0.04007259857723594,347758.8899504825
trend,98,2.8817248290755195,22,181,SMA,7,18.5,1.7,2.2,2.8817248290755195,0.6480742288133479,2.0158902761764432,8.250242107487162,0.1987291236910872,4.68708687904036,15.0,0.6447825181685988,-0.01719765680893659,351258.9708763426
trend,99,2.5489356477274505,22,180,SMA,7,19.5,2.0,2.2,2.5489356477274505,0.6079295054502327,1.9223676927498579,4.872467193472158,0.1987291236910872,3.935245595338411,14.0,0.6048714650140599,-0.057108709963475446,345712.78836649505
trend,100,2.4628070178437635,20,198,SMA,7,18.0,1.7,1.9,2.4628070178437635,0.5431004830831385,1.7817117693374376,8.489825423163769,0.20701864134450165,3.8697245148334893,19.0,0.5404370333174143,-0.12154314166012103,331816.22959469265
trend,101,2.6504813524419553,24,184,SMA,8,17.0,1.7,2.2,2.6504813524419553,0.6286290467997286,1.9826506322037092,8.28726907347177,0.19864040132166916,4.1272929307754085,15.0,0.625460834441981,-0.036519340535554334,347722.22536498756
trend,102,2.709408608978552,30,182,SMA,8,18.5,1.8,2.2,2.709408608978552,0.6270001358245154,2.1009504319242227,8.213229040222185,0.19864040132166916,4.259232637043012,12.0,0.62384274698156,-0.038137427995975415,347198.92711278755
trend,103,2.689176675388081,42,183,SMA,8,18.5,1.8,2.0,2.689176675388081,0.5786456259423876,1.9671357083647947,9.752465647609766,0.20701864134450165,4.311246695643315,15.0,0.5757653318531182,-0.08621484312441713,338180.41898430255
trend,104,2.7907950133322887,30,182,SMA,8,18.5,1.8,2.0,2.7907950133322887,0.6027710731558186,2.0502203538085557,9.795710347659151,0.20701864134450165,4.4998589114958705,15.0,0.5997549352183866,-0.06222523975914879,342091.8052079625
trend,105,2.5914123964722195,43,179,SMA,8,19.5,1.9,2.0,2.5914123964722195,0.5703922165076766,1.8612482421149052,9.752465647609766,0.20701864134450165,4.1127251835815235,16.0,0.5675466091859263,-0.09443356579160905,337698.68705206504
trend,106,2.3110668344129834,30,174,SMA,8,18.5,1.8,1.4,2.3110668344129834,0.5959154880653903,1.915265247983688,3.733209188599402,0.2528672265722721,3.518922043308554,29.0,0.5929487296052509,-0.0690314453722844,342247.84488460014
trend,107,2.3875805230299116,31,193,SMA,9,18.5,2.1,1.9,2.3875805230299116,0.5413487739506595,1.7996902508351402,8.925924238393513,0.25072078125559816,3.877421783984823,19.0,0.5386619527732999,-0.12331822220423555,332813.79569417005
trend,108,2.3301440229927306,39,188,SMA,8,19.5,2.0,2.0,2.3301440229927306,0.5393389342704684,1.7806820541795854,5.497642732151379,0.20701864134450165,3.5130110480439467,16.0,0.5366752629187382,-0.12530491205879712,333341.32520314254
trend,109,2.029161124886579,41,199,SMA,9,20.0,1.8,1.7000000000000002,2.029161124886579,0.4521853912271439,1.5223336607732716,7.715219460262663,0.2528264128113843,3.1530977677952685,23.0,0.45000886094832215,-0.2119713140292132,316979.7494020177
trend,110,2.8189567225024716,30,183,SMA,7,18.0,1.9,2.1,2.8189567225024716,0.6364544822666567,2.01787710535334,8.182620889918274,0.1987291236910872,4.563478792747398,13.0,0.6332248732913381,-0.028755301686197277,349564.2700511151
trend,111,2.793906359880824,32,182,SMA,7,18.0,1.9,2.1,2.793906359880824,0.6292180229507846,1.9980183678688392,8.15616573447961,0.1987291236910872,4.523638680987769,13.0,0.6260254521298732,-0.03595472284766216,348599.70467298507
trend,112,2.793906359880824,32,182,SMA,7,18.0,1.9,2.1,2.793906359880824,0.6292180229507846,1.9980183678688392,8.15616573447961,0.1987291236910872,4.523638680987769,13.0,0.6260254521298732,-0.03595472284766216,348599.70467298507
trend,113,2.458818058655567,80,182,SMA,7,18.0,1.9,2.1,2.458818058655567,0.5322979381256825,1.7529988562728889,8.225797766727947,0.1987291236910872,3.8242457075007463,14.0,0.5296357224970129,-0.1323444524805225,331598.9674347851
