family,number,value,param_entry_lookback,param_exit_lookback,param_regime_ma,param_atr_stop,param_atr_trail,wf_score,wf_cagr,wf_sharpe,wf_profit_factor,wf_max_drawdown,wf_return_dd,wf_closed_trades,wf_twr_total_return,wf_excess_return_vs_dca,wf_final_equity
breakout,240,3.3142243076898317,45,16,219,4.800000000000001,2.1,3.3142243076898317,0.4248353707187547,2.0456193714548228,12.974523908721054,0.1130965138359602,6.059417082087534,6.0,0.4228136542902663,-0.23916652068726907,309901.1577849125
breakout,241,3.662511238616129,43,15,215,4.6,2.3,3.662511238616129,0.479133035624361,2.2030026000467045,5.815755866888378,0.12538556366246423,6.73062192369629,5.0,0.4768348950348906,-0.18514527994264474,319580.02288759
breakout,242,3.7658078403310427,47,15,216,4.4,2.3,3.7658078403310427,0.49693066898469235,2.258030419936311,3.75,0.10513614623715195,6.9549045740968545,4.0,0.4945333140266955,-0.16744686095083988,322985.47376251756
breakout,243,3.3142243076898317,48,16,212,4.4,2.2,3.3142243076898317,0.4248353707187547,2.0456193714548228,12.974523908721054,0.1130965138359602,6.059417082087534,6.0,0.4228136542902663,-0.23916652068726907,309901.1577849125
breakout,244,3.2087629359435415,52,13,217,4.5,2.4000000000000004,3.2087629359435415,0.4074004737564598,1.9601511416231574,3.75,0.12981898545339854,5.741028481867011,6.0,0.4054679469972484,-0.25651222798028694,308757.3493373676
breakout,245,3.2087629359435415,46,14,220,4.4,2.4000000000000004,3.2087629359435415,0.4074004737564598,1.9601511416231574,3.75,0.12981898545339854,5.741028481867011,6.0,0.4054679469972484,-0.25651222798028694,308757.3493373676
breakout,246,3.7658078403310427,50,16,214,4.6,2.3,3.7658078403310427,0.49693066898469235,2.258030419936311,3.75,0.10513614623715195,6.9549045740968545,4.0,0.4945333140266955,-0.16744686095083988,322985.47376251756
breakout,247,3.7658078403310427,50,16,207,4.6,2.3,3.7658078403310427,0.49693066898469235,2.258030419936311,3.75,0.10513614623715195,6.9549045740968545,4.0,0.4945333140266955,-0.16744686095083988,322985.47376251756
breakout,248,3.3142243076898317,49,16,201,4.6,2.2,3.3142243076898317,0.4248353707187547,2.0456193714548228,12.974523908721054,0.1130965138359602,6.059417082087534,6.0,0.4228136542902663,-0.23916652068726907,309901.1577849125
breakout,249,3.647814447519931,53,15,207,4.800000000000001,2.3,3.647814447519931,0.4799895305473009,2.186972612773363,3.75,0.10513614623715195,6.699249803276379,4.0,0.47768745681667774,-0.18429271816085763,320046.08157945506
breakout,250,2.8446736042262017,47,14,210,4.7,2.2,2.8446736042262017,0.35272015373260496,1.7624950887936244,8.9622130100534,0.11309847792321148,5.214860743012524,8.0,0.3510458286401139,-0.31093434633742145,298471.96683491254
breakout,251,3.641603660916206,51,16,205,4.5,2.4000000000000004,3.641603660916206,0.48654818602417743,2.2145494476175043,3.75,0.13077982253121745,6.668472434038317,4.0,0.48420650451172315,-0.17777367046581222,321244.49559360504
breakout,252,3.7658078403310427,48,15,213,4.2,2.3,3.7658078403310427,0.49693066898469235,2.258030419936311,3.75,0.10513614623715195,6.9549045740968545,4.0,0.4945333140266955,-0.16744686095083988,322985.47376251756
breakout,253,3.2087629359435415,46,12,214,4.6,2.4000000000000004,3.2087629359435415,0.4074004737564598,1.9601511416231574,3.75,0.12981898545339854,5.741028481867011,6.0,0.4054679469972484,-0.25651222798028694,308757.3493373676
breakout,254,3.7658078403310427,50,16,209,4.5,2.3,3.7658078403310427,0.49693066898469235,2.258030419936311,3.75,0.10513614623715195,6.9549045740968545,4.0,0.4945333140266955,-0.16744686095083988,322985.47376251756
breakout,255,2.8446736042262017,52,14,216,4.7,2.2,2.8446736042262017,0.35272015373260496,1.7624950887936244,8.9622130100534,0.11309847792321148,5.214860743012524,8.0,0.3510458286401139,-0.31093434633742145,298471.96683491254
breakout,256,3.646955342566901,48,17,212,4.6,2.5,3.646955342566901,0.4876629598822676,2.2149787913547927,3.75,0.130801453165016,6.680856059173231,4.0,0.48531525715689383,-0.17666491782064153,321439.1949871875
breakout,257,3.7658078403310427,45,15,216,4.4,2.3,3.7658078403310427,0.49693066898469235,2.258030419936311,3.75,0.10513614623715195,6.9549045740968545,4.0,0.4945333140266955,-0.16744686095083988,322985.47376251756
breakout,258,3.646955342566901,50,17,207,4.300000000000001,2.5,3.646955342566901,0.4876629598822676,2.2149787913547927,3.75,0.130801453165016,6.680856059173231,4.0,0.48531525715689383,-0.17666491782064153,321439.1949871875
breakout,259,2.7266802114150894,54,13,214,4.5,2.2,2.7266802114150894,0.33577901529521353,1.691437281630677,8.9622130100534,0.11309847792321148,4.9592059721920485,8.0,0.33419997143009617,-0.3277802035474392,295532.5746518501
breakout,260,3.641603660916206,47,16,218,4.6,2.4000000000000004,3.641603660916206,0.48654818602417743,2.2145494476175043,3.75,0.13077982253121745,6.668472434038317,4.0,0.48420650451172315,-0.17777367046581222,321244.49559360504
breakout,261,2.9376166875522434,96,18,198,4.800000000000001,2.1,2.9376166875522434,0.37028530663764114,1.834284878601437,11.497898464498506,0.1130965138359602,5.23798690760757,6.0,0.3685600182765407,-0.29342015670099464,299915.6160201626
breakout,262,3.298764469996727,45,14,211,4.7,2.3,3.298764469996727,0.41653454525870764,2.0019258864557963,3.75,0.10437550231189818,5.943527403266412,6.0,0.4145573416780488,-0.24742283329948656,310334.8150466975
breakout,263,3.7658078403310427,51,15,218,4.4,2.3,3.7658078403310427,0.49693066898469235,2.258030419936311,3.75,0.10513614623715195,6.9549045740968545,4.0,0.4945333140266955,-0.16744686095083988,322985.47376251756
breakout,264,3.646955342566901,49,17,209,4.5,2.4000000000000004,3.646955342566901,0.4876629598822676,2.2149787913547927,3.75,0.130801453165016,6.680856059173231,4.0,0.48531525715689383,-0.17666491782064153,321439.1949871875
breakout,265,3.3202748380201057,47,18,214,4.2,2.2,3.3202748380201057,0.42584675281329026,2.046486014125988,13.030503974431507,0.11311036157678334,6.071133436792223,6.0,0.4238199272897054,-0.23816024768782995,310078.5638964775
breakout,266,3.647814447519931,53,16,204,4.6,2.3,3.647814447519931,0.4799895305473009,2.186972612773363,3.75,0.10513614623715195,6.699249803276379,4.0,0.47768745681667774,-0.18429271816085763,320046.08157945506
breakout,267,2.8446736042262017,49,13,219,4.9,2.2,2.8446736042262017,0.35272015373260496,1.7624950887936244,8.9622130100534,0.11309847792321148,5.214860743012524,8.0,0.3510458286401139,-0.31093434633742145,298471.96683491254
