year,strategy_final_equity,strategy_total_contributions,strategy_money_multiple,strategy_twr_total_return,strategy_cagr,strategy_sharpe,strategy_max_drawdown,strategy_return_dd,strategy_profit_factor,strategy_closed_trades,etf_final_equity,etf_total_contributions,etf_money_multiple,etf_twr_total_return,etf_cagr,etf_sharpe,etf_max_drawdown,etf_return_dd,etf_profit_factor,etf_closed_trades,excess_twr_vs_etf_dca
2015,220000.0,220000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172826.38777589,220000.0,0.7855744898904091,-0.275545718792227,-0.38696318966482746,-1.4383163252007636,0.34963209868245715,-1.1067724934954417,0.0,0.0,0.275545718792227
2016,394230.79222037015,120000.0,3.285256601836418,0.16438715010023697,0.3051801406741552,2.5183507462620343,0.053513088322979185,5.7029065269459895,0.0,0.0,370691.22998477006,220000.0,1.6849601362944093,0.756665274245377,1.680438075472099,2.916853437548221,0.17108530065375038,9.822223587010786,0.0,0.0,-0.59227812414514
2017,701276.3715698904,120000.0,5.84396976308242,0.40772355350041867,1.7896654990881813,3.6176245367084596,0.07597602471867604,23.55566121964071,0.0,0.0,257513.9563003,220000.0,1.1705179831831818,0.20082106641194275,0.7315494343933049,1.7813959629754423,0.10926073686125737,6.695446648160984,0.0,0.0,0.20690248708847592
2018,802861.0110667407,120000.0,6.690508425556173,-0.06005272103323889,-0.2290349708931041,-1.3705289524375759,0.10540751759447142,-2.172852336531231,0.0,0.0,193678.04833411003,220000.0,0.8803547651550456,-0.13205001475689193,-0.4483320668007492,-1.2990689970805338,0.30498954620753826,-1.4699915861892188,0.0,0.0,0.07199729372365304
2019,891274.0077843809,100000.0,8.912740077843809,-0.014242075916533481,-0.10681600913807321,-1.0196643125663578,0.035398569110151934,-3.01752335823765,0.0,0.0,205294.43871128,200000.0,1.0264721935564,0.04801629461101897,0.44676594231334366,0.9774777016302653,0.11640039486971376,3.838182360235169,0.0,0.0,-0.062258370527552453
2020,1001274.0077843809,110000.0,9.102490979858008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181681.85937754,210000.0,0.865151711321619,-0.22538851528034032,-0.6640638093955684,-1.3981975173549543,0.38170732664056306,-1.7397198404338934,0.0,0.0,0.22538851528034032
2021,953084.2486604814,120000.0,7.942368738837345,-0.1552503253366445,-0.1968031783358043,-1.936549735023938,0.16776975687567253,-1.1730551560711104,0.0,0.0,235286.83923047,220000.0,1.0694856328657727,0.081236267901734,0.10678130966965327,0.5768887736149096,0.18721576997524036,0.5703649307094979,0.0,0.0,-0.2364865932383785
2022,1104732.688553442,120000.0,9.20610573794535,0.026403026774397542,0.02883759671831032,0.3376748720548097,0.09700162354132846,0.2972898356286149,0.0,0.0,287989.8108061,220000.0,1.309044594573182,0.21726507126416061,0.23921724275115652,1.0128644214549674,0.2787932434791939,0.8580453377056432,0.0,0.0,-0.19086204448976307
2023,1374728.2927522738,120000.0,11.456069106268949,0.12279409937686392,0.128745359343712,0.7172432490931905,0.1449206954916762,0.8883849122232977,0.0,0.0,328926.55158541,220000.0,1.495120689024591,0.6911867258458764,0.7322355357979111,2.1260210590034228,0.168866982684025,4.336167580894316,0.0,0.0,-0.5683926264690125
2024,1814323.3156926348,120000.0,15.11936096410529,0.21343699176103081,0.22419905993550704,1.205403787553066,0.2291543117869328,0.9783759170282026,0.0,0.0,245225.79917944001,220000.0,1.1146627235429092,0.20254795210961296,0.21271438562909029,0.7988801588541482,0.27494696081094594,0.773656071708147,0.0,0.0,0.010889039651417853
2025,2452251.2855669768,120000.0,20.435427379724807,0.2757625674632531,0.2886664157467649,1.9356257780403177,0.11742838927224353,2.4582336310304544,0.0,0.0,293321.90360722,220000.0,1.333281380032818,0.4250922021171457,0.4461059431131993,2.3045641851489287,0.07559271633776188,5.901440836176829,0.0,0.0,-0.1493296346538926
2026,2593109.1948485374,40000.0,64.82772987121344,0.06181616803853207,0.2864923339185015,2.16400080722183,0.03284120605861984,8.72356311784432,0.0,0.0,151792.28477877,140000.0,1.084230605562643,0.13119727154010885,0.6782670403714,2.0033742789921765,0.13599696523015958,4.987368940354729,0.0,0.0,-0.06938110350157678
