date,symbol,shares,close,market_value,entry_date,bars_held
2016-04-17,HRHO,9417.0,4.51,42470.67,2016-04-17,0
2016-04-18,HRHO,9417.0,4.57,43035.69,2016-04-17,1
2016-04-18,EGCH,16749.0,3.23,54099.27,2016-04-18,0
2016-04-18,PHDC,17608.0,2.63,46309.04,2016-04-18,0
2016-04-19,HRHO,9417.0,4.7,44259.9,2016-04-17,2
2016-04-19,EGCH,16749.0,3.33,55774.17,2016-04-18,1
2016-04-19,PHDC,17608.0,2.66,46837.280000000006,2016-04-18,1
2016-04-20,HRHO,9417.0,4.58,43129.86,2016-04-17,3
2016-04-20,EGCH,16749.0,3.28,54936.719999999994,2016-04-18,2
2016-04-20,PHDC,17608.0,2.59,45604.719999999994,2016-04-18,2
2016-04-21,HRHO,9417.0,4.48,42188.16,2016-04-17,4
2016-04-21,EGCH,16749.0,3.25,54434.25,2016-04-18,3
2016-04-21,PHDC,17608.0,2.54,44724.32,2016-04-18,3
2016-04-26,HRHO,9417.0,4.54,42753.18,2016-04-17,5
2016-04-26,EGCH,16749.0,3.23,54099.27,2016-04-18,4
2016-04-26,PHDC,17608.0,2.53,44548.24,2016-04-18,4
2016-04-27,HRHO,9417.0,4.57,43035.69,2016-04-17,6
2016-04-27,EGCH,16749.0,3.2,53596.8,2016-04-18,5
2016-04-27,PHDC,17608.0,2.49,43843.920000000006,2016-04-18,5
2016-04-28,HRHO,9417.0,4.48,42188.16,2016-04-17,7
2016-04-28,EGCH,16749.0,3.12,52256.880000000005,2016-04-18,6
2016-04-28,PHDC,17608.0,2.46,43315.68,2016-04-18,6
2016-05-03,HRHO,9417.0,4.32,40681.44,2016-04-17,8
2016-05-03,EGCH,16749.0,3.04,50916.96,2016-04-18,7
2016-05-03,PHDC,17608.0,2.34,41202.719999999994,2016-04-18,7
2016-05-05,HRHO,9417.0,4.48,42188.16,2016-04-17,9
2016-05-05,EGCH,16749.0,3.08,51586.92,2016-04-18,8
2016-05-09,HRHO,9417.0,4.54,42753.18,2016-04-17,10
2016-05-09,EGCH,16749.0,3.12,52256.880000000005,2016-04-18,9
2016-05-10,HRHO,9417.0,4.45,41905.65,2016-04-17,11
2016-05-10,EGCH,16749.0,3.08,51586.92,2016-04-18,10
2016-05-10,ETEL,6379.0,8.02,51159.579999999994,2016-05-10,0
2016-05-12,HRHO,9417.0,4.46,41999.82,2016-04-17,12
2016-05-12,EGCH,16749.0,3.05,51084.45,2016-04-18,11
2016-05-12,ETEL,6379.0,7.93,50585.47,2016-05-10,1
2016-05-17,HRHO,9417.0,4.66,43883.22,2016-04-17,13
2016-05-17,ETEL,6379.0,7.97,50840.63,2016-05-10,2
2016-05-19,HRHO,9417.0,4.66,43883.22,2016-04-17,14
2016-05-19,ETEL,6379.0,7.94,50649.26,2016-05-10,3
2016-05-26,HRHO,9417.0,4.91,46237.47,2016-04-17,15
2016-05-26,ETEL,6379.0,8.33,53137.07,2016-05-10,4
2016-05-29,HRHO,9417.0,4.89,46049.13,2016-04-17,16
2016-05-29,ETEL,6379.0,8.39,53519.810000000005,2016-05-10,5
2016-06-01,HRHO,9417.0,5.12,48215.04,2016-04-17,17
2016-06-01,ETEL,6379.0,9.07,57857.53,2016-05-10,6
2016-06-02,ETEL,6379.0,9.15,58367.850000000006,2016-05-10,7
2016-06-02,COMI,3141.0,17.16,53899.56,2016-06-02,0
2016-06-05,ETEL,6379.0,9.06,57793.740000000005,2016-05-10,8
2016-06-05,COMI,3141.0,17.06,53585.46,2016-06-02,1
2016-06-06,ETEL,6379.0,9.04,57666.159999999996,2016-05-10,9
2016-06-06,COMI,3141.0,17.42,54716.22000000001,2016-06-02,2
2016-06-07,ETEL,6379.0,9.06,57793.740000000005,2016-05-10,10
2016-06-07,COMI,3141.0,17.55,55124.55,2016-06-02,3
2016-06-08,ETEL,6379.0,9.32,59452.28,2016-05-10,11
2016-06-08,COMI,3141.0,17.57,55187.37,2016-06-02,4
2016-06-08,HELI,11742.0,4.2,49316.4,2016-06-08,0
2016-06-13,ETEL,6379.0,9.56,60983.240000000005,2016-05-10,12
2016-06-13,COMI,3141.0,17.32,54402.12,2016-06-02,5
2016-06-13,HELI,11742.0,4.08,47907.36,2016-06-08,1
2016-06-13,EGCH,19900.0,3.0,59700.0,2016-06-13,0
2016-07-10,COMI,3141.0,17.02,53459.82,2016-06-02,6
2016-07-10,HELI,11742.0,4.19,49198.98,2016-06-08,2
2016-07-10,EGCH,19900.0,2.85,56715.0,2016-06-13,1
2016-07-17,HELI,11742.0,4.23,49668.66,2016-06-08,3
2016-07-17,ETEL,6689.0,9.38,62742.82000000001,2016-07-17,0
2016-07-17,HRHO,9661.0,5.31,51299.909999999996,2016-07-17,0
2016-07-18,HELI,11742.0,4.2,49316.4,2016-06-08,4
2016-07-18,ETEL,6689.0,9.47,63344.83,2016-07-17,1
2016-07-18,HRHO,9661.0,5.31,51299.909999999996,2016-07-17,1
2016-07-19,HELI,11742.0,4.16,48846.72,2016-06-08,5
2016-07-19,ETEL,6689.0,9.45,63211.049999999996,2016-07-17,2
2016-07-19,HRHO,9661.0,5.26,50816.86,2016-07-17,2
2016-07-24,HELI,11742.0,4.29,50373.18,2016-06-08,6
2016-07-24,ETEL,6689.0,9.01,60267.89,2016-07-17,3
2016-07-24,HRHO,9661.0,5.18,50043.979999999996,2016-07-17,3
2016-07-26,HELI,11742.0,4.31,50608.02,2016-06-08,7
2016-07-26,ETEL,6689.0,8.87,59331.42999999999,2016-07-17,4
2016-07-26,HRHO,9661.0,5.28,51010.08,2016-07-17,4
2016-07-27,HELI,11742.0,4.47,52486.74,2016-06-08,8
2016-07-27,ETEL,6689.0,9.07,60669.23,2016-07-17,5
2016-07-27,HRHO,9661.0,5.75,55550.75,2016-07-17,5
2016-07-28,HELI,11742.0,4.49,52721.58,2016-06-08,9
2016-07-28,ETEL,6689.0,9.13,61070.57000000001,2016-07-17,6
2016-07-28,HRHO,9661.0,5.74,55454.14,2016-07-17,6
2016-08-02,HELI,11742.0,4.58,53778.36,2016-06-08,10
2016-08-02,ETEL,6689.0,9.16,61271.24,2016-07-17,7
2016-08-02,HRHO,9661.0,5.78,55840.58,2016-07-17,7
2016-08-03,ETEL,6689.0,9.22,61672.58,2016-07-17,8
2016-08-03,HRHO,9661.0,5.83,56323.63,2016-07-17,8
2016-08-04,ETEL,6689.0,9.26,61940.14,2016-07-17,9
2016-08-04,HRHO,9661.0,5.99,57869.39,2016-07-17,9
2016-08-07,ETEL,6689.0,9.18,61405.02,2016-07-17,10
2016-08-07,HRHO,9661.0,5.97,57676.17,2016-07-17,10
2016-08-08,ETEL,6689.0,9.28,62073.92,2016-07-17,11
2016-08-08,HRHO,9661.0,6.03,58255.83,2016-07-17,11
2016-08-10,ETEL,6689.0,9.53,63746.17,2016-07-17,12
2016-08-10,HRHO,9661.0,5.9,56999.9,2016-07-17,12
2016-08-11,ETEL,6689.0,9.55,63879.950000000004,2016-07-17,13
2016-08-11,HRHO,9661.0,5.82,56227.020000000004,2016-07-17,13
2016-08-14,ETEL,6689.0,9.5,63545.5,2016-07-17,14
2016-08-14,HRHO,9661.0,5.82,56227.020000000004,2016-07-17,14
2016-08-15,ETEL,6689.0,9.53,63746.17,2016-07-17,15
2016-08-15,HRHO,9661.0,5.83,56323.63,2016-07-17,15
2016-08-16,ETEL,6689.0,9.48,63411.72,2016-07-17,16
2016-08-16,HRHO,9661.0,5.74,55454.14,2016-07-17,16
2016-08-18,ETEL,6689.0,9.56,63946.840000000004,2016-07-17,17
2016-08-18,HRHO,9661.0,5.62,54294.82,2016-07-17,17
2016-08-21,ETEL,6689.0,9.86,65953.54,2016-07-17,18
2016-08-25,ETEL,6689.0,9.83,65752.87,2016-07-17,19
2016-09-01,ETEL,6689.0,10.02,67023.78,2016-07-17,20
2016-09-05,COMI,2914.0,19.75,57551.5,2016-09-05,0
2016-09-05,HELI,12436.0,4.67,58076.12,2016-09-05,0
2016-09-07,COMI,2914.0,19.65,57260.1,2016-09-05,1
2016-09-07,HELI,12436.0,4.55,56583.799999999996,2016-09-05,1
2016-09-08,COMI,2914.0,19.8,57697.200000000004,2016-09-05,2
2016-09-08,HELI,12436.0,4.51,56086.36,2016-09-05,2
2016-09-18,COMI,2914.0,19.12,55715.68,2016-09-05,3
2016-09-18,HELI,12436.0,4.31,53599.159999999996,2016-09-05,3
2016-09-20,COMI,2914.0,19.44,56648.16,2016-09-05,4
2016-09-25,COMI,2914.0,19.24,56065.35999999999,2016-09-05,5
2016-10-03,COMI,2914.0,19.75,57551.5,2016-09-05,6
2016-10-04,COMI,2914.0,20.05,58425.700000000004,2016-09-05,7
2016-10-04,HRHO,10184.0,5.95,60594.8,2016-10-04,0
2016-10-05,COMI,2914.0,20.71,60348.94,2016-09-05,8
2016-10-05,HRHO,10184.0,6.11,62224.240000000005,2016-10-04,1
2016-10-09,COMI,2914.0,21.11,61514.54,2016-09-05,9
2016-10-09,HRHO,10184.0,6.18,62937.119999999995,2016-10-04,2
2016-10-11,COMI,2914.0,20.83,60698.619999999995,2016-09-05,10
2016-10-11,HRHO,10184.0,5.98,60900.32000000001,2016-10-04,3
2016-10-12,COMI,2914.0,20.45,59591.299999999996,2016-09-05,11
2016-10-12,HRHO,10184.0,6.02,61307.67999999999,2016-10-04,4
2016-10-13,COMI,2914.0,21.24,61893.35999999999,2016-09-05,12
2016-10-13,HRHO,10184.0,6.32,64362.880000000005,2016-10-04,5
2016-10-16,COMI,2914.0,20.97,61106.579999999994,2016-09-05,13
2016-10-17,COMI,2914.0,20.59,59999.26,2016-09-05,14
2016-10-17,HELI,13861.0,4.37,60572.57,2016-10-17,0
2016-10-18,COMI,2914.0,20.75,60465.5,2016-09-05,15
2016-10-18,HELI,13861.0,4.38,60711.18,2016-10-17,1
2016-10-23,COMI,2914.0,20.75,60465.5,2016-09-05,16
2016-10-23,HELI,13861.0,4.78,66255.58,2016-10-17,2
2016-10-24,COMI,2914.0,20.67,60232.380000000005,2016-09-05,17
