family,parameter,importance
hierarchy_combo,trend_indicator,0.7011386018520613
hierarchy_combo,hierarchy,0.15702451290094094
hierarchy_combo,atr_trail,0.08473776390577512
hierarchy_combo,atr_stop,0.05709912134122268
