strategy,period,start_date,end_date,twr,cagr,max_drawdown,sharpe,return_dd,money_multiple,closed_trades,excess_twr_vs_etf_dca,excess_cagr_vs_etf_dca,fee_to_contributions_ratio,mean_turnover_pct
etf_dca,full,2015-01-15,2026-04-05,4.108628547852023,0.2622024037471724,0.5191936840961645,0.9260996734907223,0.5050184772636941,3.8716982022246365,0.0,0.0,0.0,,
etf_dca,oos,2024-01-02,2026-04-05,0.9351929413279827,0.35699139664409385,0.27494696081094594,1.3712447179647593,1.2984009555557947,1.5913667405188685,0.0,0.0,0.0,,
rebound_max5_v1,full,2015-01-15,2026-04-05,4.938508496815221,0.2896228506232337,0.35835476564716795,1.315803280792058,0.8082014762666587,3.3531038090477514,459.0,0.8298799489631978,0.027420446876061266,0.4272267413403711,0.1041189145289791
rebound_max5_v1,oos,2024-01-02,2026-04-05,1.0798978586720525,0.4030009202822509,0.3060394720671543,1.9394562563359374,1.3168266091957586,17.124780167636732,132.0,0.14470491734406976,0.046009523638157024,0.4272267413403711,0.1041189145289791
rebound_max5_v2,full,2015-01-15,2026-04-05,4.8210475171562015,0.2859496347611492,0.3508152573693728,1.4469730964179364,0.8151003377258285,3.320866004307155,346.0,0.7124189693041787,0.0237472310139768,0.3361853765459999,0.07856362574140055
rebound_max5_v2,oos,2024-01-02,2026-04-05,1.1049894838675707,0.410801857893637,0.2484856402214255,2.0993243379158018,1.6532217214949385,16.96013709342583,109.0,0.16979654253958798,0.05381046124954314,0.3361853765459999,0.07856362574140055
rebound_max5_v3,full,2015-01-15,2026-04-05,4.199105206350094,0.2653701015288048,0.3363866032115934,1.453763591165908,0.788884274805326,3.239943303916393,301.0,0.09047665849807096,0.003167697781632395,0.2960990257234756,0.0684710445468521
rebound_max5_v3,oos,2024-01-02,2026-04-05,1.2447217796922785,0.4533572945799349,0.23747388970519956,2.30899868518285,1.9090827001769892,16.546853302144434,108.0,0.3095288383642958,0.09636589793584105,0.2960990257234756,0.0684710445468521
