strategy,period,start_date,end_date,twr,cagr,max_drawdown,sharpe,return_dd,money_multiple,closed_trades,excess_twr_vs_etf_dca,excess_cagr_vs_etf_dca,cost_multiplier,fee_bps,slippage_bps,fixed_fee_egp,fee_to_contributions_ratio
rebound_max5_v3,full,2015-01-15,2026-04-05,4.199105206350094,0.2653701015288048,0.3363866032115934,1.453763591165908,0.788884274805326,3.239943303916393,301.0,0.09047665849807096,0.003167697781632395,1.0,20.0,5.0,5.0,0.2960990257234756
rebound_max5_v3,oos,2024-01-02,2026-04-05,1.2447217796922785,0.4533572945799349,0.23747388970519956,2.30899868518285,1.9090827001769892,16.546853302144434,108.0,0.3095288383642958,0.09636589793584105,1.0,20.0,5.0,5.0,0.2960990257234756
rebound_max5_v3,full,2015-01-15,2026-04-05,2.905410862524842,0.21471929412074675,0.3589319974543558,1.2171837150192313,0.5982171989223444,2.5989852394259927,301.0,-1.173252030326974,-0.04642337104196015,2.0,40.0,10.0,10.0,0.5161672609026853
rebound_max5_v3,oos,2024-01-02,2026-04-05,1.014772851296696,0.3825144473382551,0.24840563089207623,2.009705361784947,1.539878327091726,13.273388901354178,108.0,0.08486987451222028,0.027239492457337366,2.0,40.0,10.0,10.0,0.5161672609026853
rebound_max5_v3,full,2015-01-15,2026-04-05,1.8732350752736733,0.16263794832801537,0.39157335826679884,0.9616680129590927,0.41534477485366067,2.064045377256762,302.0,-2.175610249612878,-0.09744488157472309,3.0,60.0,15.0,15.0,0.6732429500404408
rebound_max5_v3,oos,2024-01-02,2026-04-05,0.8076964163561307,0.31489494425236897,0.2608270452561856,1.7083959055029407,1.207294067005504,10.541374605275605,109.0,-0.1170234695867507,-0.038695791310215055,3.0,60.0,15.0,15.0,0.6732429500404408
