date,symbol,action,shares,price,value,fee
2023-03-01,CCAP,BUY,73445.0,2.22,163047.90000000002,5.0
2023-03-01,COMI,BUY,3070.0,53.11,163047.7,5.0
2023-04-02,ADIB,SELL,9840.0,15.36,151142.4,
2023-04-02,HELI,SELL,16723.0,8.91,149001.93,
2023-04-02,HRHO,SELL,9869.0,13.4,132244.6,
2023-04-02,CCAP,SELL,73445.0,1.86,136607.7,
2023-04-02,ARCC,BUY,20285.0,7.72,156600.19999999998,5.0
2023-04-02,ABUK,BUY,3574.0,43.81,156576.94,5.0
2023-04-02,VLMRA,BUY,3431.0,45.63,156556.53,5.0
2023-04-02,ORWE,BUY,11315.0,13.84,156599.6,5.0
2023-04-02,AMOC,SELL,1900.0,9.05,17195.0,0.0
2023-04-02,JUFO,SELL,992.0,10.96,10872.320000000002,0.0
2023-04-02,EGAL,BUY,4326.0,36.2,156601.2,5.0
2023-04-02,EAST,BUY,12037.0,13.01,156601.37,5.0
2023-05-01,EAST,SELL,12037.0,12.73,153231.01,
2023-05-01,EFID,BUY,10925.0,15.97,174472.25,5.0
2023-05-01,ARCC,BUY,145.0,8.54,1238.3,5.0
2023-05-01,ABUK,SELL,64.0,49.71,3181.44,0.0
2023-05-01,VLMRA,BUY,483.0,44.57,21527.31,5.0
2023-05-01,AMOC,SELL,719.0,10.52,7563.88,0.0
2023-05-01,ORWE,SELL,984.0,16.89,16619.760000000002,0.0
2023-05-01,JUFO,SELL,1345.0,13.48,18130.600000000002,0.0
2023-05-01,GBCO,BUY,27423.0,6.13,168102.99,5.0
2023-06-01,AMOC,SELL,16586.0,8.36,138658.96,
2023-06-01,JUFO,SELL,12944.0,12.61,163223.84,
2023-06-01,COMI,SELL,3070.0,52.3,160561.0,
2023-06-01,VLMRA,SELL,3914.0,40.08,156873.12,
2023-06-01,GBCO,SELL,27423.0,5.6,153568.8,
2023-06-01,ADIB,BUY,8253.0,20.18,166545.54,5.0
2023-06-01,EFID,SELL,2079.0,18.83,39147.57,0.0
2023-06-01,EGCH,BUY,27171.0,6.13,166558.23,5.0
2023-06-01,ARCC,BUY,442.0,7.98,3527.1600000000003,5.0
2023-06-01,ABUK,SELL,1.0,47.47,47.47,0.0
2023-06-01,ORWE,BUY,519.0,15.35,7966.65,5.0
2023-06-01,ISPH,BUY,78939.0,2.11,166561.28999999998,5.0
2023-06-01,EGAL,SELL,509.0,43.64,22212.760000000002,0.0
2023-06-01,CCAP,BUY,73700.0,2.26,166561.99999999997,5.0
2023-06-01,ORAS,BUY,1422.0,117.06,166459.32,5.0
2023-07-04,ARCC,SELL,20872.0,8.5,177412.0,
2023-07-04,ABUK,SELL,3509.0,44.55,156325.94999999998,
2023-07-04,ORWE,SELL,10850.0,14.85,161122.5,
2023-07-04,ADIB,BUY,922.0,19.37,17859.14,5.0
2023-07-04,EFID,BUY,865.0,18.3,15829.5,5.0
2023-07-04,EGCH,SELL,2210.0,7.12,15735.2,0.0
2023-07-04,HELI,BUY,15521.0,11.45,177715.44999999998,5.0
2023-07-04,ISPH,SELL,10320.0,2.59,26728.8,0.0
2023-07-04,GBCO,BUY,27426.0,6.48,177720.48,5.0
2023-07-04,EGAL,BUY,338.0,42.77,14456.26,5.0
2023-07-04,CCAP,SELL,12627.0,2.91,36744.57,0.0
2023-07-04,ORAS,BUY,22.0,123.0,2706.0,5.0
2023-07-04,EAST,BUY,11205.0,15.86,177711.3,5.0
2023-08-01,ADIB,SELL,9175.0,20.33,186527.74999999997,
2023-08-01,ISPH,SELL,68619.0,2.21,151647.99,
2023-08-01,CCAP,SELL,61073.0,2.28,139246.44,
2023-08-01,EFID,SELL,677.0,18.89,12788.53,0.0
2023-08-01,EGCH,SELL,120.0,6.87,824.4,0.0
2023-08-01,HELI,SELL,133.0,11.09,1474.97,0.0
2023-08-01,HRHO,BUY,10355.0,16.48,170650.4,5.0
2023-08-01,GBCO,SELL,1955.0,6.7,13098.5,0.0
2023-08-01,JUFO,BUY,12026.0,14.19,170648.94,5.0
2023-08-01,EGAL,SELL,200.0,43.15,8630.0,0.0
2023-08-01,ORHD,BUY,15670.0,10.89,170646.30000000002,5.0
2023-08-01,ORAS,SELL,21.0,119.98,2519.58,0.0
2023-08-01,EAST,BUY,1073.0,13.89,14903.970000000001,5.0
2023-09-03,EGAL,SELL,3955.0,46.0,181930.0,
2023-09-03,EGCH,SELL,24841.0,6.55,162708.55,
2023-09-03,HRHO,SELL,10355.0,15.94,165058.69999999998,
2023-09-03,ORHD,SELL,15670.0,10.32,161714.4,
2023-09-03,EFID,SELL,752.0,21.08,15852.159999999998,0.0
2023-09-03,HELI,SELL,936.0,12.08,11306.88,0.0
2023-09-03,TMGH,BUY,16016.0,10.9,174574.4,5.0
2023-09-03,ABUK,BUY,3309.0,52.75,174549.75,5.0
2023-09-03,ETEL,BUY,6637.0,26.3,174553.1,5.0
2023-09-03,JUFO,SELL,317.0,14.91,4726.47,0.0
2023-09-03,GBCO,BUY,2505.0,6.24,15631.2,5.0
2023-09-03,ORAS,BUY,87.0,115.6,10057.199999999999,5.0
2023-09-03,EAST,SELL,709.0,15.09,10698.81,0.0
2023-10-01,EFID,SELL,8282.0,20.22,167462.03999999998,
2023-10-01,HELI,SELL,14452.0,11.25,162585.0,
2023-10-01,GBCO,SELL,27976.0,5.54,154987.04,
2023-10-01,JUFO,SELL,11709.0,13.0,152217.0,
2023-10-01,TMGH,SELL,2327.0,13.75,31996.25,0.0
2023-10-01,EGCH,BUY,23794.0,7.91,188210.54,5.0
2023-10-01,ABUK,SELL,499.0,67.0,33433.0,0.0
2023-10-01,ETEL,SELL,339.0,29.89,10132.710000000001,0.0
2023-10-01,VLMRA,BUY,4607.0,40.85,188195.95,5.0
2023-10-01,AMOC,BUY,19605.0,9.6,188208.0,5.0
2023-10-01,COMI,BUY,3136.0,60.0,188160.0,5.0
2023-10-01,ORAS,SELL,175.0,141.01,24676.75,0.0
2023-10-01,EAST,SELL,1054.0,17.9,18866.6,0.0
2023-11-01,ABUK,SELL,2810.0,77.0,216370.0,
2023-11-01,ETEL,SELL,6298.0,34.0,214132.0,
2023-11-01,VLMRA,SELL,4607.0,49.04,225927.28,
2023-11-01,AMOC,SELL,19605.0,11.25,220556.25,
2023-11-01,COMI,SELL,3136.0,60.35,189257.6,
2023-11-01,TMGH,SELL,3767.0,22.51,84795.17000000001,0.0
2023-11-01,EGCH,SELL,793.0,9.71,7700.030000000001,0.0
2023-11-01,EFID,BUY,8274.0,26.99,223315.25999999998,5.0
2023-11-01,EGAL,BUY,3333.0,67.0,223311.0,5.0
2023-11-01,ORAS,SELL,5.0,167.95,839.75,0.0
2023-11-01,EAST,BUY,908.0,19.55,17751.4,5.0
2023-12-03,EAST,SELL,11423.0,19.25,219892.75,
2023-12-03,TMGH,SELL,9922.0,22.25,220764.5,
2023-12-03,EFID,SELL,512.0,29.5,15104.0,0.0
2023-12-03,EGCH,BUY,33.0,9.94,328.02,5.0
2023-12-03,ETEL,BUY,6361.0,35.99,228932.39,5.0
2023-12-03,MCQE,BUY,11814.0,19.38,228955.31999999998,5.0
2023-12-03,EGAL,BUY,70.0,67.27,4708.9,5.0
2023-12-03,PHDC,BUY,80058.0,2.86,228965.87999999998,5.0
2023-12-03,COMI,BUY,2965.0,77.2,228898.0,5.0
2023-12-03,ORAS,SELL,105.0,187.01,19636.05,0.0
2024-01-02,ORAS,SELL,1225.0,180.17,220708.24999999997,
2024-01-02,EGAL,SELL,3403.0,64.86,220718.58,
2024-01-02,PHDC,SELL,80058.0,2.66,212954.28,
2024-01-02,COMI,SELL,2965.0,72.65,215407.25000000003,
2024-01-02,TMGH,BUY,9614.0,24.15,232178.09999999998,5.0
2024-01-02,EGCH,SELL,1293.0,10.68,13809.24,0.0
2024-01-02,EFID,SELL,315.0,31.18,9821.7,0.0
2024-01-02,ARCC,BUY,23218.0,10.0,232180.0,5.0
2024-01-02,ABUK,BUY,2764.0,84.0,232176.0,5.0
2024-01-02,ETEL,SELL,194.0,37.65,7304.099999999999,0.0
2024-01-02,MCQE,SELL,1124.0,21.72,24413.28,0.0
2024-01-02,JUFO,BUY,14817.0,15.67,232182.38999999998,5.0
2024-01-02,CCAP,BUY,85676.0,2.71,232181.96,5.0
2024-02-01,EGCH,SELL,21741.0,10.91,237194.31,
2024-02-01,EFID,SELL,7447.0,30.0,223410.0,
2024-02-01,ETEL,SELL,6167.0,36.56,225465.52000000002,
2024-02-01,MCQE,SELL,10690.0,19.91,212837.9,
2024-02-01,ARCC,SELL,23218.0,9.98,231715.64,
2024-02-01,JUFO,SELL,14817.0,16.58,245665.86,
2024-02-01,CCAP,SELL,85676.0,2.71,232181.96,
2024-02-01,TMGH,SELL,2233.0,33.0,73689.0,0.0
2024-02-01,ABUK,SELL,250.0,96.89,24222.5,0.0
2024-02-01,ORWE,BUY,10148.0,24.0,243552.0,5.0
2024-02-01,EGAL,BUY,2383.0,102.2,243542.6,5.0
2024-02-01,COMI,BUY,2764.0,88.1,243508.4,5.0
2024-02-01,PHDC,BUY,77817.0,3.13,243567.21,5.0
2024-02-01,ORHD,BUY,19642.0,12.4,243560.80000000002,5.0
2024-02-01,EAST,BUY,9853.0,24.72,243566.15999999997,5.0
2024-03-03,ABUK,SELL,2514.0,67.0,168438.0,
2024-03-03,ORWE,SELL,10148.0,18.96,192406.08000000002,
2024-03-03,COMI,SELL,2764.0,73.1,202048.4,
2024-03-03,ORHD,SELL,19642.0,14.43,283434.06,
2024-03-03,TMGH,SELL,3299.0,66.9,220703.1,0.0
2024-03-03,EFID,BUY,7186.0,38.0,273068.0,5.0
2024-03-03,ARCC,BUY,17024.0,16.04,273064.95999999996,5.0
2024-03-03,FWRY,BUY,36902.0,7.4,273074.8,5.0
2024-03-03,MCQE,BUY,10905.0,25.04,273061.2,5.0
2024-03-03,JUFO,BUY,13653.0,20.0,273060.0,5.0
2024-03-03,EGAL,BUY,145.0,107.99,15658.55,5.0
2024-03-03,PHDC,SELL,20567.0,4.77,98104.59,0.0
2024-03-03,ORAS,BUY,944.0,289.0,272816.0,5.0
2024-03-03,EAST,BUY,302.0,26.89,8120.78,5.0
2024-04-01,TMGH,SELL,4082.0,61.5,251043.0,
2024-04-01,EGAL,SELL,2528.0,91.03,230123.84,
2024-04-01,PHDC,SELL,57250.0,3.29,188352.5,
2024-04-01,EAST,SELL,10155.0,18.85,191421.75,
2024-04-01,EFID,SELL,7186.0,30.82,221472.52,
2024-04-01,ARCC,SELL,17024.0,10.74,182837.76,
2024-04-01,FWRY,SELL,36902.0,7.06,260528.12,
2024-04-01,MCQE,SELL,10905.0,16.94,184730.7,
2024-04-01,JUFO,SELL,13653.0,16.7,228005.09999999998,
2024-04-01,ORAS,SELL,119.0,267.0,31773.0,0.0
2024-04-01,GBCO,BUY,19138.0,11.5,220087.0,5.0
2024-05-01,ORAS,SELL,825.0,250.0,206250.0,
2024-05-01,GBCO,SELL,19138.0,10.03,191954.13999999998,
2024-05-01,EFIH,BUY,12055.0,17.99,216869.44999999998,5.0
2024-06-02,COMI,BUY,2807.0,78.2,219507.4,5.0
2024-06-02,EFIH,SELL,731.0,19.39,14174.09,0.0
2024-06-02,ORAS,BUY,823.0,266.75,219535.25,5.0
2024-06-02,GBCO,BUY,19482.0,11.27,219562.13999999998,5.0
2024-07-01,COMI,SELL,2807.0,77.4,217261.80000000002,
2024-07-01,EFIH,SELL,280.0,20.64,5779.2,0.0
2024-07-01,HRHO,BUY,11570.0,19.7,227929.0,5.0
2024-07-01,AMOC,BUY,23497.0,9.7,227920.9,5.0
2024-07-01,ORWE,BUY,9723.0,23.44,227907.12000000002,5.0
2024-07-01,GBCO,SELL,3441.0,14.21,48896.61,0.0
2024-07-01,EGAL,BUY,2349.0,97.0,227853.0,5.0
2024-07-01,PHDC,BUY,54140.0,4.21,227929.4,5.0
2024-07-01,ORAS,BUY,14.0,272.2,3810.7999999999997,5.0
2024-08-01,ORAS,SELL,837.0,264.13,221076.81,
2024-08-01,EFIH,SELL,1198.0,24.33,29147.339999999997,0.0
2024-08-01,HRHO,SELL,228.0,21.12,4815.360000000001,0.0
2024-08-01,ORWE,BUY,46.0,24.52,1127.92,5.0
2024-08-01,AMOC,BUY,2427.0,9.24,22425.48,5.0
2024-08-01,GBCO,BUY,1142.0,13.94,15919.48,5.0
2024-08-01,JUFO,BUY,11240.0,21.31,239524.4,5.0
2024-08-01,EGAL,SELL,229.0,113.0,25877.0,0.0
2024-08-01,PHDC,SELL,2403.0,4.63,11125.89,0.0
2024-08-01,EMFD,BUY,34170.0,7.01,239531.69999999998,5.0
2024-08-01,EAST,BUY,10715.0,22.35,239480.25000000003,5.0
2024-09-01,EFIH,SELL,9846.0,23.3,229411.80000000002,
2024-09-01,AMOC,SELL,25924.0,9.35,242389.4,
2024-09-01,EGAL,SELL,2120.0,110.42,234090.4,
2024-09-01,MCQE,BUY,11885.0,21.99,261351.15,5.0
2024-09-01,FWRY,BUY,34389.0,7.6,261356.4,5.0
2024-09-01,HRHO,SELL,406.0,23.9,9703.4,0.0
2024-09-01,ORWE,BUY,1221.0,23.78,29035.38,5.0
2024-09-01,GBCO,BUY,536.0,14.75,7906.0,5.0
2024-09-01,JUFO,SELL,510.0,24.36,12423.6,0.0
2024-09-01,PHDC,SELL,10706.0,6.37,68197.22,0.0
2024-09-01,BFTH,BUY,70244.0,3.51,246556.43999999997,5.0
2024-09-01,EMFD,SELL,445.0,7.75,3448.75,0.0
2024-09-01,EAST,SELL,445.0,25.45,11325.25,0.0
2024-10-01,GBCO,SELL,17719.0,14.75,261355.25,
2024-10-01,ORWE,SELL,10990.0,24.0,263760.0,
2024-10-01,BFTH,SELL,70244.0,3.35,235317.4,
2024-10-01,EGCH,BUY,30949.0,8.73,270184.77,5.0
2024-10-01,ARCC,BUY,23953.0,11.28,270189.83999999997,5.0
2024-10-01,MCQE,BUY,469.0,21.87,10257.03,5.0
2024-10-01,FWRY,SELL,2184.0,8.39,18323.760000000002,0.0
2024-10-01,HRHO,BUY,114.0,24.45,2787.2999999999997,5.0
2024-10-01,JUFO,SELL,96.0,25.41,2439.36,0.0
2024-10-01,EGAL,BUY,2069.0,122.0,252418.0,5.0
2024-10-01,PHDC,SELL,400.0,6.65,2660.0,0.0
2024-10-01,EMFD,SELL,2123.0,8.55,18151.65,0.0
2024-10-01,EAST,BUY,121.0,26.0,3146.0,5.0
2024-11-03,PHDC,SELL,40631.0,5.65,229565.15000000002,
2024-11-03,EGCH,SELL,30949.0,8.38,259352.62000000002,
2024-11-03,EGAL,SELL,2069.0,111.1,229865.9,
2024-11-03,ARCC,SELL,5026.0,15.17,76244.42,0.0
2024-11-03,MCQE,SELL,2989.0,30.66,91642.74,0.0
2024-11-03,FWRY,BUY,4137.0,7.9,32682.300000000003,5.0
2024-11-03,HRHO,BUY,1917.0,22.14,42442.380000000005,5.0
2024-11-03,ORWE,BUY,9765.0,29.4,287091.0,5.0
2024-11-03,JUFO,SELL,1411.0,31.13,43924.43,0.0
2024-11-03,EMFD,BUY,2175.0,8.5,18487.5,5.0
2024-11-03,ORAS,BUY,963.0,298.01,286983.63,5.0
2024-11-03,EAST,BUY,125.0,27.3,3412.5,5.0
2024-12-01,HRHO,SELL,12967.0,20.45,265175.14999999997,
2024-12-01,ARCC,SELL,19.0,14.66,278.54,0.0
2024-12-01,FWRY,SELL,2986.0,8.31,24813.66,0.0
2024-12-01,MCQE,BUY,1190.0,26.26,31249.4,5.0
2024-12-01,ORWE,BUY,806.0,26.22,21133.32,5.0
2024-12-01,JUFO,SELL,563.0,32.01,18021.629999999997,0.0
2024-12-01,EGAL,BUY,2484.0,111.55,277090.2,5.0
2024-12-01,EMFD,BUY,1759.0,7.8,13720.199999999999,5.0
2024-12-01,ORAS,SELL,23.0,294.93,6783.39,0.0
2024-12-01,EAST,SELL,299.0,27.13,8111.87,0.0
2025-01-02,EMFD,SELL,35536.0,7.56,268652.16,
2025-01-02,MCQE,SELL,10555.0,22.65,239070.74999999997,
2025-01-02,ORWE,SELL,10571.0,25.0,264275.0,
2025-01-02,ORAS,SELL,940.0,284.5,267430.0,
2025-01-02,ARCC,SELL,2369.0,17.0,40273.0,0.0
2025-01-02,FWRY,SELL,472.0,8.55,4035.6000000000004,0.0
2025-01-02,GBCO,BUY,16413.0,17.13,281154.69,5.0
2025-01-02,JUFO,SELL,267.0,33.5,8944.5,0.0
2025-01-02,EGAL,SELL,48.0,115.46,5542.08,0.0
2025-01-02,PHDC,BUY,42990.0,6.54,281154.6,5.0
2025-01-02,EAST,SELL,686.0,29.5,20237.0,0.0
2025-02-02,ARCC,SELL,1747.0,20.07,35062.29,0.0
2025-02-02,FWRY,BUY,1635.0,8.6,14061.0,5.0
2025-02-02,ISPH,BUY,43915.0,6.76,296865.39999999997,5.0
2025-02-02,JUFO,BUY,81.0,35.03,2837.4300000000003,5.0
2025-02-02,EGAL,SELL,494.0,152.9,75532.6,0.0
2025-02-02,GBCO,BUY,1310.0,16.75,21942.5,5.0
2025-02-02,PHDC,BUY,2333.0,6.55,15281.15,5.0
2025-02-02,CCAP,BUY,108743.0,2.73,296868.39,5.0
2025-02-02,ORHD,BUY,16584.0,17.9,296853.6,5.0
2025-02-02,EAST,BUY,658.0,29.13,19167.54,5.0
2025-03-02,FWRY,SELL,34519.0,8.0,276152.0,
2025-03-02,PHDC,SELL,45323.0,6.25,283268.75,
2025-03-02,ISPH,SELL,43915.0,6.64,291595.6,
2025-03-02,ARCC,SELL,1274.0,23.0,29302.0,0.0
2025-03-02,ETEL,BUY,8181.0,38.0,310878.0,5.0
2025-03-02,HRHO,BUY,11957.0,26.0,310882.0,5.0
2025-03-02,GBCO,BUY,619.0,16.95,10492.05,5.0
2025-03-02,EGAL,BUY,25.0,157.98,3949.4999999999995,5.0
2025-03-02,CCAP,SELL,1905.0,2.91,5543.55,0.0
2025-03-02,JUFO,BUY,215.0,35.78,7692.7,5.0
2025-03-02,ORHD,SELL,2458.0,22.01,54100.58,0.0
2025-03-02,RMDA,BUY,74107.0,4.13,306061.91,5.0
2025-03-02,EAST,SELL,160.0,31.0,4960.0,0.0
2025-04-03,JUFO,SELL,8689.0,33.0,286737.0,
2025-04-03,EAST,SELL,10029.0,33.25,333464.25,
2025-04-03,ETEL,SELL,8181.0,35.3,288789.3,
2025-04-03,ARCC,BUY,814.0,22.67,18453.38,5.0
2025-04-03,ABUK,BUY,5714.0,56.86,324898.04,5.0
2025-04-03,FWRY,BUY,33846.0,9.6,324921.6,5.0
2025-04-03,HRHO,SELL,141.0,27.5,3877.5,0.0
2025-04-03,ISPH,BUY,29260.0,8.87,259536.19999999998,5.0
2025-04-03,GBCO,SELL,2296.0,20.25,46494.0,0.0
2025-04-03,EGAL,SELL,104.0,174.5,18148.0,0.0
2025-04-03,CCAP,BUY,2563.0,2.97,7612.110000000001,5.0
2025-04-03,ORHD,SELL,299.0,23.5,7026.5,0.0
2025-04-03,RMDA,SELL,260.0,4.4,1144.0,0.0
2025-05-04,EGAL,SELL,1863.0,171.1,318759.3,
2025-05-04,CCAP,SELL,109401.0,2.84,310698.83999999997,
2025-05-04,ABUK,SELL,5714.0,53.97,308384.58,
2025-05-04,ARCC,SELL,332.0,23.94,7948.080000000001,0.0
2025-05-04,FWRY,SELL,2405.0,10.66,25637.3,0.0
2025-05-04,MCQE,BUY,11910.0,28.14,335147.4,5.0
2025-05-04,HRHO,SELL,60.0,28.51,1710.6000000000001,0.0
2025-05-04,ISPH,BUY,8782.0,8.81,77369.42,5.0
2025-05-04,GBCO,SELL,1057.0,22.36,23634.52,0.0
2025-05-04,ORHD,BUY,137.0,24.0,3288.0,5.0
2025-05-04,EMFD,BUY,37573.0,8.92,335151.16,5.0
2025-05-04,RMDA,SELL,2990.0,4.73,14142.7,0.0
2025-05-04,EAST,BUY,9575.0,35.0,335125.0,5.0
2025-06-01,ARCC,SELL,14000.0,29.0,406000.0,
2025-06-01,GBCO,SELL,14989.0,22.45,336503.05,
2025-06-01,ORHD,SELL,13964.0,23.8,332343.2,
2025-06-01,HRHO,SELL,11756.0,31.33,368315.48,
2025-06-01,RMDA,SELL,70857.0,4.51,319565.07,
2025-06-01,FWRY,SELL,31441.0,11.41,358741.81,
2025-06-01,ISPH,SELL,38042.0,9.3,353790.60000000003,
2025-06-01,MCQE,SELL,11910.0,39.21,466991.10000000003,
2025-06-01,EMFD,SELL,37573.0,9.67,363330.91,
2025-06-01,EAST,SELL,9575.0,33.35,319326.25,
2025-07-01,ARCC,BUY,9851.0,37.0,364487.0,5.0
2025-07-01,FWRY,BUY,30248.0,12.05,364488.4,5.0
2025-07-01,MCQE,BUY,6912.0,52.73,364469.75999999995,5.0
2025-07-01,ISPH,BUY,39878.0,9.14,364484.92000000004,5.0
2025-07-01,GBCO,BUY,15916.0,22.9,364476.39999999997,5.0
2025-07-01,PHDC,BUY,40499.0,9.0,364491.0,5.0
2025-07-01,BFTH,BUY,97981.0,3.72,364489.32,5.0
2025-07-01,COMI,BUY,4323.0,84.3,364428.89999999997,5.0
2025-07-01,ORAS,BUY,1101.0,331.0,364431.0,5.0
2025-08-03,EGCH,BUY,36908.0,10.15,374616.2,5.0
2025-08-03,MCQE,SELL,1842.0,79.0,145518.0,0.0
2025-08-03,ISPH,BUY,170.0,10.0,1700.0,5.0
2025-08-03,GBCO,SELL,204.0,25.49,5199.96,0.0
2025-08-03,PHDC,BUY,7810.0,8.29,64744.899999999994,5.0
2025-08-03,BFTH,BUY,20856.0,3.37,70284.72,5.0
2025-08-03,COMI,SELL,67.0,94.1,6304.7,0.0
2025-08-03,ORAS,SELL,84.0,393.99,33095.16,0.0
2025-09-01,ISPH,SELL,40048.0,10.21,408890.08,
2025-09-01,PHDC,SELL,48309.0,7.71,372462.39,
2025-09-01,BFTH,SELL,118837.0,3.07,364829.58999999997,
2025-09-01,EGCH,SELL,538.0,11.01,5923.38,0.0
2025-09-01,ARCC,BUY,390.0,39.1,15249.0,5.0
2025-09-01,ETEL,BUY,8800.0,45.5,400400.0,5.0
2025-09-01,MCQE,BUY,130.0,77.0,10010.0,5.0
2025-09-01,FWRY,SELL,186.0,13.32,2477.52,0.0
2025-09-01,GBCO,BUY,324.0,24.97,8090.28,5.0
2025-09-01,COMI,SELL,106.0,96.51,10230.060000000001,0.0
2025-09-01,ORAS,SELL,15.0,400.0,6000.0,0.0
2025-09-01,EAST,BUY,10540.0,37.99,400414.60000000003,5.0
2025-10-01,ARCC,SELL,10241.0,38.67,396019.47000000003,
2025-10-01,GBCO,SELL,16036.0,22.4,359206.39999999997,
2025-10-01,EFID,BUY,21236.0,19.56,415376.16,5.0
2025-10-01,EGCH,SELL,2488.0,12.26,30502.88,0.0
2025-10-01,ETEL,SELL,655.0,51.0,33405.0,0.0
2025-10-01,MCQE,BUY,513.0,72.7,37295.1,5.0
2025-10-01,FWRY,SELL,809.0,14.2,11487.8,0.0
2025-10-01,ISPH,BUY,37557.0,11.06,415380.42000000004,5.0
2025-10-01,COMI,SELL,37.0,101.0,3737.0,0.0
2025-10-01,ORAS,SELL,13.0,420.05,5460.650000000001,0.0
2025-10-01,EAST,SELL,789.0,42.6,33611.4,0.0
2025-11-02,FWRY,SELL,29253.0,14.6,427093.8,
2025-11-02,COMI,SELL,4113.0,105.49,433880.37,
2025-11-02,ISPH,SELL,37557.0,11.22,421389.54000000004,
2025-11-02,EFID,SELL,2496.0,23.69,59130.240000000005,0.0
2025-11-02,EGCH,BUY,5405.0,11.3,61076.50000000001,5.0
2025-11-02,ARCC,BUY,9559.0,46.44,443919.95999999996,5.0
2025-11-02,EFIH,BUY,30958.0,14.34,443937.72,5.0
2025-11-02,ETEL,BUY,716.0,50.1,35871.6,5.0
2025-11-02,MCQE,SELL,965.0,93.51,90237.15000000001,0.0
2025-11-02,HRHO,BUY,15770.0,28.15,443925.5,5.0
2025-11-02,EGAL,BUY,2079.0,206.0,428274.0,5.0
2025-11-02,ORAS,SELL,44.0,470.0,20680.0,0.0
2025-11-02,EAST,BUY,116.0,44.99,5218.84,5.0
2025-12-01,EGCH,SELL,39287.0,10.8,424299.60000000003,
2025-12-01,EFIH,SELL,30958.0,16.2,501519.6,
2025-12-01,HRHO,SELL,15770.0,26.7,421059.0,
2025-12-01,TMGH,BUY,6341.0,76.44,484706.04,5.0
2025-12-01,EFID,BUY,2380.0,22.95,54621.0,5.0
2025-12-01,ARCC,SELL,201.0,51.8,10411.8,0.0
2025-12-01,ETEL,SELL,1403.0,65.0,91195.0,0.0
2025-12-01,MCQE,SELL,1230.0,137.8,169494.0,0.0
2025-12-01,EGAL,BUY,356.0,199.0,70844.0,5.0
2025-12-01,CCAP,BUY,131357.0,3.69,484707.33,5.0
2025-12-01,ORAS,BUY,69.0,478.0,32982.0,5.0
2025-12-01,EAST,BUY,672.0,45.99,30905.280000000002,5.0
2026-01-04,ORAS,SELL,1014.0,430.0,436020.0,
2026-01-04,EAST,SELL,10539.0,37.1,390996.9,
2026-01-04,EFID,SELL,2776.0,27.5,76340.0,0.0
2026-01-04,TMGH,SELL,35.0,80.0,2800.0,0.0
2026-01-04,EFIH,BUY,27282.0,18.49,504444.17999999993,5.0
2026-01-04,ARCC,BUY,572.0,50.8,29057.6,5.0
2026-01-04,ETEL,BUY,211.0,65.77,13877.47,5.0
2026-01-04,MCQE,SELL,567.0,170.98,96945.65999999999,0.0
2026-01-04,GBCO,BUY,18683.0,27.0,504441.0,5.0
2026-01-04,EGAL,SELL,292.0,235.5,68766.0,0.0
2026-01-04,CCAP,BUY,2806.0,3.76,10550.56,5.0
2026-01-04,ORHD,BUY,19849.0,25.4,504164.6,5.0
2026-02-01,EFID,SELL,18344.0,28.85,529224.4,
2026-02-01,ARCC,SELL,9930.0,46.4,460752.0,
2026-02-01,CCAP,SELL,134163.0,3.36,450787.68,
2026-02-01,ORHD,SELL,19849.0,24.01,476574.49000000005,
2026-02-01,TMGH,SELL,242.0,86.49,20930.579999999998,0.0
2026-02-01,EFIH,SELL,3056.0,21.65,66162.4,0.0
2026-02-01,ETEL,SELL,987.0,78.5,77479.5,0.0
2026-02-01,MCQE,BUY,182.0,167.35,30457.7,5.0
2026-02-01,GBCO,SELL,1780.0,31.03,55233.4,0.0
2026-02-01,EGAL,BUY,79.0,236.0,18644.0,5.0
2026-02-01,COMI,BUY,3913.0,134.0,524342.0,5.0
2026-03-01,EGAL,SELL,2222.0,229.0,508838.0,
2026-03-01,TMGH,SELL,6064.0,87.1,528174.4,
2026-03-01,EFIH,SELL,24226.0,20.73,502204.98,
2026-03-01,GBCO,SELL,16903.0,28.55,482580.65,
2026-03-01,EGCH,BUY,40905.0,13.09,535446.45,5.0
2026-03-01,ABUK,BUY,7682.0,69.7,535435.4,5.0
2026-03-01,ETEL,SELL,911.0,92.79,84531.69,0.0
2026-03-01,MCQE,SELL,367.0,193.61,71054.87000000001,0.0
2026-03-01,COMI,BUY,97.0,133.5,12949.5,5.0
2026-04-01,ETEL,SELL,5771.0,78.59,453542.89,
2026-04-01,COMI,SELL,4010.0,121.0,485210.0,
2026-04-01,EGCH,SELL,40905.0,11.35,464271.75,
2026-04-01,ABUK,SELL,1340.0,81.7,109478.0,0.0
2026-04-01,MCQE,BUY,330.0,167.33,55218.9,5.0
2026-04-01,VLMRA,BUY,15989.0,32.4,518043.6,5.0
2026-04-01,AMOC,BUY,62568.0,8.28,518063.04,5.0
2026-04-01,EGAL,BUY,1715.0,302.0,517930.0,5.0
2026-04-01,ORAS,BUY,1077.0,481.01,518047.77,5.0
