date,symbol,holding_name,action,shares,price,value,fee,fixed_fee,bps_fee
2017-11-09,PHDC,Palm Hills Development Company,BUY,95.0,4.032015,383.04142500000006,5.76608285,5.0,0.7660828500000001
2017-11-09,RAYA,Raya Holding For Financial Investments,BUY,1425.0,0.270135,384.942375,5.76988475,5.0,0.7698847500000001
2017-11-09,TMGH,T M G Holding,BUY,41.0,9.364679999999998,383.9518799999999,5.767903759999999,5.0,0.7679037599999998
2017-11-09,VLMR,Egyptian Kuwaiti Holding,BUY,329.0,1.1705849999999998,385.1224649999999,5.77024493,5.0,0.7702449299999998
2017-12-03,ABUK,Abou Kir Fertilizers,BUY,19.0,19.749869999999998,375.24753,5.75049506,5.0,0.75049506
2017-12-03,ADIB,Abu Dhabi Islamic Bank- Egypt,BUY,38.0,9.994995,379.80980999999997,5.75961962,5.0,0.7596196199999999
2017-12-03,AMOC,Alexandria Mineral Oils Company,BUY,43.0,8.854424999999999,380.74027499999994,5.76148055,5.0,0.7614805499999999
2017-12-03,ARCC,Arabian Cement Company,BUY,44.0,8.734365,384.31206000000003,5.76862412,5.0,0.7686241200000001
2017-12-03,BFTH,Beltone Holding,BUY,99.0,3.8919449999999998,385.302555,5.77060511,5.0,0.77060511
2017-12-03,CCAP,QALA For Financial Investments,BUY,276.0,1.4006999999999998,386.59319999999997,5.7731864,5.0,0.7731863999999999
2017-12-03,COMI,Commercial International Bank-Egypt (CIB),BUY,12.0,30.05502,360.66024,5.72132048,5.0,0.72132048
2017-12-03,EAST,Eastern Company,BUY,30.0,12.566279999999999,376.98839999999996,5.7539768,5.0,0.7539767999999999
2017-12-03,EFID,Edita Food Industries (EDITA),BUY,24.0,15.98799,383.71176,5.76742352,5.0,0.76742352
2017-12-03,EGAL,Egypt Aluminum,BUY,9.0,41.86092,376.74828,5.75349656,5.0,0.7534965600000001
2017-12-03,EGCH,Egyptian Chemical Industries (KIMA),BUY,59.0,6.553274999999999,386.643225,5.77328645,5.0,0.77328645
2017-12-03,EMFD,Emaar Misr for Development,BUY,103.0,3.7518749999999996,386.44312499999995,5.77288625,5.0,0.7728862499999999
2017-12-03,ETEL,Telecom Egypt,BUY,28.0,13.536764999999999,379.02941999999996,5.75805884,5.0,0.7580588399999999
2017-12-03,GBCO,GB Corp,BUY,98.0,3.931965,385.33257,5.77066514,5.0,0.77066514
2017-12-03,HELI,Heliopolis Housing,BUY,39.0,9.694844999999999,378.098955,5.75619791,5.0,0.75619791
2017-12-03,HRHO,EFG Holding,BUY,35.0,10.8054,378.189,5.756378,5.0,0.7563780000000001
2017-12-03,JUFO,Juhayna Food Industries,BUY,38.0,10.095044999999999,383.61170999999996,5.76722342,5.0,0.76722342
2017-12-03,MCQE,Misr Cement - Qena,BUY,16.0,24.042015,384.67224,5.76934448,5.0,0.76934448
2017-12-03,OIH,Orascom Investment Holding,BUY,138.0,2.791395,385.21251,5.77042502,5.0,0.77042502
2017-12-03,ORAS,Orascom Construction PLC,BUY,2.0,146.903415,293.80683,5.58761366,5.0,0.58761366
2017-12-03,ORHD,Orascom Development Egypt,BUY,102.0,3.7718849999999997,384.73226999999997,5.7694645399999995,5.0,0.76946454
2017-12-03,ORWE,Oriental Weavers,BUY,33.0,11.735865,387.283545,5.77456709,5.0,0.77456709
2017-12-03,PHDC,Palm Hills Development Company,BUY,95.0,4.072035,386.84332499999994,5.77368665,5.0,0.7736866499999999
2017-12-03,RAYA,Raya Holding For Financial Investments,BUY,1383.0,0.28014,387.43362,5.77486724,5.0,0.7748672400000001
2017-12-03,TMGH,T M G Holding,BUY,38.0,9.974985,379.04943000000003,5.7580988600000005,5.0,0.75809886
2017-12-03,VLMR,Egyptian Kuwaiti Holding,BUY,302.0,1.28064,386.75328,5.77350656,5.0,0.7735065600000001
2018-01-02,ABUK,Abou Kir Fertilizers,BUY,17.0,21.510749999999998,365.68274999999994,5.7313655,5.0,0.7313654999999999
2018-01-02,ADIB,Abu Dhabi Islamic Bank- Egypt,BUY,34.0,10.74537,365.34258,5.73068516,5.0,0.7306851600000001
2018-01-02,AMOC,Alexandria Mineral Oils Company,BUY,40.0,9.254624999999999,370.18499999999995,5.7403699999999995,5.0,0.7403699999999999
2018-01-02,ARCC,Arabian Cement Company,BUY,48.0,7.633814999999999,366.42312,5.73284624,5.0,0.73284624
2018-01-02,BFTH,Beltone Holding,BUY,90.0,4.1420699999999995,372.7862999999999,5.7455726,5.0,0.7455725999999999
2018-01-02,CCAP,QALA For Financial Investments,BUY,293.0,1.270635,372.29605499999997,5.74459211,5.0,0.7445921099999999
2018-01-02,COMI,Commercial International Bank-Egypt (CIB),BUY,12.0,30.865425,370.38509999999997,5.7407702,5.0,0.7407701999999999
2018-01-02,EAST,Eastern Company,BUY,25.0,14.84742,371.1855,5.742371,5.0,0.742371
2018-01-02,EFID,Edita Food Industries (EDITA),BUY,22.0,16.8084,369.78479999999996,5.7395696,5.0,0.7395695999999999
2018-01-02,EGAL,Egypt Aluminum,BUY,8.0,43.471725,347.7738,5.6955476,5.0,0.6955476
2018-01-02,EGCH,Egyptian Chemical Industries (KIMA),BUY,57.0,6.473234999999999,368.97439499999996,5.73794879,5.0,0.7379487899999999
2018-01-02,EMFD,Emaar Misr for Development,BUY,105.0,3.5517749999999997,372.93637499999994,5.74587275,5.0,0.7458727499999999
2018-01-02,ETEL,Telecom Egypt,BUY,27.0,13.42671,362.52117,5.72504234,5.0,0.72504234
2018-01-02,GBCO,GB Corp,BUY,83.0,4.492245,372.85633499999994,5.74571267,5.0,0.7457126699999999
2018-01-02,HELI,Heliopolis Housing,BUY,31.0,11.735865,363.811815,5.72762363,5.0,0.7276236300000001
2018-01-02,HRHO,EFG Holding,BUY,35.0,10.46523,366.28305,5.7325661,5.0,0.7325661
2018-01-02,ISPH,Ibnsina Pharma,BUY,69.0,5.352675,369.334575,5.73866915,5.0,0.73866915
2018-01-02,JUFO,Juhayna Food Industries,BUY,35.0,10.535264999999999,368.73427499999997,5.73746855,5.0,0.73746855
2018-01-02,MCQE,Misr Cement - Qena,BUY,15.0,24.15207,362.28105,5.7245621,5.0,0.7245621
2018-01-02,OIH,Orascom Investment Holding,BUY,135.0,2.751375,371.43562499999996,5.74287125,5.0,0.74287125
2018-01-02,ORAS,Orascom Construction PLC,BUY,2.0,140.48020499999998,280.96040999999997,5.56192082,5.0,0.56192082
2018-01-02,ORHD,Orascom Development Egypt,BUY,78.0,4.752375,370.68525,5.7413705,5.0,0.7413705
2018-01-02,ORWE,Oriental Weavers,BUY,33.0,11.06553,365.16249000000005,5.73032498,5.0,0.7303249800000001
2018-01-02,PHDC,Palm Hills Development Company,BUY,97.0,3.8419199999999996,372.66623999999996,5.74533248,5.0,0.74533248
2018-01-02,RAYA,Raya Holding For Financial Investments,BUY,1434.0,0.26013,373.02642,5.74605284,5.0,0.7460528399999999
2018-01-02,TMGH,T M G Holding,BUY,38.0,9.8049,372.5862,5.7451724,5.0,0.7451724000000001
2018-01-02,VLMR,Egyptian Kuwaiti Holding,BUY,284.0,1.310655,372.22601999999995,5.74445204,5.0,0.7444520399999999
2018-02-06,ABUK,Abou Kir Fertilizers,BUY,13.0,28.11405,365.48265,5.7309653,5.0,0.7309652999999999
2018-02-06,ADIB,Abu Dhabi Islamic Bank- Egypt,BUY,33.0,11.14557,367.80381,5.73560762,5.0,0.73560762
2018-02-06,AMOC,Alexandria Mineral Oils Company,BUY,41.0,9.06453,371.64572999999996,5.74329146,5.0,0.7432914599999999
2018-02-06,ARCC,Arabian Cement Company,BUY,48.0,7.683839999999999,368.82431999999994,5.73764864,5.0,0.7376486399999999
2018-02-06,BFTH,Beltone Holding,BUY,92.0,4.032015,370.94538000000006,5.74189076,5.0,0.7418907600000001
2018-02-06,CCAP,QALA For Financial Investments,BUY,286.0,1.30065,371.9859,5.7439718,5.0,0.7439718000000001
2018-02-06,COMI,Commercial International Bank-Egypt (CIB),BUY,12.0,30.77538,369.30456,5.73860912,5.0,0.73860912
2018-02-06,EAST,Eastern Company,BUY,23.0,16.018005000000002,368.41411500000004,5.73682823,5.0,0.7368282300000001
2018-02-06,EFID,Edita Food Industries (EDITA),BUY,22.0,16.918454999999998,372.20600999999994,5.7444120199999995,5.0,0.7444120199999998
2018-02-06,EGAL,Egypt Aluminum,BUY,8.0,44.66232,357.29856,5.7145971200000005,5.0,0.7145971200000001
2018-02-06,EGCH,Egyptian Chemical Industries (KIMA),BUY,58.0,6.423209999999999,372.54617999999994,5.74509236,5.0,0.7450923599999999
2018-02-06,EMFD,Emaar Misr for Development,BUY,101.0,3.6718349999999997,370.85533499999997,5.74171067,5.0,0.7417106699999999
2018-02-06,ETEL,Telecom Egypt,BUY,28.0,13.006499999999999,364.18199999999996,5.728364,5.0,0.7283639999999999
2018-02-06,GBCO,GB Corp,BUY,77.0,4.832415,372.095955,5.74419191,5.0,0.7441919100000001
2018-02-06,HELI,Heliopolis Housing,BUY,31.0,11.995994999999999,371.87584499999997,5.74375169,5.0,0.74375169
2018-02-06,HRHO,EFG Holding,BUY,42.0,8.804400000000001,369.7848,5.7395696,5.0,0.7395696
2018-02-06,ISPH,Ibnsina Pharma,BUY,56.0,6.62331,370.90536,5.74181072,5.0,0.7418107199999999
2018-02-06,JUFO,Juhayna Food Industries,BUY,34.0,10.90545,370.7853,5.7415706,5.0,0.7415706000000001
2018-02-06,MCQE,Misr Cement - Qena,BUY,17.0,21.690839999999998,368.74427999999995,5.73748856,5.0,0.73748856
2018-02-06,OIH,Orascom Investment Holding,BUY,145.0,2.56128,371.3856,5.7427712,5.0,0.7427712000000001
2018-02-06,ORAS,Orascom Construction PLC,BUY,2.0,154.64728499999998,309.29456999999996,5.61858914,5.0,0.61858914
2018-02-06,ORHD,Orascom Development Egypt,BUY,66.0,5.592795,369.12447,5.73824894,5.0,0.73824894
2018-02-06,ORWE,Oriental Weavers,BUY,35.0,10.4052,364.182,5.728364,5.0,0.728364
2018-02-06,PHDC,Palm Hills Development Company,BUY,103.0,3.6118049999999995,372.01591499999995,5.74403183,5.0,0.74403183
2018-02-06,RAYA,Raya Holding For Financial Investments,BUY,1241.0,0.30015,372.48614999999995,5.7449723,5.0,0.7449722999999999
2018-02-06,TMGH,T M G Holding,BUY,39.0,9.394695,366.393105,5.73278621,5.0,0.73278621
2018-02-06,VLMR,Egyptian Kuwaiti Holding,BUY,251.0,1.48074,371.66573999999997,5.74333148,5.0,0.7433314799999999
2018-03-04,ABUK,Abou Kir Fertilizers,BUY,10.0,35.0175,350.17499999999995,5.70035,5.0,0.7003499999999999
2018-03-04,ADIB,Abu Dhabi Islamic Bank- Egypt,BUY,30.0,12.096044999999998,362.88134999999994,5.7257627,5.0,0.7257626999999999
2018-03-04,AMOC,Alexandria Mineral Oils Company,BUY,41.0,8.96448,367.54368,5.73508736,5.0,0.73508736
2018-03-04,ARCC,Arabian Cement Company,BUY,46.0,7.963979999999999,366.34308,5.73268616,5.0,0.73268616
2018-03-04,BFTH,Beltone Holding,BUY,89.0,4.12206,366.86334000000005,5.73372668,5.0,0.7337266800000001
2018-03-04,CCAP,QALA For Financial Investments,BUY,266.0,1.3906949999999998,369.92486999999994,5.73984974,5.0,0.7398497399999999
2018-03-04,COMI,Commercial International Bank-Egypt (CIB),BUY,12.0,30.725355,368.70426,5.73740852,5.0,0.73740852
2018-03-04,EAST,Eastern Company,BUY,20.0,18.199095,363.9819,5.7279638,5.0,0.7279638
2018-03-04,EFID,Edita Food Industries (EDITA),BUY,22.0,16.208099999999998,356.5782,5.7131564,5.0,0.7131564
2018-03-04,EGAL,Egypt Aluminum,BUY,9.0,41.06052,369.54467999999997,5.7390893599999995,5.0,0.7390893599999999
2018-03-04,EGCH,Egyptian Chemical Industries (KIMA),BUY,62.0,5.88294,364.74228,5.7294845599999995,5.0,0.72948456
2018-03-04,EMFD,Emaar Misr for Development,BUY,88.0,4.192095,368.90436,5.73780872,5.0,0.73780872
2018-03-04,ETEL,Telecom Egypt,BUY,30.0,12.136065,364.08195,5.7281639,5.0,0.7281639
2018-03-04,GBCO,GB Corp,BUY,76.0,4.832415,367.26354000000003,5.73452708,5.0,0.7345270800000001
2018-03-04,HELI,Heliopolis Housing,BUY,30.0,12.216105,366.48315,5.7329663,5.0,0.7329663000000001
2018-03-04,HRHO,EFG Holding,BUY,37.0,9.86493,365.00241,5.7300048199999996,5.0,0.73000482
2018-03-04,ISPH,Ibnsina Pharma,BUY,56.0,6.553274999999999,366.98339999999996,5.7339668,5.0,0.7339667999999999
2018-03-04,JUFO,Juhayna Food Industries,BUY,32.0,11.505749999999999,368.18399999999997,5.736368,5.0,0.7363679999999999
2018-03-04,MCQE,Misr Cement - Qena,BUY,19.0,18.899445,359.089455,5.71817891,5.0,0.71817891
2018-03-04,OIH,Orascom Investment Holding,BUY,149.0,2.4812399999999997,369.70475999999996,5.73940952,5.0,0.7394095199999999
2018-03-04,ORAS,Orascom Construction PLC,BUY,2.0,148.29411,296.58822,5.59317644,5.0,0.5931764399999999
2018-03-04,ORHD,Orascom Development Egypt,BUY,55.0,6.643319999999999,365.38259999999997,5.7307652000000004,5.0,0.7307652
2018-03-04,ORWE,Oriental Weavers,BUY,34.0,10.665329999999999,362.62122,5.72524244,5.0,0.72524244
2018-03-04,PHDC,Palm Hills Development Company,BUY,91.0,4.04202,367.82382,5.73564764,5.0,0.73564764
2018-03-04,RAYA,Raya Holding For Financial Investments,BUY,1121.0,0.330165,370.114965,5.74022993,5.0,0.74022993
2018-03-04,TMGH,T M G Holding,BUY,37.0,9.94497,367.96389,5.73592778,5.0,0.73592778
2018-03-04,VLMR,Egyptian Kuwaiti Holding,BUY,240.0,1.54077,369.7848,5.7395696,5.0,0.7395696
2018-04-11,ABUK,Abou Kir Fertilizers,BUY,11.0,31.785884999999997,349.64473499999997,5.69928947,5.0,0.69928947
2018-04-11,ADIB,Abu Dhabi Islamic Bank- Egypt,BUY,34.0,10.875434999999998,369.76478999999995,5.73952958,5.0,0.7395295799999999
2018-04-11,AMOC,Alexandria Mineral Oils Company,BUY,34.0,10.625309999999999,361.26054,5.72252108,5.0,0.72252108
2018-04-11,ARCC,Arabian Cement Company,BUY,38.0,9.614804999999999,365.36258999999995,5.73072518,5.0,0.73072518
2018-04-11,BFTH,Beltone Holding,BUY,76.0,4.852424999999999,368.7843,5.7375685999999995,5.0,0.7375685999999999
2018-04-11,CCAP,QALA For Financial Investments,BUY,162.0,2.2911449999999998,371.16549,5.74233098,5.0,0.74233098
2018-04-11,COMI,Commercial International Bank-Egypt (CIB),BUY,10.0,35.75787,357.57869999999997,5.7151574,5.0,0.7151573999999999
2018-04-11,EAST,Eastern Company,BUY,18.0,19.569779999999998,352.25604,5.70451208,5.0,0.70451208
2018-04-11,EFID,Edita Food Industries (EDITA),BUY,18.0,20.009999999999998,360.17999999999995,5.7203599999999994,5.0,0.7203599999999999
2018-04-11,EGAL,Egypt Aluminum,BUY,8.0,43.271625,346.173,5.692346,5.0,0.692346
2018-04-11,EGCH,Egyptian Chemical Industries (KIMA),BUY,53.0,6.933464999999999,367.473645,5.73494729,5.0,0.7349472899999999
2018-04-11,EMFD,Emaar Misr for Development,BUY,75.0,4.90245,367.68375,5.7353675,5.0,0.7353675
2018-04-11,ETEL,Telecom Egypt,BUY,29.0,12.676335,367.613715,5.73522743,5.0,0.73522743
2018-04-11,GBCO,GB Corp,BUY,60.0,6.10305,366.183,5.732366,5.0,0.732366
2018-04-11,HELI,Heliopolis Housing,BUY,28.0,12.846419999999998,359.69975999999997,5.71939952,5.0,0.71939952
2018-04-11,HRHO,EFG Holding,BUY,32.0,11.355675,363.3816,5.7267632,5.0,0.7267632
2018-04-11,ISPH,Ibnsina Pharma,BUY,55.0,6.653325,365.93287499999997,5.73186575,5.0,0.73186575
2018-04-11,JUFO,Juhayna Food Industries,BUY,31.0,11.88594,368.46414,5.73692828,5.0,0.73692828
2018-04-11,MCQE,Misr Cement - Qena,BUY,20.0,18.419204999999998,368.3841,5.7367682,5.0,0.7367682
2018-04-11,OIH,Orascom Investment Holding,BUY,118.0,3.1315649999999997,369.52466999999996,5.73904934,5.0,0.7390493399999999
2018-04-11,ORAS,Orascom Construction PLC,BUY,2.0,159.76984499999998,319.53968999999995,5.63907938,5.0,0.6390793799999999
2018-04-11,ORHD,Orascom Development Egypt,BUY,53.0,7.0035,371.1855,5.742371,5.0,0.742371
2018-04-11,ORWE,Oriental Weavers,BUY,33.0,10.975485,362.191005,5.72438201,5.0,0.72438201
2018-04-11,PHDC,Palm Hills Development Company,BUY,71.0,5.212605,370.09495499999997,5.74018991,5.0,0.74018991
2018-04-11,RAYA,Raya Holding For Financial Investments,BUY,1238.0,0.30015,371.5857,5.7431714,5.0,0.7431713999999999
2018-04-11,TMGH,T M G Holding,BUY,28.0,12.96648,363.06144,5.72612288,5.0,0.72612288
2018-04-11,VLMR,Egyptian Kuwaiti Holding,BUY,225.0,1.6508249999999998,371.43562499999996,5.74287125,5.0,0.74287125
2018-05-02,ABUK,Abou Kir Fertilizers,BUY,11.0,31.63581,347.99390999999997,5.69598782,5.0,0.6959878199999999
2018-05-02,ADIB,Abu Dhabi Islamic Bank- Egypt,BUY,30.0,12.056025,361.68075,5.7233615,5.0,0.7233615
2018-05-02,AMOC,Alexandria Mineral Oils Company,BUY,33.0,11.135565,367.473645,5.73494729,5.0,0.7349472899999999
2018-05-02,ARCC,Arabian Cement Company,BUY,43.0,8.594294999999999,369.55468499999995,5.7391093699999995,5.0,0.7391093699999999
2018-05-02,BFTH,Beltone Holding,BUY,74.0,4.992495,369.44463,5.7388892600000005,5.0,0.7388892600000001
2018-05-02,CCAP,QALA For Financial Investments,BUY,138.0,2.70135,372.78630000000004,5.7455726,5.0,0.7455726000000001
2018-05-02,COMI,Commercial International Bank-Egypt (CIB),BUY,9.0,37.448715,337.038435,5.67407687,5.0,0.67407687
2018-05-02,EAST,Eastern Company,BUY,18.0,20.360175,366.48315,5.7329663,5.0,0.7329663000000001
2018-05-02,EFID,Edita Food Industries (EDITA),BUY,18.0,20.009999999999998,360.17999999999995,5.7203599999999994,5.0,0.7203599999999999
2018-05-02,EGAL,Egypt Aluminum,BUY,7.0,47.113545,329.794815,5.65958963,5.0,0.65958963
2018-05-02,EGCH,Egyptian Chemical Industries (KIMA),BUY,57.0,6.54327,372.96639,5.74593278,5.0,0.74593278
2018-05-02,EMFD,Emaar Misr for Development,BUY,81.0,4.572285,370.355085,5.74071017,5.0,0.74071017
2018-05-02,ETEL,Telecom Egypt,BUY,23.0,16.118055,370.71526499999993,5.74143053,5.0,0.7414305299999999
2018-05-02,GBCO,GB Corp,BUY,60.0,6.16308,369.7848,5.7395696,5.0,0.7395696
2018-05-02,HELI,Heliopolis Housing,BUY,31.0,11.715855,363.191505,5.72638301,5.0,0.72638301
2018-05-02,HRHO,EFG Holding,BUY,32.0,11.625809999999998,372.0259199999999,5.74405184,5.0,0.7440518399999999
2018-05-02,ISPH,Ibnsina Pharma,BUY,54.0,6.893444999999999,372.24602999999996,5.74449206,5.0,0.7444920599999999
2018-05-02,JUFO,Juhayna Food Industries,BUY,27.0,13.606799999999998,367.38359999999994,5.7347672,5.0,0.7347672
2018-05-02,MCQE,Misr Cement - Qena,BUY,21.0,17.12856,359.69976,5.71939952,5.0,0.7193995200000001
2018-05-02,OIH,Orascom Investment Holding,BUY,113.0,3.2816399999999994,370.8253199999999,5.74165064,5.0,0.7416506399999998
2018-05-02,ORAS,Orascom Construction PLC,BUY,2.0,159.46969499999997,318.93938999999995,5.637878779999999,5.0,0.6378787799999999
2018-05-02,ORHD,Orascom Development Egypt,BUY,52.0,7.113555,369.90486,5.73980972,5.0,0.73980972
2018-05-02,ORWE,Oriental Weavers,BUY,37.0,10.08504,373.14648,5.74629296,5.0,0.74629296
2018-05-02,PHDC,Palm Hills Development Company,BUY,72.0,5.142569999999999,370.26503999999994,5.74053008,5.0,0.7405300799999999
2018-05-02,RAYA,Raya Holding For Financial Investments,BUY,1204.0,0.31015499999999996,373.42661999999996,5.74685324,5.0,0.74685324
2018-05-02,TMGH,T M G Holding,BUY,27.0,13.616805,367.653735,5.73530747,5.0,0.73530747
2018-05-02,VLMR,Egyptian Kuwaiti Holding,BUY,215.0,1.7308649999999999,372.135975,5.74427195,5.0,0.74427195
2018-06-14,ABUK,Abou Kir Fertilizers,BUY,13.0,28.074029999999997,364.96238999999997,5.72992478,5.0,0.7299247799999999
2018-06-14,ADIB,Abu Dhabi Islamic Bank- Egypt,BUY,32.0,11.525759999999998,368.82431999999994,5.73764864,5.0,0.7376486399999999
2018-06-14,AMOC,Alexandria Mineral Oils Company,BUY,31.0,11.775884999999999,365.05243499999995,5.73010487,5.0,0.7301048699999999
2018-06-14,ARCC,Arabian Cement Company,BUY,50.0,7.44372,372.186,5.744372,5.0,0.7443719999999999
2018-06-14,BFTH,Beltone Holding,BUY,88.0,4.232115,372.42612,5.74485224,5.0,0.74485224
2018-06-14,CCAP,QALA For Financial Investments,BUY,129.0,2.891445,372.996405,5.74599281,5.0,0.74599281
2018-06-14,COMI,Commercial International Bank-Egypt (CIB),BUY,10.0,34.267125,342.67125,5.6853425,5.0,0.6853425
2018-06-14,EAST,Eastern Company,BUY,23.0,15.797894999999999,363.35158499999994,5.72670317,5.0,0.72670317
2018-06-14,EFID,Edita Food Industries (EDITA),BUY,19.0,19.50975,370.68525,5.7413705,5.0,0.7413705
2018-06-14,EGAL,Egypt Aluminum,BUY,9.0,38.869425,349.824825,5.69964965,5.0,0.69964965
2018-06-14,EGCH,Egyptian Chemical Industries (KIMA),BUY,73.0,5.132565,374.67724499999997,5.74935449,5.0,0.74935449
2018-06-14,EMFD,Emaar Misr for Development,BUY,88.0,4.212104999999999,370.6652399999999,5.74133048,5.0,0.7413304799999999
2018-06-14,ETEL,Telecom Egypt,BUY,24.0,15.297644999999997,367.14347999999995,5.73428696,5.0,0.7342869599999999
2018-06-14,GBCO,GB Corp,BUY,68.0,5.50275,374.187,5.748374,5.0,0.7483740000000001
2018-06-14,HELI,Heliopolis Housing,BUY,37.0,10.035015,371.295555,5.74259111,5.0,0.74259111
2018-06-14,HRHO,EFG Holding,BUY,35.0,10.50525,367.68375000000003,5.7353675,5.0,0.7353675000000001
2018-06-14,ISPH,Ibnsina Pharma,BUY,51.0,7.28364,371.46564,5.7429312800000005,5.0,0.7429312800000001
2018-06-14,JUFO,Juhayna Food Industries,BUY,31.0,12.006,372.18600000000004,5.744372,5.0,0.744372
2018-06-14,MCQE,Misr Cement - Qena,BUY,25.0,14.537264999999998,363.43162499999994,5.72686325,5.0,0.7268632499999998
2018-06-14,OIH,Orascom Investment Holding,BUY,132.0,2.831415,373.74677999999994,5.74749356,5.0,0.7474935599999999
2018-06-14,ORAS,Orascom Construction PLC,BUY,2.0,151.39566,302.79132,5.60558264,5.0,0.60558264
2018-06-14,ORHD,Orascom Development Egypt,BUY,61.0,6.053025,369.234525,5.73846905,5.0,0.7384690500000001
2018-06-14,ORWE,Oriental Weavers,BUY,42.0,8.74437,367.26354,5.73452708,5.0,0.73452708
2018-06-14,PHDC,Palm Hills Development Company,BUY,82.0,4.522259999999999,370.8253199999999,5.74165064,5.0,0.7416506399999998
2018-06-14,RAYA,Raya Holding For Financial Investments,BUY,1208.0,0.31015499999999996,374.66723999999994,5.74933448,5.0,0.7493344799999999
2018-06-14,TMGH,T M G Holding,BUY,30.0,12.376184999999998,371.28554999999994,5.7425711,5.0,0.7425710999999999
2018-06-14,VLMR,Egyptian Kuwaiti Holding,BUY,210.0,1.7808899999999999,373.9869,5.7479738000000005,5.0,0.7479738
2018-07-09,ABUK,Abou Kir Fertilizers,BUY,12.0,28.93446,347.21352,5.69442704,5.0,0.69442704
2018-07-09,ADIB,Abu Dhabi Islamic Bank- Egypt,BUY,31.0,11.685839999999999,362.26104,5.72452208,5.0,0.72452208
2018-07-09,AMOC,Alexandria Mineral Oils Company,BUY,32.0,11.64582,372.66624,5.74533248,5.0,0.7453324800000001
2018-07-09,ARCC,Arabian Cement Company,BUY,50.0,7.333665,366.68325,5.7333665,5.0,0.7333665
2018-07-09,BFTH,Beltone Holding,BUY,89.0,4.18209,372.20601,5.74441202,5.0,0.74441202
2018-07-09,CCAP,QALA For Financial Investments,BUY,106.0,3.5117549999999995,372.24602999999996,5.74449206,5.0,0.7444920599999999
2018-07-09,COMI,Commercial International Bank-Egypt (CIB),BUY,11.0,33.606795,369.674745,5.73934949,5.0,0.7393494899999999
2018-07-09,EAST,Eastern Company,BUY,22.0,16.518255,363.40161,5.72680322,5.0,0.72680322
2018-07-09,EFID,Edita Food Industries (EDITA),BUY,20.0,18.509249999999998,370.18499999999995,5.7403699999999995,5.0,0.7403699999999999
2018-07-09,EGAL,Egypt Aluminum,BUY,10.0,35.457719999999995,354.57719999999995,5.7091544,5.0,0.7091544
2018-07-09,EGCH,Egyptian Chemical Industries (KIMA),BUY,75.0,4.972485,372.936375,5.74587275,5.0,0.74587275
2018-07-09,EMFD,Emaar Misr for Development,BUY,91.0,4.092045,372.37609499999996,5.74475219,5.0,0.7447521899999999
2018-07-09,ETEL,Telecom Egypt,BUY,26.0,14.287139999999999,371.46563999999995,5.74293128,5.0,0.74293128
2018-07-09,GBCO,GB Corp,BUY,67.0,5.492745,368.013915,5.73602783,5.0,0.73602783
2018-07-09,HELI,Heliopolis Housing,BUY,43.0,8.494245,365.25253499999997,5.7305050699999995,5.0,0.73050507
2018-07-09,HRHO,EFG Holding,BUY,37.0,9.94497,367.96389,5.73592778,5.0,0.73592778
2018-07-09,ISPH,Ibnsina Pharma,BUY,52.0,7.103549999999999,369.3846,5.7387692,5.0,0.7387692
2018-07-09,JUFO,Juhayna Food Industries,BUY,31.0,11.905949999999999,369.08444999999995,5.7381689,5.0,0.7381688999999999
2018-07-09,MCQE,Misr Cement - Qena,BUY,25.0,14.74737,368.68425,5.7373685000000005,5.0,0.7373685000000001
2018-07-09,OIH,Orascom Investment Holding,BUY,137.0,2.7113549999999997,371.455635,5.7429112700000005,5.0,0.74291127
2018-07-09,ORAS,Orascom Construction PLC,BUY,2.0,140.99045999999998,281.98091999999997,5.56396184,5.0,0.5639618399999999
2018-07-09,ORHD,Orascom Development Egypt,BUY,60.0,6.183089999999999,370.98539999999997,5.7419708,5.0,0.7419707999999999
2018-07-09,ORWE,Oriental Weavers,BUY,48.0,7.6738349999999995,368.34407999999996,5.73668816,5.0,0.7366881599999999
2018-07-09,PHDC,Palm Hills Development Company,BUY,93.0,4.012004999999999,373.11646499999995,5.74623293,5.0,0.7462329299999999
2018-07-09,RAYA,Raya Holding For Financial Investments,BUY,1203.0,0.31015499999999996,373.11646499999995,5.74623293,5.0,0.7462329299999999
2018-07-09,TMGH,T M G Holding,BUY,33.0,11.045519999999998,364.50215999999995,5.72900432,5.0,0.7290043199999999
2018-07-09,VLMR,Egyptian Kuwaiti Holding,BUY,209.0,1.7808899999999999,372.20601,5.74441202,5.0,0.74441202
2018-08-07,ABUK,Abou Kir Fertilizers,BUY,13.0,28.003994999999996,364.05193499999996,5.72810387,5.0,0.7281038699999999
2018-08-07,ADIB,Abu Dhabi Islamic Bank- Egypt,BUY,33.0,11.48574,379.02942,5.75805884,5.0,0.75805884
2018-08-07,AMOC,Alexandria Mineral Oils Company,BUY,36.0,10.545269999999999,379.62971999999996,5.75925944,5.0,0.7592594399999999
2018-08-07,ARCC,Arabian Cement Company,BUY,58.0,6.5932949999999995,382.41110999999995,5.76482222,5.0,0.7648222199999999
2018-08-07,BFTH,Beltone Holding,BUY,104.0,3.72186,387.07344,5.77414688,5.0,0.77414688
2018-08-07,CCAP,QALA For Financial Investments,BUY,112.0,3.4417199999999997,385.47263999999996,5.77094528,5.0,0.77094528
