family,parameter,importance
hierarchy_combo,trend_indicator,0.694462060283338
hierarchy_combo,hierarchy,0.15215063063430936
hierarchy_combo,atr_trail,0.10070094367356895
hierarchy_combo,atr_stop,0.05268636540878371
