rebalance_date,selection_date,rank,symbol,holding_name,score,ret_3m,ret_6m,median_daily_value,median_daily_volume,coverage_ratio,score_momentum,score_value,score_quality,score_low_risk,score_liquidity,target_weight
2016-02-01,2016-01-31,1,EAST,Eastern Company,0.6833333333333335,-0.27665706051873207,-0.2929577464788733,1915422.75,555195.0,1.0,0.8174603174603177,0.5,0.5,0.9814814814814815,0.5,0.125
2016-02-01,2016-01-31,2,COMI,Commercial International Bank-Egypt (CIB),0.6444444444444445,-0.24762470308788598,-0.2788844621513944,70418475.45,4868438.0,1.0,0.7777777777777779,0.5,0.5,0.5185185185185186,0.9444444444444444,0.125
2016-02-01,2016-01-31,3,JUFO,Juhayna Food Industries,0.6305555555555555,-0.10739856801909309,-0.06733167082294256,1643926.86,209151.0,1.0,0.7619047619047621,0.5,0.5,0.7962962962962964,0.4444444444444444,0.125
2016-02-01,2016-01-31,4,RAYA,Raya Holding For Financial Investments,0.5972222222222222,-0.18181818181818188,0.0,108276.0,1082760.0,1.0,0.8888888888888888,0.5,0.5,0.5370370370370371,0.05555555555555555,0.125
2016-02-01,2016-01-31,5,VLMR,Egyptian Kuwaiti Holding,0.5583333333333333,-0.1573033707865169,-0.23469387755102045,132810.85,168115.0,1.0,0.6111111111111112,0.5,0.5,0.8888888888888891,0.1111111111111111,0.125
2016-02-01,2016-01-31,6,ARCC,Arabian Cement Company,0.5527777777777777,-0.41171875,-0.48104755341144034,354037.5,38524.0,1.0,0.5476190476190476,0.5,0.5,0.925925925925926,0.2222222222222222,0.125
2016-02-01,2016-01-31,7,HELI,Heliopolis Housing,0.5444444444444444,-0.01666666666666672,-0.15107913669064743,2966305.92,847584.0,1.0,0.6825396825396827,0.5,0.5,0.33333333333333337,0.5555555555555556,0.125
2016-02-01,2016-01-31,8,CCAP,QALA For Financial Investments,0.5388888888888889,-0.29032258064516125,-0.32307692307692304,20492517.0,12275929.0,1.0,0.5714285714285715,0.5,0.5,0.4444444444444445,0.7222222222222222,0.125
2016-03-02,2016-02-28,1,EAST,Eastern Company,0.8,-0.08049535603715163,-0.16338028169014074,2501711.19,918303.0,1.0,1.0000000000000002,0.5,0.5,1.0000000000000002,1.0,0.125
2016-04-04,2016-03-30,1,EAST,Eastern Company,0.8,0.16546762589928066,-0.04705882352941171,3558522.24,1373065.0,1.0,1.0000000000000002,0.5,0.5,1.0000000000000002,1.0,0.125
