date,turnover_value,turnover_pct,rebalance_fees,cash_balance
2015-02-01,0.0,0.0,0.0,110000.0
2015-03-01,0.0,0.0,0.0,120000.0
2015-04-01,0.0,0.0,0.0,130000.0
2015-05-03,0.0,0.0,0.0,140000.0
2015-06-01,0.0,0.0,0.0,150000.0
2015-07-02,0.0,0.0,0.0,160000.0
2015-08-03,0.0,0.0,0.0,170000.0
2015-09-01,0.0,0.0,0.0,180000.0
2015-10-04,0.0,0.0,0.0,190000.0
2015-11-01,0.0,0.0,0.0,200000.0
2015-12-02,0.0,0.0,0.0,210000.0
2016-01-03,0.0,0.0,0.0,220000.0
2016-02-01,229486.20575999998,0.9977661119999999,498.97241152,14.82182848001321
2016-03-02,194387.667545,0.8319742603348081,388.77533509,204013.71403839003
2016-04-04,218071.76944000003,0.8369923747199912,441.14353888000005,227431.24812011002
2016-05-03,270176.212125,1.0838338133736756,545.35242425,217595.47201220004
2016-06-01,197594.33341000002,0.9513717844790756,395.18866682000004,207200.09298369006
2016-07-10,0.0,0.0,0.0,217200.09298369006
2016-08-02,0.0,0.0,0.0,227200.09298369006
2016-09-01,0.0,0.0,0.0,237200.09298369006
2016-10-03,0.0,0.0,0.0,247200.09298369006
2016-11-02,0.0,0.0,0.0,257200.09298369006
2016-12-01,0.0,0.0,0.0,267200.0929836901
2017-01-02,0.0,0.0,0.0,277200.0929836901
2017-02-07,0.0,0.0,0.0,287200.0929836901
2017-03-01,0.0,0.0,0.0,297200.0929836901
2017-04-05,0.0,0.0,0.0,307200.0929836901
2017-05-02,0.0,0.0,0.0,317200.0929836901
2017-06-01,0.0,0.0,0.0,327200.0929836901
2017-07-09,0.0,0.0,0.0,337200.0929836901
2017-08-14,0.0,0.0,0.0,347200.0929836901
2017-09-07,0.0,0.0,0.0,357200.0929836901
2017-10-02,0.0,0.0,0.0,367200.0929836901
2017-11-09,0.0,0.0,0.0,377200.0929836901
2017-12-03,0.0,0.0,0.0,387200.0929836901
2018-01-02,0.0,0.0,0.0,397200.0929836901
