date,turnover_value,turnover_pct,rebalance_fees,cash_balance
2015-02-01,0.0,0.0,0.0,110000.0
2016-01-03,197527.20424499997,0.8978509283863635,440.05440849,22032.741346510003
2017-01-02,606856.1039,1.080498347740218,1238.7122078000002,56008.12634702002
2018-01-02,1008021.194435,1.087580059491802,2041.0423888700002,92308.54406486015
2019-01-06,1323542.698915,1.2863329122146012,2687.08539783,83447.85092551017
2020-01-02,1218727.723625,1.1905484279372303,2472.4554472500004,1.9945827203046065
2021-01-04,1103362.642305,1.2005035939770792,2246.72528461,0.7898427703185007
2022-01-02,1697917.9700849997,1.5873643924710867,3440.83594017,1.374710500400397
2023-01-02,2273193.3931150003,1.6082691488231342,4591.386786229999,4.027574020583415
2024-01-02,2907742.711065,1.1745371105793292,5855.485422129999,246875.05834189113
2025-01-02,4079171.62603,1.2949758430097924,8193.34325206,942498.5650414012
2026-01-04,7597283.9328499995,1.395503929596047,15239.567865700003,16.668896752409637
