date,turnover_value,turnover_pct,rebalance_fees,cash_balance
2015-02-01,0.0,0.0,0.0,110000.0
2016-01-03,0.0,0.0,0.0,220000.0
2017-01-02,310189.12785000005,0.844371609669166,620.3782557000001,319570.71544927
2018-01-02,114068.047445,0.15314615602049386,228.13609489000004,123845.54154062
2019-01-06,73963.53973,0.08842352164474217,147.92707946000002,83821.51923440002
2020-01-02,566865.1556350001,0.7637125637884724,1133.7303112700001,575734.08738756
2021-01-04,78199.94047,0.10685969129416482,156.39988094,88079.7125990101
2022-01-02,779808.9404800001,0.920395724828833,1559.61788096,788252.0619947201
2023-01-02,1150224.6499750002,0.9783653016195437,2300.4492999500003,1157928.4835024301
2024-01-02,126270.68307500001,0.0719655020765635,252.54136615000004,136030.3741776902
2025-01-02,1816208.12166,0.9034036579726754,3632.41624332,1822576.51130315
2026-01-04,2588726.799095,0.9369667321135826,5177.453598190001,2593558.2001483603
