rebalance_date,feature,training_months,training_rows,monthly_ic_count,raw_ic_mean,weight,warmup_complete
2024-08-01,mom63_volume_score,108,2674,105,-0.04053797605506345,-0.05597745106577832,True
2024-08-01,down_day_excess_63,108,2674,107,-0.05943659540362926,-0.08207388317077917,True
2024-08-01,residual_strength_21_126b,108,2674,104,0.01629863361081935,0.022506204161486024,True
2024-08-01,residual_strength_63_126b,108,2674,101,-0.04216424498105843,-0.058223108054203845,True
2024-08-01,residual_strength_126_126b,108,2674,95,-0.0820391978429927,-0.11328501394578669,True
2024-09-01,rel_mom_21,109,2699,108,0.015993766007083507,0.022483533515460292,True
2024-09-01,rel_mom_63,109,2699,106,-0.04914231700746076,-0.06908272454250426,True
2024-09-01,rel_mom_126,109,2699,102,-0.10608020345815411,-0.1491242155676113,True
2024-09-01,ratio_vs_sma50,109,2699,107,-0.004003352667698246,-0.005627787341551477,True
2024-09-01,ratio_vs_sma200,109,2699,95,-0.09880035485881627,-0.1388904332365332,True
2024-09-01,sma50_vs_sma200,109,2699,95,-0.10221844939617775,-0.1436954830950682,True
2024-09-01,vol_adj_rel_mom_63,109,2699,106,-0.05136050507293403,-0.0722009835999129,True
2024-09-01,volume_ratio_20_63,109,2699,106,0.04766984495316094,0.06701276961326709,True
2024-09-01,mom63_volume_score,109,2699,106,-0.04144001256542932,-0.05825506706696069,True
2024-09-01,down_day_excess_63,109,2699,108,-0.06159993177097457,-0.08659524779275725,True
2024-09-01,residual_strength_21_126b,109,2699,105,0.011938280323683343,0.016782459219149257,True
2024-09-01,residual_strength_63_126b,109,2699,102,-0.04240697862754881,-0.059614397562126574,True
2024-09-01,residual_strength_126_126b,109,2699,96,-0.07870064850648717,-0.1106348978470975,True
2024-10-01,rel_mom_21,111,2749,110,0.018744928303458214,0.026441445618035207,True
2024-10-01,rel_mom_63,111,2749,108,-0.05200008036772146,-0.07335089656880171,True
2024-10-01,rel_mom_126,111,2749,104,-0.1013996670011186,-0.14303355751978608,True
2024-10-01,ratio_vs_sma50,111,2749,109,-0.003527638363280353,-0.004976058400050744,True
2024-10-01,ratio_vs_sma200,111,2749,97,-0.09584332930264716,-0.13519583209821343,True
2024-10-01,sma50_vs_sma200,111,2749,97,-0.0982631126124342,-0.1386091590396325,True
2024-10-01,vol_adj_rel_mom_63,111,2749,108,-0.05397063816987399,-0.07613054960984314,True
2024-10-01,volume_ratio_20_63,111,2749,108,0.04388820964776053,0.06190835675056147,True
2024-10-01,mom63_volume_score,111,2749,108,-0.043450382703106555,-0.06129076157176088,True
2024-10-01,down_day_excess_63,111,2749,110,-0.0632631497947191,-0.08923849202528422,True
2024-10-01,residual_strength_21_126b,111,2749,107,0.014806436119214783,0.02088584011126371,True
2024-10-01,residual_strength_63_126b,111,2749,104,-0.045126962766368135,-0.0636557319706519,True
2024-10-01,residual_strength_126_126b,111,2749,98,-0.074637683937281,-0.10528331871611497,True
2024-11-03,rel_mom_21,112,2773,111,0.01938294892587124,0.0283800202688712,True
2024-11-03,rel_mom_63,112,2773,109,-0.05017479044013567,-0.07346465056082326,True
2024-11-03,rel_mom_126,112,2773,105,-0.09726211323671873,-0.14240870961420288,True
2024-11-03,ratio_vs_sma50,112,2773,110,-0.0017564384888315594,-0.0025717325111212176,True
2024-11-03,ratio_vs_sma200,112,2773,98,-0.09203481263274438,-0.13475502917271626,True
2024-11-03,sma50_vs_sma200,112,2773,98,-0.09451863542073678,-0.13839177925326884,True
2024-11-03,vol_adj_rel_mom_63,112,2773,109,-0.05207142609252772,-0.07624165618898675,True
2024-11-03,volume_ratio_20_63,112,2773,109,0.043916359299974936,0.06430121504394858,True
2024-11-03,mom63_volume_score,112,2773,109,-0.040945652427011044,-0.05995158168371928,True
2024-11-03,down_day_excess_63,112,2773,111,-0.06115776301630996,-0.0895456393472224,True
2024-11-03,residual_strength_21_126b,112,2773,108,0.01593342966561497,0.023329322003177128,True
2024-11-03,residual_strength_63_126b,112,2773,105,-0.04318165421828264,-0.0632254785711439,True
2024-11-03,residual_strength_126_126b,112,2773,99,-0.07064266121854694,-0.10343318578079823,True
2024-12-01,rel_mom_21,113,2797,112,0.019248706757666652,0.028310351031138426,True
2024-12-01,rel_mom_63,113,2797,110,-0.05011391289858503,-0.07370585897350017,True
