stock_close,stock_volume,benchmark_close,symbol,stock_ret,benchmark_ret,excess_ret,ratio,rel_mom_21,rel_mom_63,rel_mom_126,rel_mom_252,ratio_sma50,ratio_sma200,ratio_vs_sma50,ratio_vs_sma200,sma50_vs_sma200,ratio_breakout_20,ratio_breakout_63,ratio_breakout_126,vol_adj_rel_mom_63,volume_ratio_20_63,mom63_volume_score,down_day_excess_63,down_day_excess_126,beta_252,corr_252,residual_ret_126b,residual_strength_21_126b,residual_strength_63_126b,residual_strength_126_126b,stock_fwd_21,benchmark_fwd_21,excess_fwd_21,outperform_fwd_21,stock_fwd_63,benchmark_fwd_63,excess_fwd_63,outperform_fwd_63,stock_fwd_126,benchmark_fwd_126,excess_fwd_126,outperform_fwd_126,future_63d_excess,target_end_date_63,open,close,median_daily_value,median_daily_volume,coverage_ratio,holding_name,rebalance_date,signal_date,rel_mom_21_rank,rel_mom_63_rank,rel_mom_126_rank,ratio_vs_sma50_rank,ratio_vs_sma200_rank,sma50_vs_sma200_rank,vol_adj_rel_mom_63_rank,volume_ratio_20_63_rank,mom63_volume_score_rank,down_day_excess_63_rank,residual_strength_21_126b_rank,residual_strength_63_126b_rank,residual_strength_126_126b_rank,ic_score,hand_signal_score,rank,selected,target_weight,training_months,weight_abs_sum
2.27,47678775,14.1,OIH,0.017937219730941756,0.005706134094151327,0.012231085636790429,0.16099290780141845,0.08377498388136684,-0.09116906886296039,-0.2175519515945047,-0.5624159981397512,0.15821023323111952,0.20124159453752224,0.01758846133697234,-0.20000182779608855,-0.21382935970714234,-0.02057034333363006,-0.13753799392097266,-0.23781679313594206,-2.298163673125501,0.4881627719439332,-0.044505345371690076,0.003446228817615418,0.008408535835127804,0.7451825310215299,0.4350440303984709,0.01324042910759398,0.0829480925858474,-0.08942388717033344,-0.16438460563027513,0.03964757709251088,0.08439716312056733,-0.044749586028056454,False,-0.3744493392070485,-0.17517730496453898,-0.1992720342425095,False,-0.8722466960352423,-0.19432624113475183,-0.6779204549004905,False,-0.1992720342425095,2020-06-22,2.23,2.27,33796719.25,16143373.0,1.0,Orascom Investment Holding,2019-02-05,2019-01-08,0.6296296296296297,0.4444444444444444,0.3076923076923077,0.5925925925925926,0.2692307692307692,0.19230769230769232,0.4074074074074074,0.4444444444444444,0.4074074074074074,0.18518518518518517,0.6153846153846154,0.46153846153846156,0.23076923076923078,0.3279189931449191,20.0,11,False,0.0,36,0.9999999999999999
11.12,114370,14.1,JUFO,-0.011555555555555652,0.030701754385964897,-0.04225730994152055,0.7886524822695035,0.12437608303410319,0.09911748660184183,0.43371877890841803,-0.11023822513184223,0.7136855494148345,0.5969441898034807,0.10504196549325662,0.32114944033400294,0.1955649482907038,-0.050630240009209015,-0.050630240009209015,-0.050630240009209015,2.8189044402111025,0.6442738135311783,0.06385880108059411,0.0026069322914510948,0.01415625806743093,0.6402468573445911,0.3627413459989957,-0.03512538914614398,0.07275054333623622,0.14124334211125178,0.5190402557363467,-0.24640287769784164,0.08439716312056733,-0.33080004081840897,False,-0.3264388489208633,-0.17375886524822692,-0.15267998367263635,False,-0.5242805755395683,-0.20638297872340428,-0.31789759681616403,False,-0.15267998367263635,2020-06-29,11.24,11.12,5460524.0,574792.0,1.0,Juhayna Food Industries,2019-02-05,2019-01-08,0.6666666666666666,0.6666666666666666,0.6923076923076923,0.7407407407407407,0.7692307692307693,0.6538461538461539,0.6666666666666666,0.6296296296296297,0.7037037037037037,0.14814814814814814,0.5769230769230769,0.6923076923076923,0.6538461538461539,0.3153950256096094,85.0,12,False,0.0,36,0.9999999999999999
5.19,273464,14.1,ARCC,0.013671875,0.005706134094151327,0.007965740905848673,0.36808510638297876,0.15007181973247152,-0.25195607412491405,-0.471448039388078,-0.6047376253996252,0.42027773215118863,0.5652550426767425,-0.1241860364598959,-0.3488158820487005,-0.25648123338983353,-0.07147975768321513,-0.3393441544198288,-0.5693372164202638,-6.34869785505602,0.6535575142734835,-0.16466778551118438,0.004001280752393398,0.01370920081005043,0.7099781131555731,0.33663362597720514,0.010226043853812972,0.14522639714950375,-0.26922301162972617,-0.5438379407744904,-0.3044315992292872,0.08439716312056733,-0.38882876234985453,False,-0.3198458574181119,-0.17517730496453898,-0.1446685524535729,False,-0.40077071290944133,-0.1574468085106382,-0.24332390439880314,False,-0.1446685524535729,2020-06-22,5.12,5.19,1949571.36,386771.0,1.0,Arabian Cement Company,2019-02-05,2019-01-08,0.7037037037037037,0.25925925925925924,0.07692307692307693,0.2222222222222222,0.11538461538461539,0.11538461538461539,0.18518518518518517,0.6666666666666666,0.25925925925925924,0.2222222222222222,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.2765419569228052,0.0,13,False,0.0,36,0.9999999999999999
30.14,3096955,14.1,COMI,-0.012127171419206828,0.005706134094151327,-0.017833305513358155,2.1375886524822696,-0.022307351968424705,0.10673968693608638,-0.04706599520514598,0.12870126936802628,2.0810487710742662,2.1807417854500026,0.02716893625650907,-0.01978828179276082,-0.04571518509935113,-0.07918263912115042,-0.07918263912115042,-0.1204586986097359,4.3623287558252315,0.7482027792664586,0.07986293042361153,0.015726229020692237,0.013172454524462024,0.5892381248780855,0.5665686839838885,-0.015045590019612235,-0.04134516023628099,0.05632473867129727,-0.037337395407789,0.3314532183145322,0.08439716312056733,0.2470560551939649,True,0.10384870603848717,-0.17517730496453898,0.27902601100302615,True,-0.02222959522229606,-0.18652482269503534,0.16429522747273928,True,0.27902601100302615,2020-06-22,30.51,30.14,60737488.29000001,1934703.0,1.0,Commercial International Bank-Egypt (CIB),2019-02-05,2019-01-08,0.4074074074074074,0.7037037037037037,0.4230769230769231,0.6296296296296297,0.4230769230769231,0.4230769230769231,0.7407407407407407,0.7407407407407407,0.8148148148148148,0.7777777777777778,0.34615384615384615,0.5769230769230769,0.34615384615384615,0.26286948712085145,65.0,14,False,0.0,36,0.9999999999999999
5.11,579195,14.1,GBCO,0.007889546351084853,0.005706134094151327,0.0021834122569335257,0.3624113475177305,-0.0550506942363399,0.36228609150459556,0.8385101206191439,0.15110730686666107,0.3405805785221526,0.25554904564167424,0.06409869021394576,0.41816748564929673,0.33274056127647555,-0.0561762957432983,-0.0561762957432983,-0.0561762957432983,7.4096724220804004,0.41716255857730933,0.1511321928690303,0.014308883096688482,0.017461640969989527,0.5997060011567948,0.3289819984372916,0.004956848539230615,-0.06675358617155872,0.32255218816473236,0.7178890274152655,-0.2798434442270059,0.08439716312056733,-0.36424060734757324,False,-0.6438356164383562,-0.17517730496453898,-0.4686583114738172,False,-0.20156555772994134,-0.1574468085106382,-0.044118749219303144,False,-0.4686583114738172,2020-06-22,5.07,5.11,1555582.6800000002,308635.0,1.0,GB Corp,2019-02-05,2019-01-08,0.2962962962962963,0.8518518518518519,0.8461538461538461,0.6666666666666666,0.8461538461538461,0.8076923076923077,0.8888888888888888,0.25925925925925924,0.8888888888888888,0.7037037037037037,0.2692307692307692,0.8846153846153846,0.8076923076923077,0.19397253754773205,85.0,15,False,0.0,36,0.9999999999999999
3.31,389146,14.1,EMFD,-0.0030120481927710108,0.005706134094151327,-0.008718182286922338,0.2347517730496454,-0.026141804239426247,0.04150434522025792,0.24543879595040874,-0.29233010960670547,0.2467984110337061,0.22980516784649727,-0.0488116513133281,0.021525213072894456,0.07394630567472604,-0.05604332222507047,-0.1689071215562662,-0.1689071215562662,0.9660562485306365,0.4859422993821271,0.02016871695068173,0.009137260671482853,0.010309831114708828,0.6438371768884958,0.40216634745387125,-0.006833047256495655,-0.03175781771992594,0.03243274344776126,0.283851550633981,-0.06948640483383683,0.08439716312056733,-0.15388356795440417,False,-0.3081570996978852,-0.17517730496453898,-0.1329797947333462,False,-0.27190332326283984,-0.1574468085106382,-0.11445651475220164,False,-0.1329797947333462,2020-06-22,3.32,3.31,6664492.800000001,2082654.0,1.0,Emaar Misr for Development,2019-02-05,2019-01-08,0.37037037037037035,0.5925925925925926,0.6153846153846154,0.4444444444444444,0.5,0.5769230769230769,0.5925925925925926,0.4074074074074074,0.5555555555555556,0.48148148148148145,0.4230769230769231,0.5384615384615384,0.5769230769230769,0.17564360791250955,65.0,16,False,0.0,36,0.9999999999999999
2.25,16304419,14.1,PHDC,-0.008810572687224627,0.005706134094151327,-0.014516706781375954,0.1595744680851064,0.023072672008842332,-0.3471953578336556,-0.29360346930478376,-0.5082258957525905,0.2110914573047454,0.23385558408193632,-0.2440505640418491,-0.3176366999678055,-0.09734266926555413,-0.10822422258592479,-0.4640379278445883,-0.4640379278445883,-6.284218366126825,0.836686255396623,-0.2904935838369319,-0.005033179218615823,0.003173809268295752,0.7913643060300525,0.43905936199691364,-0.014697317722538478,0.04145922126623239,-0.3267907097992485,-0.16557018711055838,-0.06222222222222229,0.08439716312056733,-0.14661938534278962,False,-0.4977777777777779,-0.17517730496453898,-0.3226004728132389,False,-0.26222222222222225,-0.1574468085106382,-0.10477541371158405,False,-0.3226004728132389,2020-06-22,2.27,2.25,29831203.949999996,12932751.0,1.0,Palm Hills Development Company,2019-02-05,2019-01-08,0.5925925925925926,0.14814814814814814,0.23076923076923078,0.1111111111111111,0.15384615384615385,0.3076923076923077,0.2222222222222222,0.7777777777777778,0.14814814814814814,0.037037037037037035,0.5384615384615384,0.19230769230769232,0.19230769230769232,0.16706955265252918,0.0,17,False,0.0,36,0.9999999999999999
10.51,13068,14.1,MCQE,-0.008490566037735792,0.005706134094151327,-0.014196700131887119,0.7453900709219858,-0.017862370964892293,-0.49936487773896476,-0.6832092198581561,-0.7541701722886724,0.8955823965451474,1.998496112167131,-0.16770352588723547,-0.6270245078867334,-0.5518718344795803,-0.06826241134751776,-0.5108377659574468,-0.7667087324538324,-12.809888899594473,0.4960920080465192,-0.2477309249454276,0.010212417374139677,0.017202343197029256,0.13248650443842952,0.06829223832094818,-0.009210501317867182,-0.03522604609369456,-0.7382537314525975,-0.9142968724157244,-0.41864890580399616,0.08439716312056733,-0.5030460689245635,False,-0.5280685061845861,-0.17517730496453898,-0.35289120122004713,False,-0.33206470028544244,-0.1574468085106382,-0.17461789177480425,False,-0.35289120122004713,2020-06-22,10.6,10.51,232665.77000000002,22567.0,1.0,Misr Cement - Qena,2019-02-05,2019-01-08,0.4444444444444444,0.037037037037037035,0.038461538461538464,0.18518518518518517,0.038461538461538464,0.038461538461538464,0.037037037037037035,0.48148148148148145,0.18518518518518517,0.5555555555555556,0.38461538461538464,0.038461538461538464,0.038461538461538464,0.14717743569214198,0.0,18,False,0.0,36,0.9999999999999999
12.5,1358412,14.1,EAST,-0.002394253790901746,0.005706134094151327,-0.008100387885053073,0.8865248226950355,0.015424023519990504,-0.03705062362435796,0.8240147637900881,0.970055161544523,0.9758366078495687,0.6633736998113368,-0.09152329850726526,0.33638825739875267,0.4710209466053543,-0.10105336931734976,-0.29195323707249055,-0.29195323707249055,-0.8370984283306532,0.4733962705645375,-0.017539627045861404,0.006898139425282025,0.020603738218498265,0.3105130211812056,0.20905796027396392,-0.004977419276005906,0.004626833334290471,-0.05263502234250822,0.7442724128020665,-0.043199999999999905,0.08439716312056733,-0.12759716312056724,False,-0.23120000000000007,-0.17517730496453898,-0.05602269503546109,False,-0.1976,-0.1574468085106382,-0.040153191489361806,False,-0.05602269503546109,2020-06-22,12.53,12.5,12454546.0,1054065.0,1.0,Eastern Company,2019-02-05,2019-01-08,0.5555555555555556,0.5185185185185185,0.8076923076923077,0.37037037037037035,0.8076923076923077,0.8846153846153846,0.48148148148148145,0.37037037037037035,0.5185185185185185,0.2962962962962963,0.46153846153846156,0.5,0.8461538461538461,0.1275749262504978,20.0,19,False,0.0,36,0.9999999999999999
116.73,274,14.1,ORAS,-0.02342508156948042,0.005706134094151327,-0.02913121566363175,8.27872340425532,-0.037992203868016494,-0.09789751198961316,0.16483708188226487,0.15481435337837124,8.639419813535232,8.415450347311362,-0.041750073160562784,-0.016247133238653677,0.026614079696332116,-0.056263705517816454,-0.167377617127919,-0.167377617127919,-2.962623502340987,0.31925090682909896,-0.03125386947899659,0.016580179225949482,0.016964625452238587,0.43714890004143964,0.31533967664701873,-0.026712475062210632,-0.04643661919623182,-0.14508014804169528,0.23420391246785735,-0.09157885719181014,0.08439716312056733,-0.17597602031237747,False,-0.4034095776578429,-0.17517730496453898,-0.22823227269330393,False,-0.20457465947057318,-0.1574468085106382,-0.04712785095993499,False,-0.22823227269330393,2020-06-22,119.53,116.73,1633260.4000000001,14120.0,1.0,Orascom Construction PLC,2019-02-05,2019-01-08,0.3333333333333333,0.4074074074074074,0.5384615384615384,0.48148148148148145,0.46153846153846156,0.5,0.37037037037037035,0.1111111111111111,0.4444444444444444,0.8148148148148148,0.3076923076923077,0.34615384615384615,0.5,0.12034111258286061,10.0,20,False,0.0,36,0.9999999999999999
14.0,1708,14.1,EFID,0.0,0.009305654974946176,-0.009305654974946176,0.9929078014184397,-0.07957446808510638,-0.1250000000000001,-0.17879805897723045,-0.5674833440790887,1.0587130786716927,1.2134504613185104,-0.06215591228533346,-0.18174838358084566,-0.12751849999602227,-0.2158131758487718,-0.2158131758487718,-0.302545323524113,-2.192846222291943,0.42853283586076796,-0.05356660448259604,0.01739036499222771,0.015427088937248796,0.27221036458593806,0.15921655954763927,-0.0017014154080231027,-0.29464603007075457,-0.11963550281972898,-0.06593568324921113,0.1121428571428571,0.07092198581560294,0.04122087132725416,True,-0.34857142857142864,-0.19219858156028358,-0.15637284701114507,False,-0.38857142857142857,-0.20425531914893613,-0.18431610942249244,False,-0.15637284701114507,2020-07-21,14.0,14.0,262864.0,18776.0,1.0,Edita Food Industries (EDITA),2019-02-05,2019-01-08,0.2222222222222222,0.37037037037037035,0.34615384615384615,0.4074074074074074,0.3076923076923077,0.23076923076923078,0.4444444444444444,0.2962962962962963,0.37037037037037035,0.8518518518518519,0.11538461538461539,0.4230769230769231,0.3076923076923077,0.12008931179911071,0.0,21,False,0.0,36,0.9999999999999999
25.35,869066,14.1,EGAL,0.05713094245204342,0.005706134094151327,0.05142480835789209,1.7978723404255321,0.17868478803462295,-0.3332590213868112,1.3620440011261716,2.1742096405818008,2.0522527244744855,1.4095019615995457,-0.12395178284589281,0.2755373099199181,0.4560126770916493,-0.001657095150150445,-0.38828063595372364,-0.48454352566747205,-7.154691513658908,0.9871177460248959,-0.3289658940338116,0.012763932553417033,0.037394964149057935,0.30613718103797416,0.08638657704606102,0.05480583074046301,0.14207917782772245,-0.43717583232629353,1.2896367691358201,-0.47731755424063116,0.08439716312056733,-0.5617147173611985,False,-0.6516765285996056,-0.17517730496453898,-0.4764992236350666,False,-0.4978303747534517,-0.1574468085106382,-0.3403835662428135,False,-0.4764992236350666,2020-06-22,23.98,25.35,4223840.4,186368.0,1.0,Egypt Aluminum,2019-02-05,2019-01-08,0.7407407407407407,0.18518518518518517,0.8846153846153846,0.25925925925925924,0.7307692307692307,0.8461538461538461,0.14814814814814814,0.8148148148148148,0.07407407407407407,0.6296296296296297,0.6538461538461539,0.15384615384615385,0.9230769230769231,0.06061068255222152,20.0,22,False,0.0,36,0.9999999999999999
