rebalance_date,selection_date,rank,symbol,holding_name,ic_score,hand_signal_score,target_weight,selected_count
2023-11-01,2023-10-31,2,GBCO,GB Corp,-0.08780756695653855,0.0,0.1,10
2023-11-01,2023-10-31,3,EFIH,E-finance For Digital and Financial Investments,-0.11771240912559029,0.0,0.1,10
2023-11-01,2023-10-31,4,CCAP,QALA For Financial Investments,-0.14220039534967552,20.0,0.1,10
2023-11-01,2023-10-31,5,ORHD,Orascom Development Egypt,-0.19509837136802508,0.0,0.1,10
2023-11-01,2023-10-31,6,JUFO,Juhayna Food Industries,-0.20005784121643122,0.0,0.1,10
2023-11-01,2023-10-31,7,MCQE,Misr Cement - Qena,-0.2089440345770668,20.0,0.1,10
2023-11-01,2023-10-31,8,HRHO,EFG Holding,-0.21077923230926038,20.0,0.1,10
2023-11-01,2023-10-31,9,PHDC,Palm Hills Development Company,-0.3115331857942431,20.0,0.1,10
2023-11-01,2023-10-31,10,HELI,Heliopolis Housing,-0.3298892625444371,20.0,0.1,10
2023-12-03,2023-11-30,1,VLMR,Egyptian Kuwaiti Holding,-0.005415674733712332,0.0,0.1,10
2023-12-03,2023-11-30,2,FWRY,Fawry For Banking Technology And Electronic Payment,-0.022939554784405035,0.0,0.1,10
2023-12-03,2023-11-30,3,EFIH,E-finance For Digital and Financial Investments,-0.05376942782756718,20.0,0.1,10
2023-12-03,2023-11-30,4,HRHO,EFG Holding,-0.14924736627423,40.0,0.1,10
2023-12-03,2023-11-30,5,HELI,Heliopolis Housing,-0.1582151290058783,0.0,0.1,10
2023-12-03,2023-11-30,6,JUFO,Juhayna Food Industries,-0.17209112073937138,40.0,0.1,10
2023-12-03,2023-11-30,7,CCAP,QALA For Financial Investments,-0.238299858724346,40.0,0.1,10
2023-12-03,2023-11-30,8,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.25566841571349863,20.0,0.1,10
2023-12-03,2023-11-30,9,ORWE,Oriental Weavers,-0.2599436872640593,20.0,0.1,10
2023-12-03,2023-11-30,10,ORHD,Orascom Development Egypt,-0.2757079444395839,40.0,0.1,10
2024-01-02,2023-12-31,1,VLMR,Egyptian Kuwaiti Holding,0.06075833164389785,0.0,0.1,10
2024-01-02,2023-12-31,2,HELI,Heliopolis Housing,-0.04846790432381929,0.0,0.1,10
2024-01-02,2023-12-31,3,EFIH,E-finance For Digital and Financial Investments,-0.0780014446926504,0.0,0.1,10
2024-01-02,2023-12-31,4,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.16347975046456736,20.0,0.1,10
2024-01-02,2023-12-31,5,ORHD,Orascom Development Egypt,-0.17640367157320797,20.0,0.1,10
2024-01-02,2023-12-31,6,FWRY,Fawry For Banking Technology And Electronic Payment,-0.19978341965629448,20.0,0.1,10
2024-01-02,2023-12-31,7,HRHO,EFG Holding,-0.2024361997096055,20.0,0.1,10
2024-01-02,2023-12-31,8,ORWE,Oriental Weavers,-0.22055663263195757,20.0,0.1,10
2024-01-02,2023-12-31,9,BFTH,Beltone Holding,-0.24328366727296563,20.0,0.1,10
2024-01-02,2023-12-31,10,AMOC,Alexandria Mineral Oils Company,-0.2852548220668686,20.0,0.1,10
2024-02-01,2024-01-31,1,VLMR,Egyptian Kuwaiti Holding,0.005607282223260027,0.0,0.1,10
2024-02-01,2024-01-31,2,HELI,Heliopolis Housing,-0.09376255991846966,0.0,0.1,10
2024-02-01,2024-01-31,3,AMOC,Alexandria Mineral Oils Company,-0.10333273228209128,0.0,0.1,10
2024-02-01,2024-01-31,4,BFTH,Beltone Holding,-0.1074944814249309,0.0,0.1,10
2024-02-01,2024-01-31,5,EFIH,E-finance For Digital and Financial Investments,-0.14837169418865834,20.0,0.1,10
2024-02-01,2024-01-31,6,HRHO,EFG Holding,-0.15778285756410462,20.0,0.1,10
2024-02-01,2024-01-31,7,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.16411852364726653,40.0,0.1,10
2024-02-01,2024-01-31,8,FWRY,Fawry For Banking Technology And Electronic Payment,-0.19124375909467556,20.0,0.1,10
2024-02-01,2024-01-31,9,ARCC,Arabian Cement Company,-0.29155318602671004,20.0,0.1,10
2024-02-01,2024-01-31,10,JUFO,Juhayna Food Industries,-0.34380007847849636,20.0,0.1,10
2024-03-03,2024-02-29,1,AMOC,Alexandria Mineral Oils Company,-0.09654006365647322,0.0,0.1,10
2024-03-03,2024-02-29,2,BFTH,Beltone Holding,-0.10617272793706083,0.0,0.1,10
2024-03-03,2024-02-29,3,HELI,Heliopolis Housing,-0.11441281441810314,80.0,0.1,10
2024-03-03,2024-02-29,4,VLMR,Egyptian Kuwaiti Holding,-0.11900301761412486,80.0,0.1,10
2024-03-03,2024-02-29,5,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.15278230075604085,20.0,0.1,10
2024-03-03,2024-02-29,6,HRHO,EFG Holding,-0.16163480526158674,20.0,0.1,10
2024-03-03,2024-02-29,7,ORWE,Oriental Weavers,-0.185882733918663,20.0,0.1,10
2024-03-03,2024-02-29,8,ABUK,Abou Kir Fertilizers,-0.19694587038414602,0.0,0.1,10
2024-03-03,2024-02-29,9,EFIH,E-finance For Digital and Financial Investments,-0.24406859999561972,65.0,0.1,10
2024-03-03,2024-02-29,10,COMI,Commercial International Bank-Egypt (CIB),-0.2855389884239335,0.0,0.1,10
2024-04-01,2024-03-31,1,AMOC,Alexandria Mineral Oils Company,-0.041400638493285916,0.0,0.1,10
2024-04-01,2024-03-31,2,HELI,Heliopolis Housing,-0.0773252930928927,0.0,0.1,10
2024-04-01,2024-03-31,3,ABUK,Abou Kir Fertilizers,-0.0802267627055692,0.0,0.1,10
2024-04-01,2024-03-31,4,EGCH,Egyptian Chemical Industries (KIMA),-0.10895357916728976,0.0,0.1,10
2024-04-01,2024-03-31,5,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.13037515866396765,20.0,0.1,10
2024-04-01,2024-03-31,6,BFTH,Beltone Holding,-0.1738275275094349,0.0,0.1,10
2024-04-01,2024-03-31,7,VLMR,Egyptian Kuwaiti Holding,-0.20269678383398593,40.0,0.1,10
2024-04-01,2024-03-31,8,EAST,Eastern Company,-0.2563420957558441,0.0,0.1,10
2024-04-01,2024-03-31,9,ORHD,Orascom Development Egypt,-0.27336957933039197,20.0,0.1,10
2024-04-01,2024-03-31,10,HRHO,EFG Holding,-0.2806758769634791,20.0,0.1,10
2024-05-01,2024-04-30,1,EGCH,Egyptian Chemical Industries (KIMA),0.025590598677172057,0.0,0.1,10
2024-05-01,2024-04-30,2,AMOC,Alexandria Mineral Oils Company,0.012651952237799633,0.0,0.1,10
2024-05-01,2024-04-30,3,ABUK,Abou Kir Fertilizers,-0.06714532524753222,0.0,0.1,10
2024-05-01,2024-04-30,4,BFTH,Beltone Holding,-0.14729248277893536,0.0,0.1,10
2024-05-01,2024-04-30,5,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.15361691219824616,0.0,0.1,10
2024-05-01,2024-04-30,6,HELI,Heliopolis Housing,-0.17020922447516879,0.0,0.1,10
2024-05-01,2024-04-30,7,EAST,Eastern Company,-0.18073857891092054,0.0,0.1,10
2024-05-01,2024-04-30,8,VLMR,Egyptian Kuwaiti Holding,-0.25421954404020164,65.0,0.1,10
2024-05-01,2024-04-30,9,ETEL,Telecom Egypt,-0.2781572161662998,0.0,0.1,10
2024-05-01,2024-04-30,10,ORHD,Orascom Development Egypt,-0.2835894709387795,0.0,0.1,10
2024-06-02,2024-05-30,1,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.010326591746582053,0.0,0.1,10
2024-06-02,2024-05-30,2,EGCH,Egyptian Chemical Industries (KIMA),-0.017555892036587625,20.0,0.1,10
2024-06-02,2024-05-30,3,ABUK,Abou Kir Fertilizers,-0.09041534398355847,0.0,0.1,10
2024-06-02,2024-05-30,4,MCQE,Misr Cement - Qena,-0.1280229659654633,0.0,0.1,10
2024-06-02,2024-05-30,5,CCAP,QALA For Financial Investments,-0.15627306915082156,0.0,0.1,10
2024-06-02,2024-05-30,6,ETEL,Telecom Egypt,-0.21151726235638552,0.0,0.1,10
2024-06-02,2024-05-30,7,HRHO,EFG Holding,-0.21751664949000704,0.0,0.1,10
2024-06-02,2024-05-30,8,AMOC,Alexandria Mineral Oils Company,-0.2451403644016542,20.0,0.1,10
2024-06-02,2024-05-30,9,BFTH,Beltone Holding,-0.2668371531726,0.0,0.1,10
2024-06-02,2024-05-30,10,HELI,Heliopolis Housing,-0.2847515180415481,20.0,0.1,10
2024-07-01,2024-06-27,1,MCQE,Misr Cement - Qena,-0.058680870168679636,0.0,0.1,10
2024-07-01,2024-06-27,2,CCAP,QALA For Financial Investments,-0.08892245170091997,0.0,0.1,10
2024-07-01,2024-06-27,3,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.13005304716826227,0.0,0.1,10
2024-07-01,2024-06-27,4,ETEL,Telecom Egypt,-0.184822696084053,0.0,0.1,10
2024-07-01,2024-06-27,5,EGCH,Egyptian Chemical Industries (KIMA),-0.19722105774083373,0.0,0.1,10
2024-07-01,2024-06-27,6,ABUK,Abou Kir Fertilizers,-0.21049575167130535,40.0,0.1,10
2024-07-01,2024-06-27,7,EAST,Eastern Company,-0.2260180298464982,0.0,0.1,10
2024-07-01,2024-06-27,8,VLMR,Egyptian Kuwaiti Holding,-0.24974853462207908,0.0,0.1,10
2024-07-01,2024-06-27,9,BFTH,Beltone Holding,-0.2806573494701857,0.0,0.1,10
2024-07-01,2024-06-27,10,ARCC,Arabian Cement Company,-0.326720417505428,0.0,0.1,10
2024-08-01,2024-07-31,1,ABUK,Abou Kir Fertilizers,-0.017861629936163782,0.0,0.1,10
2024-08-01,2024-07-31,2,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.021865431873453377,20.0,0.1,10
2024-08-01,2024-07-31,3,VLMR,Egyptian Kuwaiti Holding,-0.08227957721658904,0.0,0.1,10
2024-08-01,2024-07-31,4,EGCH,Egyptian Chemical Industries (KIMA),-0.11432136473315635,80.0,0.1,10
2024-08-01,2024-07-31,5,BFTH,Beltone Holding,-0.14900289341933975,0.0,0.1,10
2024-08-01,2024-07-31,6,ETEL,Telecom Egypt,-0.16111758777258298,20.0,0.1,10
2024-08-01,2024-07-31,7,ARCC,Arabian Cement Company,-0.19520895366979368,0.0,0.1,10
2024-08-01,2024-07-31,8,EFID,Edita Food Industries (EDITA),-0.2846654459154121,0.0,0.1,10
2024-08-01,2024-07-31,9,HELI,Heliopolis Housing,-0.31498099706854105,20.0,0.1,10
2024-08-01,2024-07-31,10,MCQE,Misr Cement - Qena,-0.32522696481256097,80.0,0.1,10
2024-09-01,2024-08-29,1,ABUK,Abou Kir Fertilizers,-0.04256840410976917,0.0,0.1,10
2024-09-01,2024-08-29,2,EFID,Edita Food Industries (EDITA),-0.07376764979806755,0.0,0.1,10
2024-09-01,2024-08-29,3,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.08261883022173931,0.0,0.1,10
2024-09-01,2024-08-29,4,EGCH,Egyptian Chemical Industries (KIMA),-0.15948489978483474,40.0,0.1,10
2024-09-01,2024-08-29,5,VLMR,Egyptian Kuwaiti Holding,-0.1599309686088776,0.0,0.1,10
2024-09-01,2024-08-29,6,ETEL,Telecom Egypt,-0.20030516583029156,0.0,0.1,10
2024-09-01,2024-08-29,7,HELI,Heliopolis Housing,-0.23165273114211793,20.0,0.1,10
2024-09-01,2024-08-29,8,ARCC,Arabian Cement Company,-0.2924626661141736,50.0,0.1,10
2024-09-01,2024-08-29,9,BFTH,Beltone Holding,-0.33764873434025794,80.0,0.1,10
2024-09-01,2024-08-29,10,AMOC,Alexandria Mineral Oils Company,-0.38032422148761535,20.0,0.1,10
2024-10-01,2024-09-30,1,EFID,Edita Food Industries (EDITA),-0.043003562177557915,0.0,0.1,10
2024-10-01,2024-09-30,2,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.11939506959140021,40.0,0.1,10
2024-10-01,2024-09-30,3,ETEL,Telecom Egypt,-0.15934686350862012,20.0,0.1,10
2024-10-01,2024-09-30,4,HELI,Heliopolis Housing,-0.18717644987722193,40.0,0.1,10
2024-10-01,2024-09-30,5,ORAS,Orascom Construction PLC,-0.22181398987529208,0.0,0.1,10
2024-10-01,2024-09-30,6,ABUK,Abou Kir Fertilizers,-0.227424375224437,40.0,0.1,10
2024-10-01,2024-09-30,7,AMOC,Alexandria Mineral Oils Company,-0.276152529768818,10.0,0.1,10
2024-10-01,2024-09-30,8,TMGH,T M G Holding,-0.29196281491421555,50.0,0.1,10
2024-10-01,2024-09-30,9,VLMR,Egyptian Kuwaiti Holding,-0.30503051542770515,40.0,0.1,10
2024-10-01,2024-09-30,10,ARCC,Arabian Cement Company,-0.3058867249988448,65.0,0.1,10
2024-11-03,2024-10-31,1,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.06908216845946943,0.0,0.1,10
2024-11-03,2024-10-31,2,AMOC,Alexandria Mineral Oils Company,-0.13028849479500143,0.0,0.1,10
2024-11-03,2024-10-31,3,ABUK,Abou Kir Fertilizers,-0.13679087489870873,0.0,0.1,10
2024-11-03,2024-10-31,4,BFTH,Beltone Holding,-0.1576843152660179,0.0,0.1,10
2024-11-03,2024-10-31,5,ETEL,Telecom Egypt,-0.19240413127447584,20.0,0.1,10
2024-11-03,2024-10-31,6,EGCH,Egyptian Chemical Industries (KIMA),-0.22153138715112397,0.0,0.1,10
2024-11-03,2024-10-31,7,COMI,Commercial International Bank-Egypt (CIB),-0.229292080434581,0.0,0.1,10
2024-11-03,2024-10-31,8,HELI,Heliopolis Housing,-0.2572658570727564,40.0,0.1,10
2024-11-03,2024-10-31,9,EFID,Edita Food Industries (EDITA),-0.2804958919028442,40.0,0.1,10
2024-11-03,2024-10-31,10,EFIH,E-finance For Digital and Financial Investments,-0.2881531064939059,20.0,0.1,10
2024-12-01,2024-11-28,1,AMOC,Alexandria Mineral Oils Company,0.012000229815666525,0.0,0.1,10
2024-12-01,2024-11-28,2,BFTH,Beltone Holding,-0.110090787298159,0.0,0.1,10
2024-12-01,2024-11-28,3,ABUK,Abou Kir Fertilizers,-0.14774003972496924,0.0,0.1,10
2024-12-01,2024-11-28,4,EGCH,Egyptian Chemical Industries (KIMA),-0.20280977930995742,0.0,0.1,10
2024-12-01,2024-11-28,5,HELI,Heliopolis Housing,-0.20327950633683278,0.0,0.1,10
2024-12-01,2024-11-28,6,EFIH,E-finance For Digital and Financial Investments,-0.21366706625669218,0.0,0.1,10
2024-12-01,2024-11-28,7,TMGH,T M G Holding,-0.27878111522090987,45.0,0.1,10
2024-12-01,2024-11-28,8,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.28303419420255993,45.0,0.1,10
2024-12-01,2024-11-28,9,COMI,Commercial International Bank-Egypt (CIB),-0.28392635271647976,20.0,0.1,10
2024-12-01,2024-11-28,10,EFID,Edita Food Industries (EDITA),-0.3115398838623047,45.0,0.1,10
2025-01-02,2024-12-31,1,BFTH,Beltone Holding,0.001007549614646032,0.0,0.1,10
2025-01-02,2024-12-31,2,AMOC,Alexandria Mineral Oils Company,-0.07858031659562977,0.0,0.1,10
2025-01-02,2024-12-31,3,ABUK,Abou Kir Fertilizers,-0.10000620357102873,0.0,0.1,10
2025-01-02,2024-12-31,4,EFIH,E-finance For Digital and Financial Investments,-0.1044327619707949,0.0,0.1,10
2025-01-02,2024-12-31,5,EGCH,Egyptian Chemical Industries (KIMA),-0.1939250087618261,0.0,0.1,10
2025-01-02,2024-12-31,6,HELI,Heliopolis Housing,-0.19809562254144814,0.0,0.1,10
2025-01-02,2024-12-31,7,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.21027118476162324,0.0,0.1,10
2025-01-02,2024-12-31,8,TMGH,T M G Holding,-0.2645765163148141,0.0,0.1,10
2025-01-02,2024-12-31,9,COMI,Commercial International Bank-Egypt (CIB),-0.2955008657804903,20.0,0.1,10
2025-01-02,2024-12-31,10,HRHO,EFG Holding,-0.3108777364518005,40.0,0.1,10
2025-02-02,2025-01-30,1,EFIH,E-finance For Digital and Financial Investments,-0.026467360381062663,0.0,0.1,10
2025-02-02,2025-01-30,2,BFTH,Beltone Holding,-0.029853009936693323,0.0,0.1,10
2025-02-02,2025-01-30,3,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.16757627485445867,0.0,0.1,10
2025-02-02,2025-01-30,4,EFID,Edita Food Industries (EDITA),-0.18934276996288354,20.0,0.1,10
2025-02-02,2025-01-30,5,ABUK,Abou Kir Fertilizers,-0.1988485767292966,60.0,0.1,10
2025-02-02,2025-01-30,6,TMGH,T M G Holding,-0.19904697534731278,0.0,0.1,10
2025-02-02,2025-01-30,7,EGCH,Egyptian Chemical Industries (KIMA),-0.22165226333875399,20.0,0.1,10
2025-02-02,2025-01-30,8,AMOC,Alexandria Mineral Oils Company,-0.23404815296059228,65.0,0.1,10
2025-02-02,2025-01-30,9,COMI,Commercial International Bank-Egypt (CIB),-0.24036913038679586,0.0,0.1,10
2025-02-02,2025-01-30,10,EMFD,Emaar Misr for Development,-0.247655129588399,0.0,0.1,10
2025-03-02,2025-02-27,1,EFIH,E-finance For Digital and Financial Investments,0.005114445691025036,0.0,0.1,10
2025-03-02,2025-02-27,2,BFTH,Beltone Holding,-0.06146930134202652,20.0,0.1,10
2025-03-02,2025-02-27,3,COMI,Commercial International Bank-Egypt (CIB),-0.15348468313440813,0.0,0.1,10
2025-03-02,2025-02-27,4,TMGH,T M G Holding,-0.16222288478602626,0.0,0.1,10
2025-03-02,2025-02-27,5,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.1822219747215237,0.0,0.1,10
2025-03-02,2025-02-27,6,AMOC,Alexandria Mineral Oils Company,-0.18480549445605146,60.0,0.1,10
2025-03-02,2025-02-27,7,ORAS,Orascom Construction PLC,-0.22609200565475884,10.0,0.1,10
2025-03-02,2025-02-27,8,EFID,Edita Food Industries (EDITA),-0.24874428154446582,30.0,0.1,10
2025-03-02,2025-02-27,9,EMFD,Emaar Misr for Development,-0.2586192331805938,30.0,0.1,10
2025-03-02,2025-02-27,10,EGCH,Egyptian Chemical Industries (KIMA),-0.2764129332979143,90.0,0.1,10
2025-04-03,2025-03-27,1,EFIH,E-finance For Digital and Financial Investments,0.017250808518469007,0.0,0.1,10
2025-04-03,2025-03-27,2,BFTH,Beltone Holding,-0.025921671499940256,0.0,0.1,10
2025-04-03,2025-03-27,3,TMGH,T M G Holding,-0.13810420251358563,0.0,0.1,10
2025-04-03,2025-03-27,4,ORWE,Oriental Weavers,-0.14945869082561475,0.0,0.1,10
2025-04-03,2025-03-27,5,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.16707853188028737,0.0,0.1,10
2025-04-03,2025-03-27,6,COMI,Commercial International Bank-Egypt (CIB),-0.19694205768977413,40.0,0.1,10
2025-04-03,2025-03-27,7,AMOC,Alexandria Mineral Oils Company,-0.22416368471855588,20.0,0.1,10
2025-04-03,2025-03-27,8,EFID,Edita Food Industries (EDITA),-0.23837639824868806,0.0,0.1,10
2025-04-03,2025-03-27,9,EGCH,Egyptian Chemical Industries (KIMA),-0.30512823839607595,45.0,0.1,10
2025-04-03,2025-03-27,10,EMFD,Emaar Misr for Development,-0.3059933807763021,90.0,0.1,10
2025-05-04,2025-04-30,1,ORWE,Oriental Weavers,-0.054602530651711036,0.0,0.1,10
2025-05-04,2025-04-30,2,BFTH,Beltone Holding,-0.05590146012037589,0.0,0.1,10
2025-05-04,2025-04-30,3,VLMR,Egyptian Kuwaiti Holding,-0.06973420593681341,0.0,0.1,10
2025-05-04,2025-04-30,4,EFIH,E-finance For Digital and Financial Investments,-0.09736901137613983,20.0,0.1,10
2025-05-04,2025-04-30,5,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.117345448576501,0.0,0.1,10
2025-05-04,2025-04-30,6,TMGH,T M G Holding,-0.13904391040853245,0.0,0.1,10
2025-05-04,2025-04-30,7,EFID,Edita Food Industries (EDITA),-0.2109289288959859,0.0,0.1,10
2025-05-04,2025-04-30,8,JUFO,Juhayna Food Industries,-0.2151662994776724,0.0,0.1,10
2025-05-04,2025-04-30,9,ORAS,Orascom Construction PLC,-0.24066842937974078,0.0,0.1,10
2025-05-04,2025-04-30,10,AMOC,Alexandria Mineral Oils Company,-0.29781171494777625,0.0,0.1,10
2025-06-01,2025-05-28,1,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.052521129242564586,0.0,0.1,10
2025-06-01,2025-05-28,2,JUFO,Juhayna Food Industries,-0.053074108630088004,0.0,0.1,10
2025-06-01,2025-05-28,3,VLMR,Egyptian Kuwaiti Holding,-0.09737896358939041,0.0,0.1,10
2025-06-01,2025-05-28,4,ABUK,Abou Kir Fertilizers,-0.09941749638201416,0.0,0.1,10
2025-06-01,2025-05-28,5,ORWE,Oriental Weavers,-0.14153207186116942,0.0,0.1,10
2025-06-01,2025-05-28,6,ORAS,Orascom Construction PLC,-0.16988037658064353,0.0,0.1,10
2025-06-01,2025-05-28,7,EGCH,Egyptian Chemical Industries (KIMA),-0.17995095656776783,0.0,0.1,10
2025-06-01,2025-05-28,8,EFID,Edita Food Industries (EDITA),-0.2274140959248147,0.0,0.1,10
2025-06-01,2025-05-28,9,AMOC,Alexandria Mineral Oils Company,-0.2567884717764358,0.0,0.1,10
2025-06-01,2025-05-28,10,EFIH,E-finance For Digital and Financial Investments,-0.27971695285060705,65.0,0.1,10
2025-07-01,2025-06-30,1,EFID,Edita Food Industries (EDITA),-0.04158615393254762,0.0,0.1,10
2025-07-01,2025-06-30,2,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.06475292342591477,0.0,0.1,10
2025-07-01,2025-06-30,3,JUFO,Juhayna Food Industries,-0.08565993459988935,0.0,0.1,10
2025-07-01,2025-06-30,4,EFIH,E-finance For Digital and Financial Investments,-0.09414656466873644,0.0,0.1,10
2025-07-01,2025-06-30,5,ABUK,Abou Kir Fertilizers,-0.1342138486577974,0.0,0.1,10
2025-07-01,2025-06-30,6,VLMR,Egyptian Kuwaiti Holding,-0.18251425073654445,0.0,0.1,10
2025-07-01,2025-06-30,7,EGCH,Egyptian Chemical Industries (KIMA),-0.2195400530328417,0.0,0.1,10
2025-07-01,2025-06-30,8,ORWE,Oriental Weavers,-0.26757897403877434,20.0,0.1,10
2025-07-01,2025-06-30,9,AMOC,Alexandria Mineral Oils Company,-0.27962329575240136,0.0,0.1,10
2025-07-01,2025-06-30,10,TMGH,T M G Holding,-0.32263803657720025,40.0,0.1,10
2025-08-03,2025-07-31,1,EFID,Edita Food Industries (EDITA),-0.018314097800324995,0.0,0.1,10
2025-08-03,2025-07-31,2,EFIH,E-finance For Digital and Financial Investments,-0.0406025923726563,0.0,0.1,10
2025-08-03,2025-07-31,3,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.047049961757561196,0.0,0.1,10
2025-08-03,2025-07-31,4,JUFO,Juhayna Food Industries,-0.09923426088346793,20.0,0.1,10
2025-08-03,2025-07-31,5,VLMR,Egyptian Kuwaiti Holding,-0.10060132791882256,0.0,0.1,10
2025-08-03,2025-07-31,6,ABUK,Abou Kir Fertilizers,-0.15962351247813134,0.0,0.1,10
2025-08-03,2025-07-31,7,AMOC,Alexandria Mineral Oils Company,-0.17732421804109802,0.0,0.1,10
2025-08-03,2025-07-31,8,ORWE,Oriental Weavers,-0.19055132101041694,0.0,0.1,10
2025-08-03,2025-07-31,9,HRHO,EFG Holding,-0.2971224187233196,10.0,0.1,10
2025-08-03,2025-07-31,10,EAST,Eastern Company,-0.30357282172928085,40.0,0.1,10
2025-09-01,2025-08-31,1,EFIH,E-finance For Digital and Financial Investments,0.035755724207519664,20.0,0.1,10
2025-09-01,2025-08-31,2,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.03382016137352761,0.0,0.1,10
2025-09-01,2025-08-31,3,EFID,Edita Food Industries (EDITA),-0.05795927976952684,20.0,0.1,10
2025-09-01,2025-08-31,4,JUFO,Juhayna Food Industries,-0.10720469020708423,0.0,0.1,10
2025-09-01,2025-08-31,5,VLMR,Egyptian Kuwaiti Holding,-0.1397329197610302,20.0,0.1,10
2025-09-01,2025-08-31,6,HRHO,EFG Holding,-0.14969231753389367,0.0,0.1,10
2025-09-01,2025-08-31,7,AMOC,Alexandria Mineral Oils Company,-0.21372480066808006,0.0,0.1,10
2025-09-01,2025-08-31,8,ORWE,Oriental Weavers,-0.21865988582863166,0.0,0.1,10
2025-09-01,2025-08-31,9,EMFD,Emaar Misr for Development,-0.22068968160834068,0.0,0.1,10
2025-09-01,2025-08-31,10,ABUK,Abou Kir Fertilizers,-0.25775271010663603,20.0,0.1,10
2025-10-01,2025-09-30,1,EFIH,E-finance For Digital and Financial Investments,-0.0690277828900501,0.0,0.1,10
2025-10-01,2025-09-30,2,ORWE,Oriental Weavers,-0.12350505282298725,0.0,0.1,10
2025-10-01,2025-09-30,3,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.12892399559042722,0.0,0.1,10
2025-10-01,2025-09-30,4,JUFO,Juhayna Food Industries,-0.14801001379986042,0.0,0.1,10
2025-10-01,2025-09-30,5,CCAP,QALA For Financial Investments,-0.16850938169756663,0.0,0.1,10
2025-10-01,2025-09-30,6,EMFD,Emaar Misr for Development,-0.1991207279444233,20.0,0.1,10
2025-10-01,2025-09-30,7,EGAL,Egypt Aluminum,-0.20129887729303275,0.0,0.1,10
2025-10-01,2025-09-30,8,RMDA,Tenth Of Ramadan Pharmaceutical Industries&Diagnostic-Rameda,-0.22166632667161815,0.0,0.1,10
2025-10-01,2025-09-30,9,PHDC,Palm Hills Development Company,-0.24737713022302965,0.0,0.1,10
2025-10-01,2025-09-30,10,EFID,Edita Food Industries (EDITA),-0.28376821558373866,65.0,0.1,10
2025-11-02,2025-10-30,1,AMOC,Alexandria Mineral Oils Company,-0.09288909078218933,0.0,0.1,10
2025-11-02,2025-10-30,2,CCAP,QALA For Financial Investments,-0.11203775864998752,20.0,0.1,10
2025-11-02,2025-10-30,3,ABUK,Abou Kir Fertilizers,-0.11264079846315903,0.0,0.1,10
2025-11-02,2025-10-30,4,EFIH,E-finance For Digital and Financial Investments,-0.138061897485335,80.0,0.1,10
2025-11-02,2025-10-30,5,RMDA,Tenth Of Ramadan Pharmaceutical Industries&Diagnostic-Rameda,-0.1594457990777188,0.0,0.1,10
2025-11-02,2025-10-30,6,ORWE,Oriental Weavers,-0.17682751541507633,40.0,0.1,10
2025-11-02,2025-10-30,7,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.17915190775153472,60.0,0.1,10
2025-11-02,2025-10-30,8,VLMR,Egyptian Kuwaiti Holding,-0.2559438903533967,20.0,0.1,10
2025-11-02,2025-10-30,9,PHDC,Palm Hills Development Company,-0.2747299040608447,0.0,0.1,10
2025-11-02,2025-10-30,10,EFID,Edita Food Industries (EDITA),-0.2783867785090205,80.0,0.1,10
2025-12-01,2025-11-30,1,JUFO,Juhayna Food Industries,-0.0641979981841398,0.0,0.1,10
2025-12-01,2025-11-30,2,ABUK,Abou Kir Fertilizers,-0.08365715960191328,0.0,0.1,10
2025-12-01,2025-11-30,3,RMDA,Tenth Of Ramadan Pharmaceutical Industries&Diagnostic-Rameda,-0.11231982865615635,0.0,0.1,10
2025-12-01,2025-11-30,4,VLMRA,Egyptian Kuwaiti Holding (EGP),-0.11807347101986948,0.0,0.1,10
2025-12-01,2025-11-30,5,AMOC,Alexandria Mineral Oils Company,-0.12502053521096299,0.0,0.1,10
2025-12-01,2025-11-30,6,EFIH,E-finance For Digital and Financial Investments,-0.204463319804319,80.0,0.1,10
2025-12-01,2025-11-30,7,ORWE,Oriental Weavers,-0.20695401128304508,0.0,0.1,10
2025-12-01,2025-11-30,8,HRHO,EFG Holding,-0.2532739658325094,0.0,0.1,10
