date,symbol,shares,close,market_value,entry_date,bars_held
2015-08-03,MCQE,1209.0,29.68,35883.12,2015-08-03,0
2015-08-04,MCQE,1209.0,29.68,35883.12,2015-08-03,1
2015-08-05,MCQE,1209.0,29.68,35883.12,2015-08-03,2
2015-08-10,MCQE,1209.0,29.68,35883.12,2015-08-03,2
2015-08-12,MCQE,1209.0,30.02,36294.18,2015-08-03,3
2015-08-17,MCQE,1209.0,29.68,35883.12,2015-08-03,4
2015-08-19,MCQE,1209.0,29.68,35883.12,2015-08-03,5
2015-08-20,MCQE,1209.0,29.68,35883.12,2015-08-03,6
2015-08-24,MCQE,1209.0,29.68,35883.12,2015-08-03,7
2015-08-25,MCQE,1209.0,29.68,35883.12,2015-08-03,8
2015-08-27,MCQE,1209.0,29.68,35883.12,2015-08-03,9
2015-08-30,MCQE,1209.0,29.68,35883.12,2015-08-03,10
2015-08-31,MCQE,1209.0,29.68,35883.12,2015-08-03,11
2015-09-01,MCQE,1209.0,29.68,35883.12,2015-08-03,12
2015-09-03,MCQE,1209.0,29.69,35895.21,2015-08-03,12
2015-09-09,MCQE,1209.0,29.68,35883.12,2015-08-03,13
2015-09-10,MCQE,1209.0,29.68,35883.12,2015-08-03,14
2015-09-14,MCQE,1209.0,29.68,35883.12,2015-08-03,15
2015-10-12,EFID,2361.0,16.5,38956.5,2015-10-12,0
2015-10-12,MCQE,1342.0,29.68,39830.56,2015-10-12,0
2015-10-18,EFID,2361.0,16.06,37917.659999999996,2015-10-12,1
2015-10-18,MCQE,1342.0,29.68,39830.56,2015-10-12,1
2015-10-18,RAYA,362433.0,0.11,39867.63,2015-10-18,0
2015-10-19,MCQE,1342.0,29.68,39830.56,2015-10-12,2
2015-10-19,RAYA,357074.0,0.11,39278.14,2015-10-19,0
2015-10-20,MCQE,1342.0,29.68,39830.56,2015-10-12,3
2015-10-20,RAYA,357074.0,0.11,39278.14,2015-10-19,1
2015-10-20,EFID,2380.0,16.62,39555.600000000006,2015-10-20,0
2015-10-29,MCQE,1342.0,29.68,39830.56,2015-10-12,4
2015-10-29,RAYA,357074.0,0.11,39278.14,2015-10-19,2
2015-10-29,EFID,2380.0,16.75,39865.0,2015-10-20,1
2015-11-01,MCQE,1342.0,29.68,39830.56,2015-10-12,5
2015-11-01,RAYA,357074.0,0.11,39278.14,2015-10-19,3
2015-11-01,EFID,2380.0,16.75,39865.0,2015-10-20,2
2015-11-01,ORWE,6047.0,7.32,44264.04,2015-11-01,0
2015-11-08,MCQE,1342.0,29.68,39830.56,2015-10-12,6
2015-11-08,RAYA,357074.0,0.11,39278.14,2015-10-19,4
2015-11-08,EFID,2380.0,16.5,39270.0,2015-10-20,3
2015-11-08,ORWE,6047.0,7.07,42752.29,2015-11-01,1
2015-11-09,MCQE,1342.0,29.85,40058.700000000004,2015-10-12,7
2015-11-09,RAYA,357074.0,0.1,35707.4,2015-10-19,5
2015-11-09,EFID,2380.0,16.75,39865.0,2015-10-20,4
2015-11-09,ORWE,6047.0,6.95,42026.65,2015-11-01,2
2015-11-09,CCAP,23676.0,1.81,42853.56,2015-11-09,0
2015-11-10,EFID,2380.0,16.63,39579.399999999994,2015-10-20,5
2015-11-11,EFID,2380.0,16.63,39579.399999999994,2015-10-20,6
2015-11-16,EFID,2380.0,16.27,38722.6,2015-10-20,7
2015-11-17,EFID,2380.0,16.55,39389.0,2015-10-20,8
2015-11-18,EFID,2380.0,16.27,38722.6,2015-10-20,9
2015-11-22,EFID,2380.0,16.27,38722.6,2015-10-20,10
2015-11-23,EFID,2380.0,16.76,39888.8,2015-10-20,10
2015-11-29,EFID,2380.0,16.45,39151.0,2015-10-20,11
2015-12-02,EFID,2380.0,16.04,38175.2,2015-10-20,12
2015-12-02,BFTH,37897.0,1.13,42823.60999999999,2015-12-02,0
2015-12-03,EFID,2380.0,16.57,39436.6,2015-10-20,13
2015-12-03,BFTH,37897.0,1.13,42823.60999999999,2015-12-02,1
2015-12-07,EFID,2380.0,17.0,40460.0,2015-10-20,14
2015-12-07,BFTH,37897.0,1.13,42823.60999999999,2015-12-02,2
2015-12-09,EFID,2380.0,16.15,38437.0,2015-10-20,15
2015-12-09,BFTH,37897.0,1.13,42823.60999999999,2015-12-02,3
2015-12-10,EFID,2380.0,16.49,39246.2,2015-10-20,16
2015-12-17,EFID,2380.0,16.53,39341.4,2015-10-20,17
2015-12-20,EFID,2380.0,16.53,39341.4,2015-10-20,18
2015-12-21,EFID,2380.0,16.18,38508.4,2015-10-20,19
2015-12-21,BFTH,34540.0,1.24,42829.6,2015-12-21,0
2015-12-24,EFID,2380.0,16.72,39793.6,2015-10-20,20
2015-12-24,BFTH,34540.0,1.23,42484.2,2015-12-21,1
2015-12-30,BFTH,34540.0,1.2,41448.0,2015-12-21,2
2015-12-30,EFID,2551.0,16.09,41045.59,2015-12-30,0
2015-12-31,BFTH,34540.0,1.17,40411.799999999996,2015-12-21,3
2016-01-03,BFTH,34540.0,1.17,40411.799999999996,2015-12-21,4
2016-01-05,BFTH,34540.0,1.18,40757.2,2015-12-21,5
2016-01-06,BFTH,34540.0,1.16,40066.399999999994,2015-12-21,6
2016-01-10,BFTH,34540.0,1.21,41793.4,2015-12-21,7
2016-01-11,BFTH,34540.0,1.15,39721.0,2015-12-21,8
2016-01-12,BFTH,34540.0,1.15,39721.0,2015-12-21,9
2016-01-13,BFTH,34540.0,1.12,38684.8,2015-12-21,9
2016-01-28,BFTH,36321.0,1.18,42858.78,2016-01-28,0
2016-01-31,BFTH,36321.0,1.12,40679.520000000004,2016-01-28,1
2016-02-01,BFTH,36321.0,1.13,41042.729999999996,2016-01-28,2
2016-02-02,BFTH,36321.0,1.18,42858.78,2016-01-28,3
2016-02-04,BFTH,36321.0,1.19,43221.99,2016-01-28,4
2016-02-09,BFTH,36321.0,1.17,42495.57,2016-01-28,5
2016-02-09,PHDC,20565.0,2.1,43186.5,2016-02-09,0
2016-02-11,BFTH,36321.0,1.39,50486.189999999995,2016-01-28,6
2016-02-11,PHDC,20565.0,1.98,40718.7,2016-02-09,1
