max_positions,year,strategy_final_equity,strategy_total_contributions,strategy_money_multiple,strategy_twr_total_return,strategy_cagr,strategy_sharpe,strategy_max_drawdown,strategy_return_dd,strategy_profit_factor,strategy_closed_trades,etf_final_equity,etf_total_contributions,etf_money_multiple,etf_twr_total_return,etf_cagr,etf_sharpe,etf_max_drawdown,etf_return_dd,etf_profit_factor,etf_closed_trades,excess_twr_vs_etf_dca
5,2022,1494360.8726881656,120000.0,12.453007272401381,0.05745387061281004,0.06283785894986127,0.43715014583087647,0.19971315547913748,0.3146405593517622,0.0,0.0,287989.8108061,220000.0,1.309044594573182,0.21726507126416061,0.23921724275115652,1.0128644214549674,0.2787932434791939,0.8580453377056432,0.0,0.0,-0.15981120065135057
5,2023,2043914.7786990576,120000.0,17.03262315582548,0.2648506873628913,0.27848799618491715,1.1931332407123947,0.17221937025944645,1.617053852684389,0.0,0.0,328926.55158541,220000.0,1.495120689024591,0.6911867258458764,0.7322355357979111,2.1260210590034228,0.168866982684025,4.336167580894316,0.0,0.0,-0.42633603848298507
5,2024,2948585.3883984005,120000.0,24.571544903320003,0.3368901854753348,0.35472498965535215,1.4921118837598855,0.3060394720671543,1.1590824780194195,0.0,0.0,245225.79917944001,220000.0,1.1146627235429092,0.20254795210961296,0.21271438562909029,0.7988801588541482,0.27494696081094594,0.773656071708147,0.0,0.0,0.13434223336572182
5,2025,4435407.279951025,120000.0,36.96172733292521,0.4388017855066495,0.46059541740636156,2.6267544585880604,0.07803854182214476,5.902153047094222,0.0,0.0,293321.90360722,220000.0,1.333281380032818,0.4250922021171457,0.4461059431131993,2.3045641851489287,0.07559271633776188,5.901440836176829,0.0,0.0,0.013709583389503788
5,2026,4794938.446938285,40000.0,119.87346117345712,0.08610560681105794,0.41469439799807906,2.4506022969409984,0.042735569071230106,9.703729399434962,0.0,0.0,151792.28477877,140000.0,1.084230605562643,0.13119727154010885,0.6782670403714,2.0033742789921765,0.13599696523015958,4.987368940354729,0.0,0.0,-0.045091664729050907
8,2015,216179.29394603998,220000.0,0.9826331543001817,-0.01793542902448164,-0.02710041501972016,-2.0093244619702957,0.01793542902448164,-1.5109989832263517,0.0,0.0,172826.38777589,220000.0,0.7855744898904091,-0.275545718792227,-0.38696318966482746,-1.4383163252007636,0.34963209868245715,-1.1067724934954417,0.0,0.0,0.25761028976774536
8,2016,410262.30032782024,120000.0,3.4188525027318355,0.24655866349223787,0.47060914531535447,3.621885613726097,0.022946116673742356,20.509315454404568,0.0,0.0,370691.22998477006,220000.0,1.6849601362944093,0.756665274245377,1.680438075472099,2.916853437548221,0.17108530065375038,9.822223587010786,0.0,0.0,-0.5101066107531391
8,2017,536639.9003601405,120000.0,4.471999169667837,0.01910102841832928,0.058404602111493675,0.44848266628450306,0.07053098524158663,0.8280701299073451,0.0,0.0,257513.9563003,220000.0,1.1705179831831818,0.20082106641194275,0.7315494343933049,1.7813959629754423,0.10926073686125737,6.695446648160984,0.0,0.0,-0.18172003799361347
8,2018,706499.7953879402,120000.0,5.887498294899502,0.05284416099107769,0.2414498781546115,1.7362244996441385,0.0488533600221811,4.942339238181058,0.0,0.0,193678.04833411003,220000.0,0.8803547651550456,-0.13205001475689193,-0.4483320668007492,-1.2990689970805338,0.30498954620753826,-1.4699915861892188,0.0,0.0,0.18489417574796962
8,2019,776098.1924090802,100000.0,7.760981924090802,-0.04074937075438789,-0.2793652003956869,-1.923096031729885,0.07747631680005307,-3.605814162754515,0.0,0.0,205294.43871128,200000.0,1.0264721935564,0.04801629461101897,0.44676594231334366,0.9774777016302653,0.11640039486971376,3.838182360235169,0.0,0.0,-0.08876566536540687
8,2020,865056.6803384303,110000.0,7.8641516394402755,-0.021708415711623297,-0.08948226970096762,-3.828707582419018,0.021708415711623297,-4.122008298056329,0.0,0.0,181681.85937754,210000.0,0.865151711321619,-0.22538851528034032,-0.6640638093955684,-1.3981975173549543,0.38170732664056306,-1.7397198404338934,0.0,0.0,0.20368009956871702
8,2021,1057264.574463561,120000.0,8.810538120529674,0.08605823545191704,0.11319714830396665,1.1807193169757413,0.06189806146732624,1.8287672605663,0.0,0.0,235286.83923047,220000.0,1.0694856328657727,0.081236267901734,0.10678130966965327,0.5768887736149096,0.18721576997524036,0.5703649307094979,0.0,0.0,0.004821967550183048
8,2022,1185538.1948765414,120000.0,9.879484957304511,0.010062475059450238,0.010982251112774621,0.18181988112244718,0.08848236899222672,0.12411795974562373,0.0,0.0,287989.8108061,220000.0,1.309044594573182,0.21726507126416061,0.23921724275115652,1.0128644214549674,0.2787932434791939,0.8580453377056432,0.0,0.0,-0.20720259620471038
8,2023,1543213.178407142,120000.0,12.860109820059517,0.18734256466145416,0.19668520700566816,1.7698628900593343,0.05579321924295211,3.5252528833154533,0.0,0.0,328926.55158541,220000.0,1.495120689024591,0.6911867258458764,0.7322355357979111,2.1260210590034228,0.168866982684025,4.336167580894316,0.0,0.0,-0.5038441611844222
8,2024,1981124.4517575938,120000.0,16.509370431313283,0.19800180346412288,0.20792096279289174,1.5497312188564398,0.12181459132568873,1.706864182115797,0.0,0.0,245225.79917944001,220000.0,1.1146627235429092,0.20254795210961296,0.21271438562909029,0.7988801588541482,0.27494696081094594,0.773656071708147,0.0,0.0,-0.004546148645490078
8,2025,2413260.113019883,120000.0,20.11050094183236,0.15274639290007164,0.1595373818416761,2.168238348608852,0.04871146223783773,3.275150745069439,0.0,0.0,293321.90360722,220000.0,1.333281380032818,0.4250922021171457,0.4461059431131993,2.3045641851489287,0.07559271633776188,5.901440836176829,0.0,0.0,-0.2723458092170741
8,2026,2473930.884194943,40000.0,61.84827210487358,0.0071509443548762874,0.030379406137504228,0.6653178291077062,0.016342284979484978,1.8589448278279643,0.0,0.0,151792.28477877,140000.0,1.084230605562643,0.13119727154010885,0.6782670403714,2.0033742789921765,0.13599696523015958,4.987368940354729,0.0,0.0,-0.12404632718523256
