date,strategy_equity
2015-07-14,170000.0
2015-07-15,170000.0
2015-07-16,170000.0
2015-07-22,170000.0
2015-07-28,170000.0
2015-07-30,170000.0
2015-08-03,179905.25631688
2015-08-04,179905.25631688
2015-08-05,179905.25631688
2015-08-10,179905.25631688
2015-08-12,180316.31631688
2015-08-17,179905.25631688
2015-08-19,179905.25631688
2015-08-20,179905.25631688
2015-08-24,179905.25631688
2015-08-25,179905.25631688
2015-08-27,179905.25631688
2015-08-30,179905.25631688
2015-08-31,179905.25631688
2015-09-01,189905.25631688
2015-09-03,189917.34631688
2015-09-09,189905.25631688
2015-09-10,189905.25631688
2015-09-14,189905.25631688
2015-09-17,189810.5844
2015-09-21,189810.5844
2015-09-29,189810.5844
2015-09-30,189810.5844
2015-10-04,199810.5844
2015-10-08,199810.5844
2015-10-12,198704.11411576
2015-10-18,197560.56517313002
2015-10-19,197252.94510528
2015-10-20,197435.33083528
2015-10-29,197744.73083527997
2015-11-01,207629.02647123998
2015-11-08,205522.27647123998
2015-11-09,200512.74689711997
2015-11-10,199805.69176843
2015-11-11,199805.69176843
2015-11-16,198948.89176843
2015-11-17,199615.29176843
2015-11-18,198948.89176843
2015-11-22,198948.89176843
2015-11-23,200115.09176843002
2015-11-29,199377.29176843
2015-12-02,208669.30772379
2015-12-03,209930.70772379
2015-12-07,210954.10772379
2015-12-09,208931.10772379
2015-12-10,209628.2915224
2015-12-17,209723.4915224
2015-12-20,209723.4915224
2015-12-21,209124.6385382
2015-12-24,210064.4385382
2015-12-30,207289.32060774002
2015-12-31,206145.54767833
2016-01-03,216145.54767833
2016-01-05,216490.94767833
2016-01-06,215800.14767833002
2016-01-10,217527.14767833002
2016-01-11,215454.74767833002
2016-01-12,215454.74767833002
2016-01-13,214418.54767833004
2016-01-17,211216.04275453003
2016-01-19,211216.04275453003
2016-01-21,211216.04275453003
2016-01-26,211216.04275453003
2016-01-28,211832.08972217003
2016-01-31,209652.82972217002
2016-02-01,220016.03972217004
2016-02-02,221832.08972217003
2016-02-04,222195.29972217002
2016-02-09,219912.71997112004
2016-02-11,225435.53997112002
2016-02-15,236840.49218177004
2016-02-16,236682.09733926004
2016-02-21,236682.09733926004
2016-02-22,236682.09733926004
2016-02-23,236682.09733926004
2016-02-24,236682.09733926004
2016-02-28,236682.09733926004
2016-03-02,246682.09733926004
2016-03-03,246682.09733926004
2016-03-06,246682.09733926004
2016-03-10,246682.09733926004
2016-03-13,244465.6460761201
2016-03-14,251415.7160761201
2016-03-15,252574.34607612007
2016-03-16,254757.32607612008
2016-03-17,259969.73607612008
2016-03-20,259679.95575803012
2016-03-21,259679.95575803012
2016-03-22,259679.95575803012
2016-03-23,259679.95575803012
2016-03-27,259679.95575803012
2016-03-28,259679.95575803012
2016-03-29,259679.95575803012
2016-03-30,259679.95575803012
2016-04-04,269679.9557580301
2016-04-05,269679.9557580301
2016-04-06,269200.8203653901
2016-04-12,269234.7803653901
2016-04-14,269574.3803653901
2016-04-17,270474.0605709901
2016-04-18,273242.8640004001
2016-04-19,279540.06400040013
2016-04-20,276024.2740004001
2016-04-21,273875.5840004001
2016-04-26,277021.5640004001
2016-04-27,275751.9462078401
2016-04-28,272582.5889198402
2016-05-03,276090.3489198402
2016-05-05,282073.28641554015
2016-05-09,286740.4676501001
2016-05-10,284083.39036298014
2016-05-12,283043.5403629801
2016-05-17,284813.18813998014
2016-05-19,284593.40813998017
2016-05-26,290507.0481399801
2016-05-29,290702.0881399801
2016-06-01,308876.27173528017
2016-06-02,308804.9760314101
2016-06-05,307927.2160314101
2016-06-06,307477.5160314101
2016-06-07,305374.7460314101
2016-06-08,307906.36782615015
2016-06-13,306535.9868072901
2016-07-10,306390.0306185902
2016-07-17,304706.7938960801
2016-07-18,302738.34389608016
2016-07-19,301343.17159848014
2016-07-24,301198.98159848014
2016-07-26,304817.9015984802
2016-07-27,316379.9065258002
2016-07-28,318652.2412279102
2016-08-02,331327.2108602902
2016-08-03,328056.6219137002
2016-08-04,329685.90461106016
2016-08-07,330218.1646110602
2016-08-08,333330.65048572025
2016-08-10,333961.1973875002
2016-08-11,333971.5473875002
2016-08-14,334849.5973875002
2016-08-15,334339.5673875002
2016-08-16,328653.10337630025
2016-08-18,329883.8513875002
2016-08-21,333347.17913866026
2016-08-25,323585.4291386602
2016-09-01,338463.04693960026
2016-09-04,339629.6529588202
2016-09-05,343567.6577441703
2016-09-07,337588.61774417025
2016-09-08,337478.86774417025
2016-09-18,328542.58774417033
2016-09-20,331468.0572941403
2016-09-25,327890.7172941402
2016-10-03,346132.94289740024
2016-10-04,351737.59979508026
2016-10-05,356661.39050022024
2016-10-09,360358.2505002202
2016-10-11,356568.8705002203
2016-10-12,355739.21050022024
2016-10-13,361419.46050022024
2016-10-16,360816.1888903002
2016-10-17,349399.8404500803
2016-10-18,349952.8008553103
2016-10-23,356549.2008553103
2016-10-24,356111.57085531024
2016-10-26,355503.4908553103
2016-10-27,357334.1208553103
2016-11-02,367009.17646441027
2016-11-03,368285.9892239104
2016-11-06,363915.39732721035
2016-11-07,361905.69732721034
2016-11-08,368561.3796707003
2016-11-09,374866.8262376503
2016-11-10,392995.0039505203
2016-11-13,407313.9799908104
2016-11-14,404227.2650751904
2016-11-15,404378.0799644304
2016-11-16,411937.6599644304
2016-11-17,417629.7946639904
2016-11-20,417005.0546639904
2016-11-21,416680.63466399035
2016-11-22,419900.3164525004
2016-11-23,424121.39645250037
2016-11-28,419531.2376062604
2016-11-29,419305.78322330036
2016-12-01,429305.78322330036
2016-12-05,427429.29322330037
2016-12-06,428452.8332233004
2016-12-07,427429.29322330037
2016-12-13,426576.3432233004
2016-12-15,426917.5232233004
2016-12-18,426715.5705858804
2016-12-19,432845.56721658044
2016-12-20,437698.9436972204
2016-12-21,446056.0540714205
2016-12-22,446626.8377966005
2016-12-28,443915.9677966005
2016-12-29,448857.5677966005
2017-01-02,458226.56779660046
2017-01-03,458430.97779660043
2017-01-04,461628.18779660045
2017-01-05,470586.8617021005
2017-01-08,472374.23146583047
2017-01-09,471844.8714658305
2017-01-10,474948.82146583055
2017-01-15,477159.6474930305
2017-01-18,472402.61749303056
2017-01-26,468440.3242712605
2017-01-29,468241.1422702406
2017-01-31,462291.46227024053
2017-02-07,509602.05227024056
2017-02-09,517322.1884474905
2017-02-21,505382.7373167206
2017-02-23,484355.48071313056
2017-03-01,472332.3107131305
2017-03-06,485952.8685562106
2017-03-07,486122.8090190205
2017-03-09,490828.16901902057
2017-03-12,480358.0290190206
2017-03-19,503315.3990190206
2017-03-20,491950.8290190206
2017-03-21,504799.3690190205
2017-03-22,504916.20901902055
2017-03-23,507325.3390190206
2017-03-26,511875.67901902064
2017-03-28,507318.0090190206
2017-04-05,539800.9790190206
2017-04-06,543495.4490190205
2017-04-09,546542.3590190206
2017-04-10,545378.9826645106
2017-04-12,543992.4726645106
2017-04-13,545481.2665326705
2017-05-02,553221.7465326706
2017-05-07,568523.5098063105
2017-05-08,568696.2656729906
2017-05-09,569148.3056729906
2017-05-11,563202.7056729905
2017-05-16,559107.7227453005
2017-05-24,587940.8327453006
2017-05-31,581142.1470586006
2017-06-01,592007.2270586006
2017-06-05,594416.6470586006
2017-06-06,592878.7270586006
2017-06-08,593987.2270586006
2017-06-21,602877.6156418707
2017-06-22,601094.9465341307
2017-07-09,690168.0999087307
2017-07-10,691728.9800871507
2017-07-17,700016.7700871507
2017-07-19,703130.3186616409
2017-07-30,704744.5186616408
2017-08-14,738504.8509641608
2017-08-15,736358.2883250808
2017-08-21,713942.2383250808
2017-08-23,713634.7426967508
2017-08-30,718947.5307819208
2017-09-07,725142.3349455209
2017-09-12,740349.7849455208
2017-09-18,752707.6049455209
2017-09-19,760172.7849455208
2017-09-26,781418.9223707308
2017-09-27,780890.3223707308
2017-09-28,784172.2411874508
2017-10-02,806124.7211874508
2017-10-09,805269.1376250308
2017-10-11,799356.3710414208
2017-10-22,791271.0410414209
2017-10-23,793822.6857969209
2017-11-09,792439.989222041
2017-11-14,779938.4609899409
2017-11-22,779832.873256101
2017-11-23,799408.7532561009
2017-11-28,835714.313256101
2017-12-03,838679.372261751
2017-12-06,835714.142261751
2017-12-11,877392.0422617511
2017-12-12,882086.922261751
2017-12-13,888194.5722617512
2017-12-14,875339.0522617511
2017-12-17,885152.7896695811
2017-12-24,853957.209669581
2017-12-25,868969.3396695812
2017-12-26,878276.7096695811
2018-01-02,936797.4696695813
2018-01-04,931781.6587799812
2018-01-08,949984.1011134813
2018-01-09,962677.6011134812
2018-01-14,997178.1673115311
2018-01-15,982822.4705260611
2018-01-17,990818.4005260613
2018-01-21,1001820.7727889613
2018-01-22,996165.5327889613
2018-01-23,984953.8327889612
2018-01-28,974168.9527889611
2018-02-06,958122.5028647613
2018-02-15,959078.9221289613
2018-02-18,966972.4700011114
2018-02-21,957738.5175021116
2018-02-22,957497.8575021115
2018-02-26,962496.6575021115
2018-03-04,965664.8415370516
2018-03-05,978836.2715370515
2018-03-06,982555.8515370516
2018-03-07,981032.2415370515
2018-03-08,974174.5015370515
2018-03-12,1015663.1015370516
2018-03-13,1019116.7956041314
2018-03-15,1011268.4456041316
2018-03-27,1034337.1703246415
2018-04-11,1076155.9473478014
2018-04-26,1108156.2919398816
2018-04-29,1110824.7904696816
2018-05-02,1134270.3204696814
2018-05-06,1131811.0858855415
2018-05-13,1104205.5658855417
2018-05-16,1097277.0636742017
2018-05-31,1085130.5236742017
2018-06-14,1075675.2048452017
2018-06-27,1075064.9964597514
2018-06-28,1075725.6464597515
2018-07-09,1099715.0123224515
2018-08-07,1108392.6796170515
2018-08-29,1104635.0528357115
2018-09-04,1082214.9455216113
2018-09-23,963266.3131248514
2018-09-24,961302.0310988715
2018-09-25,961302.0310988715
2018-09-27,961302.0310988715
2018-09-30,961302.0310988715
2018-10-03,971302.0310988715
2018-10-14,971302.0310988715
2018-10-15,971302.0310988715
2018-10-16,971302.0310988715
2018-10-17,971302.0310988715
2018-10-24,967885.3605531615
2018-10-31,994814.2205531616
2018-11-01,1007741.2705531616
2018-11-22,1018278.6505531615
2018-12-03,1023608.1599922415
2018-12-18,1023608.1599922415
2018-12-23,1023608.1599922415
2018-12-25,1023608.1599922415
2018-12-26,1023608.1599922415
2018-12-31,1023608.1599922415
2019-01-06,1034458.6896705517
2019-01-08,1040819.5873336416
2019-02-05,1079563.0073336414
2019-02-14,1062770.7573336416
2019-02-19,1067850.7572878518
2019-02-21,1066401.1972878517
2019-02-28,1062309.8573935018
2019-04-17,1031209.3226535418
2019-05-21,971964.9962665918
2019-07-09,1011732.6014491317
2019-07-11,1002407.5322489117
2019-08-21,1021459.5012711016
2019-08-22,1020963.3312711017
2019-08-28,1028902.0512711017
2019-09-02,1050148.5712711017
2019-09-04,1051571.9427855317
2019-09-09,1055885.8627855317
2019-09-17,1054931.8227855316
2019-09-23,1040206.4227855317
2019-10-24,1054723.7276244317
2019-10-27,1054723.7276244317
2019-10-28,1054723.7276244317
2019-10-30,1054723.7276244317
2019-10-31,1057369.4235231117
2019-11-03,1076987.9035231117
2019-11-04,1076719.5335231116
2019-11-20,1051039.0635231116
2019-11-21,1051162.4057193117
2019-11-27,1045131.0457193117
2019-12-03,1049163.8739298717
2019-12-25,1049163.8739298717
2019-12-30,1049163.8739298717
2019-12-31,1049163.8739298717
2020-01-02,1054068.9409411917
2020-01-12,1050635.2651990117
2020-01-28,1050635.2651990117
2020-01-30,1050635.2651990117
2020-02-05,1060635.2651990117
2020-02-11,1060635.2651990117
2020-02-12,1057276.7620103718
2020-02-16,1061042.5220103718
2020-02-18,1057276.7620103718
2020-02-23,1055393.8820103717
2020-02-24,1049931.9259522518
2020-03-03,1048271.3849895819
2020-03-08,1048271.3849895819
2020-03-10,1048271.3849895819
2020-03-17,1048271.3849895819
2020-03-19,1048271.3849895819
2020-04-02,1058271.384989582
2020-04-05,1058271.384989582
2020-04-06,1058271.384989582
2020-04-09,1058271.384989582
2020-04-22,1058271.384989582
2020-04-23,1058271.384989582
2020-04-29,1058271.384989582
2020-05-07,1062026.7700268421
2020-05-13,1068177.262523482
2020-06-04,1078177.262523482
2020-06-07,1078177.262523482
2020-06-09,1078177.262523482
2020-06-17,1078177.262523482
2020-06-18,1081394.6673814622
2020-06-21,1088494.754619392
2020-06-22,1097628.374070072
2020-06-23,1114770.4240700721
2020-06-29,1121084.6190028721
2020-07-06,1160927.1878967022
2020-07-08,1158142.288746302
2020-07-13,1152365.8587463023
2020-07-16,1129811.368746302
2020-07-19,1128730.3397293421
2020-07-21,1128730.3397293421
2020-09-03,1136036.1169168223
2020-09-08,1094188.7067186122
2020-10-04,1090145.1196016422
2020-10-20,1103812.5130458423
2020-10-22,1073365.2130458422
2020-10-27,1070815.0219255826
2020-11-16,1083150.3448421825
2020-11-17,1076390.0964965625
2020-11-18,1073261.4185130824
2020-11-19,1080799.2785130823
2020-11-22,1076899.8889876825
2020-11-23,1082582.2897543625
2020-11-24,1087057.5897543624
2020-11-25,1079869.9897543625
2020-11-26,1071968.0808702025
2020-12-16,1004363.3093064525
2020-12-20,997270.8222500326
2020-12-21,967929.0437083526
2020-12-27,975180.7466919826
2020-12-30,989984.4266919827
2021-01-04,1004415.1327376927
2021-01-05,1013806.7227376926
2021-01-06,1020036.3327376926
2021-01-10,1044913.8927376927
2021-01-11,1051020.2127376928
2021-01-17,1070384.1727376927
2021-01-20,1114454.7681542127
2021-01-21,1115243.0880105826
2021-01-27,1119201.9980105828
2021-01-31,1120839.6980105827
2021-02-02,1148161.0580105828
2021-02-03,1140526.1280105826
2021-02-07,1137888.4180105827
2021-02-08,1129154.5705358228
2021-02-09,1125059.5781001428
2021-02-10,1127323.3081001427
2021-02-11,1124811.5381001427
2021-02-14,1116810.218100143
2021-02-15,1104655.7478881327
2021-02-16,1103569.7978881327
2021-02-18,1094008.9978881327
2021-02-21,1108242.6315708929
2021-02-22,1110232.1759726927
2021-02-23,1097099.685972693
2021-02-24,1101251.2168730928
2021-02-25,1137059.0284817729
2021-02-28,1132641.388481773
2021-03-01,1140496.798481773
2021-03-02,1151198.138481773
2021-03-03,1118864.128481773
2021-03-04,1136097.643959653
2021-03-07,1150169.603959653
2021-03-08,1132484.743959653
2021-03-15,1126030.513959653
2021-03-17,1121295.615763803
2021-03-22,1074945.095763803
2021-03-23,1069686.488744263
2021-03-24,1069114.891473863
2021-03-25,1069114.891473863
2021-03-28,1069114.891473863
2021-03-30,1069114.891473863
2021-03-31,1069114.891473863
2021-04-01,1086182.567566523
2021-04-04,1105753.3675665231
2021-04-05,1095180.007566523
2021-04-06,1109858.107566523
2021-04-07,1107072.757566523
2021-04-08,1109812.733054053
2021-04-11,1109812.733054053
2021-04-13,1084756.409811913
2021-04-14,1083131.7298119129
2021-04-15,1078799.049811913
2021-04-18,1079223.7298119129
2021-04-19,1091735.489811913
2021-04-21,1102364.029811913
2021-04-25,1096400.449811913
2021-04-26,1098219.5428102731
2021-05-05,1122538.142810273
2021-05-06,1116591.782810273
2021-05-10,1119686.912117153
2021-05-17,1178080.012117153
2021-05-19,1229155.398371173
2021-05-20,1216469.698970583
2021-05-23,1232071.492519443
2021-05-24,1211085.322519443
2021-05-25,1190368.1877789833
2021-05-26,1198007.192213433
2021-05-27,1202556.822213433
2021-05-30,1211442.9722134331
2021-05-31,1202653.8022134332
2021-06-01,1209807.859118123
2021-06-02,1190878.0591181233
2021-06-03,1183696.9591181232
2021-06-07,1198556.779118123
2021-06-08,1181148.277100373
2021-06-10,1196205.7071003732
2021-06-13,1185396.217100373
2021-06-14,1184648.1471003732
2021-06-16,1173288.297100373
2021-06-17,1185043.567100373
2021-06-20,1180640.6871003732
2021-06-21,1192310.4171003732
2021-06-22,1224985.8241030532
2021-06-23,1241143.3492096532
2021-06-24,1235966.3492096532
2021-06-27,1228353.889209653
2021-06-28,1218114.669209653
2021-06-29,1222687.2892096532
2021-06-30,1245427.8292096532
2021-07-04,1264909.629209653
2021-07-05,1260653.2492096531
2021-07-07,1261525.449209653
2021-07-08,1249100.649209653
2021-07-11,1245831.2492096531
2021-07-12,1244000.169209653
2021-07-13,1245476.7492096531
2021-07-14,1248746.149209653
2021-07-15,1271257.129209653
2021-07-18,1310897.425194893
2021-07-25,1335978.4442809331
2021-07-26,1334965.506237993
2021-07-28,1331542.4998605931
2021-07-29,1344247.389860593
2021-08-01,1366160.1292061931
2021-08-02,1376071.9192061932
2021-08-03,1345413.4092061932
2021-08-05,1353309.3668160834
2021-08-08,1371234.9088197334
2021-08-09,1362606.5188197333
2021-08-10,1373632.1188197336
2021-08-15,1364117.9588197335
2021-08-16,1353078.1718038933
2021-08-17,1350017.5718038934
2021-08-18,1343054.1818038933
2021-08-19,1317652.5918038934
2021-08-23,1323200.1261068934
2021-08-24,1304275.2703851333
2021-08-25,1307649.9130785735
2021-08-26,1298008.9653940136
2021-08-29,1324672.8953940135
2021-08-30,1352497.3053940134
2021-08-31,1350318.3053940134
2021-09-01,1395665.9161825834
2021-09-02,1406750.3861770837
2021-09-05,1338353.9461770838
2021-09-06,1314774.8461770837
2021-09-07,1310583.8261414436
2021-09-09,1307178.8461414436
2021-09-12,1315373.4861414435
2021-09-14,1353066.0725156434
2021-09-15,1347228.2610148736
2021-09-16,1332203.3410148737
2021-09-19,1316263.2210148736
2021-09-20,1287933.5610148737
2021-09-21,1253999.5737072735
2021-09-22,1258861.3452177537
2021-09-23,1259535.8752177537
2021-09-26,1252833.8737187937
2021-09-27,1224723.215449784
2021-09-28,1225923.1154497839
2021-10-03,1225906.0454497838
2021-10-04,1216519.0753513838
2021-10-05,1214514.245351384
2021-10-06,1219879.225351384
2021-10-10,1221244.995351384
2021-10-11,1256452.6253513838
2021-10-12,1247827.245351384
2021-10-13,1278425.5653513838
2021-10-17,1293830.265351384
2021-10-18,1323230.9153513839
2021-10-19,1313279.7853513837
2021-10-20,1292110.6968139838
2021-10-24,1277202.836813984
2021-10-25,1262884.6568139838
2021-10-26,1280343.526813984
2021-10-27,1253055.7468139837
2021-10-28,1260117.969865044
2021-10-31,1257056.489865044
2021-11-01,1272225.059865044
2021-11-02,1308378.521724794
2021-11-03,1303049.3826395539
2021-11-04,1288722.672639554
2021-11-07,1272193.749171954
2021-11-08,1267197.1591719538
2021-11-09,1264023.584423534
2021-11-10,1265435.264423534
2021-11-11,1275669.9444235342
2021-11-14,1279022.6844235342
2021-11-15,1273948.3948564641
2021-11-16,1268675.2848564642
2021-11-17,1275316.004856464
2021-11-18,1269430.1748564641
2021-11-21,1259810.524856464
2021-11-22,1257525.075378364
2021-11-23,1260400.645378364
2021-11-25,1263315.8753783642
2021-11-28,1256125.945378364
2021-11-29,1258667.489923344
2021-11-30,1255138.289923344
2021-12-01,1272726.069923344
2021-12-02,1273784.829923344
2021-12-05,1273124.9842164442
2021-12-06,1273124.9842164442
2021-12-08,1273124.9842164442
2021-12-12,1279384.5193390741
2021-12-13,1272642.5175655542
2021-12-14,1269063.8075655543
2021-12-15,1269784.1575655541
2021-12-16,1272162.8275655543
2021-12-21,1254399.2875655543
2021-12-23,1260613.8175655543
2021-12-26,1278059.0675655543
2021-12-27,1278892.0575655543
2021-12-28,1285101.7275655542
2021-12-29,1289506.8475655543
2022-01-02,1290662.1175655543
2022-01-03,1291022.7275655542
2022-01-04,1288464.3375655543
2022-01-05,1298410.5527292143
2022-01-09,1279884.4527292142
2022-01-10,1279860.7027292142
2022-01-11,1282013.4427292144
2022-01-12,1297626.062729214
2022-01-13,1282537.4427292142
2022-01-16,1261257.3627292141
2022-01-18,1271301.7554650544
2022-01-19,1262461.7660320743
2022-01-20,1258332.7615843543
2022-01-23,1248895.1615843542
2022-01-24,1247747.8417589744
2022-01-25,1246339.7417589743
2022-01-26,1246339.7417589743
2022-01-30,1238454.3817589744
2022-01-31,1237849.7710992142
2022-02-01,1242193.1189294942
2022-02-02,1266797.026789794
2022-02-03,1270119.1867897941
2022-02-06,1270249.3385347943
2022-02-07,1261934.5805783342
2022-02-08,1272104.940578334
2022-02-09,1333904.4005783345
2022-02-10,1314153.8083440342
2022-02-13,1322768.9703055543
2022-02-14,1312261.8903055543
2022-02-15,1324615.8903055543
2022-02-16,1327063.6103055542
2022-02-17,1327332.4103055543
2022-02-20,1302939.3455196545
2022-02-21,1307800.9255196543
2022-02-22,1294879.5255196542
2022-02-23,1306874.9855196544
2022-02-24,1283917.1355196545
2022-02-27,1281352.7013006143
2022-02-28,1280708.3880775743
2022-03-01,1294905.3000275942
2022-03-03,1294784.8919035941
2022-03-06,1282825.6110495043
2022-03-07,1278710.8430911042
2022-03-08,1256141.5630911044
2022-03-09,1249049.8330911044
2022-03-10,1237402.6630911042
2022-03-13,1235174.2828813244
2022-03-14,1244241.9328813243
2022-03-15,1221492.6628813243
2022-03-16,1223178.5716612046
2022-03-17,1210278.6916612044
2022-03-20,1213759.6116612044
2022-03-21,1233998.7068172647
2022-03-22,1224273.7769213046
2022-03-23,1248380.2155847445
2022-03-24,1229495.7955847443
2022-03-27,1225830.8242271445
2022-03-28,1179430.0642271447
2022-03-29,1186728.2462516846
2022-03-30,1179614.0662516844
2022-03-31,1182740.2762516844
2022-04-03,1219279.0662516844
2022-04-04,1227298.2497938843
2022-04-05,1223012.9297938845
2022-04-06,1219801.6997938845
2022-04-07,1204974.8329271644
2022-04-10,1187064.0002317745
2022-04-11,1150447.3499163545
2022-04-12,1155336.8431463744
2022-04-13,1153074.7531463746
2022-04-14,1138868.9907388645
2022-04-17,1133424.9892624144
2022-04-18,1135993.8697313145
2022-04-19,1119504.3697313145
2022-04-20,1130882.6197313145
2022-04-27,1157923.5697313147
2022-04-28,1179311.0797313144
2022-05-08,1210081.7420031945
2022-05-09,1212656.3609358545
2022-05-10,1181366.8009358544
2022-05-11,1229613.3109358544
2022-05-15,1181882.9409358543
2022-05-16,1172385.3815581445
2022-05-17,1182309.2115581443
2022-05-18,1171071.5615581444
2022-05-23,1158648.7715581444
2022-05-24,1142123.1533339643
2022-05-26,1124103.6833339643
2022-05-29,1120340.3378256345
2022-05-30,1120265.7878256345
2022-05-31,1125558.8378256345
2022-06-01,1137049.8378256345
2022-06-05,1134216.9378256344
2022-06-06,1133636.8283364845
2022-06-07,1133636.8283364845
2022-06-08,1133636.8283364845
2022-06-09,1130108.7163246046
2022-06-12,1114455.6465673046
2022-06-13,1117860.1723203545
2022-06-14,1117305.4040656546
2022-06-15,1117305.4040656546
2022-06-16,1117305.4040656546
2022-06-19,1117305.4040656546
2022-06-20,1117305.4040656546
2022-06-21,1117305.4040656546
2022-06-22,1117305.4040656546
2022-06-23,1117305.4040656546
2022-06-26,1117305.4040656546
2022-06-29,1117305.4040656546
2022-07-03,1127305.4040656546
2022-07-04,1115955.4277730947
2022-07-05,1115415.3667831346
2022-07-06,1115415.3667831346
2022-07-07,1114853.8404616145
2022-07-17,1114853.8404616145
2022-07-18,1113329.7204616147
2022-07-19,1116377.9604616147
2022-07-20,1119426.2004616146
2022-07-21,1131619.1604616146
2022-07-24,1128570.9204616146
2022-07-26,1130095.0404616147
2022-07-27,1134667.4004616146
2022-07-28,1143812.1204616146
2022-07-31,1137154.1179416147
2022-08-01,1145629.9979416146
2022-08-02,1147154.1179416147
2022-08-03,1154774.7179416146
2022-08-04,1166967.6779416148
2022-08-07,1166299.9509384946
2022-08-08,1166299.9509384946
2022-08-09,1166299.9509384946
2022-08-10,1166299.9509384946
2022-08-11,1162405.8509384948
2022-08-14,1166299.9509384946
2022-08-15,1180207.4509384946
2022-08-16,1180207.4509384946
2022-08-17,1182988.9509384946
2022-08-18,1182988.9509384946
2022-08-21,1182988.9509384946
2022-08-22,1183889.3383375946
2022-08-23,1178620.2883375946
2022-08-24,1175107.5883375946
2022-08-25,1175369.9383375947
2022-08-28,1212554.5883375946
2022-08-29,1220636.2414875948
2022-08-30,1224148.9414875947
2022-08-31,1219911.7236867547
2022-09-01,1222271.9688512248
2022-09-04,1222271.9688512248
2022-09-05,1238079.1188512247
2022-09-06,1238140.6350286645
2022-09-07,1236727.9911100646
2022-09-08,1240897.8911100647
2022-09-11,1250183.2311100648
2022-09-12,1231085.2874335647
2022-09-13,1219657.8874335648
2022-09-14,1205871.4972628148
2022-09-15,1196065.7172628148
2022-09-18,1166106.9542276147
2022-09-19,1180383.2591082647
2022-09-20,1184162.9391082646
2022-09-21,1182489.0891082645
2022-09-22,1179869.9091082648
2022-09-25,1182821.1291082646
2022-09-26,1178726.3391082645
2022-09-27,1178761.6839718448
2022-09-28,1164415.6639718448
2022-09-29,1164983.8739718448
2022-10-02,1162903.4539718446
2022-10-03,1163724.7639718447
2022-10-04,1169826.6630548048
2022-10-05,1173433.2352818346
2022-10-09,1180111.5953567147
2022-10-10,1176074.0353567149
2022-10-11,1175620.4253567145
2022-10-12,1164029.6153567147
2022-10-13,1164287.3953567147
2022-10-16,1169980.0253567146
2022-10-17,1174843.0853567147
2022-10-18,1194579.2752052147
2022-10-19,1200901.1600938148
2022-10-20,1204353.4400938149
2022-10-23,1184966.6300938148
2022-10-24,1177437.2600938147
2022-10-25,1193618.2000938146
2022-10-26,1205187.4400938149
