date,etf_regime_ok,index_regime_ok,breadth,breadth_regime_ok,market_regime_ok
2015-09-21,False,False,0.19230769230769232,False,False
2015-09-29,False,False,0.11538461538461539,False,False
2015-09-30,False,False,0.11538461538461539,False,False
2015-10-04,False,False,0.11538461538461539,False,False
2015-10-08,False,False,0.11538461538461539,False,False
2015-10-12,False,False,0.19230769230769232,False,False
2015-10-18,False,False,0.2692307692307692,False,False
2015-10-19,False,False,0.2692307692307692,False,False
2015-10-20,False,False,0.2692307692307692,False,False
2015-10-29,False,False,0.3076923076923077,False,False
2015-11-01,False,False,0.3076923076923077,False,False
2015-11-08,False,False,0.23076923076923078,False,False
2015-11-09,False,False,0.2692307692307692,False,False
2015-11-10,False,False,0.15384615384615385,False,False
2015-11-11,False,False,0.11538461538461539,False,False
2015-11-16,False,False,0.11538461538461539,False,False
2015-11-17,False,False,0.11538461538461539,False,False
2015-11-18,False,False,0.11538461538461539,False,False
2015-11-22,False,False,0.11538461538461539,False,False
2015-11-23,False,False,0.11538461538461539,False,False
2015-11-29,False,False,0.11538461538461539,False,False
2015-12-02,False,False,0.07692307692307693,False,False
2015-12-03,False,False,0.07692307692307693,False,False
2015-12-07,False,False,0.23076923076923078,False,False
2015-12-09,False,False,0.23076923076923078,False,False
2015-12-10,False,False,0.19230769230769232,False,False
2015-12-17,False,False,0.23076923076923078,False,False
2015-12-20,False,False,0.23076923076923078,False,False
2015-12-21,False,False,0.23076923076923078,False,False
2015-12-24,False,False,0.19230769230769232,False,False
2015-12-30,False,False,0.2692307692307692,False,False
2015-12-31,False,False,0.2692307692307692,False,False
2016-01-03,False,False,0.3076923076923077,False,False
2016-01-05,False,False,0.34615384615384615,False,False
2016-01-06,False,False,0.3076923076923077,False,False
2016-01-10,False,False,0.23076923076923078,False,False
2016-01-11,False,False,0.19230769230769232,False,False
2016-01-12,False,False,0.19230769230769232,False,False
2016-01-13,False,False,0.19230769230769232,False,False
2016-01-17,False,False,0.07692307692307693,False,False
2016-01-19,False,False,0.0,False,False
2016-01-21,False,False,0.07692307692307693,False,False
2016-01-26,False,False,0.038461538461538464,False,False
2016-01-28,False,False,0.11538461538461539,False,False
2016-01-31,False,False,0.15384615384615385,False,False
2016-02-01,False,False,0.15384615384615385,False,False
2016-02-02,False,False,0.11538461538461539,False,False
2016-02-04,False,False,0.15384615384615385,False,False
2016-02-09,False,False,0.15384615384615385,False,False
2016-02-11,False,False,0.07692307692307693,False,False
2016-02-15,False,False,0.038461538461538464,False,False
2016-02-16,False,False,0.11538461538461539,False,False
2016-02-21,False,False,0.11538461538461539,False,False
2016-02-22,False,False,0.15384615384615385,False,False
2016-02-23,False,False,0.15384615384615385,False,False
2016-02-24,False,False,0.11538461538461539,False,False
2016-02-28,False,False,0.11538461538461539,False,False
2016-03-02,False,False,0.19230769230769232,False,False
2016-03-03,False,False,0.19230769230769232,False,False
2016-03-06,False,False,0.19230769230769232,False,False
2016-03-10,False,False,0.19230769230769232,False,False
2016-03-13,False,False,0.3076923076923077,False,False
2016-03-14,False,False,0.3076923076923077,False,False
2016-03-15,True,False,0.46153846153846156,True,True
2016-03-16,True,True,0.5384615384615384,True,True
2016-03-17,True,True,0.5384615384615384,True,True
2016-03-20,True,True,0.5769230769230769,True,True
2016-03-21,True,True,0.5769230769230769,True,True
2016-03-22,True,True,0.5769230769230769,True,True
2016-03-23,True,True,0.5384615384615384,True,True
2016-03-27,True,True,0.6153846153846154,True,True
2016-03-28,True,True,0.6538461538461539,True,True
2016-03-29,True,True,0.6538461538461539,True,True
2016-03-30,True,True,0.6153846153846154,True,True
2016-04-04,True,True,0.5769230769230769,True,True
2016-04-05,True,True,0.6153846153846154,True,True
2016-04-06,True,True,0.6923076923076923,True,True
2016-04-12,True,True,0.5769230769230769,True,True
2016-04-14,True,True,0.6153846153846154,True,True
2016-04-17,True,True,0.6153846153846154,True,True
2016-04-18,True,True,0.6153846153846154,True,True
2016-04-19,True,True,0.6923076923076923,True,True
2016-04-20,True,True,0.7692307692307693,True,True
2016-04-21,True,True,0.7692307692307693,True,True
2016-04-26,True,True,0.6923076923076923,True,True
2016-04-27,True,True,0.6923076923076923,True,True
2016-04-28,True,True,0.6923076923076923,True,True
2016-05-03,True,True,0.6923076923076923,True,True
2016-05-05,True,True,0.5384615384615384,True,True
2016-05-09,True,True,0.6538461538461539,True,True
2016-05-10,True,True,0.6153846153846154,True,True
2016-05-12,True,True,0.6923076923076923,True,True
2016-05-17,True,True,0.6153846153846154,True,True
2016-05-19,True,True,0.5769230769230769,True,True
2016-05-26,True,True,0.5769230769230769,True,True
2016-05-29,True,True,0.6153846153846154,True,True
2016-06-01,True,True,0.5769230769230769,True,True
2016-06-02,True,True,0.6153846153846154,True,True
2016-06-05,True,True,0.6923076923076923,True,True
2016-06-06,True,True,0.7307692307692307,True,True
2016-06-07,True,True,0.6923076923076923,True,True
2016-06-08,True,True,0.6923076923076923,True,True
2016-06-13,True,True,0.7307692307692307,True,True
2016-07-10,True,True,0.6538461538461539,True,True
2016-07-17,True,True,0.46153846153846156,True,True
2016-07-18,True,True,0.4230769230769231,False,True
2016-07-19,True,True,0.4230769230769231,False,True
2016-07-24,True,True,0.38461538461538464,False,True
2016-07-26,True,True,0.34615384615384615,False,True
2016-07-27,True,True,0.38461538461538464,False,True
2016-07-28,True,True,0.4230769230769231,False,True
2016-08-02,True,True,0.4230769230769231,False,True
2016-08-03,True,True,0.4230769230769231,False,True
2016-08-04,True,True,0.4230769230769231,False,True
2016-08-07,True,True,0.4230769230769231,False,True
2016-08-08,True,True,0.5,True,True
2016-08-10,True,True,0.5384615384615384,True,True
2016-08-11,True,True,0.5769230769230769,True,True
2016-08-14,True,True,0.6538461538461539,True,True
2016-08-15,True,True,0.6153846153846154,True,True
2016-08-16,True,True,0.6538461538461539,True,True
2016-08-18,True,True,0.6538461538461539,True,True
2016-08-21,True,True,0.6923076923076923,True,True
2016-08-25,True,True,0.7307692307692307,True,True
2016-09-01,True,True,0.5384615384615384,True,True
2016-09-04,True,True,0.4230769230769231,False,True
2016-09-05,True,True,0.5,True,True
2016-09-07,True,True,0.5,True,True
2016-09-08,True,True,0.5,True,True
2016-09-18,True,True,0.5,True,True
2016-09-20,True,True,0.46153846153846156,True,True
2016-09-25,True,True,0.46153846153846156,True,True
2016-10-03,True,True,0.38461538461538464,False,True
2016-10-04,True,True,0.46153846153846156,True,True
2016-10-05,True,True,0.4230769230769231,False,True
2016-10-09,True,True,0.4230769230769231,False,True
2016-10-11,True,True,0.4230769230769231,False,True
2016-10-12,True,True,0.34615384615384615,False,True
2016-10-13,True,True,0.3076923076923077,False,True
2016-10-16,True,True,0.38461538461538464,False,True
2016-10-17,True,True,0.38461538461538464,False,True
2016-10-18,True,True,0.34615384615384615,False,True
2016-10-23,True,True,0.38461538461538464,False,True
2016-10-24,True,True,0.38461538461538464,False,True
2016-10-26,True,True,0.38461538461538464,False,True
2016-10-27,True,True,0.38461538461538464,False,True
2016-11-02,True,True,0.4230769230769231,False,True
2016-11-03,True,True,0.46153846153846156,True,True
2016-11-06,True,True,0.46153846153846156,True,True
2016-11-07,True,True,0.6153846153846154,True,True
2016-11-08,True,True,0.7307692307692307,True,True
2016-11-09,True,True,0.7692307692307693,True,True
2016-11-10,True,True,0.8076923076923077,True,True
2016-11-13,True,True,0.8461538461538461,True,True
2016-11-14,True,True,0.9230769230769231,True,True
2016-11-15,True,True,0.9230769230769231,True,True
2016-11-16,True,True,0.8846153846153846,True,True
2016-11-17,True,True,0.9615384615384616,True,True
2016-11-20,True,True,0.9615384615384616,True,True
2016-11-21,True,True,0.9615384615384616,True,True
2016-11-22,True,True,0.9230769230769231,True,True
2016-11-23,True,True,0.9230769230769231,True,True
2016-11-28,True,True,0.9615384615384616,True,True
2016-11-29,True,True,0.9230769230769231,True,True
2016-12-01,True,True,0.9230769230769231,True,True
2016-12-05,True,True,0.9230769230769231,True,True
2016-12-06,True,True,0.9230769230769231,True,True
2016-12-07,True,True,0.8846153846153846,True,True
2016-12-13,True,True,0.8846153846153846,True,True
2016-12-15,True,True,0.9230769230769231,True,True
2016-12-18,True,True,0.8846153846153846,True,True
2016-12-19,True,True,0.8846153846153846,True,True
2016-12-20,True,True,0.9230769230769231,True,True
2016-12-21,True,True,0.8846153846153846,True,True
2016-12-22,True,True,0.9615384615384616,True,True
2016-12-28,True,True,0.9615384615384616,True,True
2016-12-29,True,True,0.9615384615384616,True,True
2017-01-02,True,True,0.9230769230769231,True,True
2017-01-03,True,True,0.8846153846153846,True,True
2017-01-04,True,True,0.8846153846153846,True,True
2017-01-05,True,True,0.9230769230769231,True,True
2017-01-08,True,True,0.9615384615384616,True,True
2017-01-09,True,True,0.9230769230769231,True,True
2017-01-10,True,True,0.9615384615384616,True,True
2017-01-15,True,True,0.9230769230769231,True,True
2017-01-18,True,True,0.9230769230769231,True,True
2017-01-26,True,True,0.9615384615384616,True,True
2017-01-29,True,True,0.9230769230769231,True,True
2017-01-31,True,True,0.9230769230769231,True,True
2017-02-07,True,True,0.8846153846153846,True,True
2017-02-09,True,True,0.9230769230769231,True,True
2017-02-21,True,True,0.8846153846153846,True,True
2017-02-23,True,True,0.8846153846153846,True,True
2017-03-01,True,True,0.8461538461538461,True,True
2017-03-06,True,True,0.7307692307692307,True,True
2017-03-07,True,True,0.8846153846153846,True,True
2017-03-09,True,True,0.8846153846153846,True,True
2017-03-12,True,True,0.8461538461538461,True,True
2017-03-19,True,True,0.8076923076923077,True,True
2017-03-20,True,True,0.8076923076923077,True,True
2017-03-21,True,True,0.8076923076923077,True,True
2017-03-22,True,True,0.8076923076923077,True,True
2017-03-23,True,True,0.7307692307692307,True,True
2017-03-26,True,True,0.8076923076923077,True,True
2017-03-28,True,True,0.8076923076923077,True,True
2017-04-05,True,True,0.7692307692307693,True,True
2017-04-06,True,True,0.7692307692307693,True,True
2017-04-09,True,True,0.7692307692307693,True,True
2017-04-10,True,True,0.7307692307692307,True,True
2017-04-12,True,True,0.7307692307692307,True,True
2017-04-13,True,True,0.8076923076923077,True,True
2017-05-02,True,True,0.7692307692307693,True,True
2017-05-07,True,True,0.5384615384615384,True,True
2017-05-08,True,True,0.5384615384615384,True,True
2017-05-09,True,True,0.6153846153846154,True,True
2017-05-11,True,True,0.6538461538461539,True,True
2017-05-16,True,True,0.5769230769230769,True,True
2017-05-24,True,True,0.6538461538461539,True,True
2017-05-31,True,True,0.6153846153846154,True,True
2017-06-01,True,True,0.5769230769230769,True,True
2017-06-05,True,True,0.6153846153846154,True,True
2017-06-06,True,True,0.6153846153846154,True,True
2017-06-08,True,True,0.6153846153846154,True,True
2017-06-21,True,True,0.6923076923076923,True,True
2017-06-22,True,True,0.5384615384615384,True,True
2017-07-09,True,True,0.5384615384615384,True,True
2017-07-10,True,True,0.5,True,True
2017-07-17,True,True,0.5384615384615384,True,True
2017-07-19,True,True,0.6153846153846154,True,True
2017-07-30,True,True,0.6153846153846154,True,True
2017-08-14,True,True,0.5769230769230769,True,True
2017-08-15,True,True,0.46153846153846156,True,True
2017-08-21,True,True,0.5,True,True
2017-08-23,True,True,0.46153846153846156,True,True
2017-08-30,True,True,0.4230769230769231,False,True
2017-09-07,True,True,0.38461538461538464,False,True
2017-09-12,True,True,0.46153846153846156,True,True
2017-09-18,True,True,0.5769230769230769,True,True
2017-09-19,True,True,0.6538461538461539,True,True
2017-09-26,True,True,0.6923076923076923,True,True
2017-09-27,True,True,0.7692307692307693,True,True
2017-09-28,True,True,0.7692307692307693,True,True
2017-10-02,True,True,0.7692307692307693,True,True
2017-10-09,True,True,0.8076923076923077,True,True
2017-10-11,True,True,0.8461538461538461,True,True
2017-10-22,True,True,0.7692307692307693,True,True
2017-10-23,True,True,0.7307692307692307,True,True
2017-11-09,True,True,0.7307692307692307,True,True
2017-11-14,True,True,0.8076923076923077,True,True
2017-11-22,True,True,0.7692307692307693,True,True
2017-11-23,True,True,0.7307692307692307,True,True
2017-11-28,True,True,0.7307692307692307,True,True
2017-12-03,True,True,0.7692307692307693,True,True
2017-12-06,True,True,0.8076923076923077,True,True
2017-12-11,True,True,0.7692307692307693,True,True
2017-12-12,True,True,0.7692307692307693,True,True
2017-12-13,True,True,0.7777777777777778,True,True
2017-12-14,True,True,0.7407407407407407,True,True
2017-12-17,True,True,0.6666666666666666,True,True
2017-12-24,True,True,0.6666666666666666,True,True
2017-12-25,True,True,0.6666666666666666,True,True
2017-12-26,True,True,0.6666666666666666,True,True
2018-01-02,True,True,0.6666666666666666,True,True
2018-01-04,True,True,0.6666666666666666,True,True
2018-01-08,True,True,0.6666666666666666,True,True
2018-01-09,True,True,0.7037037037037037,True,True
2018-01-14,True,True,0.7407407407407407,True,True
2018-01-15,True,True,0.7777777777777778,True,True
2018-01-17,True,True,0.7777777777777778,True,True
2018-01-21,True,True,0.7777777777777778,True,True
2018-01-22,True,True,0.7777777777777778,True,True
2018-01-23,True,True,0.7407407407407407,True,True
2018-01-28,True,True,0.7777777777777778,True,True
2018-02-06,True,True,0.7777777777777778,True,True
2018-02-15,True,True,0.5555555555555556,True,True
2018-02-18,True,True,0.6296296296296297,True,True
2018-02-21,True,True,0.5555555555555556,True,True
2018-02-22,True,True,0.6296296296296297,True,True
2018-02-26,True,True,0.6666666666666666,True,True
2018-03-04,True,True,0.7037037037037037,True,True
2018-03-05,True,True,0.6296296296296297,True,True
2018-03-06,True,True,0.7037037037037037,True,True
2018-03-07,True,True,0.7037037037037037,True,True
2018-03-08,True,True,0.7407407407407407,True,True
2018-03-12,True,True,0.7407407407407407,True,True
2018-03-13,True,True,0.8148148148148148,True,True
2018-03-15,True,True,0.7777777777777778,True,True
2018-03-27,True,True,0.7037037037037037,True,True
2018-04-11,True,True,0.7777777777777778,True,True
2018-04-26,True,True,0.8888888888888888,True,True
2018-04-29,True,True,0.9259259259259259,True,True
2018-05-02,True,True,0.8888888888888888,True,True
2018-05-06,True,True,0.8888888888888888,True,True
2018-05-13,True,True,0.8148148148148148,True,True
2018-05-16,True,True,0.6666666666666666,True,True
2018-05-31,True,True,0.7037037037037037,True,True
2018-06-14,True,True,0.5185185185185185,True,True
2018-06-27,True,True,0.4074074074074074,False,True
2018-06-28,True,True,0.4074074074074074,False,True
2018-07-09,True,True,0.4444444444444444,False,True
2018-08-07,True,True,0.25925925925925924,False,True
2018-08-29,True,True,0.2962962962962963,False,True
2018-09-04,True,True,0.2962962962962963,False,True
2018-09-23,True,True,0.2962962962962963,False,True
2018-09-24,False,False,0.037037037037037035,False,False
2018-09-25,False,False,0.037037037037037035,False,False
2018-09-27,False,False,0.037037037037037035,False,False
2018-09-30,False,False,0.037037037037037035,False,False
2018-10-03,False,False,0.1111111111111111,False,False
2018-10-14,False,False,0.07407407407407407,False,False
2018-10-15,False,False,0.037037037037037035,False,False
2018-10-16,False,False,0.037037037037037035,False,False
2018-10-17,False,False,0.037037037037037035,False,False
2018-10-24,False,False,0.07407407407407407,False,False
2018-10-31,False,False,0.037037037037037035,False,False
2018-11-01,False,False,0.037037037037037035,False,False
2018-11-22,False,False,0.037037037037037035,False,False
2018-12-03,False,False,0.2222222222222222,False,False
2018-12-18,False,False,0.14814814814814814,False,False
2018-12-23,False,False,0.2962962962962963,False,False
2018-12-25,False,False,0.25925925925925924,False,False
2018-12-26,False,False,0.18518518518518517,False,False
2018-12-31,False,False,0.25925925925925924,False,False
2019-01-06,False,False,0.3333333333333333,False,False
2019-01-08,False,False,0.3333333333333333,False,False
2019-02-05,False,False,0.4444444444444444,True,False
2019-02-14,False,False,0.7777777777777778,True,False
2019-02-19,True,True,0.8518518518518519,True,True
2019-02-21,True,True,0.8518518518518519,True,True
2019-02-28,True,True,0.8888888888888888,True,True
2019-04-17,True,True,0.8518518518518519,True,True
2019-05-21,True,True,0.5185185185185185,True,True
2019-07-09,False,False,0.1111111111111111,False,False
2019-07-11,False,False,0.2222222222222222,False,False
2019-08-21,False,False,0.2222222222222222,False,False
2019-08-22,False,False,0.39285714285714285,True,False
2019-08-28,False,False,0.39285714285714285,True,False
2019-09-02,False,False,0.32142857142857145,False,False
2019-09-04,True,True,0.42857142857142855,True,True
2019-09-09,True,False,0.42857142857142855,True,True
2019-09-17,True,False,0.42857142857142855,True,True
2019-09-23,True,False,0.35714285714285715,True,True
2019-10-24,False,False,0.21428571428571427,False,False
2019-10-27,False,False,0.25,False,False
2019-10-28,False,False,0.32142857142857145,False,False
2019-10-30,False,False,0.32142857142857145,False,False
2019-10-31,False,False,0.39285714285714285,False,False
2019-11-03,False,False,0.42857142857142855,False,False
2019-11-04,False,False,0.5714285714285714,True,False
2019-11-20,False,False,0.5714285714285714,True,False
2019-11-21,False,False,0.2857142857142857,False,False
2019-11-27,False,False,0.21428571428571427,False,False
2019-12-03,False,False,0.10714285714285714,False,False
2019-12-25,False,False,0.10714285714285714,False,False
2019-12-30,False,False,0.13793103448275862,False,False
2019-12-31,False,False,0.10344827586206896,False,False
2020-01-02,False,False,0.2413793103448276,False,False
2020-01-12,False,False,0.13793103448275862,False,False
2020-01-28,False,False,0.10344827586206896,False,False
2020-01-30,False,False,0.20689655172413793,False,False
2020-02-05,False,False,0.27586206896551724,False,False
2020-02-11,False,False,0.3448275862068966,False,False
2020-02-12,False,False,0.4482758620689655,True,False
2020-02-16,False,False,0.41379310344827586,True,False
2020-02-18,False,False,0.2413793103448276,False,False
2020-02-23,False,False,0.1724137931034483,False,False
2020-02-24,False,False,0.20689655172413793,False,False
2020-03-03,False,False,0.1724137931034483,False,False
2020-03-08,False,False,0.06896551724137931,False,False
2020-03-10,False,False,0.034482758620689655,False,False
2020-03-17,False,False,0.0,False,False
2020-03-19,False,False,0.0,False,False
2020-04-02,False,False,0.0,False,False
2020-04-05,False,False,0.034482758620689655,False,False
2020-04-06,False,False,0.034482758620689655,False,False
2020-04-09,False,False,0.034482758620689655,False,False
2020-04-22,False,False,0.034482758620689655,False,False
2020-04-23,False,False,0.034482758620689655,False,False
2020-04-29,False,False,0.034482758620689655,False,False
2020-05-07,False,False,0.10344827586206896,False,False
2020-05-13,False,False,0.06896551724137931,False,False
2020-06-04,False,False,0.06896551724137931,False,False
2020-06-07,False,False,0.13793103448275862,False,False
2020-06-09,False,False,0.1724137931034483,False,False
2020-06-17,False,False,0.2413793103448276,False,False
2020-06-18,False,False,0.3448275862068966,False,False
2020-06-21,False,False,0.3793103448275862,True,False
2020-06-22,False,False,0.41379310344827586,True,False
2020-06-23,False,False,0.3448275862068966,False,False
2020-06-29,False,False,0.41379310344827586,True,False
2020-07-06,False,False,0.4482758620689655,True,False
2020-07-08,False,False,0.6896551724137931,True,False
2020-07-13,False,False,0.7241379310344828,True,False
2020-07-16,False,False,0.7586206896551724,True,False
2020-07-19,False,False,0.5172413793103449,True,False
2020-07-21,False,False,0.4827586206896552,True,False
2020-09-03,False,False,0.4827586206896552,True,False
2020-09-08,False,False,0.8148148148148148,True,False
2020-10-04,False,False,0.7407407407407407,True,False
2020-10-20,False,False,0.7777777777777778,True,False
2020-10-22,False,False,0.7037037037037037,True,False
2020-10-27,False,False,0.4444444444444444,True,False
2020-11-16,False,False,0.4444444444444444,True,False
2020-11-17,False,False,0.5925925925925926,True,False
2020-11-18,False,False,0.7037037037037037,True,False
2020-11-19,False,False,0.6296296296296297,True,False
2020-11-22,False,False,0.5185185185185185,True,False
2020-11-23,False,False,0.5185185185185185,True,False
2020-11-24,False,False,0.5925925925925926,True,False
2020-11-25,False,False,0.7037037037037037,True,False
2020-11-26,False,False,0.7037037037037037,True,False
2020-12-16,False,False,0.7407407407407407,True,False
2020-12-20,False,False,0.5925925925925926,True,False
2020-12-21,False,False,0.6296296296296297,True,False
2020-12-27,False,False,0.4074074074074074,False,False
2020-12-30,False,False,0.4074074074074074,False,False
2021-01-04,False,False,0.5185185185185185,True,False
2021-01-05,False,False,0.4444444444444444,False,False
2021-01-06,False,False,0.5185185185185185,True,False
2021-01-10,False,False,0.6296296296296297,True,False
2021-01-11,False,False,0.6666666666666666,True,False
2021-01-17,False,False,0.6666666666666666,True,False
2021-01-20,False,False,0.7777777777777778,True,False
2021-01-21,False,False,0.7777777777777778,True,False
2021-01-27,False,False,0.7777777777777778,True,False
2021-01-31,False,False,0.8148148148148148,True,False
2021-02-02,False,False,0.7777777777777778,True,False
2021-02-03,False,False,0.8148148148148148,True,False
2021-02-07,False,False,0.8148148148148148,True,False
2021-02-08,False,False,0.7407407407407407,True,False
2021-02-09,False,False,0.7407407407407407,True,False
2021-02-10,False,False,0.7407407407407407,True,False
2021-02-11,False,False,0.7407407407407407,True,False
2021-02-14,False,False,0.7777777777777778,True,False
2021-02-15,False,False,0.7777777777777778,True,False
2021-02-16,False,False,0.7037037037037037,True,False
2021-02-18,False,False,0.7037037037037037,True,False
2021-02-21,False,False,0.5925925925925926,True,False
2021-02-22,False,False,0.6666666666666666,True,False
2021-02-23,False,False,0.6666666666666666,True,False
2021-02-24,False,False,0.5555555555555556,True,False
2021-02-25,False,False,0.5925925925925926,True,False
2021-02-28,False,False,0.5925925925925926,True,False
2021-03-01,False,False,0.6296296296296297,True,False
2021-03-02,False,False,0.6296296296296297,True,False
2021-03-03,False,False,0.5555555555555556,True,False
2021-03-04,False,False,0.48148148148148145,True,False
2021-03-07,False,False,0.4444444444444444,False,False
2021-03-08,False,True,0.5555555555555556,True,True
2021-03-15,False,False,0.48148148148148145,True,False
2021-03-17,False,False,0.5185185185185185,True,False
2021-03-22,False,False,0.4444444444444444,False,False
2021-03-23,False,False,0.25925925925925924,False,False
2021-03-24,False,False,0.25925925925925924,False,False
2021-03-25,False,False,0.3333333333333333,False,False
2021-03-28,False,False,0.3333333333333333,False,False
2021-03-30,False,False,0.3333333333333333,False,False
2021-03-31,False,False,0.37037037037037035,False,False
2021-04-01,False,False,0.3333333333333333,False,False
2021-04-04,False,False,0.2962962962962963,False,False
2021-04-05,False,False,0.2962962962962963,False,False
2021-04-06,False,False,0.2962962962962963,False,False
2021-04-07,False,False,0.2962962962962963,False,False
2021-04-08,False,False,0.25925925925925924,False,False
2021-04-11,False,False,0.2962962962962963,False,False
2021-04-13,False,False,0.3333333333333333,False,False
2021-04-14,False,False,0.3333333333333333,False,False
2021-04-15,False,False,0.2222222222222222,False,False
2021-04-18,False,False,0.2222222222222222,False,False
