date,core_satellite_equity,static_top10_dca_equity,annual_top10_dca_equity,etf_dca_equity,etf_buy_hold_norm
2019-12-31,181054.31536160002,171278.08993059007,171278.08993059007,185663.58618628,0.9647058823529411
2020-01-02,188115.75133337,171907.10948938003,171057.61160904003,195743.89871128,0.9660130718954247
2020-01-12,184395.88133337002,167297.77948938,166539.53678211002,192433.14871128,0.949673202614379
2020-01-28,182559.33133337,165527.12948938,163683.00678211002,191108.84871128,0.9431372549019608
2020-01-30,187806.23133337,171626.53948938,168245.96678211002,196670.90871128,0.9705882352941175
2020-02-05,195518.64991475,177040.95052476999,175705.9163009,204558.70073208,0.9607843137254901
2020-02-11,196460.24991475005,175379.80052477,176856.57630090002,205393.60073208,0.9647058823529411
2020-02-12,191958.31991475,172843.17052477,174553.6463009,199827.60073208,0.9385620915032679
2020-02-16,190590.24991475002,169573.97052477,172673.15630090004,198714.40073208,0.9333333333333332
2020-02-18,188572.59991475003,167080.80052477,170811.29630090002,196627.15073208002,0.9235294117647059
2020-02-23,193973.87991475005,167167.76052477,170730.88630090002,204697.85073208003,0.961437908496732
2020-02-24,189896.72991475003,161955.04052477,165740.17630090003,201079.95073208,0.9444444444444443
2020-03-03,180616.95588709004,152401.33348892,160958.26205417005,189726.39575008003,0.8477124183006536
2020-03-08,179151.71588709002,147349.60348892002,154966.97205417007,190457.79575008003,0.8509803921568627
2020-03-10,164082.39588709,137050.79348892003,144753.38205417004,173050.47575008002,0.7732026143790849
2020-03-17,136638.06588709002,109075.76348892001,117196.07935309003,145696.11575008003,0.6509803921568628
2020-03-19,128866.67588709001,105244.75348892002,114538.44935309002,135456.51575008003,0.6052287581699346
2020-04-02,149009.37206452002,127974.49882203,134871.17766239002,155533.00403138006,0.6509803921568628
2020-04-05,148755.37206452002,124683.32882203002,133110.15766239,156001.45403138,0.6529411764705882
2020-04-06,147109.73206452,126631.35882203002,134542.68766239,152878.45403138,0.6398692810457516
2020-04-09,160019.33206452001,132757.68882203,142488.96766239,168181.15403138002,0.7039215686274509
2020-04-22,156560.29206452,134691.00882203,139640.62766239003,164433.55403138,0.688235294117647
2020-04-23,157099.13206452003,139584.36882203002,143908.28766239,163184.35403138003,0.6830065359477123
2020-04-29,167599.77206452002,147564.35882203002,151570.50766239004,175051.75403138006,0.7326797385620916
2020-05-07,173199.73604107002,146384.14923617002,152084.03029442002,183115.28543093,0.7241830065359477
2020-05-13,176163.30604107003,144059.65923617,150175.60029442003,188403.60543093,0.7450980392156863
2020-06-04,186571.38762967003,161613.57037459,168397.08548947005,195144.17465461005,0.7333333333333334
2020-06-07,191723.67762967,168000.94037459002,176737.33196306005,198796.49465461003,0.7470588235294117
2020-06-09,198066.87762967,167073.36037459003,176281.11196306004,208362.09465461003,0.7830065359477124
2020-06-17,194815.07762967,167265.63037459002,174623.34196306005,204361.93465461003,0.7679738562091503
2020-06-18,194241.62762967002,166335.23037459,173932.52196306002,203840.17465461005,0.7660130718954249
2020-06-21,193466.34762967,166941.11037459,173347.12196306005,202970.57465461,0.7627450980392156
2020-06-22,192575.58762967004,166675.43037459,172037.47196306003,202274.89465461005,0.7601307189542483
2020-06-23,191550.96762967002,167054.73037459003,171788.73196306004,200883.53465461003,0.7549019607843137
2020-06-29,192104.07762967,169352.64037459003,169830.56196306003,202622.73465461005,0.761437908496732
2020-07-06,205382.43091794004,191396.95982134002,185766.19479917,214692.33667541,0.7686274509803921
2020-07-08,207052.67091794,192128.35982134,187120.94479917004,216517.93667541002,0.7751633986928104
2020-07-13,207905.39091794004,193556.69982134,189012.91479917004,216883.05667541004,0.7764705882352941
2020-07-16,198654.30091794004,179720.92982134002,178664.12479917004,208120.17667541,0.7450980392156863
2020-07-19,195526.33091794004,178294.12982134,176237.98479917002,204651.53667541003,0.7326797385620916
2020-07-21,198846.82091794003,181015.06982134,179660.56479917,207937.61667541,0.7444444444444445
2020-09-03,223955.14668220002,211425.76078069,213688.55132775006,228925.67882526002,0.7843137254901961
2020-09-08,220415.4466822,200145.41078069003,205809.19497121003,227399.51882526002,0.7790849673202614
2020-10-04,229668.91117095,216672.23091071003,217867.67420988003,235374.91515178003,0.7725490196078432
2020-10-20,229474.71117095003,213987.16091071002,212528.97033333,237565.34515178003,0.7797385620915032
2020-10-22,226566.85117095002,205735.62091071001,206345.51658183002,236171.43515178002,0.7751633986928104
2020-10-27,217154.82117095002,206128.63091071,203571.01658183004,223626.24515178005,0.7339869281045751
2020-11-16,237982.67717731,229375.18665597998,224313.42234011003,244579.49603412,0.7692810457516339
2020-11-17,240070.99717731003,234352.42665597997,228701.19234011002,245618.44603412002,0.7725490196078432
2020-11-18,243737.24717731,231015.18665597998,226854.79234011003,251852.14603412,0.792156862745098
2020-11-19,238631.40717731003,229334.80665598,224587.02234011004,245410.65603412004,0.7718954248366013
2020-11-22,236558.08717731002,228512.32665598,222504.14234011003,243332.75603412004,0.7653594771241831
2020-11-23,236420.72717731004,231336.03665598,223870.33234011004,242501.59603412,0.7627450980392156
2020-11-24,237582.18717731003,234335.18665598,226215.85234011002,243124.96603412,0.7647058823529411
2020-11-25,242135.77717731002,235101.65665598,227191.64234011,249358.66603412002,0.7843137254901961
2020-11-26,240714.88717731,236306.44665598,227171.48234011003,247280.76603412002,0.7777777777777778
2020-12-16,253202.37467227003,243564.26348068,245234.85022323005,257194.75840906,0.7751633986928104
2020-12-20,250917.89467227002,247158.65348068002,248303.63269522003,252424.05840906006,0.7607843137254902
2020-12-21,248387.60467227,233767.99348068,237913.75269522006,253508.30840906003,0.7640522875816993
2020-12-27,244170.34467227006,234054.37348067996,234846.93269522005,248737.60840906005,0.7496732026143791
2020-12-30,247719.92467227002,244554.25348068002,243304.3826952201,250038.70840906003,0.7535947712418299
2021-01-04,257980.30176092003,253742.82796244,249884.90950497,262043.48370217005,0.7607843137254902
2021-01-05,256827.76176092002,255203.22796244003,247695.08950497006,261368.12370217,0.7588235294117647
2021-01-06,258025.70176092,258072.47796244005,251000.03575347006,261593.24370217,0.7594771241830065
2021-01-10,261725.62176092004,262224.91796244006,256386.90575347006,264519.80370217003,0.7679738562091503
2021-01-11,267096.69176092,263548.08796244,259750.91575347006,270823.16370217,0.7862745098039214
2021-01-17,270877.70176092,273625.02796244,259538.55575347008,276451.16370217,0.8026143790849672
2021-01-20,266982.15176092,277602.78796244,260853.10575347004,270147.80370217003,0.7843137254901961
2021-01-21,273414.71176092,277779.45796244,259774.38575347004,280053.08370217,0.8130718954248365
2021-01-27,271713.00176092004,281417.64796244,258282.71575347008,278252.12370217004,0.8078431372549019
2021-01-31,272331.10176092,279459.81796244,257802.52575347005,279377.72370217,0.8111111111111111
2021-02-02,276707.92430390004,293599.69288638,270728.14359158,279832.33742765005,0.7843137254901961
2021-02-03,282706.8343039,292407.69288638,271024.65528826,288460.36742765,0.8084967320261437
2021-02-07,282398.3343039,286545.68288638006,272066.99113660003,287527.6074276501,0.8058823529411764
2021-02-08,281725.29430390004,283373.08288638,269927.44113660004,287527.6074276501,0.8058823529411764
2021-02-09,288218.9343039,282041.68288638,267743.39113660005,298021.15742765006,0.8352941176470587
2021-02-10,279190.1543039,285100.0728863801,270490.19113660004,283563.37742765003,0.7947712418300653
2021-02-11,281660.4443039,287858.93288638,272761.52113660006,286128.46742765006,0.8019607843137254
2021-02-14,280790.62430390005,283353.20288637996,270505.03113660007,285895.27742765006,0.8013071895424836
2021-02-15,279189.69430390006,281308.29288638005,271502.4211366001,283096.9974276501,0.7934640522875817
2021-02-16,281317.48430390004,281710.28288638004,273193.2311366001,285428.89742765005,0.7999999999999999
2021-02-18,277764.3943039,277371.46288638003,267986.59113660007,282630.61742765,0.792156862745098
2021-02-21,277820.0343039,280919.79288638005,269684.94113660004,281931.0474276501,0.7901960784313725
2021-02-22,279132.25430390006,282696.50288638,271320.1311366001,283096.9974276501,0.7934640522875817
2021-02-23,280736.7843039,280717.76288638,269826.3811366001,286128.46742765006,0.8019607843137254
2021-02-24,275514.29430390004,281693.31288638,270978.82113660005,277966.81742765004,0.7790849673202614
2021-02-25,280207.24430390005,287834.35288638,274736.8511366001,283096.9974276501,0.7934640522875817
2021-02-28,283232.2143039,286794.4728863801,274207.0111366001,287760.7974276501,0.8065359477124182
2021-03-01,290882.23300035007,295424.16421688005,282191.18333146005,295275.32345805,0.7999999999999999
2021-03-02,290153.94300035003,295756.74421688006,279872.4633314601,295275.32345805,0.7999999999999999
2021-03-03,288519.21300035005,289872.71421688003,277822.83333146,293827.94345805,0.796078431372549
2021-03-04,286937.52300035,292191.67421688006,276993.37333146,291898.10345805,0.7908496732026143
2021-03-07,287201.42300035,296293.33421688003,280992.04333146004,290450.72345805,0.7869281045751633
2021-03-08,285825.97300035006,293352.09421688,278715.75333146,289485.80345805,0.7843137254901961
2021-03-15,284638.44300035003,288428.06421688007,275457.78333146,289244.57345805,0.7836601307189542
2021-03-17,282642.12300035,287075.02421688003,274886.32333146,286591.04345805,0.7764705882352941
2021-03-22,273089.40300035005,264712.90421688004,266034.16333146003,276700.61345805,0.7496732026143791
2021-03-23,267567.27300035,262869.53421688004,263179.60333146004,269946.17345805,0.7313725490196078
2021-03-24,267406.44300035003,269227.68421688006,266351.75333146006,268257.56345805,0.7267973856209149
2021-03-25,271891.19300035003,272521.02421688003,268008.23333146004,274047.08345805,0.7424836601307189
2021-03-28,275420.18300035,272399.72421688004,269776.1433314601,278389.22345805,0.7542483660130718
2021-03-30,273235.05300035,273505.19421688,269655.24333146005,275253.23345805,0.7457516339869281
2021-03-31,272971.37300035,271199.04421688005,268813.67333146004,275253.23345805,0.7457516339869281
2021-04-01,279978.31008315005,281798.95965803,279918.40262916003,280401.85847605,0.7333333333333334
2021-04-04,279080.69008315005,278013.07965803,277052.30262916005,280401.85847605,0.7333333333333334
2021-04-05,274468.19008315005,273426.27965803,271075.73262916005,276403.29847605,0.722875816993464
2021-04-06,271562.29008315003,271645.43965803,271094.2626291601,272154.82847605,0.711764705882353
2021-04-07,271404.30008315004,268807.43965803,270046.58262916,272404.73847605,0.7124183006535948
2021-04-08,271634.60008315,270332.06965803,272967.62262916006,271405.09847605,0.7098039215686274
2021-04-11,272599.39008315,273996.98965803,271674.87262916006,273404.37847605,0.715032679738562
2021-04-13,274610.29008315003,274620.12965803,269344.82262916,277402.93847605,0.7254901960784313
2021-04-14,269755.23008315003,265538.88965803,262599.75262916007,273404.37847605,0.715032679738562
2021-04-15,267893.61008315004,266280.46965803,265404.27262916,269405.81847605,0.7045751633986927
2021-04-18,269735.59008315,270936.97965803003,271830.30262916005,269155.90847605,0.7039215686274509
2021-04-19,274543.04008315003,272904.63965803,275147.61262916005,274653.92847605003,0.7183006535947712
2021-04-21,279761.85008315,273907.42965803004,278142.67262916005,280901.67847605003,0.7346405228758169
2021-04-25,279394.75008315005,277453.94965803,276970.33262916,280901.67847605003,0.7346405228758169
2021-04-26,278005.76008315,278978.13965803,272536.86262916005,280901.67847605003,0.7346405228758169
2021-05-05,285703.51965895004,288520.77446993004,280542.2330102901,288477.77620313,0.7287581699346405
2021-05-06,287340.50965895003,286930.74446993007,282935.0246069301,289771.37620313,0.7320261437908496
2021-05-10,290037.51965895004,289975.46446993,283613.09040525,293393.45620313,0.7411764705882352
2021-05-17,293136.34965895006,294606.63446993,285573.8504052501,297015.53620313003,0.7503267973856209
2021-05-19,295433.35965895,302795.84446993005,292346.11040525005,297274.25620313006,0.7509803921568627
2021-05-20,295253.31965895003,300964.22446993,290635.53040525,297791.69620313,0.7522875816993464
2021-05-23,294662.84965895006,300987.63446993,291586.7704052501,296498.09620313003,0.7490196078431373
2021-05-24,295594.88965895004,296434.51446993,290030.50040525006,298567.85620313004,0.7542483660130718
2021-05-25,293218.21965895005,291274.93446993,285267.56040525006,297274.25620313006,0.7509803921568627
2021-05-26,287488.34965895006,292401.05446992995,281128.04040525004,290806.25620313006,0.7346405228758169
2021-05-27,283871.9296589501,291096.70446993,279205.6004052501,286408.01620313,0.7235294117647059
2021-05-30,283184.62965895,291106.51446993,284951.31040525006,282785.93620313006,0.7143790849673202
2021-05-31,286235.3096589501,290903.47446993005,291298.76040525007,284338.25620313006,0.7183006535947712
2021-06-01,295101.49218593,298109.92256113,297792.12366653007,294307.12147523003,0.7189542483660131
2021-06-02,292349.1121859301,297003.86256113,293674.3452131501,292166.72147523,0.7137254901960783
2021-06-03,290222.62218593,296807.20256113005,294501.79098646005,288688.57147523,0.7052287581699346
2021-06-07,291222.06218593003,303165.62256113003,297110.04098646,288956.12147523003,0.7058823529411765
2021-06-08,293002.03218593006,303032.78256113007,303397.03098646004,288688.57147523,0.7052287581699346
2021-06-10,290727.91218593006,309485.57256113,300816.06098646007,286548.1714752301,0.7000000000000001
2021-06-13,288992.73218593,309688.70256113005,298787.12098646,284942.87147523003,0.696078431372549
2021-06-14,287157.1821859301,308147.91256113,298790.66098646005,282267.37147523003,0.6895424836601307
2021-06-16,286404.1821859301,305390.50256113,296379.90098646004,282267.37147523003,0.6895424836601307
2021-06-17,286584.44218593003,307622.88256113004,297541.63098646,281999.82147523,0.6888888888888888
2021-06-20,286560.44218593003,306086.93256113,298052.33098646003,281732.27147523,0.688235294117647
2021-06-21,286567.5521859301,311739.93256113003,302195.61098646,279859.4214752301,0.6836601307189543
2021-06-22,292841.34218593006,314758.65256113006,305824.44098646,287350.82147523004,0.7019607843137254
2021-06-23,296047.21218593005,319576.5525611301,307273.17098646,291364.07147523004,0.711764705882353
2021-06-24,297581.09218593006,316130.50256113004,308070.58098646003,293236.9214752301,0.7163398692810458
2021-06-27,298084.53218593006,315639.26256113005,309096.59098646004,293504.47147523006,0.7169934640522876
2021-06-28,299041.1821859301,313138.46256113,310983.94098646,294039.57147523004,0.7183006535947712
2021-06-29,297079.33218593005,309439.3725611301,306462.2609864601,293236.9214752301,0.7163398692810458
2021-06-30,294583.49218593,310889.1025611301,307881.53098646004,288956.12147523003,0.7058823529411765
2021-07-04,306851.71645561006,322515.80785222,317434.17079636006,302489.15125713,0.715032679738562
2021-07-05,308847.55645561,321781.30785221996,317744.3423930001,305254.05125713,0.7215686274509803
2021-07-07,304875.95645561005,313944.14785222005,317790.75824134005,299447.76125713,0.7078431372549019
2021-07-08,306333.0764556101,310428.58785222,314550.5582413401,303042.13125713007,0.7163398692810458
2021-07-11,304153.27645561006,309550.35785222,313039.87824134005,300553.72125713003,0.7104575163398692
2021-07-12,304417.47645561007,312008.58785222,316323.43824134005,299447.76125713,0.7078431372549019
2021-07-13,307905.7964556101,313095.41785222,322032.89824134007,301936.17125713004,0.7137254901960783
2021-07-14,312178.9964556101,317428.11785222,322955.5382413401,307742.46125713,0.7274509803921568
2021-07-15,315593.71645561006,318440.17785222,322946.57824134006,312719.28125713003,0.7392156862745098
2021-07-18,309937.2964556101,321862.66785222,323685.69824134005,304148.09125713,0.7189542483660131
2021-07-25,317275.31645561004,331911.86785222,325298.4482413401,314101.73125713,0.7424836601307189
2021-07-26,318531.89645561005,333204.97785222,323238.7182413401,316866.63125713007,0.7490196078431373
2021-07-28,321213.6764556101,336204.59785222,330619.51824134006,317419.61125713005,0.7503267973856209
2021-07-29,321936.53645561007,337895.16785222,332938.0982413401,317419.61125713005,0.7503267973856209
2021-08-01,333109.56142957,351778.24154166,348339.9728621701,326697.63652923,0.7483660130718953
2021-08-02,336515.10142957006,355962.70154166,355500.14286217006,328409.55652923003,0.7522875816993464
2021-08-03,337224.51142957003,348999.27154166,357148.7928621701,328694.87652923004,0.7529411764705882
2021-08-05,337358.64142957004,350905.58154165995,364505.7928621701,325556.35652923,0.7457516339869281
2021-08-08,340101.13142957,351197.32154166,372684.43286217004,325841.67652923,0.74640522875817
2021-08-09,343417.92142957007,349581.82154166,382709.95286217006,326126.99652923003,0.7470588235294117
2021-08-10,347690.8114295701,349756.64154165995,392027.32286217005,328124.23652923,0.7516339869281046
2021-08-15,350619.01142957003,357787.49154166,396395.3428621701,330406.79652923,0.7568627450980392
2021-08-16,354126.77142957004,353781.61154166,397590.2828621701,334971.91652923,0.7673202614379084
2021-08-17,354681.40142957005,351724.98154166,398738.1628621701,335257.23652923,0.7679738562091503
2021-08-18,351204.0714295701,350791.83154166,394494.8628621701,332118.71652923006,0.7607843137254902
2021-08-19,334110.09142957005,348930.83154166,387438.91286217014,310434.39652923006,0.7111111111111111
2021-08-23,345096.00142957,351311.31154166,391870.98286217,324415.07652923,0.7431372549019607
2021-08-24,350267.86142957,349693.25154166,395888.60286217,330121.47652923,0.7562091503267974
2021-08-25,352054.7014295701,350591.97154165996,396593.9928621701,332404.03652923,0.761437908496732
2021-08-26,353654.80142957007,353975.42154166003,394177.95286217006,335827.87652923004,0.7692810457516339
2021-08-29,354016.28142957005,358942.46154165996,391559.3828621701,337539.79652923,0.7732026143790849
2021-08-30,353591.07142957003,365635.01154165994,390825.0328621701,337254.47652923,0.7725490196078432
2021-08-31,353417.90142957005,367545.28154165996,387119.7528621701,338681.07652923,0.7758169934640522
2021-09-01,365755.14646955003,384273.3681742799,405918.30173070007,348119.27792478004,0.7745098039215685
2021-09-02,368083.02646955004,388815.04817428,403664.6817307001,352525.82792478,0.7843137254901961
2021-09-05,365304.96646955004,375368.7181742801,393429.1317307,353113.36792478,0.7856209150326797
2021-09-06,358469.6364695501,368361.12817428,385735.90173070005,346650.42792478006,0.7712418300653595
2021-09-07,359230.59646955004,376130.23817428,390777.66173070006,345475.34792478004,0.7686274509803921
2021-09-09,358401.55646955,377006.45817427995,383558.7117307,347531.73792478,0.7732026143790849
2021-09-12,358082.55646955,381873.33817428,387726.1917307001,345181.57792478,0.7679738562091503
2021-09-14,362077.83646955003,383731.18817428005,394730.1917307,347825.50792478,0.7738562091503267
2021-09-15,362011.0064695501,382415.02817427996,391263.23173070006,349294.35792478005,0.777124183006536
2021-09-16,360311.11646955006,380705.39817428,388389.16173070006,348119.27792478004,0.7745098039215685
2021-09-19,342587.69646955,359497.90817428,341849.91173070006,343418.95792478,0.7640522875816993
2021-09-20,338360.53646955005,352173.20817428,335400.5217307001,340187.48792478,0.7568627450980392
2021-09-21,331761.99646955007,346770.59817427996,327166.4317307001,334312.08792478003,0.7437908496732026
2021-09-22,327969.60646955005,351898.56817428,329906.89173070004,327555.37792478,0.7287581699346405
2021-09-23,335555.69646955,357690.34817427996,347155.03173070005,330786.84792478004,0.7359477124183006
2021-09-26,338123.23646955006,359189.33817428,352160.8717307,332255.69792478,0.7392156862745098
2021-09-27,335795.54646955006,351539.59817427996,344675.45173070004,332255.69792478,0.7392156862745098
2021-09-28,333240.6264695501,351837.84817427996,346847.73173070006,327555.37792478,0.7287581699346405
2021-10-03,339819.96750894,363074.18655861,345660.5300650101,337657.18632313004,0.7294117647058823
2021-10-04,337047.37750894006,358732.16655861,347451.8314365601,332816.22632313,0.7189542483660131
2021-10-05,338121.48750894004,358591.15655861,346212.41853540007,334934.14632313,0.7235294117647059
2021-10-06,337910.39750894,360838.95655861,344868.39853540005,335236.70632313,0.7241830065359477
2021-10-10,341703.33750894,361505.61655861,350381.78853540006,338262.30632313003,0.730718954248366
2021-10-11,347501.74750894005,364663.82655860996,360342.6285354001,342195.58632313,0.7392156862745098
2021-10-12,348966.93750894006,367237.22655861,361041.8185354001,344010.94632313,0.7431372549019607
2021-10-13,351273.63750894007,371525.22655861,363780.6785354001,346128.86632313003,0.7477124183006535
2021-10-17,359036.11750894005,378052.08655860997,374041.2285354001,352785.18632313004,0.7620915032679738
2021-10-18,363687.95750894,384611.80655861,377633.93853540014,357928.70632313,0.7732026143790849
2021-10-19,364689.6475089401,386745.68655861,370137.6885354001,362769.66632313,0.7836601307189542
2021-10-20,363585.57750894,383273.42655861,371940.38853540015,360349.18632313004,0.7784313725490196
2021-10-24,362305.54750894004,388196.14655861,372509.8685354,358231.26632313,0.7738562091503267
2021-10-25,363475.81750894006,384952.9065586099,372933.88853540004,359744.06632313004,0.777124183006536
2021-10-26,362601.11750894005,385478.17655861005,370120.4585354001,359744.06632313004,0.777124183006536
2021-10-27,364709.08750894,379345.75655861,371555.6785354001,362164.54632313,0.7823529411764706
2021-10-28,367919.98750894004,382500.33655860997,374529.54853540007,365492.70632313,0.7895424836601307
2021-10-31,370226.19750894007,373812.70655860996,371907.32853540004,370031.10632313,0.7993464052287581
2021-11-01,379739.78341627005,386903.04287410004,385895.02149757004,377544.45462544006,0.7934640522875817
2021-11-02,383466.43341627007,394339.6828741,386880.0714975701,382520.29462544003,0.803921568627451
2021-11-03,385602.1034162701,392212.5928741,386182.3214975701,385941.18462544004,0.8111111111111111
2021-11-04,384350.6234162701,388607.3028741,381456.77149757004,386252.17462544004,0.8117647058823529
2021-11-07,382238.13341627,383040.37287410005,380160.3314975701,383764.25462544,0.8065359477124182
2021-11-08,382052.59341627,381778.6528741,383695.23149757006,381898.31462544,0.8026143790849672
2021-11-09,381833.03341627005,381114.39287409995,387135.23149757006,380032.37462544005,0.7986928104575164
2021-11-10,382649.61341627006,379385.1528741,383555.6114975701,382831.28462544,0.8045751633986928
2021-11-11,382394.00341627,384234.6828741,390317.4414975701,379410.39462544,0.7973856209150326
2021-11-14,386059.28341627005,382180.3928741,395237.42149757006,382520.29462544003,0.803921568627451
2021-11-15,386898.66341627005,377137.3428741,391729.1614975701,385319.20462544006,0.8098039215686275
2021-11-16,382334.6934162701,370724.85287410003,389436.66149757005,379721.38462544006,0.7980392156862746
2021-11-17,381577.77341627004,370221.55287410005,392514.44149757,377233.46462544,0.7928104575163398
2021-11-18,381755.87341627,372755.60287410003,390322.30149757006,378477.42462544004,0.7954248366013071
2021-11-21,378227.58341627003,364205.85287410003,387917.10149757005,374434.55462544,0.7869281045751633
2021-11-22,376902.05341627006,370739.12287410005,388477.0814975701,372257.62462544005,0.7823529411764706
2021-11-23,378823.35341627005,372501.0128741,389839.2414975701,374434.55462544,0.7869281045751633
2021-11-25,379231.15341627004,382757.4628741,391837.07149757,374123.56462544,0.7862745098039214
2021-11-28,379338.12341627,370774.3128741,386662.43149757007,376611.48462544,0.7915032679738562
2021-11-29,376366.05341627006,369994.6328741,388116.79149757006,371635.64462544,0.7810457516339868
2021-11-30,378032.05341627006,374198.71287409996,392108.35149757005,372257.62462544005,0.7823529411764706
2021-12-01,393434.51597626007,388894.69704874995,405737.07239890005,388489.57527469,0.7947712418300653
2021-12-02,393047.56597626,387789.25704875,402351.61859338003,389448.01527469,0.7967320261437908
2021-12-05,391594.72597626003,388495.4170487501,405465.2017906601,385933.73527469,0.7895424836601307
2021-12-06,394093.63597626006,394054.62704874994,407137.5683893001,388809.05527469,0.7954248366013071
2021-12-08,400565.66597626003,390495.74704875,418087.5683893001,393281.77527469,0.8045751633986928
2021-12-12,401711.25597626006,406035.39704875,421793.92838930007,393281.77527469,0.8045751633986928
2021-12-13,405328.1459762601,400377.46704875,420690.2083893001,399032.41527469,0.8163398692810457
2021-12-14,404178.19597626006,397262.88704875,417688.2083893001,398712.93527469004,0.8156862745098039
2021-12-15,402910.2159762601,401623.53704875,419269.03838930005,396157.09527469,0.8104575163398693
2021-12-16,403270.74597626005,405641.75704874995,420426.0383893001,396157.09527469,0.8104575163398693
2021-12-21,396770.67597626004,404137.34704875003,410095.1383893001,391364.89527469,0.8006535947712418
2021-12-23,405701.70597626,412794.73704875,427563.5683893001,396476.57527469,0.8111111111111111
2021-12-26,408341.03597625997,414662.04704875,426861.5283893001,400629.81527469,0.8196078431372548
2021-12-27,409774.29597626004,412205.81704874994,424392.8483893001,403824.61527469003,0.8261437908496732
2021-12-28,410567.20597626007,416555.77704874997,426952.2483893001,403824.61527469003,0.8261437908496732
2021-12-29,411746.40597626,414264.11704875,426498.9383893001,405741.49527469,0.8300653594771241
2022-01-02,422734.0044625301,428851.09412355,435732.9919715401,417226.76417724,0.8326797385620914
2022-01-03,421079.76446253003,429328.3141235501,434033.48197154,415589.31417724,0.8294117647058823
2022-01-04,421402.46446253004,432792.73412355006,435974.50197154016,415261.82417724,0.8287581699346405
2022-01-05,424458.7644625301,437225.56412355,439287.11197154014,418209.23417724,0.8346405228758169
2022-01-09,424451.9444625301,432341.69412354997,434359.67197154,420174.17417724,0.838562091503268
2022-01-10,423380.1444625301,433305.67412355,436337.97197154013,417881.74417724,0.8339869281045751
2022-01-11,423290.00446253014,430157.47412355,432760.35197154013,419191.70417724,0.8366013071895425
2022-01-12,423221.93446253013,432494.42412355007,434145.32197154005,418536.72417724,0.8352941176470587
2022-01-13,423604.8544625301,428643.0841235501,430582.1419715401,420501.66417724,0.8392156862745097
2022-01-16,420507.77446253004,421253.0641235501,423857.16197154013,418864.21417724,0.8359477124183006
2022-01-18,417955.6144625301,425903.48412355,428017.5119715401,413624.37417724007,0.8254901960784314
2022-01-19,417482.68446253013,424841.15412354993,424729.4519715401,414279.35417724005,0.826797385620915
2022-01-20,413568.02446253004,426282.33412355004,424933.4119715401,408712.02417724003,0.8156862745098039
2022-01-23,412579.27446253004,422513.95412355,420657.5719715401,409039.51417724,0.8163398692810457
2022-01-24,410465.99446253007,420840.07412355,419811.2719715401,406419.59417724004,0.8111111111111111
2022-01-25,409484.39446253004,421420.49412354996,419651.19197154004,405109.63417723996,0.8084967320261437
2022-01-26,407235.65446253004,417784.99412355,418340.0319715401,402489.71417724,0.8032679738562091
2022-01-30,403101.21446253004,413792.38412355003,407154.7019715401,401179.75417724,0.8006535947712418
2022-01-31,405051.72446253005,424144.07412355003,418041.02197154006,399542.30417724,0.7973856209150326
2022-02-01,417197.50331902003,442053.47318715,433636.80851511005,410339.06857799005,0.7999999999999999
2022-02-02,421133.6733190201,446877.1531871501,439035.26851511013,413691.46857799,0.8065359477124182
2022-02-03,423322.47331902,448213.88318715006,439157.75851511006,416708.62857799005,0.8124183006535947
2022-02-06,422195.33331902005,450416.37318715,439406.51851511013,415032.4285779901,0.8091503267973856
2022-02-07,422992.69331902,446851.01318715006,438019.2885151101,416708.62857799005,0.8124183006535947
2022-02-08,420127.02331902,448070.63318715006,440536.31851511006,411680.02857799,0.8026143790849672
2022-02-09,422370.12331902003,452660.36318715004,450057.76851511013,411009.54857799003,0.8013071895424836
2022-02-10,424215.72331902006,451062.6631871501,450647.5385151102,413356.22857799,0.8058823529411764
2022-02-13,423016.67331902,450907.08318715007,448130.60851511016,412685.74857799005,0.8045751633986928
2022-02-14,417578.43331902,439736.42318715004,441710.2985151101,407657.14857799007,0.7947712418300653
2022-02-15,418402.26331902004,448075.51318715,447084.1485151101,406651.4285779901,0.7928104575163398
2022-02-16,422624.26331902,447237.0731871501,448456.3485151101,412015.26857799,0.8032679738562091
2022-02-17,422297.00331902,447618.95318715007,447312.91851511,412015.26857799,0.8032679738562091
2022-02-20,419498.37331902003,437754.83318715,440041.72851511015,411009.54857799003,0.8013071895424836
2022-02-21,415172.0433190201,436055.56318715,439990.30851511005,404975.22857799,0.7895424836601307
2022-02-22,418665.8233190201,441407.32318715,440436.1285151101,409668.5885779901,0.7986928104575164
2022-02-23,414952.26331902004,446062.5631871501,445007.45851511013,402628.54857799003,0.7849673202614379
2022-02-24,409968.16331902007,427776.19318715,427618.77851511014,402628.54857799003,0.7849673202614379
2022-02-27,403325.5733190201,442344.19318715006,440339.2385151101,388213.22857799,0.7568627450980392
2022-02-28,409796.98331902,439658.98318715004,437871.7285151101,398270.4285779901,0.7764705882352941
2022-03-01,419898.97966550005,454944.3953759901,453741.8182779802,406091.81645113,0.7738562091503267
2022-03-03,420797.01966550003,460680.5853759901,452596.00447646016,407806.71645113005,0.777124183006536
2022-03-06,421758.8796655001,456301.9553759901,445691.7044764602,411922.47645113,0.7849673202614379
2022-03-07,414037.01966550003,452026.68537599006,437498.3344764601,404376.91645113,0.7705882352941176
2022-03-08,401198.5696655,442327.28537599003,428577.81447646016,389971.75645113,0.7431372549019607
