date,core_satellite_equity,adaptive_balanced_equity,adaptive_aggressive_equity,static_top10_dca_equity,annual_top10_dca_equity,etf_dca_equity,etf_buy_hold_norm
2019-02-05,111537.40697666002,111537.40697666002,111490.28762692004,111394.21354325999,111394.21354325999,111920.07777500001,1.0
2019-02-14,113732.26697666003,113732.26697666003,113580.33762692002,113273.56354326001,113273.56354326001,114846.07777500001,1.026143790849673
2019-02-19,113859.19697666002,113859.19697666002,113818.55762692001,113736.61354326,113736.61354326,114187.727775,1.0202614379084967
2019-02-21,114533.17697666003,114533.17697666003,114213.18762692001,113569.95354326001,113569.95354326001,116821.12777500002,1.0437908496732027
2019-02-28,113260.08697666002,113260.08697666002,113239.84762691999,113195.98354326,113195.98354326,113456.227775,1.0137254901960784
2019-04-17,120277.60148941002,120277.60148941002,119617.28019289002,118279.77987677,118279.77987677,125040.58575218002,1.0281045751633986
2019-05-21,117042.50989572002,117042.50989572002,116352.09538891002,114942.49331712001,114942.49331712001,122077.29628838,0.9281045751633986
2019-07-09,131721.58661836002,131721.58661836002,130873.13672139001,129146.64878627002,129146.64878627002,137930.41830918004,0.9751633986928104
2019-07-11,129294.54661836002,129294.54661836002,128151.86672139002,125829.57878627002,125829.57878627002,137560.65830918003,0.9725490196078431
2019-08-21,139722.27454548003,139722.27454548003,138147.55318193,134961.82106016,134961.82106016,151056.62032998,0.9980392156862744
2019-08-22,139054.45454548002,139054.45454548002,137482.88318193,134302.64106016,134302.64106016,150364.18032998,0.9934640522875816
2019-08-28,138008.96454548,138008.96454548,136570.66318193002,133655.51106015997,133655.51106015997,148385.78032998,0.9803921568627451
2019-09-02,153028.30401922003,153028.30401922003,151113.47160525003,147249.40069398005,147249.40069398005,166806.43285498003,1.0326797385620916
2019-09-04,151660.45401922002,151660.45401922002,149442.46160525002,144972.17069398,144972.17069398,167545.42285498002,1.0372549019607842
2019-09-09,152113.85401922002,152113.85401922002,150082.14160525,145987.06069398002,145987.06069398002,166700.86285498002,1.0320261437908496
2019-09-17,150454.13401922002,150454.13401922002,148125.52160525002,143424.64069398,143424.64069398,167123.14285498002,1.0346405228758169
2019-09-23,137644.87401922,137644.87401922,135095.18160525002,129924.28069397999,129924.28069397999,155827.15285498003,0.9647058823529411
2019-10-24,149727.80963641,149727.80963641,147227.13017362,142162.23891524,142162.23891524,167616.98263688,0.9758169934640523
2019-10-27,150435.76963641,150435.76963641,147892.25017362,142743.18891524003,142743.18891524003,168627.32263688,0.9816993464052287
2019-10-28,151241.35963641002,151241.35963641002,148765.31017362,143753.30891524002,143753.30891524002,168964.10263688004,0.9836601307189542
2019-10-30,154274.95963641003,154274.95963641003,151847.41017362,146944.90891524,146944.90891524,171658.34263688,0.9993464052287581
2019-10-31,154976.52963641004,154976.52963641004,152632.99017362,147902.71891524,147902.71891524,171770.60263688004,1.0
2019-11-03,165778.84428722004,165778.84428722004,163392.67890506002,158577.22511869,158577.22511869,182927.56815108002,1.0058823529411764
2019-11-04,166444.25428722,166444.25428722,164033.02890506003,159173.27511868998,159173.27511868998,183759.58815108,1.0104575163398692
2019-11-20,161715.74428722003,161715.74428722003,159101.29890506004,153818.30511869004,153818.30511869004,180431.50815108002,0.992156862745098
2019-11-21,160806.34428722004,160806.34428722004,158197.73890506002,152923.73511869003,152923.73511869003,179480.62815108002,0.9869281045751633
2019-11-27,156651.58428722003,156651.58428722003,154262.48890506002,149419.40511869002,149419.40511869002,173775.34815108,0.9555555555555555
2019-12-03,162964.93343183002,162949.21244444003,160495.27566972002,155558.60993059003,155558.60993059003,180506.60618628,0.937908496732026
2019-12-25,165481.24343183002,165469.22244444003,162890.14566972002,157710.09993059002,157710.09993059002,183902.66618628,0.9555555555555555
2019-12-30,168232.19343183,168094.46244444003,165843.13566972004,161603.46993059,161603.46993059,184028.44618628002,0.9562091503267974
2019-12-31,175460.18343183002,175079.14244444002,173545.41566972004,171278.08993059007,171278.08993059007,185663.58618628,0.9647058823529411
2020-01-02,178352.44105356003,178243.41111151004,175777.46736090002,171907.10948938003,171057.61160904003,195743.89871128,0.9660130718954247
2020-01-12,174169.92105356004,174078.02111151002,171497.96736090002,167297.77948938,166539.53678211002,192433.14871128,0.949673202614379
2020-01-28,171782.84105356003,171721.23111151002,168966.7073609,165527.12948938,163683.00678211002,191108.84871128,0.9431372549019608
2020-01-30,176564.60105356,176423.61111151002,173571.49736090002,171626.53948938,168245.96678211002,196670.90871128,0.9705882352941175
2020-02-05,184216.99810634006,184240.02816429004,181397.23239987003,177040.95052476999,175705.9163009,204558.70073208,0.9607843137254901
