family,scope,holdout_excess_vs_dca,holdout_twr_total_return,holdout_cagr,holdout_sharpe,holdout_max_drawdown,meta_json
annual_top10_stock_immediate,stock_holdout,0.13088784238647433,0.6919993156557105,0.45562851836947904,1.884033494371771,0.10476800908187445,"{""coverage_min"": 0.6758620689655173, ""coverage_under_95_count"": 5, ""lookback_bars"": 378, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 8}"
annual_top10_stock_immediate,stock_holdout,0.1258832340104734,0.6869947072797096,0.45255362351832984,2.00745319734626,0.09727364126745441,"{""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 6, ""lookback_bars"": 252, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 10}"
annual_top10_basket_pullback,basket_holdout,0.115077641309278,0.6761891145785142,0.44590561215303404,1.9407623814964066,0.10154978098192768,"{""basket_start_date"": ""2015-01-15"", ""coverage_min"": 0.6758620689655173, ""coverage_under_95_count"": 5, ""lookback_bars"": 378, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 8}"
annual_top10_basket_pullback,basket_holdout,0.09662767600356958,0.6577391492728057,0.4345260673216391,1.89745834220673,0.1017038137845192,"{""basket_start_date"": ""2015-01-15"", ""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 4, ""lookback_bars"": 252, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 8}"
annual_top10_basket_immediate,basket_holdout,0.09455934676973565,0.6556708200389718,0.43324811306434574,1.8079971368363421,0.12875148835318106,"{""basket_start_date"": ""2015-01-15"", ""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 4, ""lookback_bars"": 252, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 8}"
annual_top10_stock_pullback,stock_holdout,0.09064454593945626,0.6517560192086924,0.4308280319623552,1.5082619672134412,0.1764184636056627,"{""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 6, ""lookback_bars"": 252, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 10}"
annual_top10_stock_immediate,stock_holdout,0.07923777709126889,0.640349250360505,0.4237671306732027,1.7817385713576193,0.13288497433212765,"{""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 4, ""lookback_bars"": 252, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 8}"
annual_top10_basket_pullback,basket_holdout,0.021544507275846447,0.5826559805450826,0.3878363380160468,1.8700390517572523,0.10245364526569378,"{""basket_start_date"": ""2015-01-15"", ""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 6, ""lookback_bars"": 252, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 12}"
dca_pullback_only_repo_best,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 8, ""buy_threshold"": -45.0, ""cci_len"": 26, ""kama_fast"": 3, ""kama_len"": 26, ""kama_slow"": 52, ""trend_buffer_atr"": 1.7000000000000002}"
dca_pullback_only_random_search,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 9, ""buy_threshold"": -40.0, ""cci_len"": 29, ""kama_fast"": 4, ""kama_len"": 38, ""kama_slow"": 50, ""trend_buffer_atr"": 1.1}"
dca_pullback_only_random_search,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 11, ""buy_threshold"": -40.0, ""cci_len"": 29, ""kama_fast"": 5, ""kama_len"": 34, ""kama_slow"": 51, ""trend_buffer_atr"": 1.3}"
dca_pullback_only_random_search,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 10, ""buy_threshold"": -45.0, ""cci_len"": 27, ""kama_fast"": 4, ""kama_len"": 20, ""kama_slow"": 55, ""trend_buffer_atr"": 2.0}"
dca_pullback_only_random_search,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 7, ""buy_threshold"": -45.0, ""cci_len"": 26, ""kama_fast"": 5, ""kama_len"": 19, ""kama_slow"": 54, ""trend_buffer_atr"": 1.7}"
dca_pullback_only_random_search,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 8, ""buy_threshold"": -40.0, ""cci_len"": 29, ""kama_fast"": 5, ""kama_len"": 22, ""kama_slow"": 45, ""trend_buffer_atr"": 2.0}"
dca_pullback_only_random_search,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 12, ""buy_threshold"": -45.0, ""cci_len"": 26, ""kama_fast"": 4, ""kama_len"": 27, ""kama_slow"": 47, ""trend_buffer_atr"": 1.9}"
