date,regime,core_weight,satellite_weight,guard_active,sleeve_drawdown,portfolio_drawdown,turnover_value,turnover_pct,fees
2019-02-05,bull,0.2,0.8,False,0.0,0.0,109745.675415,0.9976879583181819,244.49135083000002
2020-01-02,bull,0.2,0.8,False,-0.07428518202111278,0.0,108212.77911999999,0.600522587965128,236.42555824
2021-01-04,stress,0.9,0.09999999999999998,False,-0.17853210994444157,0.0,212760.534805,0.8639567207943452,440.5210696099999
2022-01-02,stress,0.9,0.09999999999999998,False,-0.697083459195512,0.0,77373.28339499999,0.2007339483223302,174.74656678999997
2023-01-02,stress,0.9,0.09999999999999998,False,-0.5342096868398165,-0.027958585926156965,110509.80699,0.16613045563513412,241.01961398
2024-01-02,bull,0.2,0.8,False,0.0,-0.019871935535717977,164728.24303,0.12817482055804835,334.45648606000003
2025-01-02,bull,0.2,0.8,False,-0.1961470536785238,-0.07952578506375685,621368.76731,0.3593645479911824,1252.7375346200001
2026-01-04,bull,0.2,0.8,False,-0.07156412517245181,-0.019332204513450857,1925425.85967,0.6301703913891927,3865.85171934
